time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,5.90013,3.32028,4.53235,5.03265,5.39989,5.73896,6.07031,6.42956,6.85387,7.39813,8.4052,All
-59.4257,11.0437,6.21602,8.57335,9.48568,10.1326,10.7406,11.3423,12.0147,12.7424,13.7254,15.5186,All
-59.1386,15.5729,8.71488,12.2119,13.4269,14.3202,15.1646,15.9905,16.882,17.8819,19.1522,21.543,All
-58.8514,19.5908,10.943,15.436,16.9438,18.0559,19.0796,20.0813,21.1437,22.3861,23.9432,26.7175,All
-58.5643,23.177,12.9305,18.3192,20.0903,21.3802,22.6009,23.6931,24.9336,26.3714,28.1286,31.2852,All
-58.2771,26.3769,14.7111,20.9609,22.9205,24.4167,25.6744,26.9608,28.2907,29.9044,31.8762,35.3812,All
-57.99,28.9826,16.3058,23.1339,25.2453,26.9064,28.3496,29.6502,31.0829,32.873,34.9596,38.8628,All
-57.7028,25.6886,16.8856,20.5844,22.3763,23.8194,25.1015,26.2626,27.5319,29.0034,31.0104,34.228,All
-57.4157,22.9198,16.4239,18.6278,20.0661,21.2635,22.4396,23.446,24.5874,25.9506,27.6106,30.7457,All
-57.1285,20.7128,15.123,17.0245,18.2128,19.2917,20.2556,21.1679,22.2552,23.421,24.9666,27.8717,All
-56.8414,18.9548,13.6693,15.5154,16.6487,17.651,18.5341,19.4088,20.3569,21.4617,22.8638,25.5152,All
-56.5542,17.4275,12.2979,14.0501,15.1918,16.1561,16.9974,17.852,18.7832,19.8367,21.2642,23.9208,All
-56.2671,16.0311,11.0338,12.7732,13.8366,14.7948,15.6242,16.4685,17.4096,18.4412,19.9784,22.8743,All
-55.9799,14.7798,9.99659,11.637,12.6769,13.5814,14.3804,15.205,16.1004,17.1872,18.7968,22.0657,All
-55.6928,13.7025,9.0915,10.6711,11.6626,12.5062,13.3199,14.0923,14.9156,15.948,17.4028,20.3394,All
