iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1606.43,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1579.67,1,4.64011,31.6401,13.6244,60.4458,0.974679,0.974679,0.974679,1.06432,0.974679,0.974679
3,1561.83,1,4.35482,27.8739,13.106,83.9693,0.95,0.95,0.95,1.06559,0.95,0.95
4,1549.07,1,3.98738,29.1824,11.1862,102.282,0.925945,0.925945,0.925945,1.03861,0.925945,0.925945
5,1539.01,1,4.04948,32.2186,10.4871,86.0792,0.9025,0.9025,0.9025,1.01231,0.9025,0.9025
6,1531.48,1,3.95318,28.3814,8.59282,83.5872,0.879648,0.887993,0.924636,0.986681,0.879648,0.879648
7,1521.96,1,3.87217,29.7737,6.77475,88.2744,0.857375,0.865508,0.957463,0.961697,0.857375,0.857375
8,1509.5,1,3.75387,27.1342,6.92959,79.1275,0.835666,0.843593,0.93322,0.978994,0.835666,0.835666
9,1498.57,1,3.99877,28.5288,5.4312,88.765,0.814506,0.822233,0.983401,1.00912,0.814506,0.814506
10,1493.34,1,3.72567,28.2785,5.48822,88.3447,0.793882,0.801413,0.993671,0.983565,0.793882,0.793882
11,1468.53,1,4.20718,26.2009,5.28065,86.2936,0.773781,0.781121,0.96851,0.958661,0.773781,0.773781
12,1466.08,1,3.95642,24.7805,5.6553,79.0868,0.754188,0.761343,0.943987,0.965175,0.754188,0.754188
13,1469.22,1,3.94014,26.4804,7.11354,100.642,0.735092,0.742065,0.951496,1.05706,0.735092,0.735092
14,1452.87,1,4.01519,29.879,6.09096,83.3609,0.716479,0.723276,0.933038,1.11602,0.716479,0.716479
15,1433.66,1,4.16299,26.0164,6.56702,72.541,0.698337,0.704962,0.936951,1.08776,0.698337,0.698337
16,1428.24,1,4.37982,26.4977,7.09091,68.6339,0.680655,0.687112,0.97103,1.06022,0.680655,0.680655
17,1405.26,1,4.13861,23.5933,6.92556,75.6679,0.66342,0.669714,0.946442,1.03337,0.66342,0.66342
18,1402.02,1,4.44426,22.7162,6.35911,52.256,0.646622,0.652756,0.922478,1.05707,0.646622,0.646622
19,1393.95,1,4.43856,22.5382,6.14847,57.5674,0.630249,0.636228,0.89912,1.10342,0.630249,0.630249
20,1379.56,1,4.46991,22.1718,6.8643,42.507,0.614291,0.620118,0.876354,1.12347,0.614291,0.614291
21,1366.04,1,4.91232,21.2367,8.58951,34.2495,0.598737,0.604417,0.854164,1.09502,0.598737,0.598737
22,1349.74,1,4.71779,20.9638,8.73417,36.241,0.583577,0.589113,0.832536,1.0673,0.583577,0.583577
23,1346.52,1,4.67786,20.2059,8.23822,34.351,0.5688,0.574196,0.813964,1.04027,0.5688,0.5688
24,1343.46,1,4.45559,21.4593,8.29705,43.6475,0.554398,0.559657,0.793354,1.1361,0.554398,0.554398
25,1325.15,1,4.60365,19.3226,8.02188,37.2727,0.54036,0.545486,0.876088,1.10733,0.54036,0.54036
26,1322.93,1,4.56383,18.5483,7.88852,35.8517,0.526678,0.531674,1.02108,1.07929,0.526678,0.526678
27,1310.48,1,4.71974,19.646,8.88397,33.0218,0.513342,0.518212,0.99523,1.05196,0.513342,0.513342
28,1300.56,1,4.99478,22.2431,8.01,26.7198,0.500344,0.507656,0.97003,1.02533,0.500344,0.500344
29,1295.6,1,4.74729,21.8142,8.06989,26.1563,0.487675,0.494802,1.00762,1.06815,0.487675,0.487675
30,1277.83,1,4.8286,22.2882,6.86122,24.8334,0.475327,0.482273,0.982111,1.0411,0.475327,0.475327
31,1275.41,1,4.85828,22.8829,5.74082,23.6633,0.463291,0.470062,0.966667,1.01474,0.463291,0.463291
32,1262.74,1,4.77524,22.8684,5.9654,20.6473,0.45156,0.45816,0.94219,0.989045,0.45156,0.45156
33,1254.74,1,4.86719,23.3209,5.12934,20.7637,0.440127,0.446559,0.931066,1.00923,0.440127,0.440127
34,1250.2,1,4.80794,24.0796,5.33668,20.0738,0.428982,0.435252,0.974855,0.983677,0.428982,0.428982
35,1234.93,1,4.72374,22.0955,5.14602,21.0084,0.41812,0.424231,0.9753,0.972355,0.41812,0.41812
36,1229.16,1,4.76971,21.1981,6.49973,17.6267,0.407533,0.413489,1.00215,0.947734,0.407533,0.407533
37,1221.38,1,4.62909,21.1794,5.52417,19.9611,0.397214,0.403019,0.976776,0.979088,0.397214,0.397214
