Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,bias_abscissa,bias_pdf,bias_cdf,split
3.55887,0.157726,0.0767327,15.07,0.0334578,0.0689342,4.28481,0.154596,0.247553,17.9079,0.0381408,0.200147,-17.571,0.013356,0.0362209,All
3.70609,0.18594,0.102044,15.6025,0.038964,0.0882153,4.50219,0.157071,0.28146,18.7311,0.0397463,0.232236,-17.2985,0.0132175,0.039846,All
3.85332,0.21254,0.131405,16.135,0.0444041,0.110418,4.71957,0.157878,0.31572,19.5542,0.0408836,0.265452,-17.0261,0.0128687,0.0434045,All
4.00055,0.236452,0.164496,16.6675,0.0496157,0.135464,4.93695,0.157214,0.349992,20.3773,0.041573,0.299419,-16.7536,0.0123263,0.0468412,All
4.14778,0.256862,0.200858,17.1999,0.0544497,0.163191,5.15433,0.155281,0.383979,21.2005,0.0418457,0.333779,-16.4811,0.0116158,0.0501064,All
4.29501,0.273229,0.239932,17.7324,0.0587788,0.193362,5.37171,0.15228,0.417425,22.0236,0.0417409,0.368206,-16.2086,0.0107691,0.0531588,All
4.44224,0.285288,0.281101,18.2649,0.0625014,0.225681,5.58909,0.148402,0.45012,22.8468,0.0413017,0.402405,-15.9362,0.00982254,0.055966,All
4.58947,0.293006,0.323724,18.7974,0.0655446,0.259804,5.80647,0.143825,0.481893,23.6699,0.0405735,0.436121,-15.6637,0.00881421,0.0585059,All
4.7367,0.296548,0.367173,19.3299,0.0678647,0.295356,6.02385,0.138708,0.51261,24.4931,0.0396012,0.469134,-15.3912,0.00778139,0.060767,All
4.88393,0.296219,0.410855,19.8624,0.0694456,0.331947,6.24123,0.133195,0.542169,25.3162,0.0384285,0.501261,-15.1187,0.00675843,0.0627473,All
5.03116,0.292424,0.454227,20.3949,0.0702963,0.369184,6.45861,0.12741,0.570498,26.1394,0.0370961,0.532355,-14.8463,0.00577496,0.0644536,All
5.17839,0.285624,0.496814,20.9274,0.0704471,0.406686,6.67599,0.121459,0.59755,26.9625,0.0356415,0.562298,-14.5738,0.00485475,0.0659001,All
5.32562,0.276303,0.538208,21.4599,0.0699456,0.444093,6.89337,0.115433,0.623298,27.7857,0.0340984,0.591006,-14.3013,0.00401513,0.0671065,All
5.47284,0.264942,0.578074,21.9923,0.0688524,0.481071,7.11075,0.109409,0.647736,28.6088,0.0324966,0.618418,-14.0288,0.00326699,0.0680965,All
5.62007,0.252003,0.616145,22.5248,0.067237,0.517326,7.32813,0.103447,0.670869,29.4319,0.0308622,0.644496,-13.7564,0.00261523,0.0688956,All
5.7673,0.237913,0.652222,23.0573,0.065174,0.552598,7.54551,0.0975979,0.692719,30.2551,0.0292174,0.669224,-13.4839,0.00205962,0.0695304,All
5.91453,0.22306,0.686163,23.5898,0.0627397,0.586669,7.76289,0.0919011,0.713312,31.0782,0.0275808,0.692599,-13.2114,0.0015958,0.0700264,All
6.06176,0.207784,0.717883,24.1223,0.0600094,0.619362,7.98027,0.0863867,0.732687,31.9014,0.0259681,0.714636,-12.939,0.00121642,0.0704077,All
6.20899,0.192384,0.747341,24.6548,0.0570552,0.650538,8.19765,0.0810772,0.750884,32.7245,0.0243916,0.73536,-12.6665,0.000912231,0.0706961,All
6.35622,0.177109,0.774538,25.1873,0.0539442,0.680096,8.41503,0.0759886,0.767952,33.5477,0.0228614,0.754805,-12.394,0.00067304,0.0709107,All
6.50345,0.162168,0.799508,25.7198,0.0507376,0.70797,8.63241,0.071131,0.783938,34.3708,0.021385,0.773011,-12.1215,0.000488533,0.0710678,All
6.65068,0.147727,0.822314,26.2522,0.0474898,0.734123,8.84978,0.0665103,0.798894,35.194,0.0199682,0.790027,-11.8491,0.000348871,0.071181,All
6.79791,0.133918,0.843039,26.7847,0.0442479,0.758547,9.06716,0.0621283,0.812871,36.0171,0.0186149,0.805902,-11.5766,0.000245112,0.0712612,All
6.94514,0.120837,0.861783,27.3172,0.0410521,0.781255,9.28454,0.057984,0.825922,36.8403,0.0173275,0.820691,-11.3041,0.00016944,0.0713171,All
7.09237,0.108551,0.87866,27.8497,0.0379355,0.80228,9.50192,0.0540738,0.838097,37.6634,0.0161074,0.834447,-11.0316,0.000115265,0.0713555,All
7.23959,0.0971025,0.893788,28.3822,0.0349249,0.821674,9.7193,0.0503924,0.849447,38.4865,0.0149547,0.847226,-10.7592,7.72034e-05,0.0713814,All
7.38682,0.0865103,0.907294,28.9147,0.0320409,0.839497,9.93668,0.0469328,0.860022,39.3097,0.013869,0.859085,-10.4867,5.09912e-05,0.0713986,All
7.53405,0.0767757,0.919304,29.4472,0.0292988,0.855822,10.1541,0.0436871,0.869867,40.1328,0.012849,0.870077,-10.2142,3.33599e-05,0.0714099,All
7.68128,0.0678846,0.929943,29.9797,0.0267091,0.870727,10.3714,0.0406467,0.87903,40.956,0.011893,0.880256,-9.94175,2.18981e-05,0.0714174,All
7.82851,0.0598109,0.939333,30.5122,0.0242781,0.884295,10.5888,0.0378022,0.887553,41.7791,0.0109989,0.889673,-9.66927,1.49258e-05,0.0714223,All
7.97574,0.0525191,0.947593,31.0446,0.0220087,0.896611,10.8062,0.0351442,0.895478,42.6023,0.0101643,0.898379,-9.3968,1.14005e-05,0.0714258,All
8.12297,0.0459671,0.954834,31.5771,0.0199007,0.907762,11.0236,0.0326631,0.902845,43.4254,0.00938649,0.906422,-9.12433,1.0869e-05,0.0714288,All
8.2702,0.0401081,0.961163,32.1096,0.0179517,0.917833,11.241,0.0303492,0.909691,44.2486,0.00866284,0.913847,-8.85185,1.34838e-05,0.071432,All
8.41743,0.0348925,0.966676,32.6421,0.0161573,0.926908,11.4583,0.028193,0.916051,45.0717,0.0079905,0.920698,-8.57938,2.01016e-05,0.0714365,All
8.56466,0.0302694,0.971466,33.1746,0.0145117,0.935067,11.6757,0.0261853,0.921959,45.8948,0.00736664,0.927015,-8.3069,3.2486e-05,0.0714435,All
8.71189,0.0261881,0.975616,33.7071,0.0130078,0.942387,11.8931,0.024317,0.927446,46.718,0.00678842,0.932838,-8.03443,5.36444e-05,0.071455,All
8.85911,0.0225988,0.979201,34.2396,0.0116382,0.948944,12.1105,0.0225795,0.93254,47.5411,0.00625306,0.938203,-7.76196,8.83319e-05,0.0714739,All
9.00634,0.0194536,0.982292,34.7721,0.0103945,0.954804,12.3279,0.0209644,0.937271,48.3643,0.00575787,0.943143,-7.48948,0.000143758,0.071505,All
9.15357,0.016707,0.984949,35.3045,0.00926853,0.960034,12.5452,0.0194637,0.941663,49.1874,0.00530022,0.947692,-7.21701,0.00023054,0.0715551,All
9.3008,0.0143162,0.987229,35.837,0.00825177,0.964694,12.7626,0.0180699,0.945741,50.0106,0.00487759,0.951879,-6.94454,0.000363918,0.0716348,All
9.44803,0.0122416,0.98918,36.3695,0.00733589,0.96884,12.98,0.0167757,0.949527,50.8337,0.00448758,0.955731,-6.67206,0.000565266,0.0717596,All
9.59526,0.0104464,0.990847,36.902,0.00651279,0.972523,13.1974,0.0155744,0.953041,51.6569,0.00412789,0.959275,-6.39959,0.000863861,0.0719517,All
9.74249,0.00889744,0.992268,37.4345,0.00577464,0.975791,13.4148,0.0144597,0.956304,52.48,0.00379636,0.962534,-6.12712,0.00129885,0.0722427,All
9.88972,0.0075643,0.993478,37.967,0.005114,0.978687,13.6321,0.0134253,0.959333,53.3032,0.00349093,0.965532,-5.85464,0.00192128,0.0726765,All
10.0369,0.00641976,0.994505,38.4995,0.00452384,0.98125,13.8495,0.0124658,0.962146,54.1263,0.00320969,0.968288,-5.58217,0.002796,0.0733125,All
10.1842,0.00543943,0.995376,39.032,0.00399754,0.983516,14.0669,0.0115758,0.964758,54.9494,0.00295082,0.970822,-5.3097,0.00400313,0.0742303,All
10.3314,0.00460161,0.996114,39.5645,0.00352896,0.985518,14.2843,0.0107504,0.967183,55.7726,0.00271262,0.973152,-5.03722,0.00563868,0.0755329,All
10.4786,0.00388707,0.996737,40.0969,0.00311241,0.987284,14.5017,0.00998493,0.969436,56.5957,0.00249352,0.975293,-4.76475,0.00781393,0.077352,All
10.6259,0.00327887,0.997264,40.6294,0.00274264,0.988841,14.719,0.00927506,0.971529,57.4189,0.00229204,0.977262,-4.49228,0.0106531,0.0798514,All
10.7731,0.00276216,0.997707,41.1619,0.00241482,0.990212,14.9364,0.00861678,0.973472,58.242,0.00210681,0.979071,-4.2198,0.0142889,0.0832298,All
10.9203,0.00232396,0.998081,41.6944,0.00212456,0.991419,15.1538,0.00800634,0.975278,59.0652,0.00193656,0.980734,-3.94733,0.0188553,0.0877226,All
11.0676,0.00195294,0.998395,42.2269,0.00186785,0.99248,15.3712,0.00744026,0.976956,59.8883,0.0017801,0.982263,-3.67485,0.0244785,0.0936009,All
11.2148,0.00163931,0.998659,42.7594,0.00164106,0.993413,15.5886,0.00691529,0.978516,60.7115,0.00163633,0.983668,-3.40238,0.0312644,0.101168,All
11.362,0.00137459,0.99888,43.2919,0.00144091,0.994233,15.8059,0.00642843,0.979966,61.5346,0.00150425,0.98496,-3.12991,0.0392853,0.110751,All
11.5092,0.00115146,0.999065,43.8244,0.00126444,0.994952,16.0233,0.00597687,0.981313,62.3578,0.00138292,0.986148,-2.85743,0.0485652,0.122691,All
11.6565,0.000963644,0.999221,44.3569,0.00110898,0.995583,16.2407,0.00555803,0.982566,63.1809,0.00127146,0.987239,-2.58496,0.0590657,0.137327,All
11.8037,0.000805743,0.999351,44.8893,0.00097214,0.996137,16.4581,0.00516949,0.983732,64.004,0.00116909,0.988243,-2.31249,0.070674,0.154979,All
11.9509,0.000673153,0.999459,45.4218,0.00085179,0.996621,16.6754,0.00480902,0.984816,64.8272,0.00107506,0.989166,-2.04001,0.0831952,0.175924,All
12.0982,0.000561939,0.99955,45.9543,0.000746017,0.997046,16.8928,0.00447456,0.985825,65.6503,0.000988699,0.990015,-1.76754,0.0963501,0.200374,All
12.2454,0.000468753,0.999626,46.4868,0.000653117,0.997418,17.1102,0.0041642,0.986763,66.4735,0.000909378,0.990796,-1.49507,0.109779,0.228455,All
12.3926,0.00039075,0.999689,47.0193,0.000571574,0.997744,17.3276,0.00387614,0.987637,67.2966,0.000836525,0.991514,-1.22259,0.123056,0.260184,All
12.5398,0.000325516,0.999741,47.5518,0.000500043,0.998029,17.545,0.00360876,0.98845,68.1198,0.000769608,0.992175,-0.95012,0.135707,0.295457,All
12.6871,0.000271009,0.999785,48.0843,0.000437327,0.998278,17.7623,0.00336053,0.989207,68.9429,0.000708143,0.992783,-0.677646,0.147236,0.334035,All
12.8343,0.000225502,0.999822,48.6168,0.000382368,0.998496,17.9797,0.00313004,0.989912,69.7661,0.000651681,0.993342,-0.405173,0.157159,0.375547,All
12.9815,0.000187538,0.999852,49.1492,0.000334229,0.998686,18.1971,0.00291599,0.990569,70.5892,0.000599812,0.993857,-0.132699,0.165037,0.419493,All
13.1288,0.000155889,0.999877,49.6817,0.000292081,0.998853,18.4145,0.00271717,0.991181,71.4123,0.000552158,0.994331,0.139774,0.170506,0.465264,All
13.276,0.000129522,0.999898,50.2142,0.000255194,0.998998,18.6319,0.00253247,0.991751,72.2355,0.000508373,0.994767,0.412248,0.173305,0.512167,All
13.4232,0.00010757,0.999915,50.7467,0.000222923,0.999125,18.8492,0.00236084,0.992283,73.0586,0.000468139,0.995168,0.684721,0.173299,0.559451,All
13.5704,8.93045e-05,0.99993,51.2792,0.0001947,0.999236,19.0666,0.00220134,0.992779,73.8818,0.000431164,0.995538,0.957195,0.170489,0.60635,All
13.7177,7.41139e-05,0.999942,51.8117,0.000170024,0.999333,19.284,0.00205308,0.993241,74.7049,0.000397179,0.995879,1.22967,0.16501,0.652116,All
13.8649,6.14873e-05,0.999952,52.3442,0.000148456,0.999418,19.5014,0.00191524,0.993672,75.5281,0.00036594,0.996193,1.50214,0.157124,0.696053,All
14.0121,5.09967e-05,0.99996,52.8767,0.00012961,0.999492,19.7188,0.00178706,0.994074,76.3512,0.00033722,0.996482,1.77462,0.147193,0.737554,All
14.1594,4.22846e-05,0.999967,53.4092,0.000113145,0.999557,19.9361,0.00166784,0.994449,77.1744,0.000310813,0.996749,2.04709,0.135658,0.776119,All
14.3066,3.50524e-05,0.999973,53.9416,9.87632e-05,0.999613,20.1535,0.00155693,0.9948,77.9975,0.000286529,0.996994,2.31956,0.123004,0.811379,All
14.4538,2.90508e-05,0.999977,54.4741,8.62042e-05,0.999662,20.3709,0.00145373,0.995127,78.8207,0.000264194,0.997221,2.59204,0.109726,0.843093,All
14.6011,2.40721e-05,0.999981,55.0066,7.52385e-05,0.999705,20.5883,0.00135768,0.995432,79.6438,0.000243648,0.99743,2.86451,0.0962966,0.87116,All
14.7483,1.99433e-05,0.999984,55.5391,6.56654e-05,0.999742,20.8057,0.00126827,0.995718,80.4669,0.000224745,0.997623,3.13698,0.0831436,0.895595,All
14.8955,1.65202e-05,0.999987,56.0716,5.7309e-05,0.999775,21.023,0.00118503,0.995984,81.2901,0.000207351,0.9978,3.40946,0.0706255,0.916526,All
15.0427,1.36829e-05,0.999989,56.6041,5.00156e-05,0.999804,21.2404,0.0011075,0.996233,82.1132,0.000191342,0.997964,3.68193,0.0590213,0.934166,All
15.19,1.13317e-05,0.999991,57.1366,4.36504e-05,0.999829,21.4578,0.00103529,0.996466,82.9364,0.000176605,0.998116,3.9544,0.0485256,0.948791,All
15.3372,9.38364e-06,0.999993,57.6691,3.80959e-05,0.99985,21.6752,0.000968007,0.996684,83.7595,0.000163038,0.998255,4.22688,0.0392507,0.960721,All
15.4844,7.76997e-06,0.999994,58.2015,3.3249e-05,0.999869,21.8926,0.000905306,0.996887,84.5827,0.000150544,0.998384,4.49935,0.0312348,0.970295,All
15.6317,6.43346e-06,0.999995,58.734,2.90199e-05,0.999886,22.1099,0.000846863,0.997078,85.4058,0.000139038,0.998503,4.77182,0.0244537,0.977854,All
15.7789,5.32666e-06,0.999996,59.2665,2.53298e-05,0.9999,22.3273,0.000792375,0.997256,86.229,0.000128438,0.998613,5.0443,0.018835,0.983727,All
15.9261,4.41019e-06,0.999997,59.799,2.21102e-05,0.999913,22.5447,0.000741564,0.997422,87.0521,0.000118671,0.998715,5.31677,0.0142725,0.988214,All
16.0733,3.65139e-06,0.999997,60.3315,1.93011e-05,0.999924,22.7621,0.00069417,0.997578,87.8753,0.000109671,0.998809,5.58924,0.0106402,0.991589,All
16.2206,3.02319e-06,0.999998,60.864,1.68502e-05,0.999933,22.9795,0.000649954,0.997724,88.6984,0.000101375,0.998896,5.86172,0.00780398,0.994085,All
