Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,bias_abscissa,bias_pdf,bias_cdf,split
1.64489,2.50234e-05,1.98655e-06,8.14765,0.000125873,6.65604e-05,1.45888,0.00760973,0.00164159,7.20703,0.00124765,0.00110411,-21.1132,0.00346567,0.00358739,All
1.79212,0.000116306,1.09313e-05,8.68013,0.00028776,0.000171764,1.67626,0.014937,0.00403836,8.03017,0.00242431,0.00257928,-20.8407,0.00424002,0.00463506,All
1.93934,0.000420531,4.64209e-05,9.21262,0.000594031,0.000398529,1.89364,0.0251808,0.00834807,8.85332,0.00415892,0.00524891,-20.5682,0.00510344,0.00590608,All
2.08657,0.00123993,0.000159681,9.74511,0.00112333,0.00084389,2.11102,0.0379582,0.0151703,9.67646,0.00647304,0.00958569,-20.2957,0.00604328,0.00742313,All
2.2338,0.0030912,0.000461805,10.2776,0.00196894,0.00165095,2.3284,0.0525705,0.024984,10.4996,0.00932312,0.016053,-20.0233,0.00704039,0.00920457,All
2.38103,0.00670326,0.0011561,10.8101,0.00323011,0.00301456,2.54578,0.0681723,0.0380975,11.3228,0.0126106,0.0250546,-19.7508,0.0080693,0.0112627,All
2.52826,0.0129314,0.00256407,11.3426,0.00500033,0.00518141,2.76316,0.0839161,0.0546326,12.1459,0.0161994,0.0368965,-19.4783,0.00909891,0.013602,All
2.67549,0.022598,0.00513297,11.8751,0.00735454,0.00844362,2.98054,0.0990514,0.0745363,12.969,0.0199358,0.051764,-19.2058,0.0100939,0.016218,All
2.82272,0.0363044,0.00941713,12.4076,0.0103376,0.0131257,3.19792,0.112979,0.0976081,13.7922,0.0236657,0.0697147,-18.9334,0.0110164,0.019096,All
2.96995,0.0542727,0.016033,12.94,0.0139557,0.0195659,3.4153,0.125266,0.123536,14.6153,0.0272482,0.090684,-18.6609,0.0118287,0.0222113,All
3.11718,0.0762616,0.0255962,13.4725,0.0181726,0.0280947,3.63268,0.135645,0.15193,15.4385,0.030565,0.1145,-18.3884,0.0124954,0.0255288,All
3.26441,0.101576,0.0386527,14.005,0.02291,0.0390119,3.85005,0.143988,0.182361,16.2616,0.0335243,0.140905,-18.116,0.0129861,0.0290046,All
3.41164,0.129157,0.0556178,14.5375,0.0280528,0.0525655,4.06743,0.15028,0.214381,17.0848,0.0360621,0.169575,-17.8435,0.0132776,0.0325874,All
