poblacion,MAE,RMSE,MAPE
1,7.040715480548321,9.936109637140783,4.9998689373304765
2,5.909211671818625,7.5130712270209985,4.155863668999946
3,9.062266365684765,13.89710020465186,3.8574145438263616
4,7.74293335565059,11.57344601550851,3.052441405968655
5,5.739321866380676,8.244383231184123,4.131508144487252
6,6.551777175316349,9.419852508281252,3.1092510232297794
7,7.694795353499188,10.37633593261237,3.6085036074944186
8,6.692444410825783,9.223842165614114,3.77218906042783
9,7.482627329557567,10.142169201653516,5.399470323893879
10,7.211918350247417,10.130597141043578,4.579951634779966
11,8.882597055379081,11.278122658007954,5.712384108056191
12,9.668287683763225,15.246137592959665,3.0834649386529067
13,7.080892018075649,10.04260630106268,3.4112013748544037
14,7.899001368556962,10.317491665185877,3.377463635369137
15,7.099124483603125,10.164325235005036,3.4738483784419696
16,9.564641114446813,15.095288550960406,2.57207294188957
17,7.392109080353973,9.265827064218648,3.4905482350445074
18,6.8894939701359545,9.87766691033092,3.1835524275659757
19,6.695850114285289,9.722260020524407,2.869513362216317
20,7.1287615965900235,9.242832445954507,4.699254934081004
21,8.80456801228369,13.041062804361355,4.958418342418558
22,6.1209863433662415,8.16516837640056,6.742035429161628
23,8.479792509316438,10.674277287169206,5.690084364100101
24,10.060418620711367,13.2483572106897,4.438790211723792
25,8.258658741873386,14.04903300084975,3.6902735721605273
26,7.63305198456766,9.708515645506255,5.1590894040833195
27,7.413564867400241,10.05490529699892,3.0096466619329605
28,6.949218490603463,9.42281001065206,4.325494021380616
29,7.039937353682476,9.85414176365501,3.2441909364217123
30,6.856379224185201,9.626264238083387,2.9585834077354938
31,6.326415196982179,8.363570180707919,3.777635119201204
32,8.622357503169523,12.453598872631602,3.039409130833933
33,6.95102166894459,10.516939248349685,5.579156103386591
34,8.31423352406487,12.788491978677396,5.853699327898379
35,7.548436643157227,10.582015527821142,5.88558202611358
36,8.634872749589022,11.561118095606485,6.095964463176991
37,7.711759837891049,10.461895119014674,6.4915531747483515
38,7.183898006270942,10.623872025132407,3.194582616393739
39,6.948484710154437,9.225034363534544,2.7714515492930505
40,8.057813506426276,10.072661034767805,4.453649802229425
41,6.317939159071223,9.70520531221237,3.3296859869027204
42,8.628223239660572,12.212200056207424,4.454623595364977
43,8.118183165505531,11.248025466387167,3.255691364161097
44,7.178572351308203,10.26601243331842,2.6525294716865693
45,6.960754542666027,9.2028889145215,4.756291594141674
46,7.997305771406295,10.663237466718204,6.428431965612765
47,7.273490165244789,9.660382945001105,8.061012850704087
48,7.781522529610336,10.038997355346421,5.804486052280189
49,6.781881479192648,9.811234314419712,2.4597100016984754
50,7.678057291639769,11.817616662679299,2.0892843045202665
