time,..2.5.,..50.,..50..1,..97.5.,group
81.69697,2.3,2.3,2.3,2.3,9
81.818182,2.2,2.2,2.2,2.2,9
81.939394,2.1,2.1,2.1,2.1,9
82.060606,2,2,2,2,9
82.181818,1.9,1.9,1.9,1.9,9
82.30303,1.8,1.8,1.8,1.8,9
82.424242,1.8,1.8,1.8,1.8,9
82.545455,1.7,1.7,1.7,1.7,9
82.666667,1.6,1.6,1.6,1.6,9
82.787879,1.5,1.5,1.5,1.5,9
82.909091,1.5,1.5,1.5,1.5,9
83.030303,1.4,1.4,1.4,1.4,9
83.151515,1.3,1.3,1.3,1.3,9
83.272727,1.3,1.3,1.3,1.3,9
83.393939,1.2,1.2,1.2,1.2,9
83.515152,1.2,1.2,1.2,1.2,9
83.636364,1.1,1.1,1.1,1.1,9
83.757576,1.1,1.1,1.1,1.1,9
83.878788,1,1,1,1,9
84,1,1,1,1,9
72,0.1,0.1,0.1,0.1,10
72.121212,4.1,4.1,4.1,4.1,10
72.242424,7.9,7.9,7.9,7.9,10
72.363636,11.4,11.4,11.4,11.4,10
72.484848,14.6,14.6,14.6,14.6,10
72.606061,17.6,17.6,17.6,17.6,10
72.727273,20.3,20.3,20.3,20.3,10
72.848485,22.9,22.9,22.9,22.9,10
72.969697,25.2,25.2,25.2,25.2,10
73.090909,27.4,27.4,27.4,27.4,10
73.212121,29.4,29.4,29.4,29.4,10
73.333333,31.3,31.3,31.3,31.3,10
73.454545,33,33,33,33,10
73.575758,34.6,34.6,34.6,34.6,10
73.69697,36.1,36.1,36.1,36.1,10
73.818182,37.4,37.4,37.4,37.4,10
73.939394,38.7,38.7,38.7,38.7,10
74.060606,37.8,37.8,37.8,37.8,10
74.181818,34.9,34.9,34.9,34.9,10
74.30303,32.3,32.3,32.3,32.3,10
74.424242,29.9,29.9,29.9,29.9,10
74.545455,27.6,27.6,27.6,27.6,10
74.666667,25.5,25.5,25.5,25.5,10
74.787879,23.6,23.6,23.6,23.6,10
74.909091,21.8,21.8,21.8,21.8,10
75.030303,20.2,20.2,20.2,20.2,10
75.151515,18.7,18.7,18.7,18.7,10
75.272727,17.3,17.3,17.3,17.3,10
75.393939,16,16,16,16,10
75.515152,14.8,14.8,14.8,14.8,10
75.636364,13.6,13.6,13.6,13.6,10
75.757576,12.6,12.6,12.6,12.6,10
75.878788,11.7,11.7,11.7,11.7,10
76,10.8,10.8,10.8,10.8,10
76.121212,10,10,10,10,10
76.242424,9.2,9.2,9.2,9.2,10
76.363636,8.5,8.5,8.5,8.5,10
76.484848,7.9,7.9,7.9,7.9,10
76.606061,7.3,7.3,7.3,7.3,10
76.727273,6.7,6.7,6.7,6.7,10
76.848485,6.2,6.2,6.2,6.2,10
76.969697,5.8,5.8,5.8,5.8,10
77.090909,5.3,5.3,5.3,5.3,10
77.212121,4.9,4.9,4.9,4.9,10
77.333333,4.6,4.6,4.6,4.6,10
77.454545,4.2,4.2,4.2,4.2,10
77.575758,3.9,3.9,3.9,3.9,10
77.69697,3.6,3.6,3.6,3.6,10
77.818182,3.3,3.3,3.3,3.3,10
77.939394,3.1,3.1,3.1,3.1,10
78.060606,2.8,2.8,2.8,2.8,10
78.181818,2.6,2.6,2.6,2.6,10
78.30303,2.4,2.4,2.4,2.4,10
78.424242,2.3,2.3,2.3,2.3,10
78.545455,2.1,2.1,2.1,2.1,10
78.666667,1.9,1.9,1.9,1.9,10
78.787879,1.8,1.8,1.8,1.8,10
78.909091,1.6,1.6,1.6,1.6,10
79.030303,1.5,1.5,1.5,1.5,10
79.151515,1.4,1.4,1.4,1.4,10
79.272727,1.3,1.3,1.3,1.3,10
79.393939,1.2,1.2,1.2,1.2,10
79.515152,1.1,1.1,1.1,1.1,10
79.636364,1,1,1,1,10
79.757576,1,1,1,1,10
79.878788,0.9,0.9,0.9,0.9,10
80,0.8,0.8,0.8,0.8,10
80.121212,0.8,0.8,0.8,0.8,10
80.242424,0.7,0.7,0.7,0.7,10
80.363636,0.6,0.6,0.6,0.6,10
80.484848,0.6,0.6,0.6,0.6,10
80.606061,0.5,0.5,0.5,0.5,10
80.727273,0.5,0.5,0.5,0.5,10
80.848485,0.5,0.5,0.5,0.5,10
80.969697,0.4,0.4,0.4,0.4,10
81.090909,0.4,0.4,0.4,0.4,10
81.212121,0.4,0.4,0.4,0.4,10
81.333333,0.3,0.3,0.3,0.3,10
81.454545,0.3,0.3,0.3,0.3,10
81.575758,0.3,0.3,0.3,0.3,10
81.69697,0.3,0.3,0.3,0.3,10
81.818182,0.3,0.3,0.3,0.3,10
81.939394,0.2,0.2,0.2,0.2,10
82.060606,0.2,0.2,0.2,0.2,10
82.181818,0.2,0.2,0.2,0.2,10
82.30303,0.2,0.2,0.2,0.2,10
82.424242,0.2,0.2,0.2,0.2,10
82.545455,0.2,0.2,0.2,0.2,10
82.666667,0.1,0.1,0.1,0.1,10
82.787879,0.1,0.1,0.1,0.1,10
82.909091,0.1,0.1,0.1,0.1,10
83.030303,0.1,0.1,0.1,0.1,10
83.151515,0.1,0.1,0.1,0.1,10
83.272727,0.1,0.1,0.1,0.1,10
83.393939,0.1,0.1,0.1,0.1,10
83.515152,0.1,0.1,0.1,0.1,10
83.636364,0.1,0.1,0.1,0.1,10
83.757576,0.1,0.1,0.1,0.1,10
83.878788,0.1,0.1,0.1,0.1,10
84,0.1,0.1,0.1,0.1,10
