iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1216.75,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1212.85,1,11.3632,11.5698,50.7719,71.4422,0.95,0.95,0.285,0.285,0.977253,0.974679,1.03662,0.974679,0.974679,0.974679
3,1188.3,1,11.5043,10.3553,50.692,68.5681,0.9025,0.9025,0.27075,0.27075,0.965627,0.95,1.01037,0.95,1.0322,0.95
4,1166.42,1,11.3093,10.9844,50.8724,65.7544,0.857375,0.857375,0.257212,0.257212,0.956158,0.925945,0.984787,0.925945,1.07057,0.925945
5,1150.71,1,11.0924,9.23149,52.927,65.3654,0.814506,0.814506,0.244352,0.244352,0.926772,0.9025,0.959852,0.9025,1.04346,0.9025
6,1125.61,1,10.8394,10.4582,48.6889,74.3459,0.773781,0.773781,0.232134,0.232134,0.92152,0.879648,0.935548,0.879648,1.01704,0.879648
7,1113.71,1,10.6323,9.74534,49.6644,75.1958,0.735092,0.735092,0.220528,0.220528,0.950072,0.857375,0.948175,0.857375,1.10637,0.857375
8,1087.86,1,10.7763,10.216,51.4164,71.4067,0.698337,0.698337,0.209501,0.209501,0.946907,0.835666,0.924167,0.835666,1.07835,0.835666
9,1078.95,1,10.6834,10.8013,49.4762,75.5828,0.66342,0.66342,0.199026,0.199026,0.934642,0.814506,0.900767,0.814506,1.05105,0.814506
10,1054.06,1,10.5465,10.6717,50.7089,75.596,0.630249,0.630249,0.189075,0.189075,0.937441,0.793882,0.877959,0.793882,1.06955,0.793882
11,1040.67,1,10.6183,10.1547,51.9618,69.619,0.598737,0.598737,0.179621,0.179621,0.949576,0.773781,0.855728,0.773781,1.0808,0.773781
12,1017.33,1,10.6848,10.7002,50.4219,65.2969,0.5688,0.5688,0.17064,0.17064,0.961435,0.754188,0.834061,0.754188,1.14988,0.754188
13,1009.6,1,10.6614,10.3306,53.568,65.7091,0.54036,0.54036,0.162108,0.162108,0.96407,0.735092,0.812942,0.735092,1.13739,0.735092
14,995.284,1,10.5855,10.5653,48.5875,77.094,0.513342,0.513342,0.154003,0.154003,0.97086,0.716479,0.792358,0.716479,1.10859,0.716479
15,977.127,1,10.3432,10.7673,49.8875,82.3564,0.487675,0.487675,0.146302,0.146302,0.957151,0.698337,0.772295,0.698337,1.11188,0.698337
16,969.811,1,10.3789,10.63,51.4091,86.7316,0.463291,0.463291,0.138987,0.138987,0.961626,0.680655,0.791093,0.680655,1.10926,0.680655
17,944.62,1,10.1478,11.001,51.395,92.2031,0.440127,0.440127,0.132038,0.132038,0.944413,0.66342,0.772262,0.66342,1.13046,0.66342
18,937.892,1,10.1946,9.72281,51.9507,81.7744,0.41812,0.41812,0.125436,0.125436,0.935133,0.646622,0.752708,0.646622,1.24245,0.646622
19,928.653,1,10.1709,9.50134,49.9907,80.8149,0.397214,0.397214,0.119164,0.119164,0.926177,0.630249,0.733649,0.630249,1.23817,0.630249
20,903.49,1,10.2677,9.74329,50.2319,83.6898,0.377354,0.376934,0.113206,0.117189,0.921401,0.614291,0.715072,0.614291,1.21731,0.614291
21,895.398,1,10.4514,9.97575,50.7252,82.0007,0.358486,0.358088,0.107546,0.11133,0.938815,0.598737,0.696966,0.598737,1.18649,0.598737
22,883.643,1,10.5769,10.4938,50.0117,88.8476,0.340562,0.344193,0.102168,0.109888,0.94618,0.583577,0.679319,0.583577,1.15645,0.583577
23,870.913,1,10.4307,10.9503,50.4877,87.161,2.22045e-16,0.371318,0.118049,0.103396,0.9497,0.5688,0.662118,0.5688,1.12717,0.5688
24,862.26,1,10.4675,11.1542,50.3753,84.8721,2.22045e-16,0.366007,0.112264,0.106552,0.95632,0.554398,0.655612,0.554398,1.1088,0.554398
25,857.293,1,10.4524,11.2027,49.884,70.9325,2.22045e-16,0.377031,0.108662,0.108791,0.952806,0.54036,0.639011,0.54036,1.09231,0.54036
26,858.278,1,10.4395,11.2965,49.7918,73.881,2.22045e-16,0.361763,0.107321,0.113188,0.959328,0.526678,0.624388,0.526678,1.06579,0.526678
27,844.976,1,10.5787,11.1874,49.2164,73.6525,2.22045e-16,0.399521,0.104099,0.109258,0.961715,0.513342,0.608578,0.513342,1.08098,0.513342
28,844.584,1,10.565,11.798,49.5875,79.3284,2.22045e-16,0.387734,0.102821,0.111061,0.965347,0.500344,0.614502,0.500344,1.10366,0.500344
29,835.055,1,10.4854,11.4177,49.5024,85.4553,2.22045e-16,0.36589,0.0986487,0.115206,0.951169,0.487675,0.598942,0.487675,1.08611,0.487675
30,826.427,1,10.5963,11.4963,49.1355,85.5259,2.22045e-16,0.313103,0.0991771,0.116326,0.96118,0.475327,0.583776,0.475327,1.05861,0.475327
31,827.307,1,10.6005,10.8688,50.0288,80.9549,2.22045e-16,0.398508,0.099657,0.111413,0.971538,0.463291,0.568995,0.463291,1.0318,0.463291
32,821.052,1,10.593,10.5301,49.5335,84.623,2.22045e-16,0.382912,0.0956103,0.117645,0.957331,0.45156,0.554588,0.45156,1.00568,0.45156
33,821.218,1,10.5284,10.4855,49.9741,84.0401,2.22045e-16,0.345185,0.0992134,0.117513,0.956242,0.440127,0.540545,0.440127,1.00405,0.440127
34,822.172,1,10.5382,10.5417,50.434,90.3025,2.22045e-16,0.349563,0.0999103,0.116837,0.953569,0.428982,0.573969,0.428982,0.978625,0.428982
35,819.723,1,10.509,10.4737,50.5131,90.0487,2.22045e-16,0.313009,0.0984224,0.121928,0.967378,0.41812,0.559435,0.41812,0.953846,0.41812
