Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
2.33682,2.22045e-16,2.22045e-16,11.5847,1.94661e-05,1.07525e-05,2.09735,0.000874403,0.000137062,31.2007,0.00115163,0.0153353,All
2.35987,2.22045e-16,2.22045e-16,12.1815,4.90811e-05,3.00249e-05,2.25117,0.00192091,0.000343549,92.6078,0.00207378,0.125381,All
2.38292,2.22045e-16,2.22045e-16,12.7783,0.000112421,7.59758e-05,2.40499,0.00379639,0.000770417,154.015,0.00192024,0.249855,All
2.40597,2.22045e-16,2.22045e-16,13.3751,0.00023653,0.000176213,2.5588,0.00686124,0.00157242,215.422,0.00161438,0.358465,All
2.42903,2.22045e-16,2.22045e-16,13.9719,0.000461456,0.000378259,2.71262,0.0114895,0.00296142,276.829,0.00133048,0.448647,All
2.45208,2.22045e-16,2.22045e-16,14.5687,0.000841568,0.000757792,2.86644,0.0180175,0.0052046,338.236,0.00109623,0.522899,All
2.47513,2.22045e-16,2.22045e-16,15.1655,0.00144474,0.00142707,3.02026,0.0266925,0.00861462,399.643,0.00090853,0.584236,All
2.49818,2.22045e-16,2.22045e-16,15.7623,0.00234885,0.00254208,3.17408,0.0376306,0.0135325,461.05,0.000758795,0.635256,All
2.52123,2.22045e-16,2.22045e-16,16.3591,0.00363559,0.00430682,3.3279,0.0507917,0.0203055,522.457,0.000638848,0.678035,All
2.54428,1.48399e-15,2.22045e-16,16.9559,0.00538216,0.00697313,3.48172,0.0659747,0.029262,583.864,0.000542058,0.714189,All
2.56733,1.75802e-14,2.22045e-16,17.5527,0.00765178,0.0108352,3.63554,0.0828308,0.0406879,645.271,0.0004633,0.744976,All
2.59038,1.86568e-13,1.83187e-15,18.1495,0.0104846,0.0162186,3.78936,0.100893,0.0548059,706.679,0.000398672,0.771377,All
2.61344,1.77849e-12,1.82632e-14,18.7463,0.0138903,0.023464,3.94318,0.119615,0.0717603,768.086,0.000345205,0.794166,All
2.63649,1.52693e-11,1.64035e-13,19.3431,0.0178431,0.0329073,4.097,0.138412,0.0916079,829.493,0.00030063,0.813955,All
2.65954,1.18371e-10,1.33366e-12,19.9399,0.0222807,0.0448583,4.25082,0.156706,0.114315,890.9,0.000263198,0.831234,All
2.68259,8.30635e-10,9.82592e-12,20.5368,0.0271068,0.0595792,4.40464,0.173957,0.139763,952.307,0.000231554,0.846398,All
2.70564,5.28877e-09,6.5763e-11,21.1336,0.032196,0.0772657,4.55846,0.189695,0.167754,1013.71,0.000204636,0.859768,All
2.72869,3.06262e-08,4.00803e-10,21.7304,0.0374025,0.098032,4.71227,0.203536,0.198023,1075.12,0.000181604,0.871609,All
2.75174,1.61661e-07,2.2297e-09,22.3272,0.0425694,0.121902,4.86609,0.215196,0.230257,1136.53,0.000161791,0.882138,All
2.7748,7.79545e-07,1.13482e-08,22.924,0.047539,0.148804,5.01991,0.22449,0.264104,1197.94,0.000144662,0.891534,All
2.79785,3.44135e-06,5.29604e-08,23.5208,0.0521616,0.178576,5.17373,0.231331,0.299193,1259.34,0.000129783,0.89995,All
2.8209,1.39368e-05,2.27129e-07,24.1176,0.0563046,0.210969,5.32755,0.235719,0.335145,1320.75,0.000116802,0.907512,All
2.84395,5.18814e-05,8.97073e-07,24.7144,0.0598583,0.245664,5.48137,0.237728,0.371587,1382.16,0.000105431,0.914328,All
2.867,0.000177878,3.26991e-06,25.3112,0.0627398,0.282282,5.63519,0.237497,0.408164,1443.56,9.54317e-05,0.920489,All
2.89005,0.000562752,1.1023e-05,25.908,0.0648957,0.320406,5.78901,0.23521,0.444545,1504.97,8.6607e-05,0.926072,All
2.9131,0.00164585,3.44357e-05,26.5048,0.0663014,0.359593,5.94283,0.231082,0.480429,1566.38,7.87923e-05,0.931146,All
2.93615,0.00445777,9.98951e-05,27.1016,0.0669597,0.399395,6.09665,0.225352,0.515552,1627.78,7.185e-05,0.935767,All
2.95921,0.0112009,0.000269635,27.6984,0.0668975,0.439373,6.25047,0.218265,0.549687,1689.19,6.5664e-05,0.939986,All
