simulations,OFV
500,1374.65
1000,1372.79
1500,1372.79
2000,1373.09
2500,1373.18
3000,1373.73
3500,1373.93
4000,1373.94
4500,1374.11
5000,1374.07
5500,1374.08
6000,1374
6500,1374.12
7000,1374.22
7500,1374.32
8000,1374.26
8500,1374.27
9000,1374.13
9500,1374.12
10000,1374.16
10500,1374.2
11000,1374.3
11500,1374.27
12000,1374.25
12500,1374.28
13000,1374.28
13500,1374.37
14000,1374.37
14500,1374.33
15000,1374.37
15500,1374.38
16000,1374.33
16500,1374.3
17000,1374.24
17500,1374.25
18000,1374.19
18500,1374.24
19000,1374.2
19500,1374.13
20000,1374.14
20500,1374.11
21000,1374
21500,1373.94
22000,1373.93
22500,1373.89
23000,1373.86
23500,1373.88
24000,1373.84
24500,1373.85
25000,1373.84
25500,1373.87
26000,1373.84
26500,1373.83
27000,1373.8
27500,1373.8
28000,1373.81
28500,1373.78
29000,1373.75
29500,1373.76
30000,1373.77
