iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1519.03,1,5.25947,9.16311,20.5065,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1499.11,1,4.61549,13.4837,32.9482,31.8613,0.974679,0.974679,0.472322,0.998761,1.46202,1.564,1.46202,1.16962
3,1485.05,1,5.033,11.7943,29.9439,29.8223,0.95,0.95,0.542504,0.998761,1.425,1.5244,1.425,1.14
4,1471.59,1,4.18217,12.8137,29.2068,29.2509,0.925945,0.925945,0.68718,0.998761,1.38892,1.4858,1.38892,1.11113
5,1464.65,1,4.08101,10.348,33.3622,32.2621,0.9025,0.9025,0.800647,0.998761,1.35375,1.44818,1.35375,1.083
6,1453.45,1,4.25677,10.9771,35.8296,34.1353,0.879648,0.879648,1.0045,0.998761,1.31947,1.41151,1.31947,1.05558
7,1445.97,1,4.46454,10.0347,35.2673,33.4618,0.857375,0.857375,0.839104,0.998761,1.28606,1.53725,1.28606,1.02885
8,1420.68,1,4.59167,9.90839,31.1192,30.1583,0.835666,0.835666,0.458056,0.998761,1.2535,1.49832,1.2535,1.0028
9,1409.69,1,4.92644,8.69221,35.2283,33.5227,0.814506,0.814506,0.642615,0.998761,1.22176,1.46039,1.22176,0.977407
10,1391.7,1,5.63482,8.6249,28.0807,28.1242,0.793882,0.793882,0.335129,0.998761,1.19082,1.42341,1.19082,0.952659
11,1397.46,1,5.38163,7.22786,31.2566,30.3603,0.773781,0.773781,0.618133,0.998761,1.16067,1.38737,1.16067,0.928537
12,1374.12,1,5.11634,6.945,30.1313,29.3866,0.754188,0.754188,0.638599,0.998761,1.13128,1.35522,1.13128,0.905026
13,1367.03,1,5.17425,9.27734,30.4195,29.2965,0.735092,0.735092,0.681781,0.998761,1.10264,1.32091,1.10264,0.88211
14,1355.23,1,4.83802,8.1253,29.4632,28.4165,0.716479,0.716479,0.727037,0.998761,1.07472,1.3852,1.07472,0.859775
15,1342.13,1,5.07464,8.25862,29.6112,28.6043,0.698337,0.698337,0.713796,0.998761,1.04751,1.41067,1.04751,0.838005
16,1339.23,1,4.90204,9.32797,30.3335,28.9446,0.680655,0.680655,0.687201,0.998761,1.02098,1.48926,1.02098,0.816786
17,1333.01,1,5.08648,8.95335,29.6537,28.63,0.66342,0.66342,0.458304,0.998761,0.995131,1.54049,0.995131,0.796105
18,1323.1,1,5.16571,11.9888,30.611,29.1674,0.646622,0.646622,0.434651,0.998761,0.969933,1.50148,0.969933,0.775947
19,1303.35,1,5.11436,13.0485,28.0567,27.065,0.630249,0.630249,0.474052,0.998761,0.945374,1.65404,0.945374,0.756299
20,1291.07,1,5.38567,11.1488,26.0963,25.499,0.614291,0.614291,0.481768,0.998761,0.921437,1.61216,0.921437,0.737149
21,1277.52,1,5.42399,12.4175,23.7006,23.8589,0.598737,0.598737,0.308878,0.998761,0.898105,1.57134,0.898105,0.718484
22,1266.12,1,5.26555,8.10392,26.9272,26.5658,0.583577,0.583577,0.229811,0.998761,0.875365,1.53155,0.875365,0.700292
