time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0103093,0,0,0.021978,All
1.69113,0.0206186,0,0,0.0229885,All
2.09826,0.0206186,0,0,0.0337079,All
2.50539,0.0206186,0.011236,0,0.0446941,All
2.91253,0.0309278,0.021978,0,0.0561798,All
3.31966,0.0309278,0.0232558,0,0.0689655,All
3.72679,0.0412371,0.0338994,0,0.0874343,All
4.13392,0.0412371,0.0449438,0,0.101698,All
4.54105,0.0618557,0.0574713,0.0114943,0.122222,All
4.94818,0.0721649,0.0756779,0.0222222,0.139785,All
5.35531,0.0824742,0.0898876,0.0333333,0.158197,All
5.76244,0.0927835,0.103448,0.0444444,0.180383,All
6.16958,0.103093,0.122222,0.0555556,0.205534,All
6.57671,0.113402,0.142857,0.0685737,0.227273,All
6.98384,0.123711,0.16129,0.0800026,0.245936,All
7.39097,0.154639,0.179775,0.102273,0.265517,All
7.7981,0.185567,0.2,0.11765,0.286535,All
8.20523,0.185567,0.218391,0.133333,0.306818,All
8.61236,0.195876,0.236559,0.151668,0.326087,All
9.01949,0.237113,0.258427,0.16848,0.351648,All
9.42663,0.237113,0.277778,0.184783,0.370176,All
9.83376,0.247423,0.293478,0.201124,0.391304,All
10.2409,0.298969,0.314607,0.222222,0.412411,All
10.648,0.329897,0.32967,0.243101,0.433333,All
11.0552,0.329897,0.348315,0.258246,0.447545,All
11.4623,0.340206,0.364171,0.277778,0.465513,All
11.8694,0.360825,0.384168,0.291416,0.477778,All
12.2765,0.391753,0.402174,0.311111,0.494444,All
12.6837,0.402062,0.421338,0.325581,0.505618,All
13.0908,0.43299,0.435732,0.337209,0.521981,All
13.4979,0.43299,0.451613,0.355556,0.538894,All
13.9051,0.443299,0.467391,0.37286,0.55864,All
14.3122,0.453608,0.483871,0.38673,0.576279,All
14.7193,0.474227,0.5,0.406593,0.586582,All
15.1265,0.484536,0.511364,0.418469,0.598913,All
15.5336,0.505155,0.52809,0.436782,0.611111,All
15.9407,0.515464,0.543478,0.454545,0.625,All
16.3479,0.525773,0.555556,0.469328,0.634848,All
16.755,0.57732,0.568182,0.483516,0.647727,All
17.1621,0.597938,0.58427,0.5,0.659341,All
17.5693,0.628866,0.597701,0.513924,0.675919,All
17.9764,0.628866,0.608696,0.527177,0.690572,All
18.3835,0.639175,0.622222,0.54023,0.6983,All
18.7906,0.670103,0.630435,0.554952,0.715909,All
19.1978,0.690722,0.644061,0.562508,0.72068,All
19.6049,0.71134,0.652632,0.576279,0.73076,All
20.012,0.721649,0.663043,0.58427,0.744444,All
20.4192,0.721649,0.674419,0.595506,0.752749,All
20.8263,0.721649,0.688172,0.609195,0.766667,All
21.2334,0.721649,0.696629,0.622222,0.775281,All
21.6406,0.731959,0.707865,0.632184,0.784519,All
22.0477,0.742268,0.718374,0.644803,0.788889,All
22.4548,0.742268,0.731183,0.657369,0.802198,All
22.862,0.762887,0.741375,0.668498,0.806818,All
23.2691,0.773196,0.75,0.681319,0.818182,All
23.6762,0.783505,0.758621,0.693182,0.828751,All
24.0834,0.783505,0.769231,0.700575,0.833333,All
24.4905,0.783505,0.777778,0.714286,0.840909,All
24.8976,0.793814,0.786875,0.721576,0.850868,All
25.3047,0.804124,0.793291,0.732946,0.857143,All
25.7119,0.804124,0.804348,0.73913,0.866667,All
26.119,0.814433,0.811111,0.751344,0.869565,All
26.5261,0.824742,0.820225,0.758431,0.877778,All
26.9333,0.824742,0.826087,0.765001,0.88764,All
27.3404,0.845361,0.835229,0.771739,0.89011,All
27.7475,0.85567,0.842697,0.78022,0.9,All
28.1547,0.865979,0.852273,0.790996,0.902174,All
28.5618,0.876289,0.857919,0.797813,0.909602,All
28.9689,0.876289,0.863636,0.805708,0.916749,All
29.3761,0.876289,0.870968,0.812149,0.921348,All
29.7832,0.886598,0.877778,0.818665,0.924731,All
30.1903,0.917526,0.885057,0.826087,0.931818,All
30.5975,0.917526,0.89011,0.832456,0.934783,All
31.0046,0.917526,0.897727,0.837959,0.935133,All
31.4117,0.938144,0.901099,0.846154,0.944132,All
31.8188,0.938144,0.910112,0.852273,0.946237,All
32.226,0.938144,0.913043,0.863636,0.954545,All
32.6331,0.938144,0.921348,0.865918,0.956522,All
33.0402,0.948454,0.923913,0.876389,0.965909,All
33.4474,0.948454,0.932584,0.88235,0.966292,All
33.8545,0.958763,0.934066,0.89011,0.96685,All
34.2616,0.958763,0.942529,0.897139,0.977273,All
34.6688,0.958763,0.944132,0.9,0.977528,All
35.0759,0.969072,0.945652,0.908046,0.978022,All
35.483,0.969072,0.954545,0.912088,0.988372,All
35.8902,0.969072,0.955556,0.918126,0.988764,All
36.2973,0.969072,0.956989,0.922222,0.988889,All
36.7044,0.969072,0.966292,0.923913,0.989011,All
37.1116,0.969072,0.967391,0.932584,0.989247,All
37.5187,0.969072,0.977011,0.942855,1,All
37.9258,0.979381,0.977528,0.945055,1,All
38.3329,0.979381,0.978022,0.950148,1,All
38.7401,0.979381,0.978378,0.955056,1,All
39.1472,0.979381,0.988636,0.965116,1,All
39.5543,0.979381,0.988764,0.966292,1,All
39.9615,0.979381,0.989011,0.967033,1,All
40.3686,0.989691,0.989418,0.977142,1,All
40.7757,0.989691,1,0.9779,1,All
41.1829,0.989691,1,0.988636,1,All
41.59,1,1,1,1,All
