simulations, -2LL
1000,599.919
2000,599.274
3000,599.243
4000,598.909
5000,598.958
6000,598.978
7000,598.794
8000,598.752
9000,598.334
10000,598.368
11000,598.444
12000,598.439
13000,598.526
14000,598.576
15000,598.595
16000,598.667
17000,598.726
18000,598.748
19000,598.794
20000,598.792
21000,598.784
22000,598.811
23000,598.813
24000,598.775
25000,598.815
26000,598.842
27000,598.874
28000,598.816
29000,598.824
30000,598.818
