iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1438.23,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1425.16,1,2.87253,1.98636,1.36386,56.9034,16.9959,67.292,0.974679,0.974679,1.0135,0.974679,0.998743,0.974679,0.974679
3,1414.8,1,2.72165,1.9776,1.41643,61.6043,17.2985,73.1464,0.95,0.95,1.01289,0.95,0.998743,0.95,0.95
4,1406.48,1,4.07941,1.99178,0.904144,58.9054,18.9636,70.2078,0.925945,0.925945,1.03403,0.925945,0.998743,0.925945,0.925945
5,1397.23,1,4.4101,1.38483,0.774477,64.7007,13.8928,76.7069,0.9025,0.9025,1.00785,0.9025,0.998743,0.9025,0.9025
6,1387.85,1,4.67898,1.75426,0.728414,64.6393,15.6273,76.6118,0.879648,0.879648,0.990532,0.879648,0.998743,0.879648,0.879648
7,1378.91,1,3.72156,1.25067,1.03994,61.6781,16.9226,73.367,0.857375,0.857375,0.997909,0.857375,0.998743,0.857375,0.857375
8,1356,1,5.27821,1.28733,0.700461,62.3075,17.7496,73.4733,0.835666,0.835666,0.972642,0.835666,0.998743,0.835666,0.835666
9,1351.51,1,4.28702,1.60338,1.0011,74.6497,17.0344,87.8892,0.814506,0.814506,1.0777,0.814506,0.998743,0.814506,0.814506
10,1336.15,1,6.06386,2.4037,0.570276,65.4612,14.6198,76.7732,0.793882,0.793882,1.05041,0.793882,0.998743,0.793882,0.793882
11,1328.06,1,8.12232,1.563,0.305144,68.0707,13.5237,79.3977,0.773781,0.773781,1.10491,0.773781,0.998743,0.773781,0.773781
12,1309.17,1,5.73575,1.58549,0.637803,62.1435,14.1927,72.4426,0.754188,0.754188,1.07694,0.754188,0.998743,0.754188,0.754188
13,1308.06,1,4.68802,1.88038,0.822252,73.504,17.68,86.3123,0.735092,0.735092,1.04967,0.735092,0.998743,0.735092,0.735092
14,1298.95,1,4.80041,2.04148,0.820093,63.3988,14.9538,74.6783,0.716479,0.716479,1.22375,0.716479,0.998743,0.716479,0.716479
15,1284.69,1,4.69235,1.70545,0.85543,57.8014,20.0534,68.0915,0.698337,0.698337,1.19276,0.698337,0.998743,0.698337,0.698337
16,1286.65,1,5.92292,1.21067,0.550193,55.1364,21.0726,65.1762,0.680655,0.680655,1.26535,0.680655,0.998743,0.680655,0.680655
17,1264.88,1,4.14791,1.90554,0.975434,56.0022,17.4882,66.3799,0.66342,0.66342,1.23331,0.66342,0.998743,0.66342,0.66342
18,1264.71,1,4.48788,1.91923,0.909527,60.4719,22.1567,71.3945,0.646622,0.646622,1.20208,0.646622,0.998743,0.646622,0.646622
19,1253.44,1,5.45907,1.37299,0.758027,56.6395,22.8556,66.837,0.630249,0.630249,1.20743,0.630249,0.998743,0.630249,0.630249
20,1230.4,1,6.76675,1.7386,0.522037,53.1885,21.0471,62.4699,0.614291,0.614291,1.17686,0.614291,0.998743,0.614291,0.614291
21,1218.06,1,6.22272,1.80194,0.58582,49.3463,21.5382,58.1905,0.598737,0.598737,1.14706,0.598737,0.998743,0.598737,0.598737
22,1212.75,1,5.75165,1.44326,0.67042,52.6515,22.0138,62.4532,0.583577,0.583577,1.20242,0.583577,0.998743,0.583577,0.583577
23,1198.28,1,5.77589,1.21029,0.669216,48.6554,18.8236,58.1674,0.5688,0.5688,1.17198,0.5688,0.998743,0.5688,0.5688
24,1177.45,1,6.91253,1.41145,0.502794,51.1834,16.7622,60.8993,0.554398,0.554398,1.1423,0.554398,0.998743,0.554398,0.554398
25,1173.87,1,6.10155,1.89419,0.636718,52,16.5068,61.942,0.54036,0.54036,1.11338,0.54036,0.998743,0.54036,0.54036
26,1165.81,1,5.71462,1.61979,0.669633,52.7753,14.6138,62.9993,0.526678,0.526678,1.08519,0.526678,0.998743,0.526678,0.526678
27,1159.55,1,4.67982,1.49815,0.868278,49.789,14.9643,59.2149,0.513342,0.513342,1.05771,0.513342,0.998743,0.513342,0.513342
28,1148.44,1,4.17022,1.50208,1.00371,56.7203,13.0766,67.2216,0.500344,0.500344,1.03093,0.500344,0.998743,0.500344,0.500344
29,1134.7,1,5.08124,1.75001,0.78741,56.0832,14.0173,66.2116,0.487675,0.487675,1.00482,0.487675,0.998743,0.487675,0.487675
30,1124.92,1,4.83325,1.555,0.87319,55.1305,13.879,64.9575,0.475327,0.475327,0.979382,0.475327,0.998743,0.475327,0.475327
31,1120.69,1,5.09356,1.33465,0.803701,54.6049,12.6676,63.7712,0.463291,0.463291,0.982307,0.463291,0.998743,0.463291,0.463291
32,1103.84,1,5.69129,1.20408,0.688714,52.3761,15.1173,61.1897,0.45156,0.45156,0.957435,0.45156,0.998743,0.45156,0.45156
33,1094.76,1,6.23435,1.15281,0.600822,52.9933,13.1855,61.6775,0.440127,0.440127,0.933192,0.440127,0.998743,0.440127,0.440127
34,1083.46,1,5.22895,1.0995,0.755665,49.7815,14.2748,57.9839,0.428982,0.428982,0.920567,0.428982,0.998743,0.428982,0.428982
35,1074.83,1,4.23007,0.925187,0.976684,49.9214,15.2699,58.1457,0.41812,0.41812,0.897257,0.41812,0.998743,0.41812,0.41812
36,1070.4,1,5.05637,1.26705,0.795735,51.1961,18.7112,59.7031,0.407533,0.407533,0.874538,0.407533,0.998743,0.407533,0.407533
37,1066.39,1,4.69056,1.59808,0.876697,52.4734,17.3724,61.1345,0.397214,0.397214,0.852394,0.397214,0.998743,0.397214,0.397214
38,1045.34,1,5.67767,1.27597,0.691106,54.3578,14.8169,63.2979,0.387157,0.387157,0.830811,0.387157,0.998743,0.387157,0.387157
39,1039.62,1,7.21316,1.20595,0.445684,51.3596,16.0454,59.8693,0.377354,0.377354,0.809775,0.377354,0.998743,0.377354,0.377354
40,1036.11,1,5.79544,1.6442,0.704988,54.8136,16.6593,63.8124,0.367799,0.367799,0.789271,0.367799,0.998743,0.367799,0.367799
41,1024.66,1,6.116,1.38041,0.643077,54.6014,17.2563,63.4189,0.358486,0.358486,0.788852,0.358486,0.998743,0.358486,0.358486
42,1010.49,1,5.83749,1.54955,0.688219,55.9175,15.1731,64.9262,0.349409,0.349409,0.768878,0.349409,0.998743,0.349409,0.349409
43,998.401,1,5.41334,1.4273,0.727299,55.1122,16.5434,64.0349,0.340562,0.340562,0.74941,0.340562,0.998743,0.340562,0.340562
44,986.669,1,6.39847,1.48231,0.580789,53.4577,16.9362,62.1981,0.331938,0.331938,0.730434,0.331938,0.998743,0.331938,0.331938
45,984.893,1,5.89821,1.60784,0.679976,53.4771,15.1693,62.195,0.323534,0.323534,0.711939,0.323534,0.998743,0.323534,0.323534
46,979.821,1,6.10318,1.55464,0.626253,53.0864,13.6776,61.8892,0.315341,0.315341,0.776187,0.315341,0.998743,0.315341,0.315341
47,970.803,1,6.21396,1.3905,0.605943,53.5098,13.6449,62.3876,0.307357,0.307357,0.756533,0.307357,0.998743,0.307357,0.307357
48,959.155,1,5.78072,1.47491,0.688878,52.8629,13.3024,61.4735,0.299574,0.299574,0.737377,0.299574,0.998743,0.299574,0.299574
49,951.291,1,4.98444,1.61851,0.837649,54.8648,12.5646,63.6969,0.291989,0.291989,0.718706,0.291989,0.998743,0.291989,0.291989
50,948.438,1,6.03448,1.48017,0.634842,55.0203,12.5525,63.9291,0.284596,0.284596,0.700508,0.284596,0.998743,0.284596,0.284596
51,938.492,1,6.13316,1.53851,0.614223,55.1905,11.1932,63.9287,0.27739,0.27739,0.682771,0.27739,0.998743,0.27739,0.27739
52,925.441,1,5.49299,1.4884,0.737579,53.8713,11.1631,62.4382,0.270366,0.270366,0.665483,0.273037,0.998743,0.270366,0.270366
53,933.967,1,5.42599,1.41221,0.735438,51.8231,12.1252,60.3419,0.26352,0.265306,0.65197,0.266919,0.998743,0.26352,0.26352
54,920.575,1,5.39095,1.18536,0.753086,53.6207,10.8137,62.5221,0.256848,0.258588,0.635462,0.260161,0.998743,0.256848,0.256848
55,911.356,1,5.56143,1.43081,0.727924,53.9515,12.2101,63.0238,0.250344,0.25204,0.619372,0.253573,0.998743,0.250344,0.250344
56,910.713,1,5.85634,1.41187,0.649273,52.5581,11.3122,61.285,0.244005,0.256777,0.603689,0.25933,0.998743,0.244005,0.244005
57,908.089,1,5.85429,1.36917,0.649953,52.0393,10.8422,60.7964,0.237827,0.250276,0.588403,0.252764,0.998743,0.237827,0.237827
58,900.433,1,5.35443,1.25877,0.747904,52.5236,10.4246,61.2938,0.231805,0.243938,0.573505,0.246364,0.998743,0.231805,0.231805
59,904.245,1,5.18339,1.323,0.784839,53.161,11.4808,62.1286,0.225936,0.239699,0.614104,0.241881,0.998743,0.225936,0.225936
60,892.96,1,5.08815,1.30157,0.797832,52.019,10.074,60.6711,0.220215,0.234922,0.620091,0.235757,0.998743,0.220561,0.220215
61,883.172,1,5.37803,1.34158,0.733233,52.8318,10.015,61.9228,0.214639,0.228974,0.60439,0.229787,0.998743,0.214976,0.214639
62,886.919,1,5.61435,1.37837,0.687173,51.8455,10.1637,60.7334,0.209204,0.223176,0.618287,0.223969,0.998743,0.220898,0.209204
63,889.041,1,5.93343,1.48169,0.635974,51.7409,9.41344,60.5875,0.203907,0.217525,0.693157,0.218298,0.998743,0.215305,0.207033
64,884.843,1,5.7536,1.46562,0.667088,50.8393,10.2895,59.4502,0.198744,0.212017,0.675606,0.21277,0.998743,0.209853,0.20866
65,883.408,1,5.62333,1.48806,0.691835,52.3779,9.88581,61.1751,0.193711,0.206649,0.658499,0.207383,0.998743,0.213972,0.206571
66,879.854,1,5.67165,1.3798,0.69206,52.6065,10.3389,61.5005,0.188807,0.201417,0.641825,0.202132,0.998743,0.210166,0.211242
67,879.661,1,6.24722,1.35052,0.578383,52.0178,9.80616,60.8273,0.184026,0.209661,0.625574,0.209233,0.998743,0.204844,0.217604
68,875.729,1,6.1324,1.29442,0.61201,52.2543,10.6958,60.9768,0.179366,0.204352,0.609734,0.203935,0.998743,0.199657,0.224838
69,877.474,1,7.02556,1.22967,0.444027,53.8222,11.332,62.8397,0.174825,0.200577,0.594295,0.201452,0.998743,0.194602,0.24761
70,883.907,1,7.3272,1.23128,0.420913,51.6772,11.2256,60.332,0.170398,0.197678,0.579247,0.198365,0.998743,0.189674,0.251051
71,871.919,1,6.97804,1.27006,0.486768,52.8404,10.8553,61.778,0.166452,0.192672,0.564581,0.193342,0.998743,0.184872,0.250624
72,863.755,1,7.38178,1.14569,0.413971,52.8909,10.4114,61.7856,0.167452,0.191797,0.550285,0.192635,0.998743,0.180191,0.256549
73,873.908,1,6.74526,1.21144,0.521094,53.6437,11.4851,62.6422,0.163212,0.186941,0.571092,0.187757,0.998743,0.175628,0.252778
74,871.766,1,7.75927,1.1674,0.370021,53.3453,11.5164,62.3004,0.162061,0.182207,0.556631,0.183003,0.998743,0.171181,0.270347
75,853.319,1,7.67708,1.12895,0.386446,53.2088,11.5238,62.1789,0.163543,0.18135,0.542537,0.182672,0.998743,0.166847,0.274821
76,855.671,1,7.78312,1.1363,0.367351,53.6256,11.4566,62.6611,0.159402,0.176758,0.579532,0.178046,0.998743,0.162622,0.272744
77,851.044,1,8.53154,1.06651,0.276549,53.4679,11.6244,62.3758,0.162959,0.172283,0.592925,0.173538,0.998743,0.158504,0.289151
78,854.448,1,8.57047,1.03775,0.272041,53.4619,11.3389,62.2682,0.163537,0.16792,0.616144,0.169144,0.998754,0.154491,0.288662
79,850.622,1,8.30729,1.10562,0.305255,53.7608,12.5027,62.6374,0.168833,0.17449,0.600542,0.177564,0.998942,0.150579,0.288071
80,849.829,1,9.0322,1.06857,0.214347,54.7496,11.8999,63.9437,0.169324,0.174686,0.585336,0.176629,0.999,0.146766,0.302113
81,840.032,1,9.14217,1.1532,0.217595,54.0918,11.506,63.1731,0.166049,0.175007,0.570515,0.178459,0.999,0.14305,0.303795
82,842.166,1,9.11792,1.03516,0.22507,53.6472,11.5512,62.5718,0.172275,0.170576,0.57025,0.17394,0.999,0.139428,0.318376
83,850.448,1,8.7193,1.12531,0.259408,53.6866,11.7227,62.5932,0.180841,0.17556,0.602494,0.178614,0.999,0.135898,0.310314
84,842.343,1,8.72808,1.16698,0.263587,54.3486,12.705,63.4025,0.176262,0.184007,0.587239,0.186496,0.999,0.132457,0.30343
85,840.928,1,8.99685,1.12857,0.237107,54.6497,13.0283,63.7341,0.180223,0.179388,0.582983,0.181774,0.999,0.129103,0.311006
86,839.655,1,9.8031,1.27596,0.160156,56.0213,12.1449,65.3549,0.181623,0.180234,0.568221,0.182898,0.998973,0.125834,0.322485
87,837.377,1,9.84682,1.18988,0.145736,55.52,12.5416,64.7329,0.177025,0.180367,0.553834,0.183964,0.999,0.122648,0.319898
88,830.072,1,9.95777,1.13807,0.148041,55.4238,12.9891,64.6357,0.175238,0.184807,0.53981,0.187076,0.999,0.119542,0.32655
89,828.919,1,9.79147,1.18441,0.156991,55.9356,13.5415,65.3558,0.179477,0.184173,0.526142,0.185373,0.999,0.116515,0.32109
90,827.062,1,9.78699,1.18585,0.15802,56.3278,12.7283,65.7152,0.174932,0.185272,0.51282,0.187439,0.998813,0.113565,0.321531
91,824.965,1,9.61258,1.14174,0.167302,56.2208,11.828,65.4903,0.170825,0.195141,0.562309,0.196379,0.998981,0.11069,0.315439
92,826.35,1,10.4872,1.15341,0.0908869,56.3235,12.0543,65.6495,0.179641,0.1902,0.632053,0.191406,0.998931,0.107887,0.334404
93,821.834,1,10.4398,1.03263,0.0834811,56.7043,11.6888,65.9139,0.184486,0.185384,0.616049,0.18656,0.999,0.105155,0.331971
94,810.018,1,10.7839,1.03527,0.0518163,59.0027,11.8758,68.61,0.185948,0.18069,0.600451,0.181836,0.99897,0.102493,0.338428
95,809.487,1,10.8832,1.13822,0.0422201,58.9873,11.4298,68.5424,0.183747,0.176115,0.585247,0.177232,0.998674,0.0998973,0.335925
96,804.68,1,10.671,1.10614,0.0612305,59.1757,11.2896,68.7455,0.183885,0.171656,0.570428,0.172744,0.998658,0.0973679,0.340351
97,810.378,1,10.2939,1.09538,0.0968279,60.0233,11.1079,69.8759,0.179988,0.17832,0.555984,0.180774,0.998837,0.095662,0.336039
98,806.804,1,10.9084,1.05222,0.0440533,60.9585,10.3135,71.0356,0.181996,0.176029,0.541907,0.180775,0.998977,0.0939335,0.344326
99,806.127,1,10.6728,1.07575,0.0586459,61.6452,10.3012,71.9379,0.188862,0.173318,0.528185,0.177729,0.99875,0.0915551,0.346498
100,804.21,1,11.2469,1.09549,0.00535633,61.5768,9.56758,71.9029,0.189846,0.168929,0.514811,0.173228,0.997998,0.0892368,0.354424
