standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.43176,0.0512336,-2.8421,0.0563448,-2.51838,0.0565118,-1.95661,0.132303,All
-1.97866,0.119545,-2.4301,0.0751264,-2.1076,0.0565118,-1.5472,0.0567014,All
-1.52555,0.0853894,-2.01809,0.0751264,-1.69681,0.0941863,-1.13779,0.151204,All
-1.07244,0.273246,-1.60609,0.0375632,-1.28602,0.20721,-0.728374,0.510312,All
-0.619337,0.358635,-1.19408,0.093908,-0.875235,0.20721,-0.31896,0.41581,All
-0.16623,0.512336,-0.782081,0.11269,-0.464448,0.282559,0.090453,0.510312,All
0.286876,0.32448,-0.370077,0.507103,-0.0536614,0.357908,0.499866,0.264606,All
0.739983,0.358635,0.0419267,0.544667,0.357125,0.41442,0.909279,0.264606,All
1.19309,0.153701,0.453931,0.525885,0.767912,0.376745,1.31869,0.0945023,All
1.6462,0.102467,0.865934,0.319287,1.1787,0.320233,1.72811,0.132303,All
2.0993,0.0341557,1.27794,0.150253,1.58949,0.188373,2.13752,0.0378009,All
2.55241,0.0170779,1.68994,0.131471,2.00027,0.075349,2.54693,0.0756018,All
