Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,bias_abscissa,bias_pdf,bias_cdf,split
2.11861,1.35196e-05,1.29937e-06,8.94354,0.000196828,0.000130192,1.45267,0.00805424,0.00221412,8.60337,0.000936826,0.000949328,0.267834,2.22045e-16,2.22045e-16,All
2.29692,6.3762e-05,7.20077e-06,9.59377,0.000433637,0.000326987,1.79874,0.0169658,0.00645309,9.54784,0.00183783,0.00222672,0.267837,2.22045e-16,2.22045e-16,All
2.47523,0.000235858,3.10798e-05,10.244,0.000859732,0.000735049,2.14482,0.028435,0.0142534,10.4923,0.0031893,0.00456319,0.26784,2.22045e-16,2.22045e-16,All
2.65354,0.000714648,0.000109239,10.8942,0.00155893,0.0015042,2.49089,0.0411685,0.0262796,11.4368,0.00502502,0.00840413,0.267844,2.22045e-16,2.22045e-16,All
2.83185,0.00183481,0.000323713,11.5445,0.00261922,0.00284071,2.83696,0.0539464,0.0427518,12.3812,0.00732696,0.0142024,0.267847,2.22045e-16,2.22045e-16,All
3.01017,0.00410003,0.000831355,12.1947,0.00412093,0.00500624,3.18303,0.0658382,0.0635147,13.3257,0.0100295,0.0223708,0.267851,2.22045e-16,2.22045e-16,All
3.18848,0.00814755,0.00189173,12.8449,0.00612462,0.00830887,3.5291,0.076243,0.0881486,14.2702,0.0130313,0.033242,0.267854,2.22045e-16,2.22045e-16,All
3.36679,0.0146522,0.00388321,13.4952,0.00866102,0.0130868,3.87517,0.0848475,0.116077,15.2147,0.0162097,0.0470418,0.267857,2.22045e-16,2.22045e-16,All
3.5451,0.0241909,0.00729788,14.1454,0.0117246,0.0196868,4.22124,0.0915552,0.146656,16.1591,0.0194358,0.0638761,0.267861,2.22045e-16,2.22045e-16,All
3.72342,0.0371061,0.0127116,14.7956,0.015272,0.0284394,4.56732,0.0964184,0.179233,17.1036,0.0225867,0.0837311,0.267864,2.22045e-16,2.22045e-16,All
3.90173,0.0534076,0.0207328,15.4459,0.0192245,0.0396355,4.91339,0.0995808,0.213195,18.0481,0.025554,0.106483,0.267867,2.22045e-16,2.22045e-16,All
4.08004,0.072739,0.0319388,16.0961,0.0234747,0.0535049,5.25946,0.101235,0.247984,18.9925,0.0282498,0.131915,0.267871,2.22045e-16,2.22045e-16,All
4.25835,0.0944115,0.0468129,16.7463,0.0278954,0.0702006,5.60553,0.101594,0.283114,19.937,0.0306088,0.159739,0.267874,2.22045e-16,2.22045e-16,All
4.43666,0.117493,0.0656922,17.3966,0.0323492,0.0897891,5.9516,0.100869,0.318176,20.8815,0.0325879,0.189614,0.267877,2.22045e-16,2.22045e-16,All
4.61498,0.140924,0.0887344,18.0468,0.0366988,0.112247,6.29767,0.0992601,0.352828,21.826,0.034165,0.221169,0.267881,2.22045e-16,2.22045e-16,All
4.79329,0.16364,0.115906,18.697,0.0408153,0.137464,6.64374,0.0969501,0.386797,22.7704,0.0353358,0.254021,0.267884,2.22045e-16,2.22045e-16,All
4.9716,0.184675,0.146992,19.3473,0.0445852,0.165251,6.98982,0.0940992,0.419869,23.7149,0.0361106,0.287791,0.267887,2.22045e-16,2.22045e-16,All
5.14991,0.203235,0.181618,19.9975,0.0479151,0.19535,7.33589,0.0908458,0.451881,24.6594,0.0365113,0.322114,0.267891,2.22045e-16,2.22045e-16,All
5.32822,0.218739,0.219289,20.6477,0.0507347,0.227452,7.68196,0.0873076,0.482715,25.6038,0.0365676,0.35665,0.267894,2.22045e-16,2.22045e-16,All
5.50654,0.230827,0.259422,21.298,0.0529976,0.261208,8.02803,0.0835828,0.512289,26.5483,0.0363146,0.391091,0.267898,2.22045e-16,2.22045e-16,All
5.68485,0.239352,0.301395,21.9482,0.0546802,0.296248,8.3741,0.0797521,0.540554,27.4928,0.0357903,0.425161,0.267901,2.22045e-16,2.22045e-16,All
5.86316,0.244343,0.344571,22.5984,0.05578,0.332192,8.72017,0.0758811,0.567484,28.4372,0.0350336,0.458624,0.267904,2.22045e-16,2.22045e-16,All
6.04147,0.245975,0.388333,23.2487,0.0563131,0.368665,9.06625,0.072022,0.593076,29.3817,0.0340829,0.491277,0.267908,2.22045e-16,2.22045e-16,All
6.21978,0.244528,0.432108,23.8989,0.0563101,0.405309,9.41232,0.0682161,0.61734,30.3262,0.0329746,0.522955,0.267911,2.22045e-16,2.22045e-16,All
6.3981,0.240349,0.475376,24.5491,0.0558137,0.441787,9.75839,0.0644951,0.640301,31.2707,0.031743,0.553525,0.267914,2.22045e-16,2.22045e-16,All
6.57641,0.233825,0.517683,25.1994,0.0548745,0.477797,10.1045,0.0608829,0.661992,32.2151,0.0304191,0.582886,0.267918,2.22045e-16,2.22045e-16,All
6.75472,0.225353,0.558647,25.8496,0.0535484,0.513066,10.4505,0.0573968,0.682455,33.1596,0.0290308,0.610964,0.267921,2.22045e-16,2.22045e-16,All
6.93303,0.215324,0.597957,26.4998,0.0518938,0.547363,10.7966,0.0540489,0.701735,34.1041,0.0276027,0.637711,0.267924,2.22045e-16,2.22045e-16,All
