Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,bias_abscissa,bias_pdf,bias_cdf,split
7.11134,0.204112,0.635367,27.1501,0.049969,0.580494,11.1427,0.0508471,0.719881,35.0485,0.026156,0.663099,0.267928,2.22045e-16,2.22045e-16,All
7.28966,0.192059,0.670698,27.8003,0.0478307,0.6123,11.4887,0.0477955,0.736946,35.993,0.0247087,0.687118,0.267931,2.22045e-16,2.22045e-16,All
7.46797,0.179474,0.703828,28.4505,0.0455325,0.642661,11.8348,0.0448959,0.75298,36.9375,0.023276,0.709777,0.267934,2.22045e-16,2.22045e-16,All
7.64628,0.166629,0.734687,29.1008,0.0431237,0.67149,12.1809,0.0421476,0.768038,37.8819,0.0218702,0.731094,0.267938,2.22045e-16,2.22045e-16,All
7.82459,0.153761,0.763251,29.751,0.0406487,0.698728,12.527,0.0395484,0.78217,38.8264,0.0205014,0.7511,0.267941,2.22045e-16,2.22045e-16,All
8.0029,0.141067,0.789533,30.4013,0.0381469,0.724346,12.873,0.0370947,0.795428,39.7709,0.0191773,0.769834,0.267944,2.22045e-16,2.22045e-16,All
8.18122,0.12871,0.813579,31.0515,0.0356522,0.748338,13.2191,0.0347821,0.807861,40.7154,0.0179038,0.787341,0.267948,2.22045e-16,2.22045e-16,All
8.35953,0.11682,0.835461,31.7017,0.0331933,0.770719,13.5652,0.0326054,0.819517,41.6598,0.0166852,0.80367,0.267951,2.22045e-16,2.22045e-16,All
8.53784,0.105499,0.855273,32.352,0.0307939,0.791518,13.9112,0.0305591,0.830444,42.6043,0.0155243,0.818876,0.267955,2.22045e-16,2.22045e-16,All
8.71615,0.0948192,0.873123,33.0022,0.028473,0.810782,14.2573,0.0286372,0.840683,43.5488,0.0144228,0.833014,0.267958,2.22045e-16,2.22045e-16,All
8.89446,0.0848301,0.889129,33.6524,0.0262454,0.828567,14.6034,0.0268338,0.850278,44.4932,0.0133813,0.846139,0.267961,2.22045e-16,2.22045e-16,All
9.07278,0.0755599,0.903418,34.3027,0.0241221,0.844936,14.9495,0.0251427,0.859269,45.4377,0.0123996,0.858309,0.267965,2.22045e-16,2.22045e-16,All
9.25109,0.0670192,0.916119,34.9529,0.0221107,0.859961,15.2955,0.023558,0.867693,46.3822,0.011477,0.86958,0.267968,2.22045e-16,2.22045e-16,All
9.4294,0.0592036,0.927362,35.6031,0.0202158,0.873716,15.6416,0.0220736,0.875586,47.3267,0.0106121,0.880006,0.267971,2.22045e-16,2.22045e-16,All
9.60771,0.0520968,0.937275,36.2534,0.0184397,0.886277,15.9877,0.0206838,0.882982,48.2711,0.00980323,0.889643,0.267975,2.22045e-16,2.22045e-16,All
9.78602,0.0456727,0.945982,36.9036,0.0167826,0.897722,16.3337,0.0193831,0.889912,49.2156,0.00904825,0.898541,0.267978,2.22045e-16,2.22045e-16,All
9.96434,0.039898,0.953601,37.5538,0.0152428,0.908127,16.6798,0.0181661,0.896407,50.1601,0.00834494,0.906751,0.267981,2.22045e-16,2.22045e-16,All
10.1426,0.0347344,0.960246,38.2041,0.0138177,0.917569,17.0259,0.0170276,0.902495,51.1045,0.00769087,0.91432,0.267985,2.22045e-16,2.22045e-16,All
10.321,0.0301402,0.966022,38.8543,0.0125031,0.926121,17.372,0.0159628,0.908201,52.049,0.00708353,0.921293,0.267988,2.22045e-16,2.22045e-16,All
10.4993,0.0260716,0.971026,39.5045,0.0112946,0.933852,17.718,0.014967,0.913552,52.9935,0.00652039,0.927714,0.267991,2.22045e-16,2.22045e-16,All
10.6776,0.0224847,0.975349,40.1548,0.0101868,0.940831,18.0641,0.0140357,0.918568,53.9379,0.00599889,0.933623,0.267995,2.22045e-16,2.22045e-16,All
10.8559,0.0193357,0.979071,40.805,0.00917404,0.94712,18.4102,0.0131649,0.923273,54.8824,0.0055165,0.939058,0.267998,2.22045e-16,2.22045e-16,All
11.0342,0.0165821,0.982268,41.4552,0.00825059,0.952781,18.7562,0.0123507,0.927687,55.8269,0.00507078,0.944055,0.268002,2.22045e-16,1,All
11.2125,0.0141834,0.985006,42.1055,0.00741052,0.957868,19.1023,0.0115892,0.931828,56.7714,0.00465931,0.948647,0.268005,2.22045e-16,1,All
11.3908,0.0121014,0.987345,42.7557,0.00664796,0.962435,19.4484,0.0108771,0.935714,57.7158,0.0042798,0.952866,0.268008,2.22045e-16,1,All
11.5691,0.0103004,0.989338,43.4059,0.00595715,0.966529,19.7945,0.0102111,0.939362,58.6603,0.00393005,0.956741,0.268012,2.22045e-16,1,All
11.7475,0.00874746,0.991033,44.0562,0.00533251,0.970196,20.1405,0.00958812,0.942786,59.6048,0.00360794,0.960298,0.268015,2.22045e-16,1,All
11.9258,0.00741254,0.992471,44.7064,0.00476867,0.973477,20.4866,0.00900536,0.946003,60.5492,0.00331148,0.963564,0.268018,2.22045e-16,1,All
12.1041,0.00626836,0.993688,45.3566,0.00426054,0.97641,20.8327,0.00846013,0.949024,61.4937,0.00303879,0.966561,0.268022,2.22045e-16,1,All
12.2824,0.00529037,0.994716,46.0069,0.00380329,0.979029,21.1787,0.00794993,0.951862,62.4382,0.00278809,0.969311,0.268025,2.22045e-16,1,All
12.4607,0.0044566,0.995583,46.6571,0.00339242,0.981366,21.5248,0.00747242,0.95453,63.3826,0.00255771,0.971834,0.268028,2.22045e-16,1,All
12.639,0.00374755,0.996313,47.3073,0.00302368,0.98345,21.8709,0.00702544,0.957038,64.3271,0.00234611,0.974148,0.268032,2.22045e-16,1,All
12.8173,0.00314598,0.996926,47.9576,0.00269316,0.985306,22.217,0.00660694,0.959396,65.2716,0.00215182,0.976271,0.268035,2.22045e-16,1,All
12.9956,0.00263673,0.99744,48.6078,0.00239724,0.986959,22.563,0.00621503,0.961614,66.2161,0.00197348,0.978218,0.268038,2.22045e-16,1,All
13.174,0.00220653,0.997871,49.258,0.00213256,0.988431,22.9091,0.00584795,0.9637,67.1605,0.00180983,0.980003,0.268042,2.22045e-16,1,All
13.3523,0.00184385,0.998231,49.9083,0.00189605,0.989739,23.2552,0.00550404,0.965664,68.105,0.00165971,0.981641,0.268045,2.22045e-16,1,All
13.5306,0.00153867,0.998532,50.5585,0.00168492,0.990902,23.6012,0.00518177,0.967512,69.0495,0.00152202,0.983142,0.268049,2.22045e-16,1,All
13.7089,0.00128233,0.998783,51.2087,0.00149658,0.991935,23.9473,0.00487971,0.969253,69.9939,0.00139576,0.984519,0.268052,2.22045e-16,1,All
13.8872,0.00106737,0.998992,51.859,0.00132872,0.992853,24.2934,0.00459652,0.970892,70.9384,0.00128,0.985782,0.268055,2.22045e-16,1,All
14.0655,0.000887411,0.999165,52.5092,0.00117922,0.993667,24.6395,0.00433095,0.972436,71.8829,0.00117389,0.98694,0.268059,2.22045e-16,1,All
14.2438,0.000736979,0.99931,53.1594,0.00104615,0.99439,24.9855,0.00408185,0.973892,72.8274,0.00107662,0.988002,0.268062,2.22045e-16,1,All
14.4221,0.000611409,0.99943,53.8097,0.000927786,0.995031,25.3316,0.00384813,0.975263,73.7718,0.000987472,0.988977,0.268065,2.22045e-16,1,All
14.6004,0.000506735,0.999529,54.4599,0.000822562,0.995599,25.6777,0.0036288,0.976557,74.7163,0.000905771,0.98987,0.268069,2.22045e-16,1,All
14.7788,0.000419591,0.999611,55.1101,0.000729067,0.996103,26.0237,0.00342291,0.977777,75.6608,0.000830901,0.99069,0.268072,2.22045e-16,1,All
14.9571,0.000347129,0.99968,55.7604,0.000646037,0.996549,26.3698,0.00322958,0.978927,76.6052,0.00076229,0.991441,0.268075,2.22045e-16,1,All
15.1354,0.000286945,0.999736,56.4106,0.000572332,0.996945,26.7159,0.00304801,0.980013,77.5497,0.000699418,0.992131,0.268079,2.22045e-16,1,All
15.3137,0.000237011,0.999782,57.0608,0.000506932,0.997296,27.062,0.00287743,0.981038,78.4942,0.000641803,0.992764,0.268082,2.22045e-16,1,All
15.492,0.000195624,0.999821,57.7111,0.000448924,0.997606,27.408,0.00271714,0.982006,79.4386,0.000589006,0.993345,0.268085,2.22045e-16,1,All
15.6703,0.000161354,0.999853,58.3613,0.000397491,0.997881,27.7541,0.00256646,0.98292,80.3831,0.000540621,0.993878,0.268089,2.22045e-16,1,All
15.8486,0.000133002,0.999879,59.0115,0.000351901,0.998124,28.1002,0.0024248,0.983783,81.3276,0.000496279,0.994368,0.268092,2.22045e-16,1,All
16.0269,0.000109566,0.9999,59.6618,0.000311503,0.99834,28.4462,0.00229157,0.984599,82.2721,0.000455639,0.994817,0.268095,2.22045e-16,1,All
16.2053,9.02097e-05,0.999918,60.312,0.000275714,0.99853,28.7923,0.00216624,0.98537,83.2165,0.000418389,0.995229,0.268099,2.22045e-16,1,All
16.3836,7.4234e-05,0.999933,60.9622,0.000244016,0.998699,29.1384,0.00204831,0.986099,84.161,0.000384244,0.995608,0.268102,2.22045e-16,1,All
16.5619,6.1058e-05,0.999945,61.6125,0.000215948,0.998848,29.4845,0.0019373,0.986789,85.1055,0.000352942,0.995956,0.268106,2.22045e-16,1,All
16.7402,5.0198e-05,0.999955,62.2627,0.000191098,0.99898,29.8305,0.0018328,0.987441,86.0499,0.000324244,0.996276,0.268109,2.22045e-16,1,All
16.9185,4.12525e-05,0.999963,62.9129,0.000169102,0.999097,30.1766,0.00173438,0.988058,86.9944,0.00029793,0.996569,0.268112,2.22045e-16,1,All
17.0968,3.3888e-05,0.999969,63.5632,0.000149634,0.999201,30.5227,0.00164168,0.988642,87.9389,0.0002738,0.996839,0.268116,2.22045e-16,1,All
17.2751,2.78285e-05,0.999975,64.2134,0.000132406,0.999293,30.8688,0.00155433,0.989195,88.8833,0.000251669,0.997087,0.268119,2.22045e-16,1,All
17.4534,2.2845e-05,0.999979,64.8636,0.000117161,0.999374,31.2148,0.001472,0.989719,89.8278,0.000231369,0.997315,0.268122,2.22045e-16,1,All
17.6318,1.87484e-05,0.999983,65.5139,0.000103674,0.999445,31.5609,0.00139439,0.990214,90.7723,0.000212746,0.997525,0.268126,2.22045e-16,1,All
17.8101,1.53823e-05,0.999986,66.1641,9.17414e-05,0.999509,31.907,0.0013212,0.990684,91.7168,0.000195659,0.997717,0.268129,2.22045e-16,1,All
17.9884,1.26174e-05,0.999989,66.8143,8.11853e-05,0.999565,32.253,0.00125217,0.991129,92.6612,0.00017998,0.997895,0.268132,2.22045e-16,1,All
18.1667,1.03473e-05,0.999991,67.4646,7.18474e-05,0.999615,32.5991,0.00118704,0.991551,93.6057,0.000165589,0.998058,0.268136,2.22045e-16,1,All
18.345,8.48395e-06,0.999992,68.1148,6.35871e-05,0.999659,32.9452,0.00112557,0.991951,94.5502,0.000152379,0.998208,0.268139,2.22045e-16,1,All
18.5233,6.95495e-06,0.999994,68.765,5.62804e-05,0.999697,33.2913,0.00106755,0.992331,95.4946,0.000140251,0.998346,0.268142,2.22045e-16,1,All
18.7016,5.70066e-06,0.999995,69.4153,4.9817e-05,0.999732,33.6373,0.00101277,0.992691,96.4391,0.000129114,0.998473,0.268146,2.22045e-16,1,All
18.8799,4.67197e-06,0.999996,70.0655,4.40997e-05,0.999762,33.9834,0.000961024,0.993032,97.3836,0.000118886,0.99859,0.268149,2.22045e-16,1,All
19.0582,3.82849e-06,0.999997,70.7157,3.90421e-05,0.999789,34.3295,0.000912144,0.993356,98.3281,0.000109491,0.998698,0.268153,2.22045e-16,1,All
19.2366,3.13701e-06,0.999997,71.366,3.4568e-05,0.999813,34.6755,0.000865956,0.993664,99.2725,0.000100859,0.998797,0.268156,2.22045e-16,1,All
19.4149,2.57024e-06,0.999998,72.0162,3.061e-05,0.999834,35.0216,0.0008223,0.993956,100.217,9.29275e-05,0.998889,0.268159,2.22045e-16,1,All
19.5932,2.10575e-06,0.999998,72.6664,2.71083e-05,0.999853,35.3677,0.000781027,0.994233,101.161,8.56376e-05,0.998973,0.268163,2.22045e-16,1,All
19.7715,1.72514e-06,0.999998,73.3167,2.401e-05,0.99987,35.7138,0.000741998,0.994497,102.106,7.89363e-05,0.999051,0.268166,2.22045e-16,1,All
