iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,beta_bias_lcat_2,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2,plcat_1,plcat_2
483,757.924,1,5.31517,0.642402,22.2897,5.71526,24.2541,-17.2136,17.9326,0.209311,0.265578,0.458599,0.410259,3.93602,0.9,0.130228,0.0711422,0.0713627,0.928637
484,758.337,1,5.2824,0.62702,22.5654,5.58961,25.1441,-16.9996,17.4878,0.218027,0.268984,0.471974,0.422508,3.82073,0.9,0.13174,0.070798,0.0713606,0.928639
485,754.39,1,5.28014,0.640338,22.5493,5.59334,25.1316,-18.1491,18.5811,0.216575,0.267069,0.506869,0.420225,4.03024,0.9,0.132887,0.0674971,0.0714134,0.928587
486,752.103,1,5.26953,0.659662,22.3191,5.36303,25.4542,-18.1253,18.7712,0.218185,0.278629,0.554795,0.41088,4.00882,0.9,0.133647,0.06537,0.0714105,0.92859
487,765.626,1,5.24777,0.663395,22.358,5.4884,25.017,-18.4058,18.9262,0.218038,0.281692,0.537317,0.440984,4.03957,0.9,0.134034,0.0686114,0.0714123,0.928588
488,753.272,1,5.275,0.620877,22.0022,5.83849,23.8555,-18.1005,18.6983,0.218247,0.283909,0.492299,0.411488,3.99402,0.9,0.135874,0.0660572,0.0714124,0.928588
489,754.745,1,5.26686,0.612656,21.929,5.81178,24.1217,-18.1652,18.7979,0.216447,0.27193,0.509779,0.400685,4.02664,0.9,0.135994,0.0663899,0.0714129,0.928587
490,750.973,1,5.24684,0.646894,22.0706,5.40891,24.4283,-18.6365,19.1806,0.216261,0.271497,0.47834,0.37516,4.07613,0.9,0.138016,0.0653708,0.0714049,0.928595
491,751.35,1,5.24663,0.622022,22.2517,5.46783,24.2085,-18.413,18.9539,0.219384,0.270288,0.484749,0.358424,4.0552,0.9,0.135835,0.0671334,0.0714122,0.928588
492,747.916,1,5.23804,0.639583,22.034,5.64226,23.3481,-17.3749,18.0015,0.214842,0.282899,0.395543,0.390285,3.92605,0.9,0.13787,0.0658936,0.0714205,0.92858
493,749.948,1,5.23877,0.650773,22.0907,5.50171,23.6518,-17.8499,18.4725,0.218614,0.27599,0.420985,0.392831,3.99477,0.9,0.136965,0.0654675,0.0714053,0.928595
494,749.749,1,5.23593,0.644573,22.2262,5.52222,23.7182,-18.6529,19.1411,0.219599,0.283279,0.437828,0.387075,4.08425,0.9,0.139036,0.0648426,0.0714236,0.928576
495,755.817,1,5.25199,0.667623,22.2465,5.38944,24.4396,-17.7009,18.2725,0.221151,0.269372,0.445564,0.396309,3.96721,0.9,0.137062,0.0668595,0.0713423,0.928658
496,757.989,1,5.2403,0.666046,22.2857,5.42926,24.6786,-17.9861,18.545,0.218072,0.262396,0.425929,0.417765,3.98317,0.9,0.140106,0.0662808,0.0714148,0.928585
497,756.93,1,5.23359,0.662058,22.1578,5.47831,24.4942,-18.5919,19.2194,0.22008,0.266539,0.400752,0.414361,4.11433,0.9,0.139293,0.0662925,0.0713912,0.928609
498,760.892,1,5.25121,0.65382,21.627,5.6075,23.456,-17.9683,18.72,0.22046,0.280668,0.414411,0.420177,4.08604,0.9,0.145083,0.0637085,0.07139,0.92861
499,757.928,1,5.22629,0.646669,21.3103,5.85056,23.8734,-18.3233,19.2078,0.219906,0.283531,0.449497,0.399818,4.21043,0.9,0.141161,0.064133,0.0714079,0.928592
500,744.452,1,5.28627,0.673915,21.524,5.79965,23.941,-18.8903,19.6127,0.216739,0.276632,0.460996,0.394064,4.2456,0.9,0.141335,0.0619847,0.0712966,0.928703
501,745.833,1,5.26634,0.668832,21.5095,5.75185,23.5685,-17.1641,17.8949,0.21492,0.284979,0.46812,0.394276,3.88414,0.9,0.135972,0.0643152,0.0713797,0.92862
502,751.966,1,5.26196,0.669293,21.4632,6.23445,23.0333,-18.1327,18.7874,0.216524,0.296823,0.483376,0.392774,4.07528,0.9,0.13321,0.0678106,0.0713923,0.928608
503,761.7,1,5.27682,0.630658,21.6402,6.27565,23.1223,-17.7935,18.5132,0.215085,0.295235,0.520133,0.411414,4.01538,0.9,0.135402,0.0690116,0.0714014,0.928599
504,765.7,1,5.30357,0.646127,21.6527,5.89763,22.3846,-17.5624,18.3054,0.217111,0.278688,0.528255,0.392522,3.99105,0.9,0.135514,0.0704692,0.0714034,0.928597
505,762.541,1,5.29082,0.625185,22.0499,5.85189,22.9924,-17.0839,17.8356,0.212036,0.29454,0.52266,0.405357,3.87365,0.9,0.133885,0.0693962,0.0714126,0.928587
506,764.216,1,5.28579,0.657411,21.8171,6.14832,22.7444,-17.562,18.2593,0.215395,0.296419,0.53237,0.41082,3.93775,0.9,0.132101,0.06953,0.0714103,0.92859
507,754.415,1,5.25813,0.657315,21.449,6.08382,23.2895,-16.8933,17.4549,0.218194,0.281828,0.559136,0.359337,3.82313,0.9,0.133975,0.0678612,0.0714084,0.928592
508,754.763,1,5.25175,0.659792,21.1912,6.33902,23.3666,-17.3618,17.9909,0.216448,0.296906,0.499598,0.387716,3.98303,0.9,0.134388,0.0677415,0.0714193,0.928581
509,760.336,1,5.25129,0.67589,21.1928,6.35426,23.6403,-17.5537,18.2123,0.213696,0.300722,0.5451,0.35894,4.02587,0.9,0.135886,0.0672326,0.0714137,0.928586
510,752.762,1,5.28283,0.664084,21.3032,6.47572,22.9239,-17.5343,18.206,0.211419,0.27158,0.529773,0.339942,3.99118,0.9,0.1382,0.0662504,0.0714029,0.928597
511,761.162,1,5.2717,0.64681,20.9411,6.79229,23.299,-17.8249,18.6549,0.218194,0.26439,0.518564,0.317536,4.02466,0.9,0.135582,0.0683318,0.0714096,0.92859
512,750.669,1,5.27517,0.652912,21.1919,6.28206,23.0651,-17.2491,17.8692,0.219194,0.273375,0.550808,0.318215,3.93016,0.9,0.136262,0.0662572,0.0713722,0.928628
513,751.877,1,5.29024,0.644929,21.2612,6.67161,23.1936,-18.5034,19.251,0.221875,0.267107,0.536837,0.317372,4.14701,0.9,0.134778,0.0678755,0.0713746,0.928625
514,754.158,1,5.29797,0.637222,21.5584,6.53725,23.2411,-19.0312,19.6711,0.220568,0.268768,0.521569,0.354935,4.20482,0.9,0.1316,0.070374,0.0713901,0.92861
515,756.641,1,5.27637,0.668482,21.2462,6.38383,22.7747,-18.3763,19.0301,0.217816,0.277674,0.476425,0.373546,4.11976,0.9,0.133584,0.0690593,0.0714219,0.928578
516,757.446,1,5.28502,0.669571,21.4548,6.2974,22.753,-17.7612,18.3975,0.215402,0.280736,0.467311,0.385584,3.99529,0.9,0.1342,0.0688929,0.0713561,0.928644
517,758.132,1,5.26086,0.667157,21.3914,6.6042,22.5727,-18.7634,19.3818,0.219672,0.274194,0.476195,0.372671,4.16828,0.9,0.132211,0.0691617,0.0714041,0.928596
518,758.05,1,5.27781,0.673401,21.4882,6.57927,22.203,-19.0533,19.8124,0.221121,0.276554,0.52421,0.371714,4.24022,0.9,0.1335,0.0690795,0.0713999,0.9286
519,749.634,1,5.25973,0.661947,21.2948,6.52672,22.4823,-18.3637,18.9392,0.21587,0.267959,0.505912,0.363088,4.02636,0.9,0.129446,0.0692341,0.0714171,0.928583
520,749.302,1,5.27084,0.641761,20.9685,6.65531,22.1728,-17.6711,18.1463,0.211973,0.269009,0.565161,0.325335,3.90939,0.9,0.132887,0.0675327,0.0714115,0.928588
521,745.328,1,5.29607,0.6626,21.1198,6.69628,22.8702,-18.2555,18.8302,0.217291,0.2769,0.541476,0.329084,4.05233,0.9,0.132757,0.0666095,0.0714186,0.928581
522,744.284,1,5.26927,0.634203,21.0921,6.49819,22.6862,-17.2271,17.8022,0.215483,0.284048,0.519378,0.369026,3.81878,0.9,0.134169,0.0651492,0.0714189,0.928581
523,755.238,1,5.27271,0.654279,21.0026,6.57232,23.1757,-17.4152,18.0504,0.218098,0.291089,0.514402,0.388297,3.92466,0.9,0.140165,0.0645529,0.0714192,0.928581
524,746.503,1,5.27232,0.63599,21.0976,6.55245,23.0296,-17.6743,18.1897,0.215531,0.277793,0.49383,0.381557,3.92729,0.9,0.139135,0.0632453,0.0714204,0.92858
525,739.94,1,5.26943,0.64217,20.994,6.34501,22.4401,-17.4153,17.9115,0.215784,0.275657,0.46995,0.376044,3.81099,0.9,0.137402,0.0626751,0.0714077,0.928592
526,752.524,1,5.2669,0.629543,20.709,6.57853,22.5043,-17.5651,18.3118,0.216676,0.295458,0.489009,0.385847,3.98365,0.9,0.140692,0.0644459,0.0713504,0.92865
527,753.907,1,5.28228,0.62663,20.8434,6.59717,22.7656,-17.5411,18.1186,0.212831,0.30024,0.528417,0.36938,3.93894,0.9,0.140585,0.0641871,0.0714141,0.928586
528,757.709,1,5.28201,0.635274,20.6622,6.48643,22.7616,-17.046,17.7569,0.207901,0.300609,0.542943,0.347297,3.8348,0.9,0.140586,0.0655565,0.0713828,0.928617
529,749.258,1,5.30492,0.619799,21.0563,6.54318,22.8372,-17.1349,17.8838,0.205466,0.300884,0.542174,0.372282,3.93655,0.9,0.135199,0.064746,0.0713706,0.928629
530,753.585,1,5.30432,0.619023,20.9708,6.26318,23.0943,-15.6929,16.4032,0.203875,0.312799,0.566701,0.370232,3.65659,0.9,0.139147,0.0649675,0.0713661,0.928634
531,741.752,1,5.28422,0.628692,20.8926,6.64145,23.6429,-16.8603,17.5231,0.209399,0.309247,0.551753,0.385028,3.82047,0.9,0.133554,0.062361,0.0713846,0.928615
532,746.68,1,5.26073,0.644223,20.3951,6.74062,23.5532,-17.0522,17.7681,0.208731,0.297378,0.549994,0.412412,3.86751,0.9,0.136361,0.0630218,0.0713559,0.928644
533,755.986,1,5.26852,0.628289,20.7391,6.86092,24.4882,-17.0367,17.6729,0.210527,0.297027,0.54899,0.431084,3.84741,0.9,0.133629,0.0667307,0.0713694,0.928631
534,755.53,1,5.28995,0.629139,20.6008,6.86484,23.7778,-16.5361,17.2394,0.20978,0.294997,0.595225,0.39699,3.77293,0.9,0.136798,0.0650807,0.0713959,0.928604
535,754.193,1,5.26949,0.623821,20.42,6.72411,23.8162,-16.6206,17.2118,0.202696,0.282995,0.596126,0.392146,3.76602,0.9,0.138793,0.064382,0.0713895,0.92861
536,755.478,1,5.28098,0.630945,21.0766,6.39057,24.2336,-16.7416,17.3403,0.213668,0.29099,0.561346,0.397004,3.78421,0.9,0.135668,0.0657354,0.0714127,0.928587
537,752.847,1,5.28001,0.647722,21.3617,6.37106,24.9413,-17.115,17.6415,0.212357,0.284003,0.574764,0.395147,3.83161,0.9,0.131614,0.0670784,0.0714168,0.928583
538,749.587,1,5.28451,0.629311,21.4718,6.13514,24.1591,-17.4314,18.1582,0.214159,0.28734,0.569315,0.371818,3.956,0.9,0.138239,0.0637245,0.0713389,0.928661
539,743.733,1,5.26174,0.622488,21.2049,6.35254,24.3114,-16.4143,17.1555,0.209081,0.285043,0.505571,0.38675,3.82441,0.9,0.138206,0.0625565,0.0713639,0.928636
540,747.369,1,5.28302,0.628337,21.0575,6.40228,24.6152,-17.017,17.6876,0.21786,0.294938,0.482933,0.407557,3.89688,0.9,0.143752,0.060941,0.0713764,0.928624
541,747.097,1,5.28835,0.63098,21.0837,6.21019,24.6661,-16.9708,17.7818,0.219371,0.290317,0.500506,0.393726,3.91549,0.9,0.142955,0.0614329,0.0713774,0.928623
542,751.122,1,5.27412,0.647797,21.222,6.23002,24.2372,-18.0211,18.6905,0.21999,0.303959,0.491865,0.383536,4.03603,0.9,0.14335,0.0615746,0.071408,0.928592
543,744.381,1,5.2791,0.651243,21.2862,6.52505,24.8435,-17.882,18.4339,0.217414,0.29761,0.501785,0.389644,3.97621,0.9,0.138982,0.0623324,0.0714111,0.928589
544,757.423,1,5.27586,0.641085,21.2001,6.52273,24.9573,-17.4022,18.0299,0.218305,0.292436,0.497905,0.418371,3.90452,0.9,0.139149,0.0649129,0.0714201,0.92858
545,760.097,1,5.25125,0.613079,21.2938,6.37567,25.1996,-17.6344,18.2941,0.216787,0.268662,0.506543,0.434525,3.94006,0.9,0.139565,0.0665593,0.0714086,0.928591
546,756.41,1,5.24234,0.62394,21.3849,6.3185,24.7119,-18.2,18.8338,0.218916,0.2605,0.544526,0.426304,4.03196,0.9,0.137274,0.0654524,0.0713966,0.928603
547,748.084,1,5.24281,0.62662,21.3743,6.10644,24.6252,-17.5954,18.257,0.217795,0.267598,0.525339,0.462782,3.96235,0.9,0.135065,0.0646234,0.0712832,0.928717
548,753.554,1,5.22824,0.664006,21.0554,6.15556,24.0767,-19.0826,19.7506,0.218369,0.261239,0.542394,0.42013,4.24368,0.9,0.134987,0.0636845,0.0713931,0.928607
549,756.445,1,5.22482,0.667388,20.7891,6.32531,23.6582,-18.1021,18.8319,0.217152,0.263072,0.544393,0.416345,4.07048,0.9,0.14172,0.0634361,0.0713752,0.928625
550,747.962,1,5.26554,0.631422,21.3362,5.99379,24.0146,-18.212,18.9138,0.219522,0.283445,0.483038,0.425354,4.05036,0.9,0.143174,0.061388,0.0713725,0.928627
551,740.496,1,5.27915,0.629529,21.3061,6.04259,23.749,-16.9256,17.6211,0.218522,0.290438,0.491391,0.428261,3.86399,0.9,0.140433,0.0603555,0.0714084,0.928592
552,734.566,1,5.27114,0.639881,21.5019,6.05738,24.0298,-17.7461,18.5204,0.214968,0.307017,0.470089,0.407465,4.0175,0.9,0.134386,0.0602912,0.0713997,0.9286
553,744.523,1,5.2588,0.644878,21.5675,6.24627,23.7417,-17.89,18.4943,0.2167,0.303328,0.473108,0.436989,4.00401,0.9,0.13368,0.0633032,0.0714146,0.928585
554,748.718,1,5.2829,0.645277,21.5632,6.28553,24.0143,-18.1848,18.9467,0.213776,0.291523,0.500574,0.414287,4.10645,0.9,0.135943,0.0624241,0.0713953,0.928605
555,742.82,1,5.27164,0.657703,21.3137,6.14165,24.185,-18.0903,18.9078,0.216668,0.301056,0.506745,0.394531,4.06956,0.9,0.13394,0.0642033,0.0714073,0.928593
556,750.005,1,5.28179,0.619588,21.3982,6.32336,24.2273,-18.0296,18.8424,0.214053,0.281189,0.499909,0.395798,4.06045,0.9,0.134161,0.0655427,0.0714102,0.92859
557,754.846,1,5.2538,0.62286,21.2383,6.50675,23.2133,-17.8505,18.3211,0.217609,0.283266,0.523702,0.382896,3.89246,0.9,0.136225,0.0677638,0.0713924,0.928608
558,753.073,1,5.28007,0.612554,21.4097,6.52375,23.5783,-17.9271,18.418,0.218183,0.289791,0.537269,0.36736,3.91798,0.9,0.132244,0.0682669,0.0713888,0.928611
559,764.801,1,5.30416,0.646349,21.5545,6.49792,23.0267,-17.7498,18.4492,0.21876,0.284821,0.493321,0.352714,4.02912,0.9,0.137269,0.0701494,0.0713634,0.928637
560,762.961,1,5.30535,0.635342,21.3659,6.66381,23.2718,-17.2991,17.9771,0.219315,0.279719,0.513521,0.364242,3.95543,0.9,0.134422,0.0701182,0.0713726,0.928627
561,762.81,1,5.29773,0.637126,21.6999,6.62409,23.5335,-18.2073,18.8778,0.22211,0.297987,0.507457,0.381333,4.07118,0.9,0.133407,0.0696241,0.0713401,0.92866
562,764.319,1,5.31429,0.659408,21.513,6.91912,22.6651,-18.4012,19.1131,0.221429,0.276569,0.533905,0.367654,4.13469,0.9,0.13217,0.0714631,0.0713925,0.928607
563,752.635,1,5.25498,0.660173,21.2014,6.50928,23.0247,-18.7314,19.5581,0.217286,0.260272,0.489095,0.333924,4.19725,0.9,0.133345,0.0684035,0.0714054,0.928595
564,749.104,1,5.26921,0.637074,21.3151,6.24474,22.8379,-18.987,19.6789,0.214845,0.263996,0.510383,0.335932,4.22498,0.9,0.133262,0.0662858,0.0714133,0.928587
565,740.285,1,5.25973,0.648245,21.1356,6.50042,22.7595,-18.5287,19.1026,0.215374,0.265197,0.492108,0.334006,4.08595,0.9,0.13241,0.065112,0.0713082,0.928692
566,738.727,1,5.27725,0.656688,21.4068,6.55545,22.9769,-18.4071,19.1546,0.21356,0.268642,0.519512,0.354161,4.13423,0.9,0.131355,0.0650082,0.0713837,0.928616
567,753.469,1,5.26987,0.662159,21.3366,6.56124,22.5761,-18.3142,18.854,0.224281,0.281038,0.559459,0.3615,4.07436,0.9,0.135921,0.0661099,0.0713505,0.928649
568,756.621,1,5.24583,0.677452,21.3603,6.22,23.1502,-18.7948,19.2678,0.223045,0.273905,0.558949,0.351903,4.10351,0.9,0.135044,0.066217,0.0714071,0.928593
569,747.808,1,5.26888,0.6895,21.6465,6.13162,23.2945,-18.9509,19.5205,0.218585,0.266931,0.560444,0.349955,4.17522,0.9,0.13582,0.0643772,0.0713874,0.928613
570,751.852,1,5.29315,0.672973,21.7445,6.17969,23.0327,-18.9106,19.6899,0.224305,0.277378,0.556131,0.335876,4.21638,0.9,0.133578,0.066768,0.0713882,0.928612
571,755.283,1,5.25009,0.700155,21.6952,6.01228,23.6664,-19.3095,19.9918,0.225913,0.283335,0.491436,0.364705,4.30537,0.9,0.137478,0.066937,0.0714217,0.928578
572,765.3,1,5.25634,0.677868,21.7064,6.2241,22.8809,-18.8705,19.7017,0.226815,0.275052,0.500453,0.382416,4.28145,0.9,0.136912,0.0687209,0.0714003,0.9286
573,762.623,1,5.27214,0.646873,21.5344,6.31401,23.1825,-18.6098,19.285,0.221157,0.276615,0.466217,0.382848,4.15351,0.9,0.133324,0.0730889,0.0713718,0.928628
574,756.616,1,5.27524,0.628704,21.2537,6.62168,22.8198,-18.8499,19.3938,0.217425,0.252848,0.509201,0.361429,4.16129,0.9,0.130073,0.071847,0.071373,0.928627
575,753.028,1,5.27176,0.641472,21.6718,6.32501,23.097,-17.8859,18.5041,0.220227,0.26285,0.534094,0.347267,4.00521,0.9,0.12982,0.0712994,0.0713157,0.928684
576,743.273,1,5.25949,0.65179,21.2546,6.44162,22.9508,-17.8878,18.6057,0.21696,0.257153,0.526499,0.315456,4.02964,0.9,0.130602,0.0677344,0.0713788,0.928621
577,743.391,1,5.30178,0.64083,21.5263,6.53118,22.8831,-17.8065,18.4384,0.216912,0.259291,0.560019,0.335955,3.97363,0.9,0.128823,0.0679412,0.0713872,0.928613
578,742.321,1,5.29749,0.655519,21.2004,6.3152,22.6271,-17.5526,18.2898,0.218228,0.268056,0.524923,0.305189,3.95469,0.9,0.133103,0.0655119,0.0713925,0.928608
579,739.36,1,5.31783,0.624839,21.6746,6.35617,23.11,-17.4093,18.2825,0.214538,0.265165,0.454662,0.307629,3.98124,0.9,0.128958,0.0680624,0.0713753,0.928625
580,755.868,1,5.32295,0.657036,21.758,6.02151,22.7866,-17.4374,18.2038,0.219007,0.266194,0.460468,0.305118,3.98029,0.9,0.136551,0.0702433,0.0713776,0.928622
581,758.472,1,5.32274,0.641611,21.9645,6.4537,22.8709,-16.9584,17.8147,0.210373,0.27398,0.482334,0.307131,3.99171,0.9,0.136242,0.0715697,0.0714114,0.928589
582,756.834,1,5.28151,0.647745,21.8577,6.05998,23.2632,-17.4182,18.2109,0.214403,0.276407,0.487793,0.323758,4.02348,0.9,0.135376,0.0692174,0.0713466,0.928653
583,746.583,1,5.25975,0.66619,21.5649,6.01278,22.7599,-16.7159,17.1298,0.213212,0.273485,0.468973,0.317839,3.77081,0.9,0.138093,0.0669943,0.0714232,0.928577
584,746.091,1,5.25954,0.63691,21.6015,5.88686,22.2015,-16.7101,17.2893,0.21638,0.271118,0.503179,0.331163,3.80407,0.9,0.137272,0.0643137,0.0713607,0.928639
585,746.214,1,5.2604,0.629162,21.5042,5.78958,22.0307,-16.9336,17.5645,0.219826,0.269928,0.500315,0.324399,3.84378,0.9,0.136726,0.0650545,0.0713969,0.928603
586,747.373,1,5.28184,0.607813,21.0494,5.86123,21.4426,-17.4039,18.0457,0.218363,0.264042,0.498215,0.304157,3.88658,0.9,0.140929,0.0653389,0.0713894,0.928611
587,738.14,1,5.25011,0.643667,21.1276,6.10337,21.4552,-17.6099,18.3061,0.21271,0.254657,0.472084,0.300923,3.97083,0.9,0.139159,0.063379,0.0713534,0.928647
588,740.192,1,5.30018,0.625441,21.2347,6.43088,21.5889,-17.3361,18.0082,0.214246,0.266949,0.522531,0.324211,3.90262,0.9,0.137564,0.0646765,0.071411,0.928589
589,743.807,1,5.29843,0.619077,21.2681,6.65071,21.5811,-17.8688,18.5705,0.211716,0.268912,0.51099,0.333279,4.00382,0.9,0.137493,0.0641324,0.0713059,0.928694
590,749.803,1,5.28044,0.642696,21.5014,6.45302,21.862,-17.8925,18.6014,0.210011,0.271086,0.502714,0.346497,4.11362,0.9,0.134724,0.0672067,0.0713706,0.928629
591,744.396,1,5.28474,0.620132,21.4978,6.24906,21.5545,-17.3765,18.0613,0.209939,0.256389,0.52499,0.316619,3.97875,0.9,0.136036,0.0654012,0.0713842,0.928616
592,743.035,1,5.28841,0.613995,21.2467,6.31691,22.4248,-17.2644,17.8956,0.206277,0.264231,0.559278,0.318985,3.9543,0.9,0.134532,0.0656997,0.0714064,0.928594
593,742.588,1,5.28773,0.642238,21.3891,6.34845,22.7647,-16.8203,17.396,0.205616,0.273324,0.571476,0.325063,3.84974,0.9,0.134081,0.0645707,0.0713474,0.928653
594,739.359,1,5.27431,0.639943,21.2592,6.47103,22.6573,-17.1721,17.6774,0.213155,0.27557,0.539456,0.35005,3.86626,0.9,0.135377,0.0637157,0.0714053,0.928595
595,735.345,1,5.26844,0.644531,21.0516,6.49163,23.3728,-18.4083,19.0585,0.217896,0.272036,0.602911,0.357454,4.1265,0.9,0.133249,0.0627766,0.0713675,0.928632
596,749.833,1,5.30103,0.628196,21.3732,6.39203,24.1463,-18.4811,19.1214,0.2125,0.262967,0.566482,0.370411,4.12697,0.9,0.133268,0.066544,0.0713911,0.928609
597,748.071,1,5.278,0.65378,21.5367,6.18367,23.5441,-17.9029,18.5676,0.210623,0.266543,0.564335,0.361917,3.99425,0.9,0.134685,0.0655742,0.0713982,0.928602
598,744.866,1,5.29983,0.648836,21.4891,6.16203,24.0513,-17.7735,18.4718,0.211815,0.249522,0.538715,0.350374,3.95907,0.9,0.134945,0.0660514,0.0714197,0.92858
599,746.447,1,5.28784,0.641785,21.5466,5.75923,24.0502,-17.5825,18.4776,0.212785,0.263334,0.524024,0.377802,3.9978,0.9,0.13768,0.0638383,0.0713449,0.928655
600,757.376,1,5.28863,0.640573,21.6325,5.90778,24.237,-18.0803,18.9923,0.217556,0.262408,0.584475,0.395581,4.09041,0.9,0.135342,0.0667235,0.0714071,0.928593
601,757.545,1,5.27283,0.630054,21.6625,5.91038,24.1144,-17.817,18.6103,0.218296,0.263169,0.566939,0.397606,4.03195,0.9,0.135718,0.0665643,0.0714165,0.928583
602,753.839,1,5.27248,0.628636,21.7663,5.93956,24.1565,-17.4052,18.1767,0.215536,0.284213,0.561249,0.387681,3.93778,0.9,0.137096,0.0654906,0.0713735,0.928626
603,748.512,1,5.26848,0.629897,21.8976,5.75957,24.5607,-17.1385,17.8553,0.207352,0.280256,0.478776,0.391876,3.82724,0.9,0.137736,0.0658309,0.0714084,0.928592
604,745.386,1,5.27243,0.626633,21.6991,6.06618,24.5527,-17.1672,17.9581,0.217943,0.280096,0.521831,0.386512,3.87005,0.9,0.136357,0.0640931,0.0714096,0.92859
605,747.814,1,5.2796,0.63172,21.7379,5.99945,24.3729,-17.86,18.6056,0.217663,0.275808,0.495093,0.37952,3.95697,0.9,0.133757,0.0655597,0.0714116,0.928588
606,744.675,1,5.2884,0.660161,22.0079,5.95537,24.005,-18.1248,18.7661,0.216901,0.25894,0.502482,0.366954,4.01654,0.9,0.133169,0.0658955,0.0713781,0.928622
607,752.681,1,5.29726,0.662876,21.7867,5.96149,23.8187,-18.6475,19.2391,0.218507,0.265953,0.530684,0.357601,4.17273,0.9,0.135952,0.0648909,0.0714133,0.928587
608,747.158,1,5.2912,0.663523,21.6618,6.16833,22.7223,-18.7969,19.515,0.222028,0.25678,0.531795,0.354342,4.18234,0.9,0.133543,0.0658488,0.0714216,0.928578
609,745.145,1,5.27663,0.654477,21.7915,6.30448,22.1469,-18.3844,19.1346,0.218814,0.253821,0.539011,0.342532,4.11727,0.9,0.130421,0.0669425,0.0714095,0.928591
610,763.805,1,5.30531,0.652241,21.5952,6.58218,22.112,-18.5051,19.1779,0.217997,0.262808,0.572772,0.315448,4.13775,0.9,0.13606,0.0694211,0.0714084,0.928592
611,760.674,1,5.31255,0.671944,22.0248,6.27378,22.4249,-18.8556,19.4911,0.220469,0.266101,0.537083,0.332748,4.18201,0.9,0.132901,0.0698894,0.0714073,0.928593
612,753.319,1,5.30571,0.638645,21.4852,6.27567,21.7185,-18.1727,18.9468,0.223074,0.24468,0.499702,0.303124,4.05762,0.9,0.134447,0.0688894,0.0714093,0.928591
613,752.465,1,5.29028,0.656774,21.6419,6.18839,21.4926,-18.6148,19.4003,0.218737,0.249272,0.558258,0.309427,4.11933,0.9,0.13928,0.0662723,0.071407,0.928593
614,750.25,1,5.29046,0.640048,21.2524,6.18767,20.9672,-17.5369,18.1338,0.217896,0.258151,0.541296,0.320048,3.89146,0.9,0.139146,0.066506,0.0713957,0.928604
615,747.238,1,5.26986,0.628011,21.4528,6.10682,21.2889,-17.9826,18.6952,0.213183,0.257716,0.547864,0.312651,4.00812,0.9,0.137211,0.0652121,0.0713932,0.928607
616,749.35,1,5.27543,0.677166,21.8578,5.9609,21.9905,-18.1668,18.8376,0.217049,0.255351,0.489005,0.311335,3.99661,0.9,0.134821,0.0697789,0.071415,0.928585
617,750.686,1,5.26507,0.679509,21.59,5.97591,21.961,-18.7269,19.4713,0.215083,0.258865,0.479593,0.333847,4.17359,0.9,0.135922,0.0680028,0.0714009,0.928599
618,750.202,1,5.28426,0.675248,21.7261,5.98017,22.8283,-19.2731,19.9446,0.22135,0.263942,0.467434,0.339622,4.26186,0.9,0.133652,0.0673556,0.0714045,0.928595
619,748.364,1,5.25642,0.679487,21.7475,5.92449,23.0832,-18.053,18.7514,0.224144,0.266381,0.490845,0.349302,4.04925,0.9,0.136065,0.0663515,0.0714232,0.928577
620,750.4,1,5.24997,0.650791,21.3456,5.95194,23.2277,-18.3494,19.1418,0.21888,0.253996,0.55289,0.316156,4.11963,0.9,0.136537,0.0657907,0.0713734,0.928627
621,739.979,1,5.25994,0.661998,21.3823,5.98068,22.6297,-17.9501,18.4422,0.211013,0.258275,0.590771,0.297829,3.93319,0.9,0.13674,0.0641459,0.0713797,0.92862
622,735.591,1,5.26235,0.655535,21.28,6.26145,22.6283,-18.8678,19.4686,0.218053,0.258376,0.617678,0.314805,4.15394,0.9,0.136972,0.0615529,0.0713988,0.928601
623,755.771,1,5.24551,0.646791,21.0405,6.02018,22.399,-18.2535,19.0176,0.219428,0.258245,0.579021,0.335176,4.07265,0.9,0.140106,0.0633636,0.0714047,0.928595
624,746.685,1,5.26283,0.623411,21.422,5.95406,23.226,-18.1854,19.0227,0.216148,0.269535,0.514374,0.332785,4.08607,0.9,0.137549,0.0638559,0.0714064,0.928594
625,748.14,1,5.268,0.644193,21.4758,6.15823,23.2693,-18.1421,18.9826,0.216319,0.275499,0.480961,0.33759,4.08933,0.9,0.137835,0.0654382,0.0714126,0.928587
626,754.916,1,5.27879,0.626187,22.1272,5.98145,23.3383,-16.9146,17.5824,0.213913,0.272718,0.476547,0.32125,3.82446,0.9,0.139594,0.0672366,0.071314,0.928686
627,750.081,1,5.28142,0.612474,21.9624,5.72027,23.518,-16.5247,17.2454,0.211188,0.279597,0.493579,0.341902,3.77066,0.9,0.141026,0.0656168,0.0713971,0.928603
628,748.656,1,5.2434,0.622392,21.5457,5.58895,23.3765,-16.3123,16.8212,0.207766,0.281742,0.52443,0.340886,3.67302,0.9,0.139889,0.0650529,0.0714031,0.928597
