parameter,value,se_lin,rse_lin
Cl_pop,5.17131747003575,0.350526925930133,6.77829059927567
V1_pop,20.2943775726485,1.71030346525965,8.42747435410232
Q_pop,6.30658276208845,1.18720324126693,18.8248261547239
V2_pop,23.1421570804031,3.11677819881031,13.4679675191109
omega_Cl,0.252232336841598,0.0481648749070259,19.0954401446447
omega_V1,0.290492131094947,0.0633245634987926,21.799063286191
omega_Q,0.619622167971306,0.147911139654524,23.8711826819878
omega_V2,0.330849310093862,0.132358200277237,40.0055844879008
corr_V2_V1,0.99385196530893,0.211715257136167,21.302494186884
a1,0.303777286264523,0.0222610956624396,7.32809748094699
a2,0.0613555181523695,0.00618044219367562,10.0731643701993
