simulations, -2LL
1000,605.04
2000,603.657
3000,603.768
4000,604.011
5000,604.136
6000,604.164
7000,604.375
8000,604.371
9000,604.272
10000,604.29
11000,604.266
12000,604.252
13000,604.398
14000,604.483
15000,604.516
16000,604.621
17000,604.687
18000,604.702
19000,604.75
20000,604.726
21000,604.689
22000,604.723
23000,604.74
24000,604.727
25000,604.715
26000,604.718
27000,604.744
28000,604.712
29000,604.73
30000,604.74
