iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1454.83,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1445.43,1,5.30982,21.7858,8.17932,26.8992,0.974679,0.974679,1.01179,0.974679,0.998761,0.974679,0.974679
3,1436.69,1,5.83907,24.0415,7.09872,30.0891,0.95,0.95,1.00044,0.95,0.998761,0.95,0.95
4,1423.42,1,5.30571,26.9617,8.36915,33.7698,0.925945,0.925945,1.0441,0.925945,0.998761,0.925945,0.925945
5,1406.32,1,5.25295,29.2793,7.11784,36.4944,0.9025,0.9025,1.01816,0.9025,0.998761,0.9025,0.9025
6,1398.78,1,5.35872,26.9727,7.49648,33.483,0.879648,0.879648,1.0116,0.879648,0.998761,0.879648,0.879648
7,1379.28,1,5.58844,25.6672,7.5953,31.6604,0.857375,0.857375,0.985985,0.857375,0.998761,0.857375,0.857375
8,1358.76,1,5.51152,22.9044,7.54933,28.1785,0.835666,0.835666,0.96102,0.835666,0.998761,0.835666,0.835666
9,1359,1,5.55692,27.8726,7.32134,34.1996,0.814506,0.814506,0.958118,0.814506,0.998761,0.814506,0.814506
10,1346.36,1,5.50577,29.9955,7.52411,36.6759,0.793882,0.793882,0.949811,0.793882,0.998761,0.793882,0.793882
11,1335.49,1,5.80717,29.9075,7.55873,36.617,0.773781,0.773781,0.956999,0.773781,0.998761,0.773781,0.773781
12,1321.78,1,5.69383,29.2872,7.17954,35.8273,0.754188,0.754188,0.932767,0.754188,0.998761,0.754188,0.754188
13,1313.88,1,5.62652,31.5324,9.08449,38.8448,0.735092,0.735092,0.909149,0.735092,0.998761,0.735092,0.735092
14,1304.12,1,5.45516,30.67,8.5576,37.9636,0.716479,0.716479,0.920108,0.716479,0.998761,0.716479,0.716479
15,1282.88,1,5.88625,30.4031,8.98683,37.5921,0.698337,0.698337,0.926783,0.698337,0.998761,0.698337,0.698337
16,1277.28,1,5.7456,27.3464,10.1715,33.891,0.680655,0.680655,0.936135,0.680655,0.998761,0.680655,0.680655
17,1263.98,1,5.77535,29.4452,9.28551,36.6151,0.66342,0.66342,0.912432,0.66342,0.998761,0.66342,0.66342
18,1252.73,1,5.81756,28.0883,9.80646,34.8835,0.646622,0.646622,0.889329,0.646622,0.998761,0.646622,0.646622
19,1243.57,1,5.84039,28.3048,9.63175,34.9456,0.630249,0.630249,0.925718,0.630249,0.998761,0.630249,0.630249
20,1232.93,1,5.95387,27.3509,8.30812,33.7685,0.614291,0.614291,0.902279,0.614291,0.998761,0.614291,0.614291
21,1225.12,1,5.90264,25.9406,9.19878,32.3299,0.598737,0.598737,0.879432,0.598737,0.998761,0.598737,0.598737
22,1214.34,1,6.03512,25.1639,9.92763,31.6553,0.583577,0.583577,0.857165,0.583577,0.998761,0.583577,0.583577
23,1186.78,1,5.93713,26.2559,8.93358,33.2216,0.5688,0.5688,0.835461,0.5688,0.998761,0.5688,0.5688
24,1168.87,1,5.91053,27.2595,8.93714,34.4881,0.554398,0.554398,0.814306,0.554398,0.998761,0.554398,0.554398
25,1156.54,1,5.89656,25.8205,8.73086,32.6491,0.54036,0.54036,0.793688,0.54036,0.998761,0.54036,0.54036
26,1143.47,1,6.01784,25.1681,9.32864,32.0684,0.526678,0.526678,0.798898,0.526678,0.998761,0.526678,0.526678
27,1137.22,1,5.91198,24.8539,10.7833,31.6138,0.513342,0.513342,0.778669,0.513342,0.998761,0.513342,0.513342
28,1116.3,1,6.01499,23.5871,12.9118,29.8849,0.500344,0.500344,0.758953,0.500344,0.998761,0.500344,0.500344
29,1111.86,1,5.9314,23.6753,12.6247,29.7927,0.487675,0.487675,0.739736,0.487675,0.998761,0.487675,0.487675
30,1089.37,1,6.04456,24.6787,10.6564,30.9806,0.475327,0.475327,0.721005,0.475327,0.998761,0.475327,0.475327
31,1094.65,1,5.96583,24.0368,10.1043,30.1337,0.463291,0.463291,0.702749,0.463291,0.998761,0.463291,0.463291
32,1081.04,1,5.85513,23.8609,9.11127,29.9889,0.45156,0.45156,0.684955,0.45156,0.998761,0.45156,0.45156
33,1070.61,1,6.02393,24.073,8.35633,30.2953,0.440127,0.440127,0.680483,0.440127,0.998761,0.440127,0.440127
34,1063.92,1,5.79043,26.3634,8.60782,33.2161,0.428982,0.428982,0.713792,0.428982,0.998761,0.428982,0.428982
35,1042.78,1,5.83594,24.5159,9.03081,30.9871,0.41812,0.41812,0.727488,0.41812,0.998761,0.41812,0.41812
36,1039.85,1,5.90311,23.8751,9.91073,30.2228,0.407533,0.407533,0.734059,0.407533,0.998761,0.407533,0.407533
37,1043.92,1,5.68741,23.057,9.02322,29.0863,0.397214,0.397214,0.748246,0.397214,0.998761,0.397214,0.397214
38,1028.91,1,5.75262,24.1738,8.30444,30.4912,0.387157,0.387157,0.7293,0.387157,0.998761,0.387157,0.387157
39,1008.7,1,5.8416,24.0093,9.57412,30.3249,0.377354,0.377354,0.737545,0.377354,0.998761,0.377354,0.377354
40,1000.26,1,5.96093,23.737,9.95747,30.0035,0.367799,0.367799,0.71887,0.367799,0.998761,0.367799,0.367799
41,983.9,1,5.96089,23.9077,9.82437,30.2475,0.358486,0.358486,0.700668,0.358486,0.998761,0.358486,0.358486
42,973.539,1,6.03866,24.8653,9.9945,31.4923,0.349409,0.349409,0.682927,0.349409,0.998761,0.349409,0.349409
43,966.83,1,5.92537,24.5907,10.7345,31.1882,0.340562,0.340562,0.665634,0.340562,0.998761,0.340562,0.340562
44,956.21,1,5.91008,22.2544,11.7321,28.262,0.331938,0.331938,0.64878,0.331938,0.998761,0.331938,0.331938
45,938.749,1,5.98469,22.8174,10.6552,28.9665,0.323534,0.323534,0.632353,0.323534,0.998761,0.323534,0.323534
46,935.401,1,5.94483,23.1473,8.65493,29.4647,0.315341,0.315341,0.680584,0.315341,0.998761,0.315341,0.315341
47,918.517,1,5.96151,23.8821,8.54432,30.4808,0.307357,0.307357,0.663351,0.307357,0.998761,0.307357,0.307357
48,906.783,1,5.81402,23.4242,7.58664,29.8677,0.299574,0.299574,0.646555,0.299574,0.998761,0.299574,0.299574
49,901.297,1,5.84854,24.7033,7.33113,31.4674,0.291989,0.291989,0.630184,0.291989,0.998761,0.291989,0.291989
50,894.259,1,5.97129,26.0863,7.83714,33.2743,0.284596,0.284596,0.614227,0.284596,0.998761,0.284596,0.284596
