simulations,OFV
500,961.378
1000,961.69
1500,962.391
2000,961.523
2500,961.664
3000,962.012
3500,962.21
4000,961.339
4500,961.887
5000,962.349
5500,962.196
6000,962.397
6500,962.512
7000,962.791
7500,962.833
8000,963.093
8500,963.339
9000,963.108
9500,963.111
10000,963.017
10500,962.863
11000,963.16
11500,963.262
12000,963.306
12500,963.321
13000,963.398
13500,963.392
14000,963.467
14500,963.488
15000,963.517
15500,963.619
16000,963.687
16500,963.65
17000,963.486
17500,963.587
18000,963.471
18500,963.537
19000,963.583
19500,963.637
20000,963.368
20500,963.244
21000,963.138
21500,963.067
22000,963.032
22500,963.066
23000,962.967
23500,962.904
24000,962.827
24500,962.869
25000,962.833
25500,962.864
26000,962.915
26500,962.926
27000,962.925
27500,962.905
28000,962.957
28500,962.956
29000,962.904
29500,962.999
30000,962.943
