iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1533.38,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1514.56,1,5.54625,29.9815,12.6773,62.7869,0.974679,0.974679,0.997445,0.974679,0.974679,0.974679
3,1496.56,1,5.40047,28.1032,11.9617,84.6829,0.95,0.95,0.972189,1.06197,0.95,0.95
4,1487.95,1,4.79701,30.9615,14.8655,93.1336,0.925945,0.925945,0.947573,1.03508,0.925945,0.925945
5,1477.46,1,5.18524,29.6554,12.0719,93.1105,0.9025,0.9025,0.92358,1.00887,0.9025,0.9025
6,1470.37,1,4.88654,28.7583,9.75109,100.299,0.879648,0.879648,0.900194,1.0376,0.879648,0.879648
7,1453.88,1,4.17323,31.3091,9.0219,117.602,0.857375,0.857375,0.877401,1.01133,0.857375,0.857375
8,1440.42,1,4.2128,28.6349,9.23881,103.308,0.835666,0.835666,0.879693,1.06414,0.835666,0.835666
9,1443.54,1,4.60662,27.5784,9.24931,105.02,0.814506,0.814506,1.03257,1.18071,0.814506,0.814506
10,1428.04,1,4.38109,28.3785,8.89405,123.087,0.793882,0.793882,1.00642,1.15082,0.793882,0.793882
11,1420.95,1,4.87073,29.6563,6.10759,100.524,0.773781,0.773781,0.980941,1.2163,0.773781,0.773781
12,1399.2,1,4.5462,26.6768,6.13615,95.4024,0.754188,0.754188,0.956103,1.1855,0.754188,0.754188
13,1397.25,1,4.41173,26.005,5.90169,109.421,0.735092,0.735092,0.932671,1.15548,0.735092,0.735092
14,1379.89,1,4.60795,31.4262,4.73164,93.4792,0.716479,0.716479,0.98863,1.12623,0.716479,0.716479
15,1363.75,1,4.82455,29.1247,5.29177,97.3656,0.698337,0.698337,1.00404,1.09771,0.698337,0.698337
16,1362.95,1,5.00945,28.707,5.78414,89.5628,0.680655,0.680655,1.06875,1.06992,0.680655,0.680655
17,1343.4,1,4.92387,26.0507,5.36076,99.8683,0.66342,0.66342,1.04169,1.04282,0.66342,0.66342
18,1338.63,1,4.98216,26.1397,5.11824,83.8627,0.646622,0.646622,1.01531,1.12172,0.646622,0.646622
19,1328.11,1,4.64292,25.6055,5.16597,101.444,0.630249,0.630249,1.04948,1.09332,0.630249,0.630249
20,1313.97,1,4.89047,27.641,4.70281,96.0228,0.614291,0.614291,1.0229,1.06564,0.614291,0.614291
21,1302.76,1,5.18559,26.6645,4.6347,83.7416,0.598737,0.598737,1.01823,1.03866,0.598737,0.598737
22,1287.89,1,4.99388,29.5773,3.63782,88.5985,0.583577,0.583577,1.01853,1.01236,0.583577,0.583577
23,1279.28,1,4.98727,26.1722,2.94849,96.4006,0.5688,0.5688,0.992738,0.986723,0.5688,0.5688
24,1271.93,1,5.02529,28.8744,3.03026,95.1137,0.554398,0.554398,0.967602,1.05052,0.554398,0.554398
25,1259.85,1,5.00942,27.5611,3.314,94.9133,0.54036,0.54036,0.943101,1.03277,0.54036,0.54036
26,1252.47,1,4.67902,27.9484,2.89028,114.221,0.526678,0.526678,0.919221,1.00662,0.526678,0.526678
27,1241.6,1,4.7381,26.3076,3.37644,105.959,0.513342,0.513342,0.951577,0.981136,0.513342,0.513342
28,1225.68,1,4.99368,25.9945,3.90625,89.7082,0.500344,0.500344,0.927482,0.982691,0.500344,0.500344
29,1217.59,1,4.98077,26.6052,3.98723,88.065,0.487675,0.487675,0.903998,0.96559,0.487675,0.487675
30,1196.15,1,5.13195,28.613,4.00534,95.577,0.475327,0.475327,0.881108,0.94114,0.475327,0.475327
31,1197.71,1,4.85735,28.3399,3.2685,114.238,0.463291,0.463291,0.858798,0.91731,0.463291,0.463291
32,1185.35,1,4.79881,27.6923,3.30029,113.943,0.45156,0.45156,0.866571,0.924788,0.45156,0.45156
33,1178.76,1,4.75843,26.4014,3.20381,110.06,0.440127,0.440127,0.844629,0.901372,0.440127,0.440127
34,1157.76,1,4.77686,26.6603,3.08218,98.2155,0.428982,0.428982,0.823243,0.878549,0.428982,0.428982
35,1148.8,1,4.9612,27.9611,3.09364,96.2379,0.41812,0.41812,0.802398,0.927699,0.41812,0.41812
36,1142.31,1,4.98559,27.3025,3.82454,88.2609,0.407533,0.407533,0.78208,0.90421,0.407533,0.407533
37,1144.57,1,4.72536,27.7945,3.42216,94.5759,0.397214,0.397214,0.828289,0.881314,0.397214,0.397214
38,1132.38,1,4.69146,27.3974,3.45414,100.943,0.387157,0.387157,0.825544,0.890076,0.387157,0.387157
39,1120.73,1,4.80406,27.6614,2.91432,118.276,0.377354,0.377354,0.804641,0.867539,0.377354,0.377354
40,1118.49,1,4.77973,27.7114,3.10689,119.303,0.367799,0.367799,0.784267,0.943494,0.367799,0.367799
41,1098.47,1,4.79654,27.253,3.29125,124.201,0.358486,0.358486,0.764409,0.919604,0.358486,0.358486
42,1086.01,1,4.78271,27.3405,3.16215,119.314,0.349409,0.349409,0.745054,0.89632,0.349409,0.349409
43,1070.93,1,4.89477,27.4753,3.04854,108.226,0.340562,0.340562,0.726189,0.873624,0.340562,0.340562
44,1065.55,1,4.92966,28.9187,3.3901,115.333,0.331938,0.331938,0.707801,0.851504,0.331938,0.331938
