Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
7.17965,0.0251649,37.6186,0.00931331,12.6545,0.0270096,203.716,0.00235931,All
7.79464,0.0125825,41.7729,0.0149013,35.5741,0.0124919,610.412,0.000171241,All
8.40963,0.0880773,45.9273,0.0372533,58.4936,0.00303858,1017.11,5.70802e-05,All
9.02462,0.176155,50.0816,0.0540172,81.4132,0.0016881,1423.8,3.80535e-05,All
9.63961,0.239067,54.2359,0.0670559,104.333,0.00135048,1830.5,0,All
10.2546,0.276814,58.3902,0.0391159,127.252,0.000675239,2237.2,0,All
10.8696,0.239067,62.5445,0.0186266,150.172,0.00033762,2643.89,0,All
11.4846,0.264232,66.6988,0.011176,173.091,0.00033762,3050.59,0,All
12.0996,0.125825,70.8532,0.00372533,196.011,0,3457.28,0,All
12.7146,0.15099,75.0075,0.00186266,218.931,0,3863.98,0,All
13.3296,0.113242,79.1618,0.00186266,241.85,0,4270.68,1.90267e-05,All
13.9445,0.0503299,83.3161,0.00186266,264.77,0.00033762,4677.37,1.90267e-05,All
