standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.76052,0.00142857,-2.22741,0.00142857,-2.51001,0.00142857,-2.85093,0.00142857,All
-2.75995,0.00285714,-2.22573,0.00285714,-2.44439,0.00285714,-2.84939,0.00285714,All
-2.75959,0.00428571,-2.22415,0.00428571,-2.37358,0.00428571,-2.84842,0.00428571,All
-2.75861,0.00571429,-2.21157,0.00571429,-2.34985,0.00571429,-2.84731,0.00571429,All
-2.75789,0.00714286,-2.20916,0.00714286,-2.14007,0.00714286,-2.84609,0.00714286,All
-2.75674,0.00857143,-2.20897,0.00857143,-2.09368,0.00857143,-2.84574,0.00857143,All
-2.75155,0.01,-2.20806,0.01,-2.03606,0.01,-2.84561,0.01,All
-2.75155,0.0114286,-2.20726,0.0114286,-2.03567,0.0114286,-2.84502,0.0114286,All
-2.75143,0.0128571,-2.20523,0.0128571,-1.99152,0.0128571,-2.84485,0.0128571,All
-2.75121,0.0142857,-2.20323,0.0142857,-1.9646,0.0142857,-2.84463,0.0142857,All
-2.75048,0.0157143,-2.20236,0.0157143,-1.95922,0.0157143,-2.84371,0.0157143,All
-2.74671,0.0171429,-2.19814,0.0171429,-1.90507,0.0171429,-2.84007,0.0171429,All
-2.73911,0.0185714,-2.19704,0.0185714,-1.90503,0.0185714,-2.76521,0.0185714,All
-2.64842,0.02,-2.19652,0.02,-1.8956,0.02,-2.76473,0.02,All
-2.63983,0.0214286,-2.19524,0.0214286,-1.89096,0.0214286,-2.76443,0.0214286,All
-2.63249,0.0228571,-2.19522,0.0228571,-1.86398,0.0228571,-2.74986,0.0228571,All
-2.6307,0.0242857,-2.19498,0.0242857,-1.84515,0.0242857,-2.74859,0.0242857,All
-2.6307,0.0257143,-2.19389,0.0257143,-1.83634,0.0257143,-2.7484,0.0257143,All
-2.62902,0.0271429,-2.19388,0.0271429,-1.82503,0.0271429,-2.7483,0.0271429,All
-2.62892,0.0285714,-2.19298,0.0285714,-1.82328,0.0285714,-2.74766,0.0285714,All
-2.6282,0.03,-2.19021,0.03,-1.81773,0.03,-2.74755,0.03,All
-2.62725,0.0314286,-2.18972,0.0314286,-1.81762,0.0314286,-2.7472,0.0314286,All
-2.62664,0.0328571,-2.18161,0.0328571,-1.81122,0.0328571,-2.74641,0.0328571,All
-2.6259,0.0342857,-2.18059,0.0342857,-1.80251,0.0342857,-2.74634,0.0342857,All
