standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.68745,0.253408,-2.14412,0.311267,-2.41159,0.0301067,-2.75446,0.191956,All
-2.54129,0.152045,-1.97753,0,-2.21476,0.00752667,-2.56152,0,All
-2.39513,0.0608179,-1.81095,0.195654,-2.01793,0.04516,-2.36857,0.168921,All
-2.24898,0.0405453,-1.64437,0.10672,-1.8211,0.18064,-2.17562,0,All
-2.10282,0,-1.47778,0.10672,-1.62427,0.13548,-1.98268,0,All
-1.95667,0,-1.3112,0.195654,-1.42744,0.18064,-1.78973,0.099817,All
-1.81051,0.293953,-1.14462,0.204547,-1.23061,0.210747,-1.59679,0.0691041,All
-1.66436,0.212863,-0.978034,0.115613,-1.03378,0.36128,-1.40384,0.0537476,All
-1.5182,0,-0.811451,0.02668,-0.836947,0.278487,-1.2109,0,All
-1.37204,0,-0.644868,0.231227,-0.640117,0.18064,-1.01795,0.0460694,All
-1.22589,0,-0.478284,0.0711467,-0.443286,0.353754,-0.825004,0.0383912,All
-1.07973,0,-0.311701,0.4002,-0.246455,0.42902,-0.632059,0.191956,All
-0.933578,0,-0.145118,0.337947,-0.0496237,0.391387,-0.439113,0.337842,All
-0.787422,0,0.0214654,0.311267,0.147207,0.233327,-0.246167,0.583546,All
-0.641266,0.0405453,0.188049,0.791507,0.344038,0.353754,-0.0532217,0.245703,All
-0.49511,0.293953,0.354632,0.168973,0.540869,0.526867,0.139724,0.47605,All
-0.348955,0.243272,0.521215,0.4002,0.7377,0.353754,0.33267,0.583546,All
-0.202799,0.638588,0.687798,0.640321,0.934531,0.31612,0.525615,0.760145,All
-0.0566433,0.770361,0.854382,0.640321,1.13136,0.210747,0.718561,0.706397,All
0.0895124,0.38518,1.02096,0.275694,1.32819,0.18064,0.911507,0.368555,All
0.235668,0.152045,1.18755,0.34684,1.52502,0.0752667,1.10445,0.153565,All
0.381824,0.253408,1.35413,0.124507,1.72185,0.1129,1.2974,0.107495,All
0.52798,0.68927,1.52071,0,1.91869,0.0376334,1.49034,0,All
0.674135,1.05418,1.6873,0,2.11552,0.0376334,1.68329,0.099817,All
0.820291,1.01363,1.85388,0.115613,2.31235,0.02258,1.87623,0,All
0.966447,0.425726,2.02046,0,2.50918,0.00752667,2.06918,0,All
1.1126,0.121636,2.18705,0.10672,2.70601,0.0150533,2.26213,0.0921388,All
