pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.65123,0.100088,-3.83837,0.00203127,-1.6967,0.0966219,All
-1.1933,0.25022,-3.73434,0,-1.22235,0.289866,All
-0.735372,0.600527,-3.63031,0.00203127,-0.74799,0.507265,All
-0.277441,0.325286,-3.52628,0,-0.273632,0.458954,All
0.18049,0.500439,-3.42225,0.00609381,0.200725,0.48311,All
0.638422,0.300264,-3.31823,0.0101563,0.675083,0.169088,All
1.09635,0.0750659,-3.2142,0.0101563,1.14944,0.0724664,All
1.55428,0.0750659,-3.11017,0.00609381,1.6238,0.0724664,All
2.01221,0.100088,-3.00614,0.00406254,2.09816,0.0966219,All
2.47015,0.0750659,-2.90211,0.00812508,2.57251,0.0724664,All
,,-2.79808,0.00609381,,,All
,,-2.69406,0.0203127,,,All
,,-2.59003,0.0101563,,,All
,,-2.486,0.0182814,,,All
,,-2.38197,0.0264065,,,All
,,-2.27794,0.022344,,,All
,,-2.17391,0.030469,,,All
,,-2.06989,0.0426567,,,All
,,-1.96586,0.0507817,,,All
,,-1.86183,0.0670319,,,All
,,-1.7578,0.0629693,,,All
,,-1.65377,0.0792195,,,All
,,-1.54974,0.0954697,,,All
,,-1.44572,0.113751,,,All
,,-1.34169,0.150314,,,All
,,-1.23766,0.158439,,,All
,,-1.13363,0.197033,,,All
,,-1.0296,0.237659,,,All
,,-0.925574,0.25594,,,All
,,-0.821546,0.266096,,,All
,,-0.717517,0.375785,,,All
,,-0.613489,0.355472,,,All
,,-0.509461,0.377816,,,All
,,-0.405432,0.385941,,,All
,,-0.301404,0.420473,,,All
,,-0.197376,0.412348,,,All
,,-0.0933474,0.398129,,,All
,,0.0106809,0.387972,,,All
,,0.114709,0.455004,,,All
,,0.218738,0.392035,,,All
,,0.322766,0.36766,,,All
,,0.426794,0.353441,,,All
,,0.530823,0.394066,,,All
,,0.634851,0.300628,,,All
,,0.738879,0.310784,,,All
,,0.842907,0.28844,,,All
,,0.946936,0.264065,,,All
,,1.05096,0.233596,,,All
,,1.15499,0.22344,,,All
,,1.25902,0.207189,,,All
,,1.36305,0.132033,,,All
,,1.46708,0.125939,,,All
,,1.57111,0.117814,,,All
,,1.67513,0.0893759,,,All
,,1.77916,0.0812508,,,All
,,1.88319,0.0710944,,,All
,,1.98722,0.0548443,,,All
,,2.09125,0.0446879,,,All
,,2.19528,0.0264065,,,All
,,2.2993,0.0385941,,,All
,,2.40333,0.0243752,,,All
,,2.50736,0.0284378,,,All
,,2.61139,0.0121876,,,All
,,2.71542,0.0182814,,,All
,,2.81945,0,,,All
,,2.92347,0.00609381,,,All
,,3.0275,0.00406254,,,All
,,3.13153,0.00609381,,,All
,,3.23556,0,,,All
,,3.33959,0.00406254,,,All
