pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-3.38447,0.0195307,-3.98587,0.00449146,-2.9687,0.0210546,All
-2.79779,0,-3.89177,0.0179659,-2.42448,0.0210546,All
-2.2111,0.0195307,-3.79768,0.0179659,-1.88026,0.0421092,All
-1.62442,0.0781227,-3.70358,0.0381774,-1.33604,0.168437,All
-1.03774,0.312491,-3.60949,0.0179659,-0.791819,0.378983,All
-0.451051,0.468736,-3.5154,0.0112287,-0.247599,0.589529,All
0.135633,0.605451,-3.4213,0,0.29662,0.484256,All
0.722317,0.234368,-3.32721,0.00673719,0.840839,0.210546,All
1.309,0.117184,-3.23311,0.0112287,1.38506,0.0631639,All
1.89568,0.0195307,-3.13902,0.0291945,1.92928,0.0421092,All
,,-3.04493,0.0538976,,,All
,,-2.95083,0.0381774,,,All
,,-2.85674,0.0314402,,,All
,,-2.76265,0.0516518,,,All
,,-2.66855,0.0494061,,,All
,,-2.57446,0.0494061,,,All
,,-2.48036,0.0179659,,,All
,,-2.38627,0.00224573,,,All
,,-2.29218,0.00449146,,,All
,,-2.19808,0.0112287,,,All
,,-2.10399,0.0224573,,,All
,,-2.00989,0.0808463,,,All
,,-1.9158,0.101058,,,All
,,-1.82171,0.0628805,,,All
,,-1.72761,0.033686,,,All
,,-1.63352,0.0179659,,,All
,,-1.53943,0.00224573,,,All
,,-1.44533,0,,,All
,,-1.35124,0.00224573,,,All
,,-1.25714,0.0179659,,,All
,,-1.16305,0.058389,,,All
,,-1.06896,0.202116,,,All
,,-0.974862,0.224573,,,All
,,-0.880768,0.377283,,,All
,,-0.786675,0.451392,,,All
,,-0.692581,0.417706,,,All
,,-0.598487,0.401986,,,All
,,-0.504393,0.464866,,,All
,,-0.410299,0.527747,,,All
,,-0.316205,0.671474,,,All
,,-0.222111,0.680457,,,All
,,-0.128018,0.640033,,,All
,,-0.0339238,0.588382,,,All
,,0.0601701,0.491815,,,All
,,0.154264,0.298682,,,All
,,0.248358,0.38402,,,All
,,0.342452,0.442409,,,All
,,0.436546,0.406477,,,All
,,0.530639,0.267242,,,All
,,0.624733,0.24703,,,All
,,0.718827,0.309911,,,All
,,0.812921,0.229065,,,All
,,0.907015,0.121269,,,All
,,1.00111,0.0988122,,,All
,,1.0952,0.0718634,,,All
,,1.1893,0.0718634,,,All
,,1.28339,0.0538976,,,All
,,1.37748,0.0898293,,,All
,,1.47158,0.148218,,,All
,,1.56567,0.132498,,,All
,,1.65977,0.103304,,,All
,,1.75386,0.0808463,,,All
,,1.84795,0.0628805,,,All
,,1.94205,0.033686,,,All
,,2.03614,0.00898293,,,All
,,2.13023,0.00449146,,,All
,,2.22433,0.0202116,,,All
,,2.31842,0.0224573,,,All
,,2.41252,0.033686,,,All
,,2.50661,0.0314402,,,All
