Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.48885,0.129682,8.82758,0.00121502,1.70405,0.0937328,10.6206,0.00583548,All
2.66021,0.2853,10.0469,0.00243004,3.39522,0.0805927,12.3977,0.0158392,All
2.83157,0.0172909,11.2662,0.0133652,5.0864,0.0981128,14.1748,0.0216746,All
3.00293,0,12.4855,0.0486007,6.77757,0.106873,15.952,0.0308447,All
3.17429,0.0432273,13.7048,0.0328055,8.46875,0.0639485,17.7291,0.0408483,All
3.34565,0.259364,14.9241,0.0291604,10.1599,0.0534365,19.5062,0.0458502,All
3.51701,0.129682,16.1434,0.0595359,11.8511,0.0411723,21.2833,0.0541866,All
3.68837,0,17.3627,0.068041,13.5423,0.0219002,23.0605,0.0666912,All
3.85973,0,18.582,0.0607509,15.2334,0.0148921,24.8376,0.0608557,All
4.03109,0,19.8014,0.070471,16.9246,0.0105121,26.6147,0.0525193,All
4.20244,0,21.0207,0.069256,18.6158,0.00700806,28.3918,0.0491847,All
4.3738,0.0691637,22.24,0.0777611,20.307,0.00525604,30.169,0.0366801,All
4.54516,0.242073,23.4593,0.102061,21.9981,0.00525604,31.9461,0.0275101,All
4.71652,0.146973,24.6786,0.065611,23.6893,0.00262802,33.7232,0.0200073,All
4.88788,0.570601,25.8979,0.0583209,25.3805,0.00262802,35.5003,0.0158392,All
5.05924,0.587891,27.1172,0.0315905,27.0717,0,37.2775,0.0150055,All
5.2306,0.337173,28.3365,0.0145802,28.7628,0.000876007,39.0546,0.00583548,All
5.40196,0.198846,29.5558,0.00486007,30.454,0.000876007,40.8317,0.00666912,All
5.57332,0.129682,30.7751,0.00607509,32.1452,0,42.6088,0.00500184,All
5.74468,0.302591,31.9944,0.00486007,33.8364,0,44.386,0.00166728,All
5.91604,0.397691,33.2137,0.00243004,35.5275,0.00175201,46.1631,0.00166728,All
6.0874,0.579246,34.4331,0.00729011,37.2187,0,47.9402,0.00083364,All
6.25876,0.4755,35.6524,0.00486007,38.9099,0.000876007,49.7173,0,All
6.43012,0.536019,36.8717,0.00364505,40.6011,0,51.4945,0,All
6.60148,0.354464,38.091,0.00729011,42.2922,0,53.2716,0.00083364,All
6.77284,0.207491,39.3103,0,43.9834,0,55.0487,0,All
6.9442,0.0518728,40.5296,0.00364505,45.6746,0.000876007,56.8258,0.00166728,All
