Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
3.7848,0,15.1103,0,2.13495,0.00142857,15.2323,0,All
4.8129,0.00142857,15.9478,0.00142857,2.19973,0.00285714,19.068,0.00142857,All
4.85227,0.00285714,20.4087,0.00285714,2.19992,0.00428571,19.9826,0.00285714,All
4.90997,0.00428571,20.8376,0.00428571,2.21834,0.00571429,20.5052,0.00428571,All
4.91717,0.00571429,21.6178,0.00571429,2.23949,0.00714286,20.8179,0.00571429,All
4.92866,0.00714286,22.0476,0.00714286,2.26731,0.00857143,21.0223,0.00714286,All
4.9487,0.00857143,22.1304,0.00857143,2.41491,0.01,21.0245,0.00857143,All
5.00916,0.01,22.4095,0.01,2.42232,0.0114286,21.05,0.01,All
5.02134,0.0114286,22.4708,0.0114286,2.49167,0.0128571,21.1408,0.0114286,All
5.03071,0.0128571,22.6557,0.0128571,2.61213,0.0142857,21.2248,0.0128571,All
5.03874,0.0142857,22.9135,0.0142857,2.62147,0.0157143,21.405,0.0142857,All
5.0555,0.0157143,23.1055,0.0157143,2.66763,0.0171429,22.2354,0.0157143,All
5.10655,0.0171429,23.2868,0.0171429,2.6884,0.0185714,22.4211,0.0171429,All
5.13287,0.0185714,23.2998,0.0185714,2.72042,0.02,22.5317,0.0185714,All
5.14877,0.02,23.3042,0.02,2.72345,0.0214286,22.7196,0.02,All
5.15012,0.0214286,23.3159,0.0214286,2.84895,0.0228571,22.852,0.0214286,All
5.18882,0.0228571,23.4623,0.0228571,2.85311,0.0242857,23.6617,0.0228571,All
5.19095,0.0242857,23.4823,0.0242857,2.87637,0.0257143,23.7085,0.0242857,All
5.19174,0.0257143,23.5561,0.0257143,2.93926,0.0271429,23.8591,0.0257143,All
5.19963,0.0271429,23.5599,0.0271429,2.96322,0.0285714,23.9127,0.0271429,All
5.22225,0.0285714,23.7198,0.0285714,2.98524,0.03,24.1023,0.0285714,All
5.22673,0.03,23.7575,0.03,3.09587,0.0314286,24.1797,0.03,All
5.22736,0.0314286,23.954,0.0314286,3.18343,0.0328571,24.1812,0.0314286,All
5.2318,0.0328571,23.9931,0.0328571,3.1907,0.0342857,24.4659,0.0328571,All
5.24154,0.0342857,23.9979,0.0342857,3.19882,0.0357143,24.6131,0.0342857,All
5.24363,0.0357143,24.0551,0.0357143,3.25209,0.0371429,24.6755,0.0357143,All
5.24447,0.0371429,24.2604,0.0371429,3.27099,0.0385714,25.063,0.0371429,All
5.24764,0.0385714,24.2683,0.0385714,3.38085,0.04,25.2046,0.0385714,All
5.25308,0.04,24.2932,0.04,3.43268,0.0414286,25.2184,0.04,All
5.25869,0.0414286,24.477,0.0414286,3.47367,0.0428571,25.6035,0.0414286,All
5.26531,0.0428571,24.5768,0.0428571,3.5451,0.0442857,26.1171,0.0428571,All
5.28059,0.0442857,24.5805,0.0442857,3.59855,0.0457143,26.1321,0.0442857,All
5.28276,0.0457143,24.5974,0.0457143,3.64778,0.0471429,26.3869,0.0457143,All
5.28479,0.0471429,24.5985,0.0471429,3.68471,0.0485714,26.4139,0.0471429,All
5.29027,0.0485714,24.6318,0.0485714,3.68571,0.05,26.541,0.0485714,All
5.29928,0.05,24.8346,0.05,3.72798,0.0514286,26.6394,0.05,All
5.29967,0.0514286,24.8379,0.0514286,3.73723,0.0528571,26.6718,0.0514286,All
5.30341,0.0528571,24.9172,0.0528571,3.78815,0.0542857,26.906,0.0528571,All
5.314,0.0542857,24.9323,0.0542857,3.80583,0.0557143,27.1071,0.0542857,All
5.3279,0.0557143,24.9367,0.0557143,3.80598,0.0571429,27.2965,0.0557143,All
5.33359,0.0571429,24.9917,0.0571429,3.82549,0.0585714,27.8984,0.0571429,All
5.33501,0.0585714,25.0893,0.0585714,3.87027,0.06,28.1971,0.0585714,All
5.34776,0.06,25.1522,0.06,3.91969,0.0614286,28.3345,0.06,All
5.36025,0.0614286,25.2287,0.0614286,3.95078,0.0628571,28.4126,0.0614286,All
5.4141,0.0628571,25.3863,0.0628571,3.95725,0.0642857,28.4372,0.0628571,All
5.46807,0.0642857,25.4027,0.0642857,3.96319,0.0657143,28.5691,0.0642857,All
5.48485,0.0657143,25.5021,0.0657143,3.97322,0.0671429,28.8153,0.0657143,All
5.49175,0.0671429,25.5395,0.0671429,4.05362,0.0685714,28.8192,0.0671429,All
5.50077,0.0685714,25.9042,0.0685714,4.0553,0.07,29.2532,0.0685714,All
5.50735,0.07,25.9306,0.07,4.0623,0.0714286,29.2662,0.07,All
5.54549,0.0714286,25.9394,0.0714286,4.11839,0.0728571,29.3095,0.0714286,All
6.2855,0.0728571,25.9954,0.0728571,4.14718,0.0742857,29.3485,0.0728571,All
6.43034,0.0742857,26.0111,0.0742857,4.15027,0.0757143,29.3951,0.0742857,All
6.54694,0.0757143,26.0302,0.0757143,4.17296,0.0771429,29.608,0.0757143,All
6.56633,0.0771429,26.0556,0.0771429,4.22268,0.0785714,29.7797,0.0771429,All
6.58081,0.0785714,26.1017,0.0785714,4.24346,0.08,29.8564,0.0785714,All
6.64657,0.08,26.1582,0.08,4.2596,0.0814286,29.8813,0.08,All
6.65371,0.0814286,26.318,0.0814286,4.31226,0.0828571,30.0758,0.0814286,All
6.69799,0.0828571,26.339,0.0828571,4.33129,0.0842857,30.0917,0.0828571,All
6.70797,0.0842857,26.4134,0.0842857,4.33541,0.0857143,30.1418,0.0842857,All
6.71587,0.0857143,26.4596,0.0857143,4.33715,0.0871429,30.2416,0.0857143,All
6.72878,0.0871429,26.475,0.0871429,4.35178,0.0885714,30.3023,0.0871429,All
6.73299,0.0885714,26.4809,0.0885714,4.35888,0.09,30.4854,0.0885714,All
6.73473,0.09,26.6308,0.09,4.41853,0.0914286,30.5191,0.09,All
6.73805,0.0914286,26.657,0.0914286,4.44662,0.0928571,30.5269,0.0914286,All
6.74872,0.0928571,26.773,0.0928571,4.44753,0.0942857,30.5616,0.0928571,All
6.76337,0.0942857,26.7784,0.0942857,4.4498,0.0957143,30.5753,0.0942857,All
6.79035,0.0957143,26.7875,0.0957143,4.45271,0.0971429,30.6658,0.0957143,All
6.79175,0.0971429,26.8255,0.0971429,4.47245,0.0985714,30.9652,0.0971429,All
6.80295,0.0985714,26.8751,0.0985714,4.47245,0.1,30.9846,0.0985714,All
6.8052,0.1,27.178,0.1,4.50984,0.101429,31.1354,0.1,All
6.80725,0.101429,27.2447,0.101429,4.52365,0.102857,31.1787,0.101429,All
6.81015,0.102857,27.268,0.102857,4.53017,0.104286,31.2006,0.102857,All
6.81162,0.104286,27.3073,0.104286,4.55588,0.105714,31.4714,0.104286,All
6.8132,0.105714,27.3841,0.105714,4.57429,0.107143,31.5089,0.105714,All
6.84793,0.107143,27.4652,0.107143,4.60091,0.108571,31.5609,0.107143,All
6.85222,0.108571,27.4718,0.108571,4.61002,0.11,31.5723,0.108571,All
6.85902,0.11,27.5758,0.11,4.68839,0.111429,31.5936,0.11,All
6.85984,0.111429,27.6865,0.111429,4.73252,0.112857,31.6612,0.111429,All
6.86338,0.112857,27.9518,0.112857,4.75923,0.114286,31.7236,0.112857,All
6.88983,0.114286,27.9837,0.114286,4.75988,0.115714,31.8034,0.114286,All
6.90987,0.115714,28.0137,0.115714,4.77843,0.117143,32.0049,0.115714,All
6.91242,0.117143,28.045,0.117143,4.78679,0.118571,32.0811,0.117143,All
6.92382,0.118571,28.1671,0.118571,4.79576,0.12,32.1736,0.118571,All
6.9345,0.12,28.4015,0.12,4.82951,0.121429,32.254,0.12,All
6.94028,0.121429,28.4081,0.121429,4.83467,0.122857,32.3235,0.121429,All
6.94385,0.122857,28.4115,0.122857,4.92997,0.124286,32.3473,0.122857,All
6.96128,0.124286,28.4513,0.124286,4.93154,0.125714,32.3934,0.124286,All
6.9767,0.125714,28.5041,0.125714,4.93591,0.127143,32.5147,0.125714,All
7.01157,0.127143,28.5349,0.127143,4.95941,0.128571,32.5636,0.127143,All
7.01293,0.128571,28.5739,0.128571,4.95941,0.13,32.9928,0.128571,All
7.01395,0.13,28.6423,0.13,4.97287,0.131429,33.1328,0.13,All
7.05172,0.131429,28.6954,0.131429,4.98376,0.132857,33.2311,0.131429,All
7.06651,0.132857,28.729,0.132857,5.02047,0.134286,33.2383,0.132857,All
7.0683,0.134286,28.7873,0.134286,5.0303,0.135714,33.2665,0.134286,All
7.10033,0.135714,28.8251,0.135714,5.03275,0.137143,33.5463,0.135714,All
7.14151,0.137143,28.8629,0.137143,5.07744,0.138571,33.5811,0.137143,All
7.15449,0.138571,28.8856,0.138571,5.10249,0.14,33.7879,0.138571,All
7.23297,0.14,28.9108,0.14,5.10691,0.141429,33.7992,0.14,All
7.2525,0.141429,29.2753,0.141429,5.13602,0.142857,33.9126,0.141429,All
7.25679,0.142857,29.3181,0.142857,5.18794,0.144286,33.9658,0.142857,All
8.67187,0.144286,29.4137,0.144286,5.23768,0.145714,34.0473,0.144286,All
8.80118,0.145714,29.4809,0.145714,5.28404,0.147143,34.3635,0.145714,All
8.92754,0.147143,29.8717,0.147143,5.30643,0.148571,34.5318,0.147143,All
8.95886,0.148571,29.9028,0.148571,5.31582,0.15,34.5797,0.148571,All
8.96122,0.15,30.1285,0.15,5.33137,0.151429,34.653,0.15,All
8.98706,0.151429,30.223,0.151429,5.36403,0.152857,34.8388,0.151429,All
9.00788,0.152857,30.2641,0.152857,5.39799,0.154286,34.842,0.152857,All
9.02188,0.154286,30.2864,0.154286,5.45824,0.155714,34.9505,0.154286,All
9.03017,0.155714,30.3182,0.155714,5.54958,0.157143,34.9897,0.155714,All
9.03245,0.157143,30.5298,0.157143,5.55114,0.158571,35.0965,0.157143,All
9.04054,0.158571,30.683,0.158571,5.55142,0.16,35.2935,0.158571,All
9.05332,0.16,30.9047,0.16,5.58821,0.161429,35.4283,0.16,All
9.0539,0.161429,31.016,0.161429,5.59332,0.162857,35.4371,0.161429,All
9.06153,0.162857,31.0409,0.162857,5.60637,0.164286,35.4607,0.162857,All
9.09543,0.164286,31.0519,0.164286,5.61383,0.165714,35.5249,0.164286,All
9.10945,0.165714,31.1015,0.165714,5.77377,0.167143,35.619,0.165714,All
9.11051,0.167143,31.1239,0.167143,5.77826,0.168571,35.6857,0.167143,All
9.11458,0.168571,31.1892,0.168571,5.82831,0.17,35.7209,0.168571,All
9.11505,0.17,31.1968,0.17,5.85317,0.171429,35.8135,0.17,All
9.12297,0.171429,31.2235,0.171429,5.88533,0.172857,35.8874,0.171429,All
9.12822,0.172857,31.2598,0.172857,5.88739,0.174286,36.0249,0.172857,All
9.13067,0.174286,31.2964,0.174286,5.88886,0.175714,36.0487,0.174286,All
9.1307,0.175714,31.3392,0.175714,5.90824,0.177143,36.0632,0.175714,All
9.13174,0.177143,31.4827,0.177143,5.93248,0.178571,36.0966,0.177143,All
9.14007,0.178571,31.6647,0.178571,5.97625,0.18,36.1094,0.178571,All
9.1618,0.18,31.6755,0.18,6.00985,0.181429,36.1851,0.18,All
9.16834,0.181429,31.6837,0.181429,6.11213,0.182857,36.2576,0.181429,All
9.17729,0.182857,31.74,0.182857,6.14695,0.184286,36.2952,0.182857,All
9.18176,0.184286,31.7506,0.184286,6.19165,0.185714,36.4089,0.184286,All
9.1944,0.185714,31.7924,0.185714,6.21145,0.187143,36.4202,0.185714,All
9.19751,0.187143,31.796,0.187143,6.24398,0.188571,36.492,0.187143,All
9.20033,0.188571,31.8275,0.188571,6.33824,0.19,36.5544,0.188571,All
9.20301,0.19,31.9082,0.19,6.37452,0.191429,36.5693,0.19,All
9.21368,0.191429,31.9557,0.191429,6.3786,0.192857,36.5993,0.191429,All
9.24864,0.192857,31.962,0.192857,6.388,0.194286,36.6195,0.192857,All
