Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression
-2.81329,-0.0181605,-0.091644,-6.0281e-08,-0.00185094,-0.00185094,-0.634312,-0.0370976,-0.276695,-6.0281e-08,-0.000502994,-0.000502994,-0.634312,-4.96029e-09,-3.2243e-10,-2.81329,-3.03927e-09,-2.70342e-10
-2.74055,-0.0175335,-0.089278,-5.80273e-08,-0.00178169,-0.00178169,-0.62167,-0.0967939,-0.271098,-5.80273e-08,-0.000329128,-0.000329128,-0.62167,-4.93263e-09,-3.16685e-10,-2.74055,-2.94295e-09,-2.64245e-10
-2.66782,-0.0170747,-0.086912,-5.57737e-08,-0.00171244,-0.00171244,-0.609029,-0.168304,-0.265501,-5.57737e-08,-0.000155261,-0.000155261,-0.609029,-4.80235e-09,-3.1094e-10,-2.66782,-2.85252e-09,-2.58148e-10
-2.59508,-0.0168038,-0.0845461,-5.352e-08,-0.00164319,-0.00164319,-0.596387,-0.249916,-0.259904,-5.352e-08,1.86047e-05,1.86047e-05,-0.596387,-4.46696e-09,-3.05196e-10,-2.59508,-2.75405e-09,-2.52051e-10
-2.52234,-0.0167344,-0.0821801,-5.12664e-08,-0.00157394,-0.00157394,-0.583745,-0.334279,-0.254307,-5.12664e-08,0.000192471,0.000192471,-0.583745,-4.06555e-09,-2.99451e-10,-2.52234,-2.63428e-09,-2.45954e-10
-2.4496,-0.0168896,-0.0798142,-4.90127e-08,-0.00150469,-0.00150469,-0.571104,-0.418641,-0.24871,-4.90127e-08,0.000366337,0.000366337,-0.571104,-3.66414e-09,-2.93706e-10,-2.4496,-2.47891e-09,-2.39857e-10
-2.37687,-0.0172857,-0.0774482,-4.6759e-08,-0.00143544,-0.00143544,-0.558462,-0.503004,-0.243113,-4.6759e-08,0.000540203,0.000540203,-0.558462,-3.26273e-09,-2.87961e-10,-2.37687,-2.27437e-09,-2.3376e-10
-2.30413,-0.0179409,-0.0750822,-4.45054e-08,-0.00136619,-0.00136619,-0.545821,-0.587366,-0.237516,-4.45054e-08,0.00071407,0.00071407,-0.545821,-2.86133e-09,-2.82217e-10,-2.30413,-2.0069e-09,-2.27664e-10
-2.23139,-0.0188545,-0.0727163,-4.22517e-08,-0.00129694,-0.00129694,-0.533179,-0.671729,-0.231919,-4.22517e-08,0.000887936,0.000887936,-0.533179,-2.45992e-09,-2.76472e-10,-2.23139,-1.66453e-09,-2.21567e-10
-2.15866,-0.0198521,-0.0703503,-3.99981e-08,-0.00122769,-0.00122769,-0.520538,-0.743286,-0.226322,-3.99981e-08,0.0010618,0.0010618,-0.520538,-1.95135e-09,-2.70727e-10,-2.15866,-1.25217e-09,-2.1547e-10
-2.08592,-0.0206681,-0.0679844,-3.77444e-08,-0.00115844,-0.00115844,-0.507896,-0.805918,-0.220725,-3.77444e-08,0.00123567,0.00123567,-0.507896,-1.36809e-09,-2.64983e-10,-2.08592,-7.8355e-10,-2.09373e-10
-2.01318,-0.0210356,-0.0656184,-3.54908e-08,-0.00108919,-0.00108919,-0.495254,-0.85879,-0.215128,-3.54908e-08,0.00140953,0.00140953,-0.495254,-7.70625e-10,-2.59238e-10,-2.01318,-2.72462e-10,-2.03276e-10
-1.94045,-0.0208412,-0.0632524,-3.32371e-08,-0.00101994,-0.00101994,-0.482613,-0.891218,-0.209531,-3.32371e-08,0.0015834,0.0015834,-0.482613,-1.5518e-10,-2.53493e-10,-1.94045,2.58613e-10,-1.97179e-10
-1.86771,-0.0206101,-0.0608865,-3.09834e-08,-0.00095069,-0.00095069,-0.469971,-0.904758,-0.203934,-3.09834e-08,0.00175727,0.00175727,-0.469971,4.6198e-10,-2.47749e-10,-1.86771,7.50937e-10,-1.91082e-10
-1.79497,-0.0210332,-0.0585205,-2.87298e-08,-0.00088144,-0.00088144,-0.45733,-0.896492,-0.198337,-2.87298e-08,0.00193113,0.00193113,-0.45733,1.07215e-09,-2.42004e-10,-1.79497,1.13655e-09,-1.84985e-10
-1.72223,-0.0228762,-0.0561546,-2.64761e-08,-0.000812189,-0.000812189,-0.444688,-0.863964,-0.19274,-2.64761e-08,0.002105,0.002105,-0.444688,1.66679e-09,-2.36259e-10,-1.72223,1.35587e-09,-1.78888e-10
-1.6495,-0.0275287,-0.0537886,-2.42225e-08,-0.000742939,-0.000742939,-0.432046,-0.807318,-0.187143,-2.42225e-08,0.00227887,0.00227887,-0.432046,2.17097e-09,-2.30514e-10,-1.6495,1.41304e-09,-1.72791e-10
-1.57676,-0.0366732,-0.0514227,-2.19688e-08,-0.000673689,-0.000673689,-0.419405,-0.73652,-0.181546,-2.19688e-08,0.00245273,0.00245273,-0.419405,2.30674e-09,-2.2477e-10,-1.57676,1.34379e-09,-1.66694e-10
-1.50402,-0.0517733,-0.0490567,-1.97151e-08,-0.000604439,-0.000604439,-0.406763,-0.663316,-0.175949,-1.97151e-08,0.0026266,0.0026266,-0.406763,1.75709e-09,-2.19025e-10,-1.50402,1.18528e-09,-1.60597e-10
-1.43129,-0.0683428,-0.0466907,-1.74615e-08,-0.000535189,-0.000535189,-0.394122,-0.597594,-0.170352,-1.74615e-08,0.00280046,0.00280046,-0.394122,4.029e-10,-2.1328e-10,-1.43129,1.00984e-09,-1.545e-10
-1.35855,-0.0752741,-0.0443248,-1.52078e-08,-0.000465939,-0.000465939,-0.38148,-0.540678,-0.164755,-1.52078e-08,0.00297433,0.00297433,-0.38148,-9.64816e-10,-2.07536e-10,-1.35855,9.29183e-10,-1.48403e-10
-1.28581,-0.0640854,-0.0419588,-1.29542e-08,-0.000396689,-0.000396689,-0.368839,-0.491461,-0.159157,-1.29542e-08,0.0031482,0.0031482,-0.368839,-1.30394e-09,-2.01791e-10,-1.28581,1.00903e-09,-1.42306e-10
-1.21307,-0.0483784,-0.0395929,-1.07005e-08,-0.000327439,-0.000327439,-0.356197,-0.448599,-0.15356,-1.07005e-08,0.00332206,0.00332206,-0.356197,-2.19725e-10,-1.96046e-10,-1.21307,9.57442e-10,-1.36209e-10
-1.14034,-0.0496769,-0.0372269,-8.44686e-09,-0.000258189,-0.000258189,-0.343555,-0.410422,-0.147963,-8.44686e-09,0.00349593,0.00349593,-0.343555,1.67943e-09,-1.90302e-10,-1.14034,3.95923e-10,-1.30112e-10
-1.0676,-0.0606765,-0.0348609,-6.1932e-09,-0.000188939,-0.000188939,-0.330914,-0.375253,-0.142366,-6.1932e-09,0.0036698,0.0036698,-0.330914,3.69223e-09,-1.84557e-10,-1.0676,-2.50455e-11,-1.24015e-10
-0.994863,-0.0611547,-0.032495,-3.93954e-09,-0.000119689,-0.000119689,-0.318272,-0.341452,-0.136769,-3.93954e-09,0.00384366,0.00384366,-0.318272,5.19844e-09,-1.78812e-10,-0.994863,3.5903e-10,-1.17918e-10
-0.922126,-0.0705494,-0.030129,-1.68588e-09,-5.0439e-05,-5.0439e-05,-0.305631,-0.308354,-0.131172,-1.68588e-09,0.00401753,0.00401753,-0.305631,6.02443e-09,-1.73067e-10,-0.922126,-1.39303e-09,-1.11822e-10
-0.849389,-0.0704929,-0.0277631,5.67775e-10,1.8811e-05,1.8811e-05,-0.292989,-0.275713,-0.125575,5.67775e-10,0.00419139,0.00419139,-0.292989,6.25934e-09,-1.67323e-10,-0.849389,-2.50905e-09,-1.05725e-10
-0.776652,-0.051843,-0.0253971,2.82143e-09,8.80611e-05,8.80611e-05,-0.280348,-0.243283,-0.119978,2.82143e-09,0.00436526,0.00436526,-0.280348,5.96997e-09,-1.61578e-10,-0.776652,1.71945e-10,-9.96276e-11
-0.703915,-0.0722211,-0.0230312,5.07509e-09,0.000157311,0.000157311,-0.267706,-0.210562,-0.114381,5.07509e-09,0.00453913,0.00453913,-0.267706,5.20784e-09,-1.55833e-10,-0.703915,4.00217e-10,-9.35307e-11
-0.631178,-0.0591746,-0.0206652,7.32875e-09,0.000226561,0.000226561,-0.255064,-0.17772,-0.108784,7.32875e-09,0.00471299,0.00471299,-0.255064,4.26817e-09,-1.50089e-10,-0.631178,-2.13024e-10,-8.74337e-11
-0.558441,-0.0407151,-0.0182992,9.58241e-09,0.000295811,0.000295811,-0.242423,-0.144878,-0.103187,9.58241e-09,0.00488686,0.00488686,-0.242423,3.32851e-09,-1.44344e-10,-0.558441,4.6181e-10,-8.13368e-11
-0.485704,-0.0504517,-0.0159333,1.18361e-08,0.000365061,0.000365061,-0.229781,-0.110604,-0.0975902,1.18361e-08,0.00506072,0.00506072,-0.229781,2.12201e-09,-1.38599e-10,-0.485704,-4.27879e-10,-7.52398e-11
-0.412967,-0.0229672,-0.0135673,1.40897e-08,0.000434311,0.000434311,-0.21714,-0.0757998,-0.0919932,1.40897e-08,0.00523459,0.00523459,-0.21714,8.98363e-10,-1.32855e-10,-0.412967,1.14669e-10,-6.91429e-11
-0.34023,-0.00655698,-0.0112014,1.63434e-08,0.000503561,0.000503561,-0.204498,-0.0398611,-0.0863962,1.63434e-08,0.00540846,0.00540846,-0.204498,-2.38976e-10,-1.2711e-10,-0.34023,2.25361e-09,-6.30459e-11
-0.267493,-0.0233737,-0.0088354,1.8597e-08,0.000572811,0.000572811,-0.191856,-0.00231926,-0.0807991,1.8597e-08,0.00558232,0.00558232,-0.191856,-1.18763e-09,-1.21365e-10,-0.267493,8.26539e-11,-5.6949e-11
-0.194756,0.0115109,-0.00646944,2.08507e-08,0.000642061,0.000642061,-0.179215,0.0368506,-0.0752021,2.08507e-08,0.00575619,0.00575619,-0.179215,-1.86317e-09,-1.1562e-10,-0.194756,8.87073e-11,-5.0852e-11
-0.122019,-0.00615027,-0.00410348,2.31044e-08,0.000711311,0.000711311,-0.166573,0.0780012,-0.0696051,2.31044e-08,0.00593006,0.00593006,-0.166573,-2.1469e-09,-1.09876e-10,-0.122019,-2.31369e-09,-4.47551e-11
-0.0492817,0.0483082,-0.00173752,2.5358e-08,0.000780561,0.000780561,-0.153932,0.121307,-0.0640081,2.5358e-08,0.00610392,0.00610392,-0.153932,-1.9529e-09,-1.04131e-10,-0.0492817,-5.76115e-10,-3.86581e-11
0.0234554,0.00692858,0.000628436,2.76117e-08,0.000849812,0.000849812,-0.14129,0.167005,-0.058411,2.76117e-08,0.00627779,0.00627779,-0.14129,-1.18446e-09,-9.83863e-11,0.0234554,-6.04864e-10,-3.25612e-11
0.0961925,-0.0251013,0.00299439,2.98653e-08,0.000919062,0.000919062,-0.128649,0.213245,-0.052814,2.98653e-08,0.00645165,0.00645165,-0.128649,-1.23304e-11,-9.26416e-11,0.0961925,8.23609e-10,-2.64642e-11
0.16893,0.0170419,0.00536035,3.2119e-08,0.000988312,0.000988312,-0.116007,0.25189,-0.047217,3.2119e-08,0.00662552,0.00662552,-0.116007,6.00934e-10,-8.68969e-11,0.16893,8.5326e-10,-2.03673e-11
0.241667,-0.00101942,0.00772631,3.43726e-08,0.00105756,0.00105756,-0.103365,0.271178,-0.04162,3.43726e-08,0.00679939,0.00679939,-0.103365,-4.41939e-11,-8.11522e-11,0.241667,1.13166e-09,-1.42704e-11
0.314404,0.00291573,0.0100923,3.66263e-08,0.00112681,0.00112681,-0.0907239,0.244333,-0.0360229,3.66263e-08,0.00697325,0.00697325,-0.0907239,-7.17884e-12,-7.54075e-11,0.314404,4.57105e-09,-8.1734e-12
0.387141,-0.00192139,0.0124582,3.888e-08,0.00119606,0.00119606,-0.0780823,0.193415,-0.0304259,3.888e-08,0.00714712,0.00714712,-0.0780823,1.10082e-09,-6.96628e-11,0.387141,1.43504e-09,-2.07646e-12
0.459878,0.0185884,0.0148242,4.11336e-08,0.00126531,0.00126531,-0.0654407,0.197802,-0.0248289,4.11336e-08,0.00732099,0.00732099,-0.0654407,-1.67494e-10,-6.39181e-11,0.459878,1.00302e-09,4.02049e-12
0.532615,0.00750123,0.0171901,4.33873e-08,0.00133456,0.00133456,-0.0527991,0.0493871,-0.0192319,4.33873e-08,0.00749485,0.00749485,-0.0527991,1.63038e-09,-5.81734e-11,0.532615,-1.31044e-09,1.01174e-11
0.605352,0.00860359,0.0195561,4.56409e-08,0.00140381,0.00140381,-0.0401575,0.0289953,-0.0136348,4.56409e-08,0.00766872,0.00766872,-0.0401575,2.80948e-09,-5.24287e-11,0.605352,5.13914e-10,1.62144e-11
0.678089,-0.005544,0.0219221,4.78946e-08,0.00147306,0.00147306,-0.027516,0.0689611,-0.0080378,4.78946e-08,0.00784258,0.00784258,-0.027516,-6.89e-11,-4.6684e-11,0.678089,-1.09244e-09,2.23113e-11
0.750826,0.00328928,0.024288,5.01483e-08,0.00154231,0.00154231,-0.0148744,0.133031,-0.00244078,5.01483e-08,0.00801645,0.00801645,-0.0148744,5.2837e-10,-4.09393e-11,0.750826,6.82067e-10,2.84083e-11
0.823563,0.0300867,0.026654,5.24019e-08,0.00161156,0.00161156,-0.0022328,0.085049,0.00315625,5.24019e-08,0.00819032,0.00819032,-0.0022328,9.83999e-10,-3.51946e-11,0.823563,-2.21829e-09,3.45052e-11
0.8963,0.0237311,0.0290199,5.46556e-08,0.00168081,0.00168081,0.0104088,-0.14793,0.00875327,5.46556e-08,0.00836418,0.00836418,0.0104088,-1.28334e-09,-2.94499e-11,0.8963,1.96656e-09,4.06022e-11
0.969037,0.00171099,0.0313859,5.69092e-08,0.00175006,0.00175006,0.0230504,-0.320771,0.0143503,5.69092e-08,0.00853805,0.00853805,0.0230504,-1.77527e-09,-2.37052e-11,0.969037,1.30605e-09,4.66991e-11
1.04177,0.0282182,0.0337519,5.91629e-08,0.00181931,0.00181931,0.0356919,-0.337476,0.0199473,5.91629e-08,0.00871191,0.00871191,0.0356919,1.02601e-10,-1.79605e-11,1.04177,-2.53532e-09,5.27961e-11
1.11451,0.0563651,0.0361178,6.14165e-08,0.00188856,0.00188856,0.0483335,-0.550825,0.0255443,6.14165e-08,0.00888578,0.00888578,0.0483335,-4.17114e-10,-1.22158e-11,1.11451,-3.59903e-09,5.8893e-11
1.18725,0.0598791,0.0384838,6.36702e-08,0.00195781,0.00195781,0.0609751,-0.420067,0.0311414,6.36702e-08,0.00905965,0.00905965,0.0609751,-1.01738e-09,-6.47112e-12,1.18725,-1.6004e-09,6.499e-11
1.25999,0.0591033,0.0408497,6.59239e-08,0.00202706,0.00202706,0.0736167,-0.316313,0.0367384,6.59239e-08,0.00923351,0.00923351,0.0736167,1.40415e-09,-7.26415e-13,1.25999,-5.15138e-10,7.10869e-11
1.33272,0.0621722,0.0432157,6.81775e-08,0.00209631,0.00209631,0.0862582,-0.241446,0.0423354,6.81775e-08,0.00940738,0.00940738,0.0862582,1.31157e-09,5.01829e-12,1.33272,-1.03623e-09,7.71839e-11
1.40546,0.0684167,0.0455817,7.04312e-08,0.00216556,0.00216556,0.0988998,-0.160593,0.0479325,7.04312e-08,0.00958125,0.00958125,0.0988998,-3.3085e-09,1.0763e-11,1.40546,-1.64596e-09,8.32808e-11
1.4782,0.0769057,0.0479476,7.26848e-08,0.00223481,0.00223481,0.111541,0.143745,0.0535295,7.26848e-08,0.00975511,0.00975511,0.111541,-2.24451e-09,1.65077e-11,1.4782,-1.0949e-09,8.93778e-11
1.55093,0.0861473,0.0503136,7.49385e-08,0.00230406,0.00230406,0.124183,0.296077,0.0591265,7.49385e-08,0.00992898,0.00992898,0.124183,-6.56488e-10,2.22524e-11,1.55093,2.63938e-10,9.54747e-11
1.62367,0.0944636,0.0526795,7.71922e-08,0.00237331,0.00237331,0.136825,0.230912,0.0647235,7.71922e-08,0.0101028,0.0101028,0.136825,-2.40608e-09,2.79971e-11,1.62367,1.55112e-09,1.01572e-10
1.69641,0.100343,0.0550455,7.94458e-08,0.00244256,0.00244256,0.149466,0.175812,0.0703206,7.94458e-08,0.0102767,0.0102767,0.149466,7.90427e-10,3.37418e-11,1.69641,1.97267e-09,1.07669e-10
1.76914,0.103824,0.0574114,8.16995e-08,0.00251181,0.00251181,0.162108,0.207949,0.0759176,8.16995e-08,0.0104506,0.0104506,0.162108,5.3123e-10,3.94865e-11,1.76914,1.5266e-09,1.13766e-10
1.84188,0.105797,0.0597774,8.39531e-08,0.00258106,0.00258106,0.174749,0.107476,0.0815146,8.39531e-08,0.0106244,0.0106244,0.174749,-4.7849e-10,4.52312e-11,1.84188,6.45524e-10,1.19862e-10
1.91462,0.107148,0.0621434,8.62068e-08,0.00265031,0.00265031,0.187391,0.224894,0.0871116,8.62068e-08,0.0107983,0.0107983,0.187391,4.18899e-09,5.09759e-11,1.91462,-2.37766e-10,1.25959e-10
1.98736,0.108647,0.0645093,8.84604e-08,0.00271956,0.00271956,0.200032,0.0762135,0.0927087,8.84604e-08,0.0109722,0.0109722,0.200032,3.81127e-09,5.67206e-11,1.98736,-7.53185e-10,1.32056e-10
2.06009,0.110382,0.0668753,9.07141e-08,0.00278881,0.00278881,0.212674,0.101219,0.0983057,9.07141e-08,0.011146,0.011146,0.212674,-6.0503e-10,6.24653e-11,2.06009,-8.89093e-10,1.38153e-10
2.13283,0.112224,0.0692412,9.29678e-08,0.00285806,0.00285806,0.225316,0.149814,0.103903,9.29678e-08,0.0113199,0.0113199,0.225316,-2.22948e-09,6.821e-11,2.13283,-7.45744e-10,1.4425e-10
2.20557,0.114037,0.0716072,9.52214e-08,0.00292731,0.00292731,0.237957,0.179886,0.1095,9.52214e-08,0.0114938,0.0114938,0.237957,1.76247e-09,7.39547e-11,2.20557,-4.2624e-10,1.50347e-10
2.2783,0.115692,0.0739732,9.74751e-08,0.00299656,0.00299656,0.250599,0.162984,0.115097,9.74751e-08,0.0116676,0.0116676,0.250599,-3.1226e-09,7.96994e-11,2.2783,-3.54103e-11,1.56444e-10
2.35104,0.117053,0.0763391,9.97287e-08,0.00306581,0.00306581,0.26324,0.230815,0.120694,9.97287e-08,0.0118415,0.0118415,0.26324,2.43666e-09,8.54441e-11,2.35104,3.25428e-10,1.62541e-10
2.42378,0.117973,0.0787051,1.01982e-07,0.00313506,0.00313506,0.275882,0.274842,0.126291,1.01982e-07,0.0120154,0.0120154,0.275882,-5.42312e-10,9.11888e-11,2.42378,5.45928e-10,1.68638e-10
2.49652,0.11835,0.081071,1.04236e-07,0.00320431,0.00320431,0.288524,0.305377,0.131888,1.04236e-07,0.0121892,0.0121892,0.288524,-1.36371e-09,9.69335e-11,2.49652,5.36049e-10,1.74735e-10
2.56925,0.118053,0.083437,1.0649e-07,0.00327356,0.00327356,0.301165,0.343296,0.137485,1.0649e-07,0.0123631,0.0123631,0.301165,-1.82517e-09,1.02678e-10,2.56925,1.95983e-10,1.80832e-10
2.64199,0.116887,0.0858029,1.08743e-07,0.00334281,0.00334281,0.313807,0.395324,0.143082,1.08743e-07,0.012537,0.012537,0.313807,-2.28177e-09,1.08423e-10,2.64199,-6.10717e-10,1.86929e-10
2.71473,0.114771,0.0881689,1.10997e-07,0.00341206,0.00341206,0.326448,0.445225,0.148679,1.10997e-07,0.0127108,0.0127108,0.326448,-2.19327e-09,1.14168e-10,2.71473,-1.9609e-09,1.93026e-10
2.78746,0.111601,0.0905349,1.13251e-07,0.00348131,0.00348131,0.33909,0.470114,0.154276,1.13251e-07,0.0128847,0.0128847,0.33909,-7.92769e-10,1.19912e-10,2.78746,-3.93659e-09,1.99123e-10
2.8602,0.106584,0.0929008,1.15504e-07,0.00355056,0.00355056,0.351731,0.451633,0.159873,1.15504e-07,0.0130586,0.0130586,0.351731,2.48982e-09,1.25657e-10,2.8602,-7.05786e-09,2.0522e-10
2.93294,0.101464,0.0952668,1.17758e-07,0.00361981,0.00361981,0.364373,0.365281,0.16547,1.17758e-07,0.0132324,0.0132324,0.364373,8.49339e-09,1.31402e-10,2.93294,-1.02432e-08,2.11317e-10
