simulations,OFV
500,1523.59
1000,1521.45
1500,1521.52
2000,1521.99
2500,1522.17
3000,1522.8
3500,1523.04
4000,1523.09
4500,1523.27
5000,1523.19
5500,1523.23
6000,1523.18
6500,1523.28
7000,1523.36
7500,1523.48
8000,1523.41
8500,1523.42
9000,1523.31
9500,1523.28
10000,1523.33
10500,1523.38
11000,1523.47
11500,1523.44
12000,1523.41
12500,1523.45
13000,1523.45
13500,1523.51
14000,1523.49
14500,1523.46
15000,1523.51
15500,1523.51
16000,1523.45
16500,1523.44
17000,1523.42
17500,1523.44
18000,1523.39
18500,1523.43
19000,1523.4
19500,1523.34
20000,1523.33
20500,1523.29
21000,1523.17
21500,1523.12
22000,1523.1
22500,1523.06
23000,1523.04
23500,1523.07
24000,1523.03
24500,1523.03
25000,1523.02
25500,1523.05
26000,1523.01
26500,1522.99
27000,1522.95
27500,1522.95
28000,1522.95
28500,1522.93
29000,1522.88
29500,1522.89
30000,1522.91
