iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2022.78,1,5.18207,2.88311,21.0128,34.1276,3,3,0,1.5,1.5,1.5,1.5
2,1999.27,1,3.98105,4.18807,27.476,43.5785,2.92404,2.92404,0,1.46202,1.56269,1.46202,1.46202
3,1987.07,1,4.23098,5.58789,30.9132,69.976,2.85,2.85,0,1.425,1.52312,1.425,1.54471
4,1964.88,1,2.81136,7.10396,44.0805,108.607,2.77784,2.77784,0,1.38892,1.48455,1.4387,1.50559
5,1960.75,1,2.59643,7.25015,74.0167,113.164,2.7075,2.7075,0,1.35375,1.44696,1.40227,1.46747
6,1959.35,1,2.82782,6.17402,70.2472,110.611,2.63894,2.63894,0,1.31947,1.47314,1.46124,1.43031
7,1938.95,1,2.3947,5.88275,85.4301,150.592,2.57212,2.57212,0,1.28606,1.43584,1.42424,1.3941
8,1924.93,1,2.29875,5.97266,81.2882,131.549,2.507,2.507,0,1.2535,1.39948,1.38818,1.3999
9,1928.56,1,2.19702,4.54115,92.1396,129.343,2.44352,2.44352,0,1.22176,1.6866,1.35303,1.42704
10,1918.48,1,1.65368,5.14032,81.9339,164.755,2.38165,2.38165,0,1.20641,1.68446,1.31877,1.3909
11,1912.09,1,1.94188,3.63596,101.836,167.479,2.32134,2.32134,0,1.17587,1.65946,1.28538,1.44694
12,1896.79,1,1.85041,3.55259,109.612,160.618,2.26257,2.26257,0,1.14609,1.63696,1.26314,1.4103
13,1887.45,1,2.118,5.27639,81.1521,257.948,2.20528,2.20528,0,1.11707,1.67659,1.23116,1.49144
14,1875.28,1,1.9231,4.39273,94.0165,287.01,2.14944,2.14944,0,1.08879,1.6937,1.19998,1.45368
15,1853.2,1,1.78093,5.35005,84.5945,318.306,2.09501,2.09501,0,1.06122,1.65081,1.1696,1.41687
16,1849.71,1,1.88898,7.08616,76.788,230.53,2.04197,2.04197,0,1.03435,1.60901,1.13999,1.38275
17,1828.96,1,2.02983,5.60419,63.0106,281.288,1.99026,1.99026,0,1.00816,1.56827,1.11112,1.34774
18,1824.62,1,2.0993,6.54826,54.9519,235.243,1.93987,1.93987,0,0.982632,1.52856,1.08299,1.31362
19,1799.98,1,2.47871,5.55,58.168,236.183,1.89075,1.89075,0,0.957751,1.48986,1.05556,1.28035
20,1794.8,1,2.66217,4.7176,54.4919,238.447,1.84287,1.84287,0,0.9335,1.45213,1.02884,1.28639
21,1786.08,1,2.63007,7.49129,56.0365,211.86,1.79621,1.79621,0,0.909863,1.41537,1.00279,1.25382
22,1758.17,1,2.40764,7.63433,47.0455,252.085,1.75073,1.75073,0,0.886825,1.37953,0.977395,1.22207
23,1770.71,1,1.94554,8.28199,39.5921,293.119,1.7064,1.7064,0,0.86437,1.37986,0.962419,1.19113
24,1746.8,1,2.32166,7.69288,41.685,400.328,1.66319,1.66319,0,0.842484,1.37762,0.93805,1.16097
25,1737.23,1,2.84701,7.04674,34.3544,371.496,1.62108,1.62108,0,0.821152,1.34273,0.914298,1.13157
26,1718.1,1,2.77232,7.53544,38.5995,418.929,1.58003,1.58003,0,0.80036,1.30873,0.895177,1.10292
27,1711.06,1,2.84124,6.5274,37.7542,375.046,1.54003,1.54003,0,0.780094,1.2756,0.872511,1.07499
28,1691.85,1,2.78821,5.20117,39.7786,334.48,1.50103,1.50103,0,0.760342,1.2433,0.850419,1.04777
29,1687.01,1,2.88525,6.52005,33.7786,259.277,1.46302,1.46302,0,0.741089,1.21182,0.828886,1.07836
30,1672.03,1,3.10657,6.87499,31.7079,303.094,1.42598,1.42598,0,0.722325,1.18113,0.807898,1.05105
31,1669.34,1,2.926,5.33073,33.9048,328.015,1.38987,1.38987,0,0.704035,1.15123,0.787441,1.06841
32,1657.33,1,2.71063,5.8408,37.1336,293.117,1.35468,1.35468,0,0.686208,1.12208,0.767503,1.09497
33,1649.03,1,3.10266,6.07544,38.8398,296.654,1.32038,1.32038,0,0.668833,1.09534,0.748069,1.1839
