iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1264.07,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1257.94,1,9.1215,12.3517,45.1168,75.4302,0.95,0.95,0.285,0.285,0.92742,0.974679,1.14478,0.974679,1.03309,0.974679
3,1242.3,1,8.82758,12.9839,43.2198,70.683,0.9025,0.9025,0.27075,0.27075,0.901898,0.95,1.11579,0.95,1.07911,0.95
4,1226.11,1,8.83035,13.5675,43.8702,58.9142,0.857375,0.857375,0.257212,0.257212,0.888783,0.925945,1.08754,0.925945,1.20372,0.925945
5,1214.16,1,8.72469,12.5796,45.5185,67.1261,0.814506,0.814506,0.244352,0.244352,0.881131,0.9025,1.06,0.9025,1.17324,0.9025
6,1194.3,1,8.94847,13.0137,44.2218,65.9016,0.773781,0.773781,0.232134,0.232134,0.895471,0.879648,1.03316,0.879648,1.20141,0.879648
7,1166.14,1,8.87938,12.4762,44.6815,65.999,0.735092,0.735092,0.220528,0.220528,0.903881,0.857375,1.007,0.857375,1.19375,0.857375
8,1147.68,1,8.90919,12.8797,45.3663,66.6293,0.698337,0.698337,0.209501,0.209501,0.903552,0.835666,1.00444,0.835666,1.16352,0.835666
9,1135.45,1,8.97652,12.0073,45.6576,68.1816,0.66342,0.66342,0.199026,0.199026,0.907836,0.814506,0.979005,0.814506,1.1595,0.814506
10,1126.34,1,8.73121,12.2833,45.2157,65.3152,0.630249,0.630249,0.189075,0.189075,0.904905,0.793882,0.954216,0.793882,1.24936,0.793882
11,1105.42,1,8.96949,11.8748,46.7433,70.0529,0.598737,0.598737,0.179621,0.179621,0.896463,0.773781,0.938164,0.773781,1.25984,0.773781
12,1089.09,1,8.86254,11.9393,45.7449,64.9707,0.5688,0.5688,0.17064,0.17064,0.920861,0.754188,0.914409,0.754188,1.22794,0.754188
13,1076.76,1,9.06492,12.32,47.6128,64.8952,0.54036,0.54036,0.162108,0.162108,0.914062,0.735092,0.891256,0.735092,1.19685,0.735092
14,1054.52,1,9.13148,11.722,44.2023,64.222,0.513342,0.513342,0.154003,0.154003,0.915047,0.716479,0.868689,0.716479,1.16655,0.716479
15,1046.14,1,9.13437,12.3371,45.8391,68.3655,0.487675,0.487675,0.146302,0.146302,0.922207,0.698337,0.846693,0.698337,1.13701,0.698337
16,1045.41,1,9.1568,12.9071,47.0318,73.257,0.463291,0.529211,0.138987,0.138882,0.935889,0.680655,0.886877,0.680655,1.10822,0.680655
17,1018.97,1,9.09239,13.8377,45.0946,68.3211,0.440127,0.50275,0.132038,0.131938,0.941456,0.66342,0.864421,0.66342,1.1071,0.66342
18,1018.68,1,9.03089,14.6025,44.7991,66.1552,0.41812,0.54055,0.125436,0.124824,0.940704,0.646622,0.879394,0.646622,1.24968,0.646622
19,1022.05,1,9.14277,13.6772,45.6675,63.7489,0.128056,0.514264,0.140657,0.127875,0.949521,0.630249,0.869563,0.630249,1.31427,0.630249
20,1007.36,1,9.13217,12.5846,46.6591,64.3252,2.22045e-16,0.531635,0.144755,0.124447,0.943504,0.614291,0.847545,0.614291,1.281,0.614291
21,1003.51,1,9.10668,11.9017,45.9542,71.628,2.10942e-16,0.594387,0.137517,0.129687,0.940221,0.598737,0.826085,0.598737,1.24856,0.598737
22,992.413,1,9.03987,12.026,44.1911,73.9323,2.00395e-16,0.583801,0.130641,0.131826,0.939168,0.583577,0.805168,0.583577,1.21695,0.583577
23,992.364,1,9.00519,12.4481,44.4031,72.865,0.0739204,0.419817,0.127385,0.141038,0.943242,0.5688,0.78478,0.5688,1.18613,0.5688
24,989.036,1,8.97809,13.6962,45.1872,75.9273,2.22045e-16,0.500825,0.134203,0.134647,0.935083,0.554398,0.781525,0.554398,1.1561,0.554398
