standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,standEta_bias_abscissa,standEta_bias_cdf,split
-0.179945,0.341429,-0.175475,0.341429,-0.236479,0.341429,-0.18132,0.341429,-0.474312,0.341429,All
-0.176344,0.342857,-0.172122,0.342857,-0.22172,0.342857,-0.179485,0.342857,-0.467683,0.342857,All
-0.171679,0.344286,-0.168401,0.344286,-0.221126,0.344286,-0.174182,0.344286,-0.463412,0.344286,All
-0.165214,0.345714,-0.166299,0.345714,-0.215977,0.345714,-0.1687,0.345714,-0.463076,0.345714,All
-0.161166,0.347143,-0.163389,0.347143,-0.212097,0.347143,-0.168691,0.347143,-0.457775,0.347143,All
-0.15927,0.348571,-0.157302,0.348571,-0.208386,0.348571,-0.162764,0.348571,-0.451965,0.348571,All
-0.156478,0.35,-0.156112,0.35,-0.20129,0.35,-0.158048,0.35,-0.448898,0.35,All
-0.155984,0.351429,-0.154417,0.351429,-0.20065,0.351429,-0.154452,0.351429,-0.446379,0.351429,All
-0.142801,0.352857,-0.151153,0.352857,-0.198384,0.352857,-0.14618,0.352857,-0.446374,0.352857,All
-0.141462,0.354286,-0.150564,0.354286,-0.198155,0.354286,-0.1458,0.354286,-0.44556,0.354286,All
-0.14014,0.355714,-0.150268,0.355714,-0.193842,0.355714,-0.141931,0.355714,-0.443513,0.355714,All
-0.124579,0.357143,-0.145946,0.357143,-0.188786,0.357143,-0.133365,0.357143,-0.438771,0.357143,All
-0.121969,0.358571,-0.144148,0.358571,-0.183946,0.358571,-0.132954,0.358571,-0.435925,0.358571,All
-0.11876,0.36,-0.136769,0.36,-0.18125,0.36,-0.132954,0.36,-0.430843,0.36,All
-0.117929,0.361429,-0.134262,0.361429,-0.172599,0.361429,-0.129219,0.361429,-0.427783,0.361429,All
-0.1165,0.362857,-0.134063,0.362857,-0.171842,0.362857,-0.129165,0.362857,-0.426133,0.362857,All
-0.1105,0.364286,-0.133959,0.364286,-0.171157,0.364286,-0.128676,0.364286,-0.425508,0.364286,All
-0.108065,0.365714,-0.130143,0.365714,-0.159257,0.365714,-0.122867,0.365714,-0.424834,0.365714,All
-0.107795,0.367143,-0.127037,0.367143,-0.156313,0.367143,-0.121089,0.367143,-0.42326,0.367143,All
-0.106196,0.368571,-0.120693,0.368571,-0.154956,0.368571,-0.11994,0.368571,-0.42154,0.368571,All
-0.105855,0.37,-0.118412,0.37,-0.151129,0.37,-0.114516,0.37,-0.421539,0.37,All
-0.105436,0.371429,-0.115267,0.371429,-0.149574,0.371429,-0.112351,0.371429,-0.419432,0.371429,All
-0.103956,0.372857,-0.113809,0.372857,-0.146425,0.372857,-0.102816,0.372857,-0.419347,0.372857,All
-0.10186,0.374286,-0.112514,0.374286,-0.14626,0.374286,-0.100067,0.374286,-0.418889,0.374286,All
-0.101213,0.375714,-0.111856,0.375714,-0.139573,0.375714,-0.0914971,0.375714,-0.410739,0.375714,All
-0.0995792,0.377143,-0.0960201,0.377143,-0.136809,0.377143,-0.080708,0.377143,-0.408965,0.377143,All
-0.0972688,0.378571,-0.0896377,0.378571,-0.136269,0.378571,-0.0672531,0.378571,-0.407192,0.378571,All
-0.0917463,0.38,-0.0884625,0.38,-0.119642,0.38,-0.0626581,0.38,-0.405459,0.38,All
-0.0887368,0.381429,-0.087612,0.381429,-0.11657,0.381429,-0.0618732,0.381429,-0.405404,0.381429,All
-0.0868585,0.382857,-0.0872988,0.382857,-0.111853,0.382857,-0.0614479,0.382857,-0.395292,0.382857,All
-0.0833389,0.384286,-0.0836127,0.384286,-0.108564,0.384286,-0.0601532,0.384286,-0.39077,0.384286,All
-0.0785924,0.385714,-0.0718933,0.385714,-0.101576,0.385714,-0.0574236,0.385714,-0.38971,0.385714,All
-0.0780639,0.387143,-0.0718014,0.387143,-0.0964898,0.387143,-0.0493224,0.387143,-0.385668,0.387143,All
-0.0720848,0.388571,-0.0699486,0.388571,-0.096463,0.388571,-0.0490099,0.388571,-0.385414,0.388571,All
-0.0675831,0.39,-0.0682885,0.39,-0.0910932,0.39,-0.0476727,0.39,-0.383303,0.39,All
-0.0619641,0.391429,-0.0654688,0.391429,-0.0869499,0.391429,-0.0469553,0.391429,-0.383147,0.391429,All
-0.0600646,0.392857,-0.0643302,0.392857,-0.0857552,0.392857,-0.0443017,0.392857,-0.381585,0.392857,All
-0.0582673,0.394286,-0.0620295,0.394286,-0.082633,0.394286,-0.0430072,0.394286,-0.381391,0.394286,All
-0.0551666,0.395714,-0.0606591,0.395714,-0.0800366,0.395714,-0.0425738,0.395714,-0.37269,0.395714,All
-0.0500366,0.397143,-0.0606137,0.397143,-0.0767864,0.397143,-0.038678,0.397143,-0.372646,0.397143,All
-0.045953,0.398571,-0.0528463,0.398571,-0.0758066,0.398571,-0.0380901,0.398571,-0.371512,0.398571,All
-0.0437605,0.4,-0.0453934,0.4,-0.0701525,0.4,-0.0377538,0.4,-0.368807,0.4,All
-0.0191134,0.401429,-0.0431997,0.401429,-0.0674634,0.401429,-0.0363077,0.401429,-0.365984,0.401429,All
-0.00525788,0.402857,-0.0402535,0.402857,-0.0671895,0.402857,-0.0350748,0.402857,-0.364413,0.402857,All
-0.00324737,0.404286,-0.0397448,0.404286,-0.0608117,0.404286,-0.0340277,0.404286,-0.362203,0.404286,All
-0.00103748,0.405714,-0.0387881,0.405714,-0.0585875,0.405714,-0.0333349,0.405714,-0.359942,0.405714,All
0.000288762,0.407143,-0.0367906,0.407143,-0.0580715,0.407143,-0.0310772,0.407143,-0.358816,0.407143,All
0.00607101,0.408571,-0.0353412,0.408571,-0.0580303,0.408571,-0.028911,0.408571,-0.35797,0.408571,All
0.02765,0.41,-0.034837,0.41,-0.0577646,0.41,-0.0287277,0.41,-0.356116,0.41,All
0.0299913,0.411429,-0.0304337,0.411429,-0.055057,0.411429,-0.0269312,0.411429,-0.352435,0.411429,All
0.0300367,0.412857,-0.0297208,0.412857,-0.052714,0.412857,-0.0196831,0.412857,-0.350408,0.412857,All
0.0576773,0.414286,-0.0282566,0.414286,-0.049476,0.414286,-0.0155871,0.414286,-0.346114,0.414286,All
0.0601519,0.415714,-0.0276785,0.415714,-0.0481038,0.415714,-0.0105649,0.415714,-0.346056,0.415714,All
0.0630185,0.417143,-0.0267265,0.417143,-0.0454715,0.417143,-0.00266991,0.417143,-0.345216,0.417143,All
0.0696911,0.418571,-0.0228878,0.418571,-0.0430055,0.418571,-0.00234442,0.418571,-0.3437,0.418571,All
0.0786753,0.42,-0.0201662,0.42,-0.0378733,0.42,-0.0012885,0.42,-0.341292,0.42,All
0.0844909,0.421429,-0.0151365,0.421429,-0.0356892,0.421429,0.000524753,0.421429,-0.33685,0.421429,All
0.0849261,0.422857,-0.00472056,0.422857,-0.0322012,0.422857,0.00162472,0.422857,-0.336488,0.422857,All
0.0876915,0.424286,-0.00315703,0.424286,-0.0283563,0.424286,0.00504664,0.424286,-0.335705,0.424286,All
0.0919934,0.425714,-0.00309196,0.425714,-0.0205994,0.425714,0.00684701,0.425714,-0.334268,0.425714,All
0.0936968,0.427143,0.00101214,0.427143,-0.0189533,0.427143,0.0131345,0.427143,-0.333062,0.427143,All
0.102838,0.428571,0.0204525,0.428571,-0.0168299,0.428571,0.0193185,0.428571,-0.332379,0.428571,All
0.105387,0.43,0.0222136,0.43,-0.0156016,0.43,0.0222941,0.43,-0.329647,0.43,All
0.107879,0.431429,0.0267373,0.431429,-0.0155215,0.431429,0.0239808,0.431429,-0.328906,0.431429,All
0.116002,0.432857,0.0271558,0.432857,-0.00590961,0.432857,0.0263536,0.432857,-0.328205,0.432857,All
0.12277,0.434286,0.027987,0.434286,-0.00388312,0.434286,0.0289626,0.434286,-0.322899,0.434286,All
0.127479,0.435714,0.0284667,0.435714,-0.00273602,0.435714,0.0291996,0.435714,-0.320728,0.435714,All
0.133271,0.437143,0.033582,0.437143,-0.00189757,0.437143,0.0307901,0.437143,-0.318774,0.437143,All
0.166225,0.438571,0.0359532,0.438571,0.00802814,0.438571,0.0381668,0.438571,-0.318307,0.438571,All
0.168953,0.44,0.0424383,0.44,0.0139771,0.44,0.0411295,0.44,-0.31829,0.44,All
0.171633,0.441429,0.0503925,0.441429,0.01653,0.441429,0.043336,0.441429,-0.317636,0.441429,All
0.179703,0.442857,0.0531436,0.442857,0.0171061,0.442857,0.0457082,0.442857,-0.312952,0.442857,All
0.184121,0.444286,0.0605414,0.444286,0.0177842,0.444286,0.0470045,0.444286,-0.309495,0.444286,All
0.189089,0.445714,0.0650045,0.445714,0.0233259,0.445714,0.0480185,0.445714,-0.307393,0.445714,All
0.189478,0.447143,0.0676653,0.447143,0.0303385,0.447143,0.0483478,0.447143,-0.306154,0.447143,All
0.193082,0.448571,0.0681382,0.448571,0.0365862,0.448571,0.0502078,0.448571,-0.305479,0.448571,All
0.195627,0.45,0.0689831,0.45,0.0415311,0.45,0.0533387,0.45,-0.305015,0.45,All
0.203723,0.451429,0.0694285,0.451429,0.0416514,0.451429,0.0553641,0.451429,-0.297099,0.451429,All
0.205942,0.452857,0.0706929,0.452857,0.0476029,0.452857,0.05845,0.452857,-0.294572,0.452857,All
0.211173,0.454286,0.0716074,0.454286,0.0503385,0.454286,0.0614326,0.454286,-0.293585,0.454286,All
0.213678,0.455714,0.0725573,0.455714,0.0536257,0.455714,0.0646409,0.455714,-0.292225,0.455714,All
0.224166,0.457143,0.0743596,0.457143,0.0538955,0.457143,0.0660325,0.457143,-0.288737,0.457143,All
0.224306,0.458571,0.0787423,0.458571,0.0579195,0.458571,0.0677119,0.458571,-0.285984,0.458571,All
0.224445,0.46,0.084672,0.46,0.0602456,0.46,0.0684928,0.46,-0.28251,0.46,All
0.23544,0.461429,0.0874663,0.461429,0.0637441,0.461429,0.0698234,0.461429,-0.278201,0.461429,All
0.238221,0.462857,0.0892735,0.462857,0.0655944,0.462857,0.0717228,0.462857,-0.266365,0.462857,All
0.23946,0.464286,0.0951766,0.464286,0.0690445,0.464286,0.0765065,0.464286,-0.26333,0.464286,All
0.243265,0.465714,0.0960591,0.465714,0.0704556,0.465714,0.0775406,0.465714,-0.258123,0.465714,All
0.247208,0.467143,0.0979585,0.467143,0.0718925,0.467143,0.0834928,0.467143,-0.25697,0.467143,All
0.250683,0.468571,0.102178,0.468571,0.0741016,0.468571,0.0844782,0.468571,-0.243896,0.468571,All
0.253531,0.47,0.104924,0.47,0.0756717,0.47,0.084898,0.47,-0.241221,0.47,All
0.262324,0.471429,0.107403,0.471429,0.0792787,0.471429,0.0864713,0.471429,-0.227302,0.471429,All
0.262823,0.472857,0.108209,0.472857,0.0832225,0.472857,0.087118,0.472857,-0.222559,0.472857,All
0.264889,0.474286,0.110394,0.474286,0.0833788,0.474286,0.0875499,0.474286,-0.221395,0.474286,All
0.264944,0.475714,0.111653,0.475714,0.0867107,0.475714,0.0904259,0.475714,-0.212839,0.475714,All
0.265624,0.477143,0.113237,0.477143,0.0971821,0.477143,0.0932567,0.477143,-0.209585,0.477143,All
0.267927,0.478571,0.117873,0.478571,0.0988665,0.478571,0.0932574,0.478571,-0.201532,0.478571,All
0.269191,0.48,0.120757,0.48,0.104351,0.48,0.0994276,0.48,-0.198876,0.48,All
0.272572,0.481429,0.129241,0.481429,0.107574,0.481429,0.101443,0.481429,-0.198078,0.481429,All
0.273173,0.482857,0.129581,0.482857,0.108581,0.482857,0.104899,0.482857,-0.188266,0.482857,All
0.275645,0.484286,0.131141,0.484286,0.108729,0.484286,0.106811,0.484286,-0.179101,0.484286,All
0.28605,0.485714,0.133451,0.485714,0.110515,0.485714,0.109247,0.485714,-0.177847,0.485714,All
0.291452,0.487143,0.134428,0.487143,0.112672,0.487143,0.111135,0.487143,-0.175045,0.487143,All
0.292968,0.488571,0.137936,0.488571,0.113634,0.488571,0.112346,0.488571,-0.174832,0.488571,All
0.319766,0.49,0.139526,0.49,0.113671,0.49,0.113082,0.49,-0.174275,0.49,All
0.320409,0.491429,0.140318,0.491429,0.116845,0.491429,0.118489,0.491429,-0.173063,0.491429,All
0.328652,0.492857,0.141693,0.492857,0.118923,0.492857,0.118902,0.492857,-0.161903,0.492857,All
0.330147,0.494286,0.141865,0.494286,0.123959,0.494286,0.122013,0.494286,-0.160977,0.494286,All
0.344734,0.495714,0.143467,0.495714,0.128368,0.495714,0.122917,0.495714,-0.157848,0.495714,All
0.351922,0.497143,0.151273,0.497143,0.133964,0.497143,0.124452,0.497143,-0.155219,0.497143,All
0.361743,0.498571,0.155245,0.498571,0.13987,0.498571,0.124485,0.498571,-0.154656,0.498571,All
0.362094,0.5,0.155815,0.5,0.141952,0.5,0.124687,0.5,-0.148402,0.5,All
0.366024,0.501429,0.169552,0.501429,0.142821,0.501429,0.128532,0.501429,-0.146637,0.501429,All
0.371087,0.502857,0.171151,0.502857,0.143463,0.502857,0.129354,0.502857,-0.144134,0.502857,All
0.371576,0.504286,0.171233,0.504286,0.143694,0.504286,0.132174,0.504286,-0.144019,0.504286,All
0.377419,0.505714,0.172226,0.505714,0.145876,0.505714,0.133744,0.505714,-0.143843,0.505714,All
0.380273,0.507143,0.17489,0.507143,0.146596,0.507143,0.136506,0.507143,-0.142432,0.507143,All
0.381316,0.508571,0.1848,0.508571,0.146814,0.508571,0.13733,0.508571,-0.141595,0.508571,All
0.395845,0.51,0.188496,0.51,0.149095,0.51,0.142048,0.51,-0.140096,0.51,All
0.397264,0.511429,0.188556,0.511429,0.150284,0.511429,0.142293,0.511429,-0.139025,0.511429,All
0.40751,0.512857,0.190725,0.512857,0.154847,0.512857,0.143408,0.512857,-0.137585,0.512857,All
0.408388,0.514286,0.193846,0.514286,0.164926,0.514286,0.147952,0.514286,-0.130661,0.514286,All
0.408557,0.515714,0.200755,0.515714,0.168444,0.515714,0.151481,0.515714,-0.127509,0.515714,All
0.409813,0.517143,0.206381,0.517143,0.176018,0.517143,0.155383,0.517143,-0.127499,0.517143,All
0.41217,0.518571,0.209141,0.518571,0.180985,0.518571,0.160246,0.518571,-0.125375,0.518571,All
0.412944,0.52,0.214792,0.52,0.182465,0.52,0.163127,0.52,-0.124138,0.52,All
0.414026,0.521429,0.216747,0.521429,0.183676,0.521429,0.163445,0.521429,-0.122868,0.521429,All
0.419128,0.522857,0.222501,0.522857,0.185768,0.522857,0.163781,0.522857,-0.120532,0.522857,All
0.419147,0.524286,0.222776,0.524286,0.193138,0.524286,0.165393,0.524286,-0.118693,0.524286,All
0.419729,0.525714,0.227514,0.525714,0.199243,0.525714,0.166474,0.525714,-0.115607,0.525714,All
0.42131,0.527143,0.230665,0.527143,0.200093,0.527143,0.168521,0.527143,-0.115391,0.527143,All
0.444797,0.528571,0.232083,0.528571,0.205174,0.528571,0.169338,0.528571,-0.112317,0.528571,All
0.445487,0.53,0.233622,0.53,0.205321,0.53,0.17018,0.53,-0.10118,0.53,All
0.447234,0.531429,0.235296,0.531429,0.206102,0.531429,0.171325,0.531429,-0.100732,0.531429,All
0.447791,0.532857,0.236397,0.532857,0.207712,0.532857,0.172262,0.532857,-0.10069,0.532857,All
0.450019,0.534286,0.240997,0.534286,0.207864,0.534286,0.172811,0.534286,-0.096534,0.534286,All
0.453369,0.535714,0.241506,0.535714,0.208407,0.535714,0.175444,0.535714,-0.0907287,0.535714,All
0.454721,0.537143,0.241787,0.537143,0.208784,0.537143,0.176946,0.537143,-0.0870241,0.537143,All
0.460974,0.538571,0.242229,0.538571,0.21169,0.538571,0.179966,0.538571,-0.0867607,0.538571,All
0.466298,0.54,0.24312,0.54,0.212058,0.54,0.180799,0.54,-0.0844043,0.54,All
0.469027,0.541429,0.243775,0.541429,0.212809,0.541429,0.181209,0.541429,-0.0832708,0.541429,All
0.46909,0.542857,0.245966,0.542857,0.214106,0.542857,0.181462,0.542857,-0.0830672,0.542857,All
0.470691,0.544286,0.250237,0.544286,0.222066,0.544286,0.182781,0.544286,-0.0826918,0.544286,All
0.474137,0.545714,0.250698,0.545714,0.222614,0.545714,0.183107,0.545714,-0.080137,0.545714,All
0.47447,0.547143,0.253728,0.547143,0.225285,0.547143,0.188741,0.547143,-0.0797153,0.547143,All
0.474756,0.548571,0.254651,0.548571,0.234132,0.548571,0.191453,0.548571,-0.0780889,0.548571,All
0.475442,0.55,0.255008,0.55,0.236753,0.55,0.194485,0.55,-0.0776278,0.55,All
0.475514,0.551429,0.262594,0.551429,0.240019,0.551429,0.196701,0.551429,-0.0761148,0.551429,All
0.476051,0.552857,0.263929,0.552857,0.243159,0.552857,0.196732,0.552857,-0.0751038,0.552857,All
0.478956,0.554286,0.268047,0.554286,0.245042,0.554286,0.200354,0.554286,-0.0718322,0.554286,All
0.480092,0.555714,0.271224,0.555714,0.254959,0.555714,0.203473,0.555714,-0.0691493,0.555714,All
0.486581,0.557143,0.27236,0.557143,0.256485,0.557143,0.205484,0.557143,-0.0690914,0.557143,All
0.486958,0.558571,0.273917,0.558571,0.256928,0.558571,0.20699,0.558571,-0.0680179,0.558571,All
0.486962,0.56,0.27459,0.56,0.260755,0.56,0.209146,0.56,-0.0670657,0.56,All
0.48723,0.561429,0.275104,0.561429,0.26193,0.561429,0.210296,0.561429,-0.0638041,0.561429,All
0.489672,0.562857,0.275474,0.562857,0.264379,0.562857,0.210787,0.562857,-0.0633918,0.562857,All
0.489967,0.564286,0.276053,0.564286,0.268804,0.564286,0.214045,0.564286,-0.060825,0.564286,All
0.494992,0.565714,0.290371,0.565714,0.27522,0.565714,0.215928,0.565714,-0.056814,0.565714,All
0.502158,0.567143,0.291509,0.567143,0.275807,0.567143,0.216538,0.567143,-0.0551121,0.567143,All
0.502253,0.568571,0.293423,0.568571,0.278952,0.568571,0.218761,0.568571,-0.0549402,0.568571,All
0.503942,0.57,0.298414,0.57,0.27967,0.57,0.22056,0.57,-0.0545309,0.57,All
0.504307,0.571429,0.302745,0.571429,0.283468,0.571429,0.220828,0.571429,-0.0523128,0.571429,All
0.50432,0.572857,0.303357,0.572857,0.29299,0.572857,0.221206,0.572857,-0.0513099,0.572857,All
0.504826,0.574286,0.303391,0.574286,0.293744,0.574286,0.223155,0.574286,-0.0508813,0.574286,All
0.509835,0.575714,0.303806,0.575714,0.294215,0.575714,0.227236,0.575714,-0.0500907,0.575714,All
0.511909,0.577143,0.305184,0.577143,0.294269,0.577143,0.230621,0.577143,-0.0476021,0.577143,All
0.516583,0.578571,0.306618,0.578571,0.294531,0.578571,0.231374,0.578571,-0.0464024,0.578571,All
0.516693,0.58,0.307347,0.58,0.299025,0.58,0.231462,0.58,-0.0411899,0.58,All
0.517702,0.581429,0.309046,0.581429,0.299381,0.581429,0.231615,0.581429,-0.0400549,0.581429,All
0.517822,0.582857,0.310402,0.582857,0.308259,0.582857,0.231709,0.582857,-0.0394656,0.582857,All
0.517972,0.584286,0.310597,0.584286,0.311296,0.584286,0.23266,0.584286,-0.0376065,0.584286,All
0.518846,0.585714,0.310817,0.585714,0.313884,0.585714,0.233953,0.585714,-0.0356797,0.585714,All
0.521016,0.587143,0.311186,0.587143,0.32717,0.587143,0.234902,0.587143,-0.0313195,0.587143,All
0.521857,0.588571,0.311581,0.588571,0.329711,0.588571,0.236759,0.588571,-0.0294096,0.588571,All
0.52673,0.59,0.311848,0.59,0.332723,0.59,0.23914,0.59,-0.0261054,0.59,All
0.52689,0.591429,0.312588,0.591429,0.33651,0.591429,0.242719,0.591429,-0.0220799,0.591429,All
0.52757,0.592857,0.317134,0.592857,0.341779,0.592857,0.243176,0.592857,-0.0217716,0.592857,All
0.529083,0.594286,0.318964,0.594286,0.343034,0.594286,0.249469,0.594286,-0.0212934,0.594286,All
0.529462,0.595714,0.320541,0.595714,0.344268,0.595714,0.251797,0.595714,-0.0189428,0.595714,All
0.529757,0.597143,0.321506,0.597143,0.348624,0.597143,0.255138,0.597143,-0.0160676,0.597143,All
0.529841,0.598571,0.321777,0.598571,0.349013,0.598571,0.256297,0.598571,-0.0157823,0.598571,All
0.534638,0.6,0.323335,0.6,0.350805,0.6,0.257213,0.6,-0.0152454,0.6,All
0.534911,0.601429,0.328454,0.601429,0.355305,0.601429,0.259588,0.601429,-0.0139089,0.601429,All
0.538941,0.602857,0.329905,0.602857,0.356739,0.602857,0.262849,0.602857,-0.0136651,0.602857,All
0.540128,0.604286,0.331653,0.604286,0.358192,0.604286,0.264208,0.604286,-0.0134835,0.604286,All
0.541603,0.605714,0.332293,0.605714,0.362192,0.605714,0.266379,0.605714,-0.0130457,0.605714,All
0.545617,0.607143,0.333163,0.607143,0.370228,0.607143,0.267735,0.607143,-0.010932,0.607143,All
0.545628,0.608571,0.335481,0.608571,0.372507,0.608571,0.272704,0.608571,-0.00839103,0.608571,All
0.549299,0.61,0.336218,0.61,0.376831,0.61,0.274385,0.61,-0.00704328,0.61,All
0.551039,0.611429,0.336601,0.611429,0.377247,0.611429,0.274827,0.611429,-0.0066764,0.611429,All
0.554289,0.612857,0.338583,0.612857,0.379005,0.612857,0.275423,0.612857,-0.00538587,0.612857,All
0.555927,0.614286,0.33908,0.614286,0.381202,0.614286,0.278864,0.614286,-0.00535783,0.614286,All
0.557544,0.615714,0.342006,0.615714,0.385117,0.615714,0.28,0.615714,-0.00176429,0.615714,All
0.566476,0.617143,0.343951,0.617143,0.386279,0.617143,0.280358,0.617143,0.000104606,0.617143,All
0.567799,0.618571,0.345275,0.618571,0.389135,0.618571,0.281038,0.618571,0.00280622,0.618571,All
0.567808,0.62,0.347559,0.62,0.390968,0.62,0.282801,0.62,0.0028365,0.62,All
0.569185,0.621429,0.353538,0.621429,0.391748,0.621429,0.284527,0.621429,0.0031306,0.621429,All
0.572243,0.622857,0.356568,0.622857,0.402182,0.622857,0.288115,0.622857,0.0038432,0.622857,All
0.573484,0.624286,0.360497,0.624286,0.406119,0.624286,0.290652,0.624286,0.00600238,0.624286,All
0.575888,0.625714,0.361403,0.625714,0.416131,0.625714,0.29152,0.625714,0.0073408,0.625714,All
0.581133,0.627143,0.363645,0.627143,0.41922,0.627143,0.298197,0.627143,0.00859009,0.627143,All
0.591569,0.628571,0.363658,0.628571,0.419511,0.628571,0.299805,0.628571,0.0176863,0.628571,All
0.59205,0.63,0.364426,0.63,0.421643,0.63,0.305214,0.63,0.0178598,0.63,All
0.59228,0.631429,0.368336,0.631429,0.4219,0.631429,0.305323,0.631429,0.0180813,0.631429,All
0.601398,0.632857,0.370626,0.632857,0.423,0.632857,0.307932,0.632857,0.0189651,0.632857,All
0.602677,0.634286,0.371694,0.634286,0.426809,0.634286,0.309728,0.634286,0.0266451,0.634286,All
0.60584,0.635714,0.372585,0.635714,0.426965,0.635714,0.310536,0.635714,0.0271653,0.635714,All
0.607379,0.637143,0.37381,0.637143,0.427001,0.637143,0.313085,0.637143,0.0279632,0.637143,All
0.60971,0.638571,0.376106,0.638571,0.427073,0.638571,0.316498,0.638571,0.0282948,0.638571,All
0.611852,0.64,0.379631,0.64,0.427091,0.64,0.317132,0.64,0.0310515,0.64,All
0.612857,0.641429,0.380623,0.641429,0.428762,0.641429,0.318604,0.641429,0.0331766,0.641429,All
0.612969,0.642857,0.381017,0.642857,0.441472,0.642857,0.322689,0.642857,0.0372428,0.642857,All
0.614036,0.644286,0.382364,0.644286,0.441681,0.644286,0.323505,0.644286,0.0399091,0.644286,All
0.614273,0.645714,0.382408,0.645714,0.444776,0.645714,0.324969,0.645714,0.0431032,0.645714,All
0.615324,0.647143,0.388421,0.647143,0.448261,0.647143,0.326973,0.647143,0.0455353,0.647143,All
0.618544,0.648571,0.388724,0.648571,0.449507,0.648571,0.330385,0.648571,0.0465648,0.648571,All
0.625835,0.65,0.394264,0.65,0.452082,0.65,0.330559,0.65,0.0503225,0.65,All
0.626673,0.651429,0.39748,0.651429,0.454786,0.651429,0.330848,0.651429,0.0517904,0.651429,All
0.630942,0.652857,0.401894,0.652857,0.456277,0.652857,0.331206,0.652857,0.053265,0.652857,All
0.632893,0.654286,0.401908,0.654286,0.456344,0.654286,0.331739,0.654286,0.0547075,0.654286,All
0.635309,0.655714,0.403939,0.655714,0.457076,0.655714,0.333091,0.655714,0.0582407,0.655714,All
0.636713,0.657143,0.406163,0.657143,0.458104,0.657143,0.341957,0.657143,0.0596508,0.657143,All
0.637974,0.658571,0.407543,0.658571,0.46031,0.658571,0.347159,0.658571,0.0642468,0.658571,All
0.640093,0.66,0.410168,0.66,0.465374,0.66,0.351037,0.66,0.0660773,0.66,All
0.642172,0.661429,0.411663,0.661429,0.476528,0.661429,0.356498,0.661429,0.0783928,0.661429,All
0.642887,0.662857,0.412567,0.662857,0.483166,0.662857,0.359568,0.662857,0.0802764,0.662857,All
0.642959,0.664286,0.413644,0.664286,0.489683,0.664286,0.364303,0.664286,0.0807943,0.664286,All
0.643584,0.665714,0.414358,0.665714,0.493615,0.665714,0.364314,0.665714,0.0839402,0.665714,All
0.645341,0.667143,0.415003,0.667143,0.494893,0.667143,0.375955,0.667143,0.0870726,0.667143,All
0.647521,0.668571,0.420584,0.668571,0.495727,0.668571,0.379553,0.668571,0.0991875,0.668571,All
0.64761,0.67,0.427328,0.67,0.497759,0.67,0.37962,0.67,0.0999252,0.67,All
0.64788,0.671429,0.430941,0.671429,0.503487,0.671429,0.391369,0.671429,0.104068,0.671429,All
0.648818,0.672857,0.437694,0.672857,0.504224,0.672857,0.393393,0.672857,0.107851,0.672857,All
0.648872,0.674286,0.441243,0.674286,0.510528,0.674286,0.395573,0.674286,0.108879,0.674286,All
0.655679,0.675714,0.444245,0.675714,0.510736,0.675714,0.398672,0.675714,0.110088,0.675714,All
0.658009,0.677143,0.444441,0.677143,0.512291,0.677143,0.399538,0.677143,0.110107,0.677143,All
0.658882,0.678571,0.444867,0.678571,0.513015,0.678571,0.401683,0.678571,0.112446,0.678571,All
0.661417,0.68,0.454651,0.68,0.516472,0.68,0.403873,0.68,0.112599,0.68,All
0.662109,0.681429,0.456553,0.681429,0.523679,0.681429,0.405246,0.681429,0.114231,0.681429,All
0.670399,0.682857,0.458156,0.682857,0.524467,0.682857,0.422229,0.682857,0.116886,0.682857,All
0.672014,0.684286,0.458458,0.684286,0.524611,0.684286,0.423189,0.684286,0.129112,0.684286,All
0.672384,0.685714,0.460941,0.685714,0.524977,0.685714,0.428104,0.685714,0.129127,0.685714,All
0.673374,0.687143,0.464815,0.687143,0.526159,0.687143,0.429186,0.687143,0.135311,0.687143,All
0.673701,0.688571,0.465849,0.688571,0.527949,0.688571,0.438315,0.688571,0.136516,0.688571,All
0.674754,0.69,0.46855,0.69,0.531287,0.69,0.438631,0.69,0.1412,0.69,All
0.681145,0.691429,0.472486,0.691429,0.537587,0.691429,0.441604,0.691429,0.143693,0.691429,All
0.682817,0.692857,0.473478,0.692857,0.538525,0.692857,0.445201,0.692857,0.144912,0.692857,All
0.686496,0.694286,0.47462,0.694286,0.540468,0.694286,0.453546,0.694286,0.153977,0.694286,All
0.687471,0.695714,0.474793,0.695714,0.555556,0.695714,0.458117,0.695714,0.155924,0.695714,All
0.692322,0.697143,0.477446,0.697143,0.556256,0.697143,0.458548,0.697143,0.164808,0.697143,All
0.69259,0.698571,0.477606,0.698571,0.560553,0.698571,0.461243,0.698571,0.166134,0.698571,All
0.69315,0.7,0.477987,0.7,0.562059,0.7,0.462525,0.7,0.167367,0.7,All
0.695019,0.701429,0.482035,0.701429,0.569871,0.701429,0.463019,0.701429,0.16749,0.701429,All
0.696064,0.702857,0.487431,0.702857,0.571712,0.702857,0.466554,0.702857,0.173107,0.702857,All
0.696129,0.704286,0.48807,0.704286,0.572541,0.704286,0.467855,0.704286,0.1758,0.704286,All
0.696544,0.705714,0.491637,0.705714,0.586335,0.705714,0.468292,0.705714,0.177208,0.705714,All
