iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1218.92,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1213.09,1,8.85913,15.7438,43.63,76.9183,0.95,0.95,0.285,0.285,0.859741,0.974679,1.15241,0.974679,0.974679,0.974679
3,1201.94,1,8.4665,13.7112,42.4574,74.1161,0.9025,0.9025,0.27075,0.27075,0.875642,0.95,1.12728,0.95,1.02257,0.95
4,1184.56,1,8.72678,14.2891,41.9155,63.3036,0.857375,0.857375,0.257212,0.257212,0.829743,0.925945,1.12384,0.925945,0.999278,0.925945
5,1173.05,1,8.69495,14.7508,45.052,61.8161,0.814506,0.814506,0.244352,0.244352,0.827904,0.9025,1.09538,0.9025,0.973975,0.9025
6,1140.09,1,8.47318,16.2697,40.674,68.6924,0.773781,0.773781,0.232134,0.232134,0.839752,0.879648,1.06765,0.879648,0.949314,0.879648
7,1129.19,1,8.51591,15.2438,40.7865,72.9102,0.735092,0.735092,0.220528,0.220528,0.849899,0.857375,1.04062,0.857375,0.925277,0.857375
8,1106.75,1,8.46109,15.3778,41.1921,65.9939,0.698337,0.698337,0.209501,0.209501,0.829138,0.835666,1.01427,0.835666,0.901848,0.835666
9,1082.75,1,8.75406,15.9353,41.4448,65.0517,0.66342,0.66342,0.199026,0.199026,0.844359,0.814506,0.988585,0.814506,0.879013,0.814506
10,1057.93,1,8.72802,16.0411,41.2521,67.3787,0.630249,0.630249,0.189075,0.189075,0.850393,0.793882,0.963553,0.793882,0.856756,0.793882
11,1052.69,1,8.80683,16.1496,42.4465,67.053,0.598737,0.598737,0.179621,0.179621,0.875401,0.773781,0.939156,0.773781,0.845634,0.773781
12,1047.67,1,8.79114,16.8845,40.9619,63.9476,0.5688,0.5688,0.17064,0.17064,0.869461,0.754188,1.01498,0.754188,0.829081,0.754188
13,1028.93,1,8.85941,15.4318,41.6495,66.0751,0.54036,0.54036,0.162108,0.162108,0.865062,0.735092,0.989279,0.735092,0.809264,0.735092
14,1010.69,1,8.78198,15.9233,39.5527,67.9996,0.513342,0.513342,0.154003,0.154003,0.856753,0.716479,0.975806,0.716479,0.788773,0.716479
15,999.33,1,8.82766,16.0948,41.4398,71.9941,0.487675,0.487675,0.146302,0.146302,0.858875,0.698337,0.990395,0.698337,0.768801,0.698337
16,995.848,1,8.79857,15.6991,43.5832,70.4646,0.463291,0.463291,0.138987,0.138987,0.870506,0.680655,0.965317,0.680655,0.762073,0.680655
17,972.964,1,8.70034,15.8228,42.8906,68.5297,0.440127,0.440127,0.132038,0.132038,0.86549,0.66342,0.940875,0.66342,0.815122,0.66342
18,959.131,1,8.69542,15.5687,43.1751,69.2836,0.41812,0.41812,0.125436,0.125436,0.872756,0.646622,0.917052,0.646622,0.794483,0.646622
19,957.855,1,8.6473,15.6372,42.0284,73.4318,0.397214,0.379311,0.119164,0.126911,0.863944,0.630249,0.973679,0.630249,0.774366,0.630249
20,948.242,1,8.76393,13.9177,43.7596,70.7036,0.377354,0.416031,0.113206,0.126193,0.871874,0.614291,0.973862,0.614291,0.754759,0.614291
21,937.473,1,8.76742,13.816,43.8116,72.7762,0.175781,0.468295,0.118613,0.117461,0.869789,0.598737,0.949203,0.598737,0.735648,0.598737
22,932.162,1,8.8105,14.3026,44.1292,75.9324,0.166992,0.478071,0.112682,0.12708,0.872673,0.583577,0.925168,0.583577,0.717021,0.583577
23,923.355,1,8.76647,14.1707,42.3566,74.9217,0.158642,0.614624,0.107048,0.119495,0.871248,0.5688,0.901743,0.5688,0.698865,0.5688
24,915.793,1,8.76351,14.026,44.4846,76.0212,2.22045e-16,0.617659,0.114713,0.115265,0.87132,0.554398,0.87891,0.554398,0.68117,0.554398
25,911.917,1,8.77429,13.0394,45.351,75.247,2.22045e-16,0.532372,0.115588,0.118369,0.875565,0.54036,0.856656,0.54036,0.663922,0.54036
26,907.859,1,8.81114,13.273,45.3687,78.0063,2.22045e-16,0.548654,0.111511,0.121913,0.888451,0.526678,0.834965,0.526678,0.664831,0.526678
27,906.774,1,8.91131,13.3418,44.8654,73.8137,2.22045e-16,0.403308,0.1169,0.130077,0.874916,0.513342,0.813823,0.513342,0.647997,0.513342
28,909.108,1,8.83727,14.6412,44.4208,71.6368,2.22045e-16,0.453824,0.115618,0.12582,0.889315,0.500344,0.793216,0.500344,0.63159,0.500344
29,905.897,1,8.81761,13.6947,43.9601,66.6623,2.22045e-16,0.546664,0.116229,0.117364,0.870965,0.487675,0.828091,0.487675,0.615597,0.487675
30,893.972,1,8.90011,14.1213,42.2794,67.3293,2.22045e-16,0.543289,0.113462,0.115219,0.86031,0.475327,0.808147,0.475327,0.60001,0.475327
31,902.462,1,8.92819,13.0164,44.0635,64.7354,2.22045e-16,0.608276,0.116449,0.116037,0.881389,0.463291,0.787684,0.463291,0.584817,0.463291
32,903.274,1,8.92294,12.7596,43.4089,64.4796,2.10942e-16,0.674519,0.110627,0.119219,0.872799,0.45156,0.851084,0.45156,0.571907,0.45156
33,897.425,1,8.93941,13.8185,41.9219,61.2363,2.22045e-16,0.64411,0.10911,0.114836,0.870508,0.440127,0.829534,0.440127,0.597842,0.440127
34,887.625,1,8.96041,13.9265,42.6939,61.6953,2.22045e-16,0.808489,0.106614,0.106602,0.870617,0.428982,0.80853,0.428982,0.582705,0.428982
35,884.96,1,8.99439,13.6335,43.4476,57.9804,2.22045e-16,0.796053,0.101713,0.11259,0.870968,0.41812,0.788057,0.41812,0.597462,0.41812
36,891.286,1,9.00417,13.2864,43.524,57.4679,2.22045e-16,0.780668,0.103514,0.113573,0.878079,0.407533,0.768103,0.407533,0.621358,0.407533
37,895.257,1,8.89439,13.6682,43.6035,60.7277,2.22045e-16,0.597162,0.105385,0.126575,0.872804,0.397214,0.791452,0.397214,0.655303,0.397214
38,896.713,1,9.07482,13.6772,43.4598,56.8036,2.22045e-16,0.548375,0.111528,0.129115,0.876047,0.387157,0.771412,0.387157,0.63871,0.387157
39,896.876,1,8.98594,13.7645,41.8259,59.4131,2.22045e-16,0.477416,0.106129,0.139354,0.869783,0.377354,0.75188,0.377354,0.622538,0.377354
40,897.475,1,8.97467,14.2579,42.4393,61.3443,2.22045e-16,0.657964,0.106132,0.125253,0.865742,0.374805,0.734553,0.367799,0.606775,0.367799
41,902.305,1,8.89532,15.2395,41.779,57.9737,2.22045e-16,0.619686,0.108786,0.120602,0.875501,0.379285,0.832289,0.358486,0.627599,0.361809
42,898.416,1,8.86559,15.549,40.2376,56.6688,2.22045e-16,0.700331,0.110066,0.115074,0.86321,0.371963,0.826364,0.349409,0.611708,0.354278
43,896.956,1,8.97147,15.1402,41.2369,60.2247,2.22045e-16,0.674813,0.114733,0.113821,0.867905,0.368933,0.80544,0.340562,0.596219,0.346738
44,898.965,1,8.94013,14.9958,41.5452,57.8408,2.22045e-16,0.611776,0.119846,0.109855,0.877454,0.365358,0.785046,0.331938,0.59558,0.348755
45,895.886,1,8.98474,14.1581,42.1614,55.8293,0.0289743,0.581941,0.117561,0.113996,0.863538,0.360774,0.800803,0.323534,0.580499,0.339925
46,888.042,1,9.0207,14.9111,42.5746,48.8846,2.22045e-16,0.567287,0.115043,0.115189,0.861544,0.351639,0.780527,0.315341,0.635014,0.338511
