standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
0.824033,0.827,0.777288,0.827,All
0.824033,0.827143,0.777288,0.827143,All
0.824407,0.827286,0.778217,0.827286,All
0.82449,0.827429,0.778217,0.827429,All
0.825193,0.827571,0.778771,0.827571,All
0.825287,0.827714,0.778914,0.827714,All
0.825287,0.827857,0.779632,0.827857,All
0.825501,0.828,0.780647,0.828,All
0.825502,0.828143,0.780918,0.828143,All
0.825535,0.828286,0.782906,0.828286,All
0.826651,0.828429,0.782928,0.828429,All
0.826651,0.828571,0.783845,0.828571,All
0.826989,0.828714,0.783958,0.828714,All
0.82705,0.828857,0.785586,0.828857,All
0.827369,0.829,0.786991,0.829,All
0.827692,0.829143,0.787556,0.829143,All
0.827801,0.829286,0.788348,0.829286,All
0.827969,0.829429,0.789068,0.829429,All
0.828307,0.829571,0.789471,0.829571,All
0.829016,0.829714,0.789577,0.829714,All
0.829207,0.829857,0.789682,0.829857,All
0.829207,0.83,0.792536,0.83,All
0.829481,0.830143,0.793867,0.830143,All
0.829481,0.830286,0.794736,0.830286,All
0.829828,0.830429,0.794757,0.830429,All
0.829888,0.830571,0.795055,0.830571,All
0.83009,0.830714,0.795377,0.830714,All
0.830573,0.830857,0.795377,0.830857,All
0.831047,0.831,0.795692,0.831,All
0.831047,0.831143,0.795888,0.831143,All
0.831081,0.831286,0.797144,0.831286,All
0.831114,0.831429,0.797281,0.831429,All
0.831186,0.831571,0.797411,0.831571,All
0.831225,0.831714,0.79754,0.831714,All
0.832728,0.831857,0.798086,0.831857,All
0.83317,0.832,0.798433,0.832,All
0.833663,0.832143,0.800289,0.832143,All
0.833663,0.832286,0.800428,0.832286,All
0.833663,0.832429,0.800428,0.832429,All
0.834695,0.832571,0.800428,0.832571,All
0.835659,0.832714,0.800681,0.832714,All
0.835928,0.832857,0.801343,0.832857,All
0.835928,0.833,0.803505,0.833,All
0.836803,0.833143,0.803505,0.833143,All
0.836833,0.833286,0.805325,0.833286,All
0.837618,0.833429,0.805325,0.833429,All
0.837618,0.833571,0.805484,0.833571,All
0.837767,0.833714,0.805511,0.833714,All
0.837767,0.833857,0.805511,0.833857,All
0.837896,0.834,0.805986,0.834,All
0.839311,0.834143,0.805986,0.834143,All
0.839311,0.834286,0.806087,0.834286,All
0.839311,0.834429,0.806087,0.834429,All
0.839311,0.834571,0.807538,0.834571,All
0.839332,0.834714,0.807638,0.834714,All
0.839426,0.834857,0.807718,0.834857,All
0.840461,0.835,0.808097,0.835,All
0.840715,0.835143,0.808617,0.835143,All
0.84171,0.835286,0.809167,0.835286,All
0.84171,0.835429,0.809549,0.835429,All
0.8419,0.835571,0.810222,0.835571,All
0.8419,0.835714,0.810222,0.835714,All
0.842456,0.835857,0.810544,0.835857,All
0.842698,0.836,0.810688,0.836,All
0.843745,0.836143,0.810763,0.836143,All
0.84407,0.836286,0.811576,0.836286,All
0.844359,0.836429,0.812778,0.836429,All
0.844835,0.836571,0.812808,0.836571,All
0.845241,0.836714,0.81332,0.836714,All
0.845693,0.836857,0.81342,0.836857,All
0.846009,0.837,0.814486,0.837,All
0.846916,0.837143,0.815463,0.837143,All
0.847803,0.837286,0.816313,0.837286,All
0.848015,0.837429,0.816712,0.837429,All
0.848137,0.837571,0.818429,0.837571,All
0.848137,0.837714,0.818752,0.837714,All
0.848137,0.837857,0.819315,0.837857,All
0.848168,0.838,0.821061,0.838,All
0.848432,0.838143,0.82112,0.838143,All
0.850395,0.838286,0.822025,0.838286,All
0.850452,0.838429,0.822232,0.838429,All
0.850473,0.838571,0.822319,0.838571,All
0.850537,0.838714,0.822319,0.838714,All
0.850537,0.838857,0.823493,0.838857,All
0.851066,0.839,0.824241,0.839,All
0.851066,0.839143,0.824706,0.839143,All
0.851094,0.839286,0.82521,0.839286,All
0.851565,0.839429,0.82521,0.839429,All
0.851565,0.839571,0.825885,0.839571,All
0.851565,0.839714,0.825983,0.839714,All
0.851715,0.839857,0.826362,0.839857,All
0.851918,0.84,0.826362,0.84,All
0.852367,0.840143,0.828209,0.840143,All
0.852713,0.840286,0.829441,0.840286,All
0.853348,0.840429,0.829856,0.840429,All
0.853579,0.840571,0.831283,0.840571,All
0.854288,0.840714,0.83215,0.840714,All
0.854288,0.840857,0.832174,0.840857,All
0.854288,0.841,0.832193,0.841,All
0.854332,0.841143,0.832555,0.841143,All
0.855037,0.841286,0.832972,0.841286,All
0.855175,0.841429,0.833315,0.841429,All
0.855196,0.841571,0.83362,0.841571,All
0.855862,0.841714,0.833778,0.841714,All
0.855862,0.841857,0.834765,0.841857,All
0.855895,0.842,0.834765,0.842,All
0.857453,0.842143,0.834765,0.842143,All
0.857708,0.842286,0.835305,0.842286,All
0.857708,0.842429,0.835484,0.842429,All
0.858032,0.842571,0.836641,0.842571,All
0.858644,0.842714,0.837778,0.842714,All
0.858644,0.842857,0.837778,0.842857,All
0.859418,0.843,0.838411,0.843,All
0.859473,0.843143,0.838934,0.843143,All
0.859579,0.843286,0.839175,0.843286,All
0.859768,0.843429,0.839443,0.843429,All
0.859768,0.843571,0.841685,0.843571,All
0.859792,0.843714,0.841933,0.843714,All
0.859792,0.843857,0.84204,0.843857,All
0.859835,0.844,0.84204,0.844,All
0.859835,0.844143,0.842104,0.844143,All
0.859835,0.844286,0.842375,0.844286,All
0.860027,0.844429,0.843506,0.844429,All
0.860072,0.844571,0.84353,0.844571,All
0.860072,0.844714,0.844898,0.844714,All
0.860211,0.844857,0.844928,0.844857,All
0.860339,0.845,0.844928,0.845,All
0.860712,0.845143,0.844928,0.845143,All
0.860809,0.845286,0.844928,0.845286,All
0.861007,0.845429,0.845509,0.845429,All
0.861237,0.845571,0.847425,0.845571,All
0.861242,0.845714,0.847976,0.845714,All
0.861242,0.845857,0.848918,0.845857,All
0.861242,0.846,0.849212,0.846,All
0.861242,0.846143,0.849353,0.846143,All
0.861565,0.846286,0.850855,0.846286,All
0.861565,0.846429,0.85154,0.846429,All
0.861768,0.846571,0.85154,0.846571,All
0.861908,0.846714,0.85154,0.846714,All
0.862375,0.846857,0.85154,0.846857,All
0.862375,0.847,0.851663,0.847,All
0.862853,0.847143,0.85219,0.847143,All
0.862908,0.847286,0.852456,0.847286,All
0.863053,0.847429,0.852456,0.847429,All
0.863053,0.847571,0.852862,0.847571,All
0.863962,0.847714,0.853097,0.847714,All
0.864291,0.847857,0.853695,0.847857,All
0.864356,0.848,0.854115,0.848,All
0.864465,0.848143,0.854635,0.848143,All
0.864793,0.848286,0.856272,0.848286,All
0.864793,0.848429,0.858013,0.848429,All
0.864918,0.848571,0.859379,0.848571,All
0.864918,0.848714,0.859498,0.848714,All
0.864918,0.848857,0.859515,0.848857,All
0.86517,0.849,0.860512,0.849,All
0.86517,0.849143,0.861882,0.849143,All
0.86517,0.849286,0.862905,0.849286,All
0.865429,0.849429,0.86405,0.849429,All
0.865429,0.849571,0.864143,0.849571,All
0.865461,0.849714,0.864414,0.849714,All
0.865664,0.849857,0.864434,0.849857,All
0.865774,0.85,0.86463,0.85,All
0.86653,0.850143,0.865608,0.850143,All
0.86653,0.850286,0.866421,0.850286,All
0.866553,0.850429,0.866625,0.850429,All
0.866553,0.850571,0.866625,0.850571,All
0.866916,0.850714,0.866625,0.850714,All
0.867379,0.850857,0.867933,0.850857,All
0.868251,0.851,0.86819,0.851,All
0.868677,0.851143,0.86819,0.851143,All
0.869071,0.851286,0.871664,0.851286,All
0.869607,0.851429,0.871905,0.851429,All
0.870153,0.851571,0.872648,0.851571,All
0.870539,0.851714,0.87297,0.851714,All
0.870577,0.851857,0.873675,0.851857,All
0.870577,0.852,0.873807,0.852,All
0.870612,0.852143,0.873807,0.852143,All
0.870636,0.852286,0.87409,0.852286,All
0.871164,0.852429,0.87409,0.852429,All
0.87219,0.852571,0.87481,0.852571,All
0.872294,0.852714,0.875067,0.852714,All
0.872294,0.852857,0.875089,0.852857,All
0.872375,0.853,0.875306,0.853,All
0.872426,0.853143,0.875605,0.853143,All
0.872477,0.853286,0.876198,0.853286,All
0.873915,0.853429,0.876507,0.853429,All
0.873915,0.853571,0.877168,0.853571,All
0.874038,0.853714,0.877518,0.853714,All
0.874038,0.853857,0.877518,0.853857,All
0.874038,0.854,0.877518,0.854,All
0.874038,0.854143,0.878289,0.854143,All
0.874398,0.854286,0.878289,0.854286,All
0.874398,0.854429,0.879507,0.854429,All
0.874398,0.854571,0.879507,0.854571,All
0.876507,0.854714,0.87981,0.854714,All
0.876507,0.854857,0.87981,0.854857,All
0.876507,0.855,0.87981,0.855,All
0.876507,0.855143,0.88023,0.855143,All
0.877307,0.855286,0.881548,0.855286,All
0.877391,0.855429,0.882493,0.855429,All
0.877727,0.855571,0.883209,0.855571,All
0.878455,0.855714,0.883209,0.855714,All
0.878703,0.855857,0.883675,0.855857,All
0.878703,0.856,0.883814,0.856,All
0.879263,0.856143,0.884241,0.856143,All
0.879348,0.856286,0.8849,0.856286,All
0.881021,0.856429,0.885562,0.856429,All
0.881165,0.856571,0.886609,0.856571,All
0.881191,0.856714,0.88763,0.856714,All
0.881191,0.856857,0.888297,0.856857,All
0.881199,0.857,0.888297,0.857,All
0.881248,0.857143,0.889251,0.857143,All
0.881248,0.857286,0.889251,0.857286,All
0.881283,0.857429,0.889251,0.857429,All
0.881416,0.857571,0.89053,0.857571,All
0.881544,0.857714,0.890918,0.857714,All
0.883061,0.857857,0.891535,0.857857,All
0.883173,0.858,0.891535,0.858,All
0.883421,0.858143,0.892408,0.858143,All
0.883533,0.858286,0.894831,0.858286,All
0.884411,0.858429,0.895435,0.858429,All
0.884487,0.858571,0.895971,0.858571,All
0.884612,0.858714,0.896435,0.858714,All
0.884836,0.858857,0.89645,0.858857,All
0.885633,0.859,0.897151,0.859,All
0.886037,0.859143,0.897891,0.859143,All
0.886267,0.859286,0.897983,0.859286,All
0.886323,0.859429,0.899717,0.859429,All
0.886393,0.859571,0.900041,0.859571,All
0.887204,0.859714,0.900072,0.859714,All
0.887481,0.859857,0.900759,0.859857,All
0.887606,0.86,0.900759,0.86,All
0.887637,0.860143,0.900759,0.860143,All
0.887986,0.860286,0.901919,0.860286,All
0.888314,0.860429,0.902382,0.860429,All
0.888314,0.860571,0.902587,0.860571,All
0.888493,0.860714,0.902587,0.860714,All
0.888572,0.860857,0.903675,0.860857,All
0.888642,0.861,0.903675,0.861,All
0.888642,0.861143,0.904199,0.861143,All
0.888642,0.861286,0.904199,0.861286,All
0.88964,0.861429,0.904433,0.861429,All
0.890206,0.861571,0.904433,0.861571,All
0.890206,0.861714,0.904751,0.861714,All
0.89114,0.861857,0.905002,0.861857,All
0.891219,0.862,0.905132,0.862,All
0.891236,0.862143,0.906293,0.862143,All
0.891236,0.862286,0.906734,0.862286,All
0.89125,0.862429,0.906928,0.862429,All
0.891509,0.862571,0.90793,0.862571,All
0.892138,0.862714,0.90793,0.862714,All
0.8925,0.862857,0.908248,0.862857,All
0.8925,0.863,0.908495,0.863,All
0.893438,0.863143,0.908629,0.863143,All
0.89355,0.863286,0.908629,0.863286,All
0.89355,0.863429,0.908629,0.863429,All
0.89355,0.863571,0.90915,0.863571,All
0.89355,0.863714,0.909216,0.863714,All
0.89355,0.863857,0.909216,0.863857,All
0.89355,0.864,0.910085,0.864,All
0.89355,0.864143,0.910255,0.864143,All
0.89355,0.864286,0.910482,0.864286,All
0.89355,0.864429,0.910482,0.864429,All
0.893705,0.864571,0.911824,0.864571,All
0.893705,0.864714,0.912359,0.864714,All
0.89391,0.864857,0.912439,0.864857,All
0.89391,0.865,0.912439,0.865,All
0.894017,0.865143,0.914303,0.865143,All
0.894017,0.865286,0.914303,0.865286,All
0.894251,0.865429,0.917143,0.865429,All
0.895135,0.865571,0.917238,0.865571,All
0.895135,0.865714,0.917823,0.865714,All
0.895427,0.865857,0.917841,0.865857,All
0.895427,0.866,0.918385,0.866,All
0.895508,0.866143,0.918634,0.866143,All
0.895508,0.866286,0.919526,0.866286,All
0.895659,0.866429,0.919526,0.866429,All
0.896198,0.866571,0.919526,0.866571,All
0.896198,0.866714,0.920945,0.866714,All
0.89643,0.866857,0.921372,0.866857,All
0.896731,0.867,0.921831,0.867,All
0.896902,0.867143,0.921979,0.867143,All
0.896902,0.867286,0.923201,0.867286,All
0.897019,0.867429,0.923382,0.867429,All
0.897088,0.867571,0.923412,0.867571,All
0.897506,0.867714,0.924524,0.867714,All
0.897555,0.867857,0.924969,0.867857,All
0.898098,0.868,0.925126,0.868,All
0.898098,0.868143,0.925507,0.868143,All
0.898578,0.868286,0.925933,0.868286,All
0.898789,0.868429,0.927947,0.868429,All
0.899204,0.868571,0.928175,0.868571,All
0.899822,0.868714,0.928196,0.868714,All
0.900118,0.868857,0.928776,0.868857,All
0.900118,0.869,0.929196,0.869,All
0.900412,0.869143,0.931483,0.869143,All
0.900429,0.869286,0.932893,0.869286,All
0.900489,0.869429,0.932893,0.869429,All
0.901071,0.869571,0.932953,0.869571,All
0.901071,0.869714,0.933199,0.869714,All
0.901079,0.869857,0.934364,0.869857,All
0.901997,0.87,0.935041,0.87,All
0.902004,0.870143,0.935041,0.870143,All
0.902789,0.870286,0.93572,0.870286,All
0.903059,0.870429,0.93728,0.870429,All
0.903527,0.870571,0.938067,0.870571,All
0.904444,0.870714,0.938067,0.870714,All
0.904923,0.870857,0.938929,0.870857,All
0.905635,0.871,0.93951,0.871,All
0.905635,0.871143,0.941373,0.871143,All
0.905971,0.871286,0.941606,0.871286,All
0.905971,0.871429,0.941606,0.871429,All
0.906277,0.871571,0.941702,0.871571,All
0.906991,0.871714,0.942698,0.871714,All
0.906991,0.871857,0.942719,0.871857,All
0.907107,0.872,0.944033,0.872,All
0.907797,0.872143,0.944104,0.872143,All
0.90792,0.872286,0.945023,0.872286,All
0.907949,0.872429,0.94541,0.872429,All
0.909353,0.872571,0.94541,0.872571,All
0.909788,0.872714,0.947984,0.872714,All
0.909788,0.872857,0.949216,0.872857,All
0.909788,0.873,0.949482,0.873,All
0.909995,0.873143,0.950139,0.873143,All
0.909995,0.873286,0.950625,0.873286,All
0.91019,0.873429,0.95146,0.873429,All
0.91019,0.873571,0.953486,0.873571,All
0.91019,0.873714,0.953486,0.873714,All
0.910258,0.873857,0.953676,0.873857,All
0.910258,0.874,0.953991,0.874,All
0.910945,0.874143,0.953993,0.874143,All
0.911242,0.874286,0.954804,0.874286,All
0.911564,0.874429,0.955549,0.874429,All
0.911707,0.874571,0.958397,0.874571,All
0.911871,0.874714,0.958863,0.874714,All
0.912473,0.874857,0.959074,0.874857,All
0.913117,0.875,0.959673,0.875,All
0.913307,0.875143,0.961169,0.875143,All
0.913307,0.875286,0.966985,0.875286,All
0.914454,0.875429,0.967026,0.875429,All
0.914703,0.875571,0.967076,0.875571,All
0.914789,0.875714,0.967239,0.875714,All
0.915093,0.875857,0.96733,0.875857,All
0.915093,0.876,0.967514,0.876,All
0.915471,0.876143,0.968124,0.876143,All
0.915471,0.876286,0.96875,0.876286,All
0.915471,0.876429,0.968856,0.876429,All
0.916033,0.876571,0.970387,0.876571,All
0.916033,0.876714,0.970788,0.876714,All
0.916033,0.876857,0.970791,0.876857,All
0.916033,0.877,0.971053,0.877,All
0.916269,0.877143,0.971138,0.877143,All
0.916315,0.877286,0.97145,0.877286,All
0.916315,0.877429,0.971544,0.877429,All
0.916392,0.877571,0.971876,0.877571,All
0.916529,0.877714,0.972244,0.877714,All
0.916663,0.877857,0.973265,0.877857,All
0.91785,0.878,0.976064,0.878,All
0.91785,0.878143,0.976094,0.878143,All
0.91785,0.878286,0.978073,0.878286,All
0.917989,0.878429,0.980681,0.878429,All
0.917989,0.878571,0.981115,0.878571,All
0.917989,0.878714,0.981115,0.878714,All
0.918992,0.878857,0.981405,0.878857,All
0.919119,0.879,0.982358,0.879,All
0.919119,0.879143,0.983029,0.879143,All
0.919313,0.879286,0.984517,0.879286,All
0.919393,0.879429,0.984739,0.879429,All
0.919396,0.879571,0.984983,0.879571,All
0.919589,0.879714,0.984983,0.879714,All
0.919812,0.879857,0.985771,0.879857,All
0.919812,0.88,0.986408,0.88,All
0.919812,0.880143,0.988445,0.880143,All
0.920023,0.880286,0.990732,0.880286,All
0.920023,0.880429,0.991391,0.880429,All
0.920023,0.880571,0.991657,0.880571,All
0.920437,0.880714,0.99273,0.880714,All
0.920761,0.880857,0.993428,0.880857,All
0.920794,0.881,0.993846,0.881,All
0.921205,0.881143,0.995458,0.881143,All
0.921453,0.881286,0.995458,0.881286,All
0.921507,0.881429,0.996698,0.881429,All
0.921566,0.881571,0.996888,0.881571,All
0.922094,0.881714,0.997164,0.881714,All
0.922144,0.881857,0.997456,0.881857,All
0.922144,0.882,0.99762,0.882,All
0.922389,0.882143,0.998687,0.882143,All
0.923012,0.882286,0.998687,0.882286,All
0.923367,0.882429,0.998877,0.882429,All
0.923771,0.882571,0.998899,0.882571,All
0.924046,0.882714,0.999256,0.882714,All
0.92431,0.882857,0.999256,0.882857,All
0.92431,0.883,0.999627,0.883,All
0.924438,0.883143,0.999811,0.883143,All
0.924574,0.883286,0.999811,0.883286,All
0.924626,0.883429,0.999811,0.883429,All
0.924626,0.883571,0.99989,0.883571,All
0.924761,0.883714,1.00044,0.883714,All
0.92481,0.883857,1.00073,0.883857,All
0.924841,0.884,1.00095,0.884,All
0.925401,0.884143,1.00286,0.884143,All
0.925575,0.884286,1.00331,0.884286,All
0.925575,0.884429,1.00427,0.884429,All
0.925971,0.884571,1.00447,0.884571,All
0.926041,0.884714,1.00482,0.884714,All
0.926788,0.884857,1.00493,0.884857,All
0.927063,0.885,1.00554,0.885,All
0.927081,0.885143,1.0073,0.885143,All
0.9272,0.885286,1.00909,0.885286,All
0.9272,0.885429,1.00939,0.885429,All
0.927319,0.885571,1.00945,0.885571,All
0.927421,0.885714,1.01018,0.885714,All
0.927456,0.885857,1.01168,0.885857,All
0.927456,0.886,1.01312,0.886,All
0.927511,0.886143,1.01365,0.886143,All
0.927663,0.886286,1.01571,0.886286,All
0.927663,0.886429,1.01585,0.886429,All
0.92797,0.886571,1.01585,0.886571,All
0.928198,0.886714,1.01824,0.886714,All
0.928894,0.886857,1.01851,0.886857,All
0.928894,0.887,1.01949,0.887,All
0.928894,0.887143,1.01969,0.887143,All
0.929544,0.887286,1.02017,0.887286,All
0.929653,0.887429,1.02048,0.887429,All
0.930102,0.887571,1.02157,0.887571,All
0.930102,0.887714,1.02316,0.887714,All
0.930357,0.887857,1.02316,0.887857,All
0.930688,0.888,1.02362,0.888,All
0.931089,0.888143,1.02369,0.888143,All
0.931089,0.888286,1.02395,0.888286,All
0.931372,0.888429,1.02455,0.888429,All
0.931481,0.888571,1.02491,0.888571,All
0.931636,0.888714,1.02524,0.888714,All
0.931636,0.888857,1.02533,0.888857,All
0.931636,0.889,1.02631,0.889,All
0.932255,0.889143,1.02703,0.889143,All
0.932591,0.889286,1.02719,0.889286,All
0.932627,0.889429,1.02719,0.889429,All
0.933031,0.889571,1.02719,0.889571,All
0.933134,0.889714,1.02719,0.889714,All
0.934199,0.889857,1.02729,0.889857,All
0.934199,0.89,1.02882,0.89,All
0.93447,0.890143,1.03018,0.890143,All
0.93447,0.890286,1.03038,0.890286,All
0.934653,0.890429,1.03195,0.890429,All
0.935656,0.890571,1.03585,0.890571,All
0.936145,0.890714,1.03676,0.890714,All
0.936215,0.890857,1.03676,0.890857,All
0.936849,0.891,1.03693,0.891,All
0.936879,0.891143,1.03707,0.891143,All
0.936879,0.891286,1.03723,0.891286,All
0.936879,0.891429,1.03985,0.891429,All
0.936882,0.891571,1.04003,0.891571,All
0.936891,0.891714,1.0403,0.891714,All
0.937967,0.891857,1.04084,0.891857,All
0.939162,0.892,1.0415,0.892,All
0.939162,0.892143,1.04261,0.892143,All
0.939164,0.892286,1.04382,0.892286,All
0.939489,0.892429,1.04386,0.892429,All
0.939668,0.892571,1.04397,0.892571,All
0.940404,0.892714,1.04416,0.892714,All
0.940956,0.892857,1.04694,0.892857,All
0.940991,0.893,1.04882,0.893,All
0.941043,0.893143,1.04899,0.893143,All
0.941599,0.893286,1.04946,0.893286,All
0.942103,0.893429,1.05087,0.893429,All
0.942116,0.893571,1.05087,0.893571,All
0.942283,0.893714,1.05108,0.893714,All
0.943633,0.893857,1.05376,0.893857,All
0.943941,0.894,1.05392,0.894,All
0.944338,0.894143,1.05533,0.894143,All
0.944338,0.894286,1.05533,0.894286,All
0.946433,0.894429,1.05572,0.894429,All
0.946433,0.894571,1.05618,0.894571,All
0.946624,0.894714,1.05663,0.894714,All
0.947602,0.894857,1.05712,0.894857,All
0.947602,0.895,1.05712,0.895,All
0.947664,0.895143,1.05818,0.895143,All
0.94778,0.895286,1.05818,0.895286,All
0.947901,0.895429,1.05818,0.895429,All
0.947901,0.895571,1.05881,0.895571,All
0.948583,0.895714,1.05896,0.895714,All
0.948583,0.895857,1.06049,0.895857,All
0.949259,0.896,1.06122,0.896,All
0.949415,0.896143,1.0621,0.896143,All
0.949415,0.896286,1.06245,0.896286,All
0.949415,0.896429,1.06309,0.896429,All
0.949668,0.896571,1.06309,0.896571,All
0.949793,0.896714,1.06309,0.896714,All
0.949913,0.896857,1.065,0.896857,All
0.949913,0.897,1.06852,0.897,All
0.950248,0.897143,1.06852,0.897143,All
0.950605,0.897286,1.06852,0.897286,All
0.950605,0.897429,1.06901,0.897429,All
0.950771,0.897571,1.0701,0.897571,All
0.950953,0.897714,1.0701,0.897714,All
0.951381,0.897857,1.07037,0.897857,All
0.951454,0.898,1.07104,0.898,All
0.952426,0.898143,1.072,0.898143,All
0.952494,0.898286,1.07238,0.898286,All
0.952621,0.898429,1.07309,0.898429,All
0.952621,0.898571,1.07336,0.898571,All
0.952621,0.898714,1.07462,0.898714,All
0.953948,0.898857,1.07508,0.898857,All
0.953948,0.899,1.07799,0.899,All
0.954394,0.899143,1.07904,0.899143,All
0.954597,0.899286,1.07904,0.899286,All
0.955025,0.899429,1.07943,0.899429,All
0.955147,0.899571,1.08055,0.899571,All
0.955147,0.899714,1.08102,0.899714,All
0.955352,0.899857,1.08127,0.899857,All
0.955434,0.9,1.08127,0.9,All
0.955473,0.900143,1.08244,0.900143,All
0.955577,0.900286,1.08525,0.900286,All
0.956052,0.900429,1.08876,0.900429,All
0.956078,0.900571,1.08898,0.900571,All
0.956078,0.900714,1.09105,0.900714,All
0.956078,0.900857,1.09203,0.900857,All
0.95649,0.901,1.09203,0.901,All
0.95649,0.901143,1.09296,0.901143,All
0.956694,0.901286,1.09296,0.901286,All
0.956996,0.901429,1.09323,0.901429,All
0.957302,0.901571,1.09331,0.901571,All
0.95742,0.901714,1.0936,0.901714,All
0.95742,0.901857,1.09483,0.901857,All
0.95801,0.902,1.09639,0.902,All
0.95801,0.902143,1.09639,0.902143,All
0.95801,0.902286,1.09735,0.902286,All
0.958104,0.902429,1.09787,0.902429,All
0.958642,0.902571,1.0999,0.902571,All
0.958768,0.902714,1.1005,0.902714,All
0.958768,0.902857,1.10348,0.902857,All
0.959199,0.903,1.10362,0.903,All
0.95934,0.903143,1.10387,0.903143,All
0.959479,0.903286,1.10414,0.903286,All
0.959711,0.903429,1.10414,0.903429,All
0.959711,0.903571,1.10414,0.903571,All
0.96027,0.903714,1.10472,0.903714,All
0.960598,0.903857,1.10549,0.903857,All
0.960851,0.904,1.10699,0.904,All
0.961871,0.904143,1.1073,0.904143,All
0.961871,0.904286,1.10835,0.904286,All
0.9625,0.904429,1.11112,0.904429,All
0.962574,0.904571,1.11112,0.904571,All
0.96258,0.904714,1.11112,0.904714,All
0.96285,0.904857,1.11415,0.904857,All
0.963303,0.905,1.11443,0.905,All
0.963697,0.905143,1.11454,0.905143,All
0.964137,0.905286,1.11611,0.905286,All
0.964137,0.905429,1.11773,0.905429,All
0.9642,0.905571,1.11895,0.905571,All
0.964767,0.905714,1.11895,0.905714,All
0.964767,0.905857,1.11907,0.905857,All
0.965586,0.906,1.12079,0.906,All
0.966549,0.906143,1.12136,0.906143,All
0.966549,0.906286,1.12569,0.906286,All
0.966805,0.906429,1.12862,0.906429,All
0.967242,0.906571,1.13155,0.906571,All
0.967242,0.906714,1.13173,0.906714,All
0.967242,0.906857,1.13498,0.906857,All
0.967622,0.907,1.13642,0.907,All
0.967622,0.907143,1.13658,0.907143,All
0.967725,0.907286,1.13699,0.907286,All
0.96779,0.907429,1.13822,0.907429,All
0.96779,0.907571,1.13905,0.907571,All
0.96841,0.907714,1.13905,0.907714,All
0.96841,0.907857,1.14035,0.907857,All
0.968694,0.908,1.14084,0.908,All
0.969662,0.908143,1.14185,0.908143,All
0.969757,0.908286,1.14514,0.908286,All
0.969757,0.908429,1.14632,0.908429,All
0.969757,0.908571,1.15026,0.908571,All
0.969757,0.908714,1.15032,0.908714,All
0.969861,0.908857,1.15048,0.908857,All
0.969974,0.909,1.15188,0.909,All
0.969974,0.909143,1.15256,0.909143,All
0.969974,0.909286,1.15261,0.909286,All
0.970562,0.909429,1.15261,0.909429,All
0.970649,0.909571,1.15271,0.909571,All
0.970889,0.909714,1.15271,0.909714,All
0.971592,0.909857,1.16352,0.909857,All
0.971629,0.91,1.16458,0.91,All
0.971634,0.910143,1.16458,0.910143,All
0.971634,0.910286,1.16625,0.910286,All
0.971852,0.910429,1.1669,0.910429,All
0.972223,0.910571,1.16735,0.910571,All
0.972508,0.910714,1.16752,0.910714,All
0.972523,0.910857,1.17152,0.910857,All
0.972523,0.911,1.17166,0.911,All
0.972869,0.911143,1.17237,0.911143,All
0.972869,0.911286,1.1726,0.911286,All
0.973214,0.911429,1.17313,0.911429,All
0.973315,0.911571,1.17435,0.911571,All
0.973315,0.911714,1.17671,0.911714,All
0.973538,0.911857,1.17879,0.911857,All
0.973572,0.912,1.17896,0.912,All
0.97368,0.912143,1.18302,0.912143,All
0.973808,0.912286,1.18345,0.912286,All
0.973934,0.912429,1.18569,0.912429,All
0.974398,0.912571,1.18579,0.912571,All
0.974398,0.912714,1.18726,0.912714,All
0.974398,0.912857,1.18745,0.912857,All
0.974763,0.913,1.1891,0.913,All
0.974834,0.913143,1.19128,0.913143,All
0.974966,0.913286,1.19265,0.913286,All
0.975135,0.913429,1.1943,0.913429,All
0.975167,0.913571,1.1951,0.913571,All
0.975167,0.913714,1.20165,0.913714,All
0.975167,0.913857,1.20259,0.913857,All
0.97537,0.914,1.20259,0.914,All
0.975677,0.914143,1.20297,0.914143,All
0.975856,0.914286,1.20368,0.914286,All
0.975856,0.914429,1.20368,0.914429,All
0.976261,0.914571,1.20403,0.914571,All
0.976507,0.914714,1.20601,0.914714,All
0.97665,0.914857,1.20661,0.914857,All
0.976818,0.915,1.20675,0.915,All
0.976872,0.915143,1.20745,0.915143,All
0.976872,0.915286,1.20794,0.915286,All
0.977025,0.915429,1.21329,0.915429,All
0.977027,0.915571,1.21355,0.915571,All
0.977027,0.915714,1.21398,0.915714,All
0.977214,0.915857,1.21642,0.915857,All
0.978402,0.916,1.2173,0.916,All
0.978451,0.916143,1.2173,0.916143,All
0.978663,0.916286,1.21793,0.916286,All
0.979748,0.916429,1.21793,0.916429,All
0.980049,0.916571,1.2183,0.916571,All
0.980053,0.916714,1.22015,0.916714,All
0.980376,0.916857,1.22015,0.916857,All
0.980376,0.917,1.22062,0.917,All
0.981118,0.917143,1.22122,0.917143,All
0.982214,0.917286,1.22122,0.917286,All
0.982723,0.917429,1.23199,0.917429,All
0.982802,0.917571,1.23254,0.917571,All
0.982853,0.917714,1.23377,0.917714,All
0.983754,0.917857,1.23744,0.917857,All
0.983805,0.918,1.23744,0.918,All
0.984077,0.918143,1.23939,0.918143,All
0.984725,0.918286,1.24076,0.918286,All
0.985149,0.918429,1.24123,0.918429,All
0.985149,0.918571,1.24213,0.918571,All
