standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-3.36438,0.000142857,-3.3977,0.000142857,-3.59165,0.000142857,-3.71482,0.000142857,All
-3.29236,0.000285714,-3.17758,0.000285714,-3.54164,0.000285714,-3.58647,0.000285714,All
-3.28067,0.000428571,-3.17349,0.000428571,-3.40485,0.000428571,-3.57369,0.000428571,All
-3.25259,0.000571429,-3.11861,0.000571429,-3.24012,0.000571429,-3.35092,0.000571429,All
-3.23226,0.000714286,-3.04252,0.000714286,-3.23826,0.000714286,-3.32133,0.000714286,All
-3.18506,0.000857143,-3.03262,0.000857143,-3.21715,0.000857143,-3.32133,0.000857143,All
-3.17306,0.001,-3.01532,0.001,-3.19151,0.001,-3.28126,0.001,All
-3.16978,0.00114286,-3.00614,0.00114286,-3.16926,0.00114286,-3.18449,0.00114286,All
-3.16802,0.00128571,-2.98864,0.00128571,-3.14491,0.00128571,-3.17059,0.00128571,All
-3.15384,0.00142857,-2.98364,0.00142857,-3.10595,0.00142857,-3.08541,0.00142857,All
-3.14648,0.00157143,-2.95122,0.00157143,-3.09625,0.00157143,-3.06394,0.00157143,All
-3.13607,0.00171429,-2.95122,0.00171429,-3.09199,0.00171429,-3.06194,0.00171429,All
-3.1304,0.00185714,-2.92379,0.00185714,-3.09199,0.00185714,-2.98196,0.00185714,All
-3.12961,0.002,-2.90577,0.002,-3.07128,0.002,-2.98032,0.002,All
-3.12788,0.00214286,-2.89334,0.00214286,-3.05975,0.00214286,-2.96323,0.00214286,All
-3.11714,0.00228571,-2.89278,0.00228571,-3.05625,0.00228571,-2.94984,0.00228571,All
-3.11637,0.00242857,-2.89012,0.00242857,-3.05439,0.00242857,-2.94546,0.00242857,All
-3.11563,0.00257143,-2.89012,0.00257143,-3.04663,0.00257143,-2.90158,0.00257143,All
-3.11563,0.00271429,-2.84164,0.00271429,-3.04483,0.00271429,-2.88499,0.00271429,All
-3.11492,0.00285714,-2.83937,0.00285714,-3.00378,0.00285714,-2.88394,0.00285714,All
-3.11061,0.003,-2.83735,0.003,-2.99876,0.003,-2.86999,0.003,All
-3.10566,0.00314286,-2.83735,0.00314286,-2.98911,0.00314286,-2.81996,0.00314286,All
-3.10515,0.00328571,-2.83302,0.00328571,-2.97926,0.00328571,-2.81672,0.00328571,All
-3.10224,0.00342857,-2.83005,0.00342857,-2.96024,0.00342857,-2.80474,0.00342857,All
-3.09882,0.00357143,-2.81344,0.00357143,-2.95992,0.00357143,-2.79791,0.00357143,All
-3.09748,0.00371429,-2.79345,0.00371429,-2.95527,0.00371429,-2.78647,0.00371429,All
-3.09439,0.00385714,-2.76264,0.00385714,-2.95527,0.00385714,-2.74583,0.00385714,All
-3.09101,0.004,-2.74221,0.004,-2.93206,0.004,-2.74313,0.004,All
-3.09021,0.00414286,-2.73676,0.00414286,-2.89126,0.00414286,-2.65756,0.00414286,All
-3.08601,0.00428571,-2.719,0.00428571,-2.88274,0.00428571,-2.63913,0.00428571,All
-3.08019,0.00442857,-2.69995,0.00442857,-2.87725,0.00442857,-2.62562,0.00442857,All
-3.07882,0.00457143,-2.67687,0.00457143,-2.8551,0.00457143,-2.62544,0.00457143,All
-3.07091,0.00471429,-2.66444,0.00471429,-2.85192,0.00471429,-2.62378,0.00471429,All
-3.06592,0.00485714,-2.65948,0.00485714,-2.85127,0.00485714,-2.61537,0.00485714,All
-3.06478,0.005,-2.65667,0.005,-2.84496,0.005,-2.60442,0.005,All
-3.06478,0.00514286,-2.65196,0.00514286,-2.84464,0.00514286,-2.6031,0.00514286,All
-3.06372,0.00528571,-2.62499,0.00528571,-2.84271,0.00528571,-2.59703,0.00528571,All
-3.06372,0.00542857,-2.62485,0.00542857,-2.84024,0.00542857,-2.57527,0.00542857,All
-3.05601,0.00557143,-2.6162,0.00557143,-2.83054,0.00557143,-2.57321,0.00557143,All
-3.05423,0.00571429,-2.60837,0.00571429,-2.81945,0.00571429,-2.57182,0.00571429,All
-3.05144,0.00585714,-2.60777,0.00585714,-2.81917,0.00585714,-2.56256,0.00585714,All
-3.05126,0.006,-2.54294,0.006,-2.81858,0.006,-2.53711,0.006,All
-3.04797,0.00614286,-2.53899,0.00614286,-2.81571,0.00614286,-2.53062,0.00614286,All
-3.04767,0.00628571,-2.53523,0.00628571,-2.81527,0.00628571,-2.53003,0.00628571,All
-3.03946,0.00642857,-2.52891,0.00642857,-2.80533,0.00642857,-2.53003,0.00642857,All
-3.03946,0.00657143,-2.52097,0.00657143,-2.79883,0.00657143,-2.52513,0.00657143,All
-3.03741,0.00671429,-2.52051,0.00671429,-2.79883,0.00671429,-2.52382,0.00671429,All
-3.03283,0.00685714,-2.50996,0.00685714,-2.79882,0.00685714,-2.50836,0.00685714,All
-3.02749,0.007,-2.50757,0.007,-2.79363,0.007,-2.50299,0.007,All
-3.02738,0.00714286,-2.50439,0.00714286,-2.78867,0.00714286,-2.49671,0.00714286,All
-3.02607,0.00728571,-2.49562,0.00728571,-2.78188,0.00728571,-2.49384,0.00728571,All
-3.02307,0.00742857,-2.47231,0.00742857,-2.78177,0.00742857,-2.48826,0.00742857,All
-3.01914,0.00757143,-2.47034,0.00757143,-2.77293,0.00757143,-2.47113,0.00757143,All
