standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-3.33549,0.00250179,-3.35548,0.00171206,-3.55041,0.00350517,-3.67192,0.00168476,All
-3.27771,0.00750536,-3.27104,0,-3.46793,0,-3.58611,0.00336952,All
-3.21993,0.00250179,-3.18661,0.00342412,-3.38544,0.00175259,-3.50031,0,All
-3.16215,0.0175125,-3.10217,0.00171206,-3.30296,0,-3.41451,0,All
-3.10437,0.0500357,-3.01774,0.0102724,-3.22048,0.00701034,-3.3287,0.00505428,All
-3.04658,0.0525375,-2.9333,0.0102724,-3.138,0.00525776,-3.2429,0.00168476,All
-2.9888,0.0500357,-2.84887,0.0154086,-3.05551,0.0157733,-3.1571,0.00336952,All
-2.93102,0.0725518,-2.76443,0.00684825,-2.97303,0.0157733,-3.07129,0.00505428,All
-2.87324,0.127591,-2.68,0.0119844,-2.89055,0.0105155,-2.98549,0.00842379,All
-2.81546,0.165118,-2.59556,0.00856031,-2.80807,0.0332991,-2.89969,0.00673904,All
-2.75768,0.1401,-2.51113,0.0222568,-2.72558,0.0227836,-2.81388,0.00842379,All
-2.69989,0.160114,-2.42669,0.0205447,-2.6431,0.021031,-2.72808,0.00336952,All
-2.64211,0.115082,-2.34226,0.0188327,-2.56062,0.0245362,-2.64228,0.0134781,All
-2.58433,0.115082,-2.25782,0.0445136,-2.47813,0.042062,-2.55647,0.0185323,All
-2.52655,0.0600429,-2.17339,0.0410895,-2.39565,0.071856,-2.47067,0.0235866,All
-2.46877,0.0525375,-2.08896,0.0393774,-2.31317,0.0403095,-2.38487,0.0202171,All
-2.41098,0.035025,-2.00452,0.054786,-2.23069,0.0630931,-2.29906,0.0522275,All
-2.3532,0.0175125,-1.92009,0.0907393,-2.1482,0.0876293,-2.21326,0.042119,All
-2.29542,0.00500357,-1.83565,0.0616342,-2.06572,0.0525776,-2.12746,0.0539123,All
-2.23764,0.00250179,-1.75122,0.0684825,-1.98324,0.0911344,-2.04165,0.0505428,All
-2.17986,0,-1.66678,0.0958754,-1.90076,0.0911344,-1.95585,0.0522275,All
-2.12208,0,-1.58235,0.123268,-1.81827,0.105155,-1.87005,0.055597,All
-2.06429,0,-1.49791,0.135253,-1.73579,0.0823715,-1.78424,0.0808684,All
-2.00651,0,-1.41348,0.142101,-1.65331,0.0788663,-1.69844,0.121303,All
-1.94873,0.00250179,-1.32904,0.150661,-1.57083,0.0665982,-1.61264,0.126357,All
-1.89095,0.0100071,-1.24461,0.171206,-1.48834,0.0788663,-1.52683,0.104455,All
-1.83317,0.0175125,-1.16017,0.243113,-1.40586,0.071856,-1.44103,0.146574,All
-1.77538,0.0400286,-1.07574,0.237977,-1.32338,0.113918,-1.35523,0.151628,All
-1.7176,0.0600429,-0.991301,0.222568,-1.2409,0.134949,-1.26942,0.207225,All
-1.65982,0.0750536,-0.906866,0.277354,-1.15841,0.150722,-1.18362,0.245975,All
-1.60204,0.125089,-0.822431,0.263657,-1.07593,0.166496,-1.09782,0.21228,All
-1.54426,0.155111,-0.737996,0.297899,-0.993448,0.19629,-1.01201,0.267877,All
-1.48648,0.175125,-0.653561,0.335564,-0.910965,0.220826,-0.926212,0.272931,All
-1.42869,0.177627,-0.569126,0.350973,-0.828483,0.222578,-0.840408,0.269561,All
-1.37091,0.170122,-0.484691,0.359533,-0.746,0.227836,-0.754605,0.320104,All
-1.31313,0.132595,-0.400256,0.386926,-0.663517,0.259383,-0.668802,0.368962,All
-1.25535,0.0575411,-0.315821,0.39035,-0.581035,0.227836,-0.582998,0.326843,All
-1.19757,0.0400286,-0.231386,0.436576,-0.498552,0.229589,-0.497195,0.328528,All
-1.13978,0.0100071,-0.146951,0.44,-0.41607,0.25062,-0.411392,0.375701,All
-1.082,0.00250179,-0.0625164,0.44,-0.333587,0.247115,-0.325589,0.400973,All
-1.02422,0,0.0219185,0.412607,-0.251104,0.306702,-0.239785,0.394234,All
-0.966439,0.00250179,0.106353,0.349261,-0.168622,0.35227,-0.153982,0.390864,All
-0.908657,0,0.190788,0.39891,-0.0861391,0.452167,-0.0681788,0.424559,All
-0.850875,0.0175125,0.275223,0.349261,-0.00365653,0.502992,0.0176245,0.38244,All
-0.793093,0.0175125,0.359658,0.434864,0.0788261,0.502992,0.103428,0.377386,All
-0.735311,0.0200143,0.444093,0.380078,0.161309,0.543301,0.189231,0.372332,All
-0.67753,0.0550393,0.528528,0.349261,0.243791,0.497734,0.275034,0.377386,All
-0.619748,0.0850608,0.612963,0.277354,0.326274,0.597632,0.360838,0.328528,All
-0.561966,0.130093,0.697398,0.313307,0.408757,0.534539,0.446641,0.283039,All
-0.504184,0.155111,0.781833,0.308171,0.491239,0.517013,0.532444,0.348745,All
-0.446402,0.205147,0.866268,0.267082,0.573722,0.502992,0.618247,0.377386,All
-0.38862,0.245175,0.950703,0.268794,0.656204,0.46093,0.704051,0.303257,All
-0.330839,0.322731,1.03514,0.200311,0.738687,0.4066,0.789854,0.291463,All
-0.273057,0.300214,1.11957,0.220856,0.82117,0.369796,0.875657,0.269561,All
-0.215275,0.442816,1.20401,0.152373,0.903652,0.29794,0.96146,0.220703,All
-0.157493,0.480343,1.28844,0.184903,0.986135,0.201547,1.04726,0.224073,All
-0.0997113,0.667977,1.37288,0.15751,1.06862,0.16299,1.13307,0.207225,All
-0.0419295,0.670479,1.45731,0.138677,1.1511,0.182269,1.21887,0.202171,All
0.0158524,0.687991,1.54175,0.0856031,1.23358,0.0963922,1.30467,0.203856,All
0.0736342,0.640457,1.62618,0.148949,1.31607,0.117423,1.39048,0.17353,All
0.131416,0.647963,1.71062,0.0907393,1.39855,0.0998974,1.47628,0.151628,All
0.189198,0.580415,1.79505,0.0753307,1.48103,0.0665982,1.56208,0.112879,All
0.24698,0.570407,1.87949,0.054786,1.56351,0.0806189,1.64789,0.122987,All
0.304761,0.440314,1.96392,0.0599222,1.646,0.10165,1.73369,0.0825532,All
