standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
0.362543,0.427806,2.04836,0.0513618,1.72848,0.0701034,1.81949,0.0842379,All
0.420325,0.387777,2.13279,0.0479377,1.81096,0.0701034,1.9053,0.0370647,All
0.478107,0.580415,2.21723,0.0393774,1.89344,0.0613405,1.9911,0.0572818,All
0.535889,0.457827,2.30166,0.029105,1.97593,0.0490724,2.0769,0.042119,All
0.593671,0.585418,2.3861,0.0188327,2.05841,0.0473198,2.16271,0.0320104,All
0.651452,0.535382,2.47053,0.0102724,2.14089,0.0175259,2.24851,0.0370647,All
0.709234,0.705504,2.55497,0.0256809,2.22337,0.050825,2.33431,0.0219019,All
0.767016,0.577913,2.6394,0.00342412,2.30586,0.0332991,2.42012,0.0151628,All
0.824798,0.642959,2.72384,0.00856031,2.38834,0.0245362,2.50592,0.0235866,All
0.88258,0.600429,2.80827,0.0136965,2.47082,0.0192784,2.59172,0.0134781,All
0.940362,0.612938,2.89271,0.00856031,2.5533,0.0105155,2.67753,0.00673904,All
0.998143,0.522873,2.97714,0.00342412,2.63579,0.00876293,2.76333,0.0101086,All
1.05593,0.445318,3.06158,0.00513618,2.71827,0.00525776,2.84913,0.00842379,All
1.11371,0.25268,3.14601,0.00171206,2.80075,0.00175259,2.93494,0.00673904,All
1.17149,0.130093,3.23045,0.00171206,2.88324,0.00175259,3.02074,0.00336952,All
1.22927,0.0850608,3.31488,0,2.96572,0.00350517,3.10654,0.00336952,All
1.28705,0.0525375,3.39932,0,3.0482,0.00175259,3.19235,0,All
1.34483,0.0125089,3.48375,0.00171206,3.13068,0,3.27815,0.00505428,All
1.40262,0.00500357,3.56819,0,3.21317,0,3.36395,0,All
1.4604,0.00500357,3.65262,0.00171206,3.29565,0.00350517,3.44976,0.00505428,All
