simulations,OFV
500,952.861
1000,951.137
1500,950.669
2000,950.416
2500,951.342
3000,951.255
3500,950.632
4000,950.618
4500,951.149
5000,951.143
5500,951.196
6000,951.211
6500,950.657
7000,950.784
7500,950.822
8000,950.849
8500,951.085
9000,950.684
9500,950.513
10000,950.387
10500,950.329
11000,950.489
11500,950.462
12000,950.348
12500,950.303
13000,950.357
13500,950.402
14000,950.466
14500,950.325
15000,950.3
15500,950.369
16000,950.397
16500,950.143
17000,950.163
17500,950.266
18000,950.26
18500,950.345
19000,950.391
19500,950.312
20000,950.271
20500,950.147
21000,950.08
21500,950.1
22000,950.171
22500,950.176
23000,949.953
23500,949.84
24000,949.872
24500,949.942
25000,949.994
25500,949.921
26000,949.889
26500,949.889
27000,949.884
27500,949.895
28000,949.934
28500,949.924
29000,950
29500,950.058
30000,950.09
