iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,685.73,1,10.2171,9.91367,66.2577,25.646,0.3,1.5,1.5,1.5,1.5
2,660.732,1,9.36256,9.70546,43.9666,46.751,0.24,1.34164,1.34164,1.34164,1.47662
3,611.864,1,9.42213,10.5544,47.1528,50.1559,0.192,1.2,1.29059,1.2,1.42472
4,577.219,1,9.14936,12.2105,46.2931,63.2414,0.155054,1.07331,1.15434,1.07331,1.34073
5,556.019,1,8.87232,11.6934,44.932,65.497,0.141497,0.96,1.03247,0.96,1.26701
6,535.629,1,9.13543,10.2784,44.2251,65.1943,0.130501,0.85865,0.960774,0.85865,1.25234
7,503.614,1,9.27625,10.3079,43.7471,66.2021,0.114035,0.768,1.00199,0.768,1.206
8,486.544,1,9.34707,11.6005,43.8369,64.7961,0.109751,0.68692,0.896205,0.68692,1.22365
9,471.546,1,9.34978,11.0131,43.6975,68.6868,0.106536,0.6144,0.80159,0.6144,1.21605
10,472.903,1,9.26579,11.5117,44.3137,71.0264,0.107553,0.549536,0.784701,0.549536,1.26256
11,467.309,1,9.29988,12.1102,43.8046,71.8759,0.106541,0.49152,0.805208,0.49152,1.2142
12,446.099,1,9.32761,12.3058,42.8702,75.0762,0.0977244,0.439629,0.83426,0.439629,1.15727
13,435.795,1,9.40261,11.3785,43.3601,74.2078,0.097137,0.393216,0.761549,0.393216,1.1571
14,432.059,1,9.44621,11.043,43.668,74.31,0.0962497,0.351703,0.769895,0.351703,1.12488
15,424.268,1,9.45988,10.7813,44.0574,70.2354,0.0971423,0.331362,0.688615,0.314573,1.05742
16,421.607,1,9.55391,10.495,43.6294,71.3008,0.0968804,0.323369,0.653567,0.281362,1.02467
17,418.101,1,9.62993,10.363,44.9274,68.8267,0.0966157,0.308966,0.644196,0.254444,1.02678
18,418.609,1,9.73731,10.2975,45.2921,65.447,0.103172,0.303878,0.580244,0.227582,1.00861
19,403.735,1,9.72919,9.8538,45.608,64.6969,0.0949235,0.30256,0.58431,0.203555,1.0346
20,399.081,1,9.74775,9.87088,46.1045,62.6417,0.0949862,0.295299,0.572294,0.182065,1.03273
21,398.497,1,9.63527,10.0248,45.9914,66.5158,0.0939781,0.304741,0.54211,0.172985,1.06139
22,404.352,1,9.6662,10.0422,46.1945,62.9209,0.0950442,0.305432,0.554391,0.181151,1.11916
23,396.743,1,9.7084,10.1455,46.5408,61.5905,0.0928479,0.294074,0.59423,0.170844,1.08408
24,394.065,1,9.75522,10.0719,46.1965,58.682,0.0925801,0.300716,0.571509,0.168647,1.02037
25,389.476,1,9.95557,10.5073,46.1046,56.4341,0.0949494,0.280495,0.522888,0.166162,0.943672
26,382.922,1,9.9669,10.0948,46.4216,56.3337,0.0916104,0.274453,0.509823,0.166257,0.923863
27,382.01,1,10.009,9.68217,46.7204,52.351,0.0904517,0.272128,0.52393,0.174527,0.890989
28,378.223,1,10.0051,10.2287,45.806,48.3915,0.0896994,0.266859,0.55401,0.156102,0.90818
29,380.13,1,10.0034,10.2879,45.41,50.4996,0.0932707,0.265464,0.523868,0.14233,0.902508
30,374.991,1,10.0119,10.6105,45.0986,50.4668,0.0916467,0.267154,0.507717,0.127468,0.9416
31,382.965,1,10.0218,10.3931,44.7468,49.3748,0.0954873,0.256801,0.520099,0.12455,0.956163
32,384.082,1,9.978,10.13,45.1454,49.7126,0.0945835,0.25762,0.54504,0.125853,0.964187
33,383.483,1,9.97261,10.2158,44.9008,50.7366,0.0937504,0.25413,0.575043,0.126269,0.941707
34,379.628,1,9.9907,10.6796,44.4676,55.6374,0.0918916,0.25802,0.553065,0.140025,0.898514
35,388.05,1,9.97363,10.4996,45.082,60.5873,0.0965595,0.258467,0.530537,0.140191,0.92807
36,385.202,1,10.0003,10.4367,45.091,60.033,0.0959075,0.258765,0.508288,0.14536,0.889058
37,385.798,1,10.0527,10.4606,44.9804,55.0199,0.0975348,0.259142,0.530589,0.134698,0.846733
38,390.177,1,10.052,10.787,44.8481,50.7375,0.0997499,0.255506,0.502717,0.134453,0.869736
39,383.127,1,10.0723,10.9035,44.7979,48.7925,0.0980169,0.257972,0.5126,0.121631,0.868065
40,382.693,1,10.1497,11.3152,45.1895,48.1077,0.0968451,0.262295,0.513435,0.125711,0.850092
41,379.559,1,10.1592,11.3244,45.2009,45.5676,0.0953398,0.261549,0.527452,0.121762,0.861147
42,378.789,1,10.0761,11.2063,45.3517,45.3979,0.0948601,0.263839,0.505514,0.120155,0.889151
43,379.417,1,10.1121,10.9129,45.1068,45.0134,0.0938863,0.256763,0.544536,0.130807,0.864348
44,391.472,1,10.1712,11.5645,44.8661,43.7052,0.0978653,0.254819,0.567897,0.141951,0.867913
45,394.285,1,10.1225,11.2355,44.7488,42.8274,0.0974602,0.253266,0.569285,0.147274,0.955457
46,391.083,1,10.1222,11.3778,44.8418,43.3495,0.0961943,0.256824,0.575334,0.148187,0.932375
47,385.338,1,10.0804,11.4239,45.0286,43.4749,0.0935743,0.264817,0.586276,0.139806,0.905443
48,397.244,1,10.067,11.4894,45.6718,43.3534,0.0997492,0.263154,0.589413,0.134568,0.931715
49,400.358,1,10.0857,11.1112,45.014,43.1664,0.101709,0.264617,0.602744,0.132555,0.918045
50,388.086,1,10.0527,11.1184,45.0356,44.7061,0.0987592,0.26303,0.563175,0.120772,0.900275
51,378.657,1,10.137,11.8315,45.036,40.5753,0.0945906,0.258181,0.552614,0.114454,0.920297
52,372.867,1,10.1251,12.3886,44.5326,43.9407,0.0924922,0.25722,0.544397,0.10916,0.916181
53,377.497,1,10.1314,12.5166,44.1201,42.1025,0.0946278,0.254762,0.5958,0.100054,0.928385
54,384.271,1,10.1178,13.3455,44.0523,44.4444,0.0976212,0.252662,0.604064,0.0996991,0.951228
55,384.759,1,10.1022,12.9922,43.984,47.1031,0.0962915,0.250493,0.603922,0.107048,0.962847
56,388.45,1,10.0827,12.6608,43.9321,47.0471,0.0979513,0.253242,0.585341,0.109222,0.98796
57,382.031,1,10.0352,12.6344,44.0962,48.7134,0.0960086,0.261891,0.548795,0.108637,0.969076
58,371.043,1,10.0192,12.4126,43.9178,52.6057,0.0916794,0.260333,0.493365,0.118771,0.949974
59,383.153,1,9.92399,12.3481,43.5138,56.3728,0.0928972,0.26746,0.516676,0.131512,0.974839
60,384.684,1,9.90306,12.5422,43.9237,57.6302,0.0943695,0.269032,0.549696,0.124057,1.01592
61,395.579,1,9.81068,12.6139,43.978,58.7232,0.0957759,0.275711,0.57525,0.133803,1.05389
62,395.829,1,9.74308,12.4984,43.7582,59.7014,0.0955293,0.27998,0.571711,0.132741,1.15689
63,391.672,1,9.61885,11.8585,44.0721,61.1492,0.0940873,0.289025,0.564668,0.125983,1.1729
64,385.776,1,9.66432,11.6251,44.7732,60.7387,0.091929,0.284023,0.59261,0.120736,1.16481
65,382.852,1,9.66843,11.3386,44.9151,62.8553,0.0930024,0.27897,0.537252,0.120408,1.16325
66,390.231,1,9.71279,11.3686,44.9469,61.3398,0.0947784,0.27196,0.54066,0.122226,1.20791
67,391.914,1,9.68682,11.3561,44.6897,61.3734,0.0930244,0.272649,0.556743,0.134643,1.20386
68,385.05,1,9.72387,11.1709,44.9743,60.5358,0.0903675,0.26882,0.588992,0.131088,1.18716
69,386.861,1,9.6886,11.2934,44.8936,61.609,0.0897874,0.274882,0.619364,0.130362,1.17299
70,380.675,1,9.77886,11.1059,44.9837,58.4169,0.0881168,0.26922,0.612845,0.12605,1.22795
71,384.534,1,9.79035,10.7521,44.8334,58.3131,0.0918691,0.26745,0.613769,0.113279,1.27299
72,388.877,1,9.82502,10.935,45.188,57.3355,0.0923251,0.254017,0.636298,0.120844,1.2339
73,390.132,1,9.80648,10.9833,44.8851,58.0647,0.0924663,0.248924,0.612842,0.130529,1.24834
74,401.579,1,9.82681,10.8403,45.683,57.3694,0.0973682,0.249476,0.620275,0.13659,1.24139
75,391.254,1,9.82285,11.2546,45.0776,57.7203,0.0930204,0.255705,0.606135,0.135255,1.23907
76,391.174,1,9.82766,11.9005,44.0799,56.912,0.0949928,0.255745,0.581334,0.127217,1.2445
77,385.853,1,9.88188,12.5558,44.3065,54.1674,0.0949186,0.249636,0.531513,0.12559,1.19726
78,397.889,1,9.99426,12.9464,44.8515,54.0079,0.101078,0.254902,0.546537,0.123658,1.14692
79,388.38,1,9.94581,12.9085,44.843,55.2846,0.0956777,0.250067,0.551056,0.122604,1.16262
80,387.317,1,9.94175,12.5372,44.9484,56.6496,0.0946692,0.249372,0.551131,0.128179,1.14451
81,388.781,1,9.864,11.8164,45.2001,58.3856,0.094626,0.258563,0.534866,0.129114,1.14833
82,384.383,1,9.91337,11.5199,45.1077,56.5009,0.0938415,0.264291,0.537911,0.128872,1.07399
83,383.188,1,9.9278,11.9732,44.993,59.1297,0.0935392,0.275841,0.540612,0.123841,1.05622
84,377.86,1,9.9741,11.9333,45.4853,59.3591,0.0923295,0.276184,0.532759,0.121991,0.997632
85,379.44,1,10.0263,12.1379,45.4332,54.7027,0.0923768,0.270917,0.550004,0.124432,0.953617
86,381.663,1,9.99042,12.0184,45.463,57.2334,0.0921981,0.272095,0.557561,0.130435,0.962158
87,388.387,1,9.90388,11.836,45.3312,59.8773,0.0940243,0.279225,0.556644,0.132186,1.0061
88,388.978,1,9.84659,11.3318,45.2632,60.8333,0.0948165,0.281634,0.531631,0.13119,1.04998
89,390.966,1,9.89807,11.6134,45.287,58.0181,0.0946381,0.27916,0.558457,0.135534,1.06748
90,386.969,1,9.93358,11.784,44.9355,59.2815,0.0945651,0.277693,0.588848,0.129569,1.02368
91,389.928,1,9.87695,12.1339,44.4139,56.1983,0.0946067,0.280367,0.589126,0.122632,1.0671
92,388.305,1,9.88184,12.3575,44.2501,54.0693,0.0924509,0.278007,0.611724,0.124422,1.10187
93,383.836,1,9.90925,11.9416,44.0491,49.8518,0.0923683,0.271662,0.616907,0.117558,1.10176
94,379.336,1,9.89852,12.2172,43.9002,50.8319,0.088233,0.267646,0.592415,0.132064,1.0964
95,377.573,1,9.92881,12.1237,43.8931,50.9124,0.0895284,0.265604,0.585923,0.129372,1.05718
96,377.46,1,9.98512,12.5865,43.6689,47.3694,0.092269,0.260431,0.534127,0.125879,1.03866
97,393.667,1,9.91855,12.0104,43.993,48.3906,0.0965203,0.259147,0.517184,0.143187,1.04596
98,390.702,1,9.97319,11.9888,44.8261,49.267,0.0953093,0.268038,0.511323,0.151275,1.03311
99,386.472,1,9.97079,12.1746,45.2984,51.0414,0.0942553,0.258285,0.52914,0.146681,1.02223
100,382.799,1,9.97153,13.0819,44.3388,51.794,0.0928412,0.260521,0.526351,0.145076,1.0021
101,386.281,1,9.92167,13.032,43.953,51.6391,0.0936323,0.264158,0.513403,0.147572,1.01995
102,389.497,1,9.86103,12.4957,43.9358,54.032,0.09418,0.264678,0.509155,0.144795,1.07782
103,383.801,1,9.88152,12.7407,43.9241,53.1465,0.0936324,0.269263,0.520343,0.134996,1.06202
104,387.243,1,9.8708,12.9742,43.5665,52.0353,0.0940826,0.268336,0.499877,0.142421,1.06288
