simulations, -2LL
1000,600.841
2000,600.126
3000,599.361
4000,599.324
5000,599.339
6000,599.332
7000,599.455
8000,599.457
9000,599.263
10000,599.294
11000,599.371
12000,599.382
13000,599.492
14000,599.583
15000,599.57
16000,599.634
17000,599.67
18000,599.685
19000,599.745
20000,599.732
21000,599.684
22000,599.712
23000,599.715
24000,599.691
25000,599.733
26000,599.759
27000,599.788
28000,599.761
29000,599.771
30000,599.795
