parameter,value,se_lin,rse_lin
Cl_pop,5.18083930459283,0.350950633093175,6.77401116807572
V1_pop,20.2821344352665,1.74769394791263,8.61691334060851
Q_pop,6.41316264144994,1.19902978564634,18.6963882359181
V2_pop,23.0519797062615,3.01620619428054,13.0843694672404
omega_Cl,0.252023145838176,0.0481443072749202,19.1031292442614
omega_V1,0.296812229530658,0.0647142786300235,21.8031038452676
omega_Q,0.60867326773258,0.148169631313888,24.3430489178286
omega_V2,0.303080963332713,0.134675600825665,44.4355195868314
corr_V2_V1,0.998832002757271,0.264208991580704,26.4517947814404
a1,0.303917505652788,0.0222841429180417,7.33229988518674
a2,0.0628741664631042,0.00633720538824903,10.0791879157043
