iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1094,434.486,1,6.60706,0.606623,25.7274,7.5028,28.5832,0.268,0.198513,0.317103,0.534325,0.323818,0.883152,0.354742,0.0621574
1095,426.87,1,6.60465,0.616432,25.5758,7.67358,28.1461,0.268,0.206209,0.309073,0.597513,0.315619,0.881015,0.352997,0.0605835
1096,441.542,1,6.6159,0.636114,25.6002,7.84511,28.6479,0.268,0.2086,0.301247,0.582383,0.332146,0.867976,0.35438,0.061004
1097,437.947,1,6.61673,0.629294,25.7283,8.0806,28.3216,0.268,0.206609,0.29362,0.585109,0.353433,0.867762,0.351437,0.0606188
1098,435.789,1,6.62428,0.613842,25.4158,8.28106,27.5595,0.268,0.211401,0.299685,0.60101,0.383851,0.853736,0.354751,0.0594271
1099,449.769,1,6.6072,0.619162,25.2554,7.79781,27.8817,0.268,0.214274,0.299562,0.585792,0.387458,0.829296,0.358298,0.0619792
1100,446.844,1,6.57634,0.630063,25.6444,7.7765,27.8792,0.268,0.208848,0.291977,0.618365,0.390565,0.807605,0.350166,0.0616313
1101,450.769,1,6.62525,0.609394,25.465,7.65785,28.0071,0.268,0.205469,0.301824,0.602707,0.380676,0.860556,0.354294,0.062755
1102,447.969,1,6.62374,0.63623,25.8129,7.58762,28.4706,0.268,0.210651,0.307258,0.587446,0.388922,0.834876,0.353432,0.0621473
1103,455.997,1,6.62037,0.647009,25.3574,8.32545,27.8412,0.268,0.213096,0.307547,0.658275,0.379074,0.821013,0.358131,0.0624082
1104,442.069,1,6.61426,0.629896,25.447,8.02078,27.96,0.268,0.214349,0.299759,0.641607,0.369476,0.789887,0.353795,0.060828
1105,442.913,1,6.63967,0.628792,25.5286,8.02132,29.055,0.268,0.210068,0.292169,0.625361,0.372432,0.800285,0.359031,0.0600305
1106,439.611,1,6.63126,0.645432,25.5272,8.07094,29.1047,0.268,0.206097,0.286136,0.609527,0.363002,0.846166,0.351325,0.0622842
1107,447.694,1,6.60506,0.633461,25.7853,8.09704,29.5636,0.268,0.213126,0.281086,0.597073,0.38195,0.842841,0.350953,0.0636644
1108,453.833,1,6.58508,0.629323,25.6842,7.84202,30.4922,0.268,0.208546,0.283201,0.610705,0.372279,0.844328,0.351186,0.065944
1109,455.422,1,6.56023,0.628608,25.4704,8.19159,30.1317,0.268,0.209175,0.289419,0.595242,0.381814,0.798637,0.347185,0.0653038
1110,450.629,1,6.60542,0.644453,24.5352,8.60473,29.0752,0.268,0.208509,0.28209,0.620757,0.372147,0.855292,0.354317,0.0642106
1111,438.01,1,6.60903,0.656785,24.8984,8.57285,29.0395,0.268,0.211951,0.274948,0.629609,0.362724,0.835289,0.351241,0.0625847
1112,443.379,1,6.62739,0.649894,25.2361,8.20708,30.4308,0.268,0.210053,0.267986,0.641179,0.353539,0.826839,0.358778,0.061
1113,453.16,1,6.63244,0.643532,25.6184,8.01322,30.7907,0.268,0.209891,0.2612,0.65124,0.344588,0.82344,0.351418,0.0638164
1114,443.649,1,6.59883,0.633724,25.6612,7.90067,29.6832,0.268,0.210436,0.254587,0.661856,0.33996,0.828912,0.353212,0.063059
1115,444.774,1,6.59921,0.654218,25.7466,7.92588,29.6061,0.268,0.206354,0.24814,0.650314,0.338517,0.813621,0.352046,0.0628801
1116,443.023,1,6.5742,0.640554,25.2487,8.27352,29.3421,0.268,0.206875,0.258284,0.648357,0.345379,0.842696,0.352336,0.0636569
1117,444.735,1,6.61251,0.638702,25.335,8.01906,29.1711,0.268,0.208869,0.258228,0.648553,0.336634,0.834661,0.352791,0.0645381
1118,438.999,1,6.55679,0.641344,25.0013,7.95243,29.4881,0.268,0.214171,0.26081,0.690815,0.365702,0.858088,0.351589,0.062904
1119,443.918,1,6.60783,0.627537,25.1772,7.97334,29.3599,0.268,0.21172,0.268784,0.673324,0.361687,0.845259,0.356931,0.0613112
1120,438.378,1,6.59455,0.654853,25.2696,7.98223,30.2289,0.268,0.212638,0.272643,0.656275,0.352529,0.864635,0.354372,0.061097
1121,440.086,1,6.59751,0.628671,25.1451,7.97652,31.0245,0.268,0.210434,0.265739,0.676938,0.343603,0.85035,0.357432,0.0601639
1122,435.124,1,6.57301,0.645468,25.5282,8.11126,31.413,0.268,0.214304,0.266816,0.659798,0.355086,0.845612,0.350134,0.0603637
1123,433.986,1,6.64865,0.640318,25.5881,8.00205,30.6823,0.268,0.213955,0.267805,0.643091,0.346095,0.836837,0.359615,0.0588352
1124,448.36,1,6.62299,0.639094,25.404,7.86597,30.4478,0.268,0.208963,0.26647,0.701731,0.337332,0.768455,0.352918,0.061347
1125,443.42,1,6.60492,0.637025,25.9592,7.68397,29.5587,0.268,0.208889,0.266108,0.683963,0.328791,0.782825,0.352748,0.0602255
1126,452.072,1,6.6028,0.613206,26.0509,6.93919,30.7214,0.268,0.209781,0.281121,0.670098,0.342284,0.756962,0.354554,0.0623282
1127,453.254,1,6.62876,0.623906,25.9244,7.19938,30.0527,0.268,0.208986,0.286067,0.673494,0.333617,0.733962,0.352744,0.0623416
1128,449.486,1,6.62691,0.620423,25.9279,7.59652,30.0603,0.268,0.209755,0.28896,0.656441,0.355469,0.812876,0.352621,0.0622414
1129,457.34,1,6.63425,0.628483,25.8833,7.93016,29.9985,0.268,0.209793,0.300409,0.655552,0.390745,0.791419,0.350605,0.0619861
1130,444.819,1,6.63344,0.626687,25.4143,7.95409,29.5553,0.268,0.204481,0.307943,0.638953,0.380851,0.772139,0.351495,0.061227
1131,441.228,1,6.59072,0.616993,25.3393,7.82113,29.5592,0.268,0.205603,0.337977,0.644085,0.414082,0.775564,0.353003,0.0596767
1132,438.442,1,6.60193,0.632047,25.3717,7.53921,29.0931,0.268,0.209153,0.329419,0.627776,0.403597,0.768971,0.357031,0.0581657
1133,436.399,1,6.58647,0.610874,25.4961,7.64557,29.4815,0.268,0.212637,0.321078,0.640087,0.393378,0.751948,0.354595,0.0566929
1134,438.911,1,6.57374,0.613064,25.5534,7.44456,31.1255,0.268,0.207253,0.312948,0.650088,0.395248,0.72111,0.352825,0.0573425
1135,444.538,1,6.59582,0.614698,25.3974,7.59238,31.3764,0.268,0.207542,0.305024,0.633628,0.38524,0.674486,0.355652,0.0573919
1136,444.067,1,6.61596,0.623936,25.9773,7.5047,30.1414,0.268,0.205644,0.317687,0.617584,0.376287,0.700984,0.352524,0.0581352
1137,443.847,1,6.59975,0.614395,25.8491,7.54073,31.0491,0.268,0.214362,0.309643,0.60225,0.366759,0.73858,0.355275,0.0589114
1138,444.903,1,6.61168,0.627237,26.0607,7.55924,31.6626,0.268,0.213469,0.307625,0.629239,0.391506,0.753257,0.359624,0.0574197
1139,443.139,1,6.58428,0.631851,25.6419,7.51698,31.0989,0.268,0.213236,0.299836,0.682912,0.381593,0.730639,0.358643,0.0568076
1140,449.388,1,6.59702,0.640855,25.7117,7.97698,32.479,0.268,0.207837,0.292244,0.665621,0.389604,0.693771,0.351877,0.0600685
1141,452.103,1,6.60485,0.648302,25.8596,7.90555,33.3981,0.268,0.214959,0.284844,0.691412,0.379739,0.731709,0.353286,0.0614577
1142,442.383,1,6.56527,0.632253,25.4306,7.27696,32.0465,0.268,0.212369,0.310865,0.673905,0.403825,0.786175,0.356932,0.0599015
1143,447.125,1,6.56596,0.650443,26.0403,7.12103,32.2421,0.268,0.212391,0.303372,0.656841,0.427842,0.82373,0.351778,0.060233
1144,458.368,1,6.57957,0.622095,26.5376,7.16586,32.6737,0.268,0.215222,0.297518,0.659624,0.417009,0.787799,0.350966,0.0621813
1145,452.021,1,6.59739,0.622047,26.4125,7.34135,31.9508,0.268,0.212173,0.289984,0.642922,0.40645,0.798501,0.352137,0.0628251
1146,442.576,1,6.62673,0.628591,25.9588,7.58001,31.2625,0.268,0.206801,0.282642,0.628578,0.396159,0.758996,0.352128,0.0612343
1147,442.572,1,6.57302,0.624819,26.0232,7.15569,31.4113,0.268,0.202424,0.282261,0.636499,0.386128,0.843078,0.348375,0.0608589
1148,450.67,1,6.63294,0.617096,25.6964,7.43394,29.6912,0.268,0.209606,0.275114,0.670763,0.376351,0.837199,0.356167,0.0615239
1149,441.969,1,6.59059,0.617614,25.9395,7.35821,30.3056,0.268,0.206916,0.268148,0.653779,0.366846,0.84661,0.351254,0.0611939
1150,434.474,1,6.60187,0.630073,26.7197,7.28231,31.446,0.268,0.208312,0.264011,0.673699,0.371348,0.876007,0.353404,0.0596444
1151,431.172,1,6.60417,0.614802,26.1478,7.63036,30.6702,0.268,0.205745,0.257326,0.672992,0.379028,0.874224,0.351606,0.060788
1152,432.832,1,6.56419,0.622371,25.6848,7.74766,30.7233,0.268,0.211411,0.261546,0.699765,0.37992,0.900325,0.351768,0.0603437
1153,440.153,1,6.57381,0.609033,25.3,7.91075,30.9288,0.268,0.206058,0.268077,0.725727,0.390769,0.900689,0.351933,0.0617629
1154,427.683,1,6.59287,0.63103,25.3786,7.85446,30.5552,0.268,0.207459,0.272197,0.707351,0.380875,0.901632,0.354704,0.0601991
1155,435.361,1,6.59721,0.607758,25.4962,7.91998,30.1775,0.268,0.207301,0.265305,0.698797,0.371231,0.895296,0.354445,0.0594004
1156,439.672,1,6.58553,0.615845,25.3445,7.86843,30.5443,0.268,0.212671,0.27518,0.681103,0.368781,0.896513,0.351421,0.061645
1157,432.012,1,6.60621,0.598613,25.6562,7.72096,29.8705,0.268,0.211631,0.268213,0.663857,0.359443,0.874947,0.349697,0.0600841
1158,441.836,1,6.57434,0.628978,25.6656,7.49267,29.8602,0.268,0.210844,0.269454,0.667212,0.350342,0.880789,0.353985,0.060593
1159,436.778,1,6.62907,0.622439,25.9762,7.75135,30.3185,0.268,0.205787,0.262632,0.650318,0.341471,0.890358,0.34697,0.0632005
1160,442.028,1,6.61553,0.618582,25.8551,7.69766,30.9259,0.268,0.211782,0.256876,0.693125,0.350872,0.861126,0.351947,0.0623525
1161,433.951,1,6.64415,0.634764,25.6542,8.14382,29.0801,0.268,0.207551,0.269504,0.675574,0.353893,0.846673,0.356778,0.0607737
1162,433.899,1,6.64501,0.648583,25.8275,8.08432,29.5499,0.268,0.218211,0.268446,0.658468,0.394327,0.868434,0.357088,0.0592348
1163,425.324,1,6.6299,0.625699,25.8265,7.79272,28.8582,0.268,0.212686,0.286009,0.641795,0.422692,0.926871,0.354272,0.057735
1164,431.756,1,6.62632,0.623291,25.8708,7.96148,29.3709,0.268,0.207596,0.286915,0.650446,0.422853,0.924305,0.353915,0.0590282
1165,429.912,1,6.63752,0.621973,25.962,8.02075,29.3072,0.268,0.209683,0.279651,0.633977,0.412146,0.902142,0.357122,0.0580343
1166,433.548,1,6.63431,0.612532,25.3236,8.15445,28.8806,0.268,0.212512,0.27973,0.654065,0.40171,0.880304,0.353365,0.0592663
1167,436.688,1,6.58618,0.645822,25.0285,7.68758,28.9435,0.268,0.208415,0.279726,0.641779,0.41197,0.862438,0.356852,0.0577656
1168,441.839,1,6.62383,0.630152,25.4908,7.79726,28.9616,0.268,0.212366,0.272643,0.657195,0.411138,0.824524,0.356133,0.0574702
1169,452.442,1,6.60302,0.625664,25.4992,7.88428,28.7889,0.268,0.213453,0.269821,0.656768,0.436105,0.783948,0.355853,0.058506
1170,447.553,1,6.62503,0.619291,25.2479,8.10405,28.5854,0.268,0.209531,0.262989,0.651985,0.429076,0.754635,0.36012,0.0570246
1171,445.087,1,6.61654,0.633295,25.1767,8.41391,28.0071,0.268,0.211753,0.257519,0.677338,0.418212,0.723258,0.354677,0.0585795
1172,442.909,1,6.62368,0.612839,25.5103,7.86957,28.9731,0.268,0.206391,0.2605,0.660187,0.407622,0.797294,0.35758,0.0610456
1173,445.607,1,6.62786,0.614284,25.1145,8.07019,29.4365,0.268,0.204106,0.266977,0.660811,0.397301,0.821333,0.357094,0.0616976
1174,449.599,1,6.62947,0.616955,24.711,8.73202,29.7924,0.268,0.202118,0.267749,0.670267,0.387241,0.799962,0.357238,0.0615796
1175,445.813,1,6.61432,0.638624,24.7511,8.06513,30.0836,0.268,0.206196,0.26097,0.653296,0.377436,0.770075,0.356454,0.0603715
1176,442.973,1,6.599,0.633124,24.9874,7.66213,29.6194,0.268,0.211795,0.254362,0.636754,0.367879,0.816047,0.358905,0.0599741
1177,442.161,1,6.61126,0.622404,25.1478,7.82874,29.2969,0.268,0.208472,0.274086,0.640102,0.381542,0.827094,0.354689,0.0601801
1178,447.098,1,6.62381,0.599483,25.1404,8.10181,29.796,0.268,0.203193,0.269608,0.63083,0.377713,0.841338,0.353591,0.0619084
1179,444.926,1,6.63679,0.594329,25.5511,7.96259,30.6101,0.268,0.206561,0.269831,0.625374,0.372822,0.810904,0.35321,0.0610421
1180,437.551,1,6.62025,0.629379,25.6201,7.61215,30.9385,0.268,0.209424,0.262999,0.680282,0.375299,0.745788,0.353891,0.0594964
1181,442.816,1,6.61665,0.614506,25.7416,7.44506,30.9961,0.268,0.20756,0.269848,0.663057,0.365796,0.783134,0.355315,0.0589067
1182,448.835,1,6.61528,0.649122,25.0615,7.97652,32.457,0.268,0.215165,0.277526,0.699699,0.37157,0.781104,0.354219,0.0599271
1183,448.832,1,6.60069,0.626442,25.3246,8.13585,32.165,0.268,0.218153,0.284036,0.743181,0.362162,0.731945,0.358709,0.0584097
1184,440.301,1,6.56987,0.614202,25.3705,7.41034,32.0684,0.268,0.212629,0.276844,0.724363,0.352992,0.747591,0.349626,0.0590444
1185,446.517,1,6.57941,0.6466,25.4667,7.38886,32.9511,0.268,0.214488,0.273819,0.706022,0.344054,0.73149,0.355337,0.0603403
1186,432.14,1,6.57099,0.600692,25.4055,8.01155,32.588,0.268,0.209057,0.266885,0.720605,0.346952,0.791454,0.348565,0.0588125
1187,444.089,1,6.55962,0.597424,25.4699,7.55365,32.9337,0.268,0.208326,0.262918,0.739381,0.348607,0.834253,0.349197,0.0612053
1188,434.08,1,6.6029,0.609881,26.1146,7.14438,33.3556,0.268,0.208917,0.256261,0.72066,0.390944,0.913932,0.354718,0.0621229
1189,437.609,1,6.59509,0.614136,26.0195,7.56208,33.0157,0.268,0.211222,0.267771,0.702412,0.394878,0.913814,0.350317,0.0623944
1190,437.491,1,6.61441,0.608549,26.0969,7.77108,32.7492,0.268,0.205874,0.271124,0.684627,0.384879,0.919678,0.346821,0.0636828
1191,435.398,1,6.56758,0.642316,25.6272,7.61041,32.5264,0.268,0.211262,0.267181,0.667292,0.375134,0.902799,0.350199,0.0620703
1192,428.463,1,6.59228,0.611252,26.1091,7.32656,32.843,0.268,0.205912,0.260504,0.650395,0.38255,0.895989,0.350626,0.0604987
1193,434.344,1,6.6013,0.598607,25.945,7.30391,32.801,0.268,0.205692,0.265171,0.653753,0.380918,0.89394,0.350726,0.0597847
1194,438.164,1,6.56877,0.613212,25.8115,7.16974,32.8421,0.268,0.209301,0.266328,0.6372,0.371273,0.876467,0.349293,0.0604177
1195,433.513,1,6.58972,0.615489,26.0231,7.23543,32.375,0.268,0.204225,0.294565,0.632058,0.407164,0.909991,0.355003,0.0600037
1196,432.657,1,6.58983,0.640858,25.8705,7.48015,31.9228,0.268,0.208282,0.287543,0.616054,0.418448,0.911182,0.35343,0.0596712
1197,441.339,1,6.59275,0.655874,26.261,7.52014,32.6187,0.268,0.208312,0.281899,0.600455,0.425212,0.897591,0.35508,0.0614361
1198,439.23,1,6.59535,0.637619,26.1493,7.42596,33.585,0.268,0.213282,0.281175,0.610441,0.414445,0.902264,0.355467,0.0616284
1199,440.239,1,6.61308,0.618984,26.2335,7.47031,33.6145,0.268,0.208176,0.274056,0.667112,0.403951,0.897894,0.352253,0.0616345
1200,442.482,1,6.60489,0.609783,26.1184,7.57081,33.0453,0.268,0.211403,0.279677,0.674197,0.393723,0.909874,0.35526,0.061815
1201,444.531,1,6.60361,0.610697,26.3621,7.70978,33.0744,0.268,0.21751,0.287926,0.665985,0.397055,0.906824,0.354764,0.0616609
1202,437.337,1,6.60935,0.606101,26.2045,7.75841,32.8925,0.268,0.212003,0.285655,0.649122,0.387001,0.883798,0.353762,0.0600996
1203,436.977,1,6.57672,0.610246,25.9393,7.52601,32.5414,0.268,0.208913,0.283612,0.632686,0.377202,0.900295,0.348989,0.0621289
1204,431.021,1,6.60833,0.606341,26.2031,7.42727,32.5931,0.268,0.20902,0.27643,0.616666,0.374036,0.903888,0.351881,0.0607651
1205,430.461,1,6.57826,0.604919,26.3178,7.20306,32.4538,0.268,0.212356,0.287096,0.601052,0.37236,0.906459,0.353366,0.06088
1206,440.321,1,6.5763,0.606854,26.1365,7.15237,32.8657,0.268,0.213074,0.279827,0.645394,0.381138,0.896033,0.355502,0.0594029
1207,442.295,1,6.61255,0.630107,26.3209,7.17157,33.3082,0.268,0.208771,0.273741,0.645764,0.371488,0.850219,0.360259,0.0598851
1208,434.443,1,6.60318,0.654114,25.9529,7.37839,32.9288,0.268,0.20921,0.284238,0.634297,0.370019,0.871047,0.358015,0.0592851
1209,429.608,1,6.6143,0.648057,25.8903,7.34862,33.2083,0.268,0.209605,0.288345,0.661699,0.383147,0.892933,0.357916,0.0577839
1210,430.76,1,6.60826,0.63705,25.8061,7.90979,32.8911,0.268,0.215404,0.281044,0.644945,0.373446,0.881705,0.355956,0.0588161
1211,430.59,1,6.64014,0.627642,25.4542,7.93796,31.804,0.268,0.20995,0.293141,0.651865,0.36399,0.855898,0.356097,0.0573269
1212,427.586,1,6.62729,0.622935,25.7744,7.88443,31.7571,0.268,0.206353,0.295648,0.664151,0.354773,0.837045,0.356048,0.0567199
1213,430.567,1,6.61577,0.610412,24.8318,8.03048,31.6082,0.268,0.208157,0.303428,0.697541,0.363586,0.822304,0.354793,0.0568193
1214,442.839,1,6.63038,0.625305,25.3837,8.31965,31.6111,0.268,0.214921,0.29775,0.689707,0.375708,0.82734,0.358957,0.0579616
1215,449.783,1,6.60942,0.610392,24.9967,8.26245,32.1532,0.268,0.209479,0.293296,0.672243,0.373724,0.830285,0.35386,0.061388
1216,443.599,1,6.59499,0.617043,24.6348,8.37406,30.9505,0.268,0.212199,0.288428,0.670236,0.384674,0.816591,0.354203,0.0598336
1217,450.346,1,6.6027,0.636181,24.4373,8.48749,30.6198,0.268,0.209945,0.28512,0.662985,0.377836,0.830872,0.356164,0.0604434
1218,433.669,1,6.63049,0.640644,24.8823,8.3951,30.6889,0.268,0.207359,0.293228,0.681733,0.368269,0.831589,0.355547,0.058913
1219,437.175,1,6.61842,0.654288,24.2611,8.71467,29.8288,0.268,0.210306,0.285803,0.669466,0.373487,0.842082,0.359106,0.0576669
1220,433.479,1,6.57944,0.617669,24.6444,8.37566,30.855,0.268,0.210351,0.278567,0.721381,0.36403,0.829128,0.358315,0.0564423
1221,431.58,1,6.61197,0.621871,24.6805,8.1124,30.1055,0.268,0.209542,0.271513,0.703115,0.361789,0.803079,0.356715,0.0566727
1222,438.01,1,6.59951,0.620986,24.6673,8.29773,29.9807,0.268,0.206613,0.264638,0.788817,0.352628,0.858533,0.354941,0.0591876
1223,435.194,1,6.60564,0.601264,24.8022,8.17944,29.1964,0.268,0.211617,0.272592,0.810454,0.345896,0.815458,0.359842,0.057689
1224,449.307,1,6.6103,0.604601,25.2626,8.24956,30.4797,0.268,0.214057,0.273729,0.789933,0.337137,0.84189,0.355118,0.0614839
1225,440.427,1,6.5938,0.614914,25.0893,8.06975,30.2598,0.268,0.209605,0.285215,0.769931,0.368216,0.872878,0.35146,0.0599668
1226,437.83,1,6.61099,0.588228,25.2963,8.13345,30.8774,0.268,0.212695,0.277994,0.750436,0.373334,0.836033,0.352437,0.0584915
1227,436.757,1,6.6079,0.598171,24.6846,8.42573,30.8916,0.268,0.213108,0.270955,0.745671,0.377426,0.849575,0.354002,0.0582688
1228,446.897,1,6.55911,0.631357,25.0204,7.98326,31.4511,0.268,0.21297,0.264094,0.72679,0.390365,0.855685,0.351251,0.0618057
1229,451.879,1,6.58788,0.617783,24.9814,8.08879,30.9905,0.268,0.209965,0.270348,0.722585,0.399428,0.808704,0.355029,0.0609994
1230,450.891,1,6.57858,0.614396,25.1206,8.22505,31.0199,0.268,0.209099,0.274878,0.715469,0.422184,0.827312,0.358236,0.0594548
1231,456.986,1,6.60726,0.654326,25.1151,8.43508,30.633,0.268,0.21614,0.283977,0.713567,0.439251,0.82262,0.362441,0.0608932
1232,440.508,1,6.59877,0.623501,25.127,8.04525,30.4845,0.268,0.212792,0.287389,0.695499,0.428129,0.833937,0.353264,0.0602015
1233,440.17,1,6.57627,0.632767,25.1536,7.84772,30.6149,0.268,0.213047,0.280113,0.677888,0.417288,0.84228,0.353888,0.0588286
1234,438.007,1,6.60666,0.644106,25.1449,8.05464,30.129,0.268,0.212462,0.276499,0.660724,0.406722,0.856743,0.356405,0.0602475
1235,436.681,1,6.61064,0.624135,25.3349,7.79161,29.2801,0.268,0.209198,0.269498,0.643994,0.396424,0.822374,0.35672,0.0587273
1236,445.622,1,6.59852,0.629669,25.1716,7.84303,28.513,0.268,0.209002,0.27422,0.649679,0.386386,0.789201,0.359306,0.0605062
1237,446.352,1,6.59403,0.607303,25.6795,7.4762,28.2236,0.268,0.204647,0.279038,0.639929,0.378855,0.789579,0.350757,0.062088
1238,449.014,1,6.58901,0.592954,25.4643,7.83046,28.1639,0.268,0.206577,0.287116,0.623726,0.392789,0.82098,0.348844,0.0623086
1239,446.803,1,6.6169,0.601534,25.6273,7.99398,29.5249,0.268,0.213485,0.280975,0.618743,0.396538,0.808337,0.353336,0.0607309
1240,441.646,1,6.63569,0.622418,25.173,8.5019,29.3297,0.268,0.210644,0.27386,0.65288,0.386498,0.790129,0.357285,0.060459
1241,441.623,1,6.60564,0.618041,25.063,8.2119,29.6666,0.268,0.205311,0.274221,0.636349,0.412674,0.792361,0.353886,0.059742
1242,442.321,1,6.60074,0.636397,25.1479,8.17114,29.5894,0.268,0.209127,0.287688,0.630702,0.429219,0.860728,0.352839,0.0598331
1243,448.422,1,6.63261,0.615301,25.1678,8.55285,30.0486,0.268,0.203832,0.307904,0.656428,0.418351,0.86183,0.357896,0.0591493
1244,451.865,1,6.60564,0.628798,25.0896,8.38673,30.3273,0.268,0.209004,0.300107,0.669514,0.409886,0.856527,0.355957,0.0599801
1245,460.335,1,6.61891,0.59841,25.2417,8.69601,30.0671,0.268,0.206977,0.292509,0.652561,0.426625,0.805478,0.353983,0.0615675
1246,456.279,1,6.65601,0.635569,25.7817,8.0766,30.2875,0.268,0.208405,0.285102,0.636038,0.44184,0.787339,0.358281,0.0613939
1247,446.686,1,6.61949,0.618586,25.9651,7.81385,29.3719,0.268,0.210174,0.277883,0.619933,0.430653,0.714298,0.354449,0.0598394
1248,451.228,1,6.6235,0.641824,25.9911,7.95784,28.9699,0.268,0.215303,0.278078,0.604236,0.419748,0.750459,0.353823,0.0602985
1249,443.194,1,6.6487,0.638782,26.0116,7.57321,30.782,0.268,0.211509,0.276054,0.590976,0.40912,0.749049,0.358332,0.0587717
1250,445.564,1,6.61411,0.640806,26.4383,7.66012,31.6182,0.268,0.209422,0.271251,0.585727,0.40658,0.797708,0.352803,0.0598791
1251,438.129,1,6.62427,0.661486,26.7855,7.31694,31.21,0.268,0.210876,0.269699,0.570896,0.42835,0.826006,0.358466,0.0601994
1252,448.734,1,6.58632,0.623986,26.6782,6.93837,32.1772,0.268,0.209253,0.288544,0.55644,0.470477,0.809032,0.357574,0.0597217
1253,445.577,1,6.5891,0.645273,26.9219,7.01246,31.1119,0.268,0.2155,0.292581,0.542351,0.458565,0.828305,0.3544,0.0600504
1254,440.624,1,6.6075,0.652613,26.4355,7.13457,31.7725,0.268,0.210044,0.285173,0.543695,0.446953,0.834028,0.355187,0.0599873
1255,443.834,1,6.6148,0.630895,26.0608,7.22555,30.4796,0.268,0.21254,0.283055,0.551698,0.457801,0.827408,0.357435,0.0598985
1256,430.072,1,6.62721,0.61995,25.8638,7.4413,30.6924,0.268,0.209091,0.281301,0.537729,0.44621,0.830501,0.353986,0.0583818
1257,433.211,1,6.63667,0.61973,25.5862,7.65332,31.1398,0.268,0.205317,0.286605,0.550984,0.434911,0.812809,0.355693,0.0589528
1258,435.49,1,6.61343,0.640357,25.8599,7.23519,31.3775,0.268,0.205343,0.292803,0.537033,0.423899,0.823577,0.354891,0.0595466
1259,437.09,1,6.63302,0.618629,26.042,7.40579,31.4414,0.268,0.209487,0.287564,0.594035,0.413166,0.844504,0.358788,0.0580463
1260,437.873,1,6.61386,0.629807,26.0016,7.57288,30.508,0.268,0.207687,0.281821,0.608143,0.416257,0.872471,0.352753,0.0599583
1261,436.014,1,6.62547,0.631949,25.8644,7.8407,29.9323,0.268,0.211552,0.291066,0.59878,0.406122,0.871787,0.356538,0.0591901
1262,439.115,1,6.61525,0.61908,25.5677,7.86241,30.914,0.268,0.211457,0.309465,0.583618,0.422213,0.887373,0.357934,0.0586819
1263,443.299,1,6.63566,0.633752,25.4925,8.06818,30.0583,0.268,0.21174,0.301629,0.620972,0.411523,0.833651,0.354869,0.0602363
1264,428.977,1,6.63338,0.640323,25.4131,8.12241,29.4414,0.268,0.207779,0.298941,0.605249,0.409658,0.879863,0.352725,0.0587111
1265,440.014,1,6.64468,0.65804,25.5991,8.36862,29.5928,0.268,0.213125,0.291372,0.589924,0.401431,0.861987,0.353332,0.0598832
1266,439.981,1,6.63617,0.645377,25.7195,8.02942,29.633,0.268,0.20802,0.294542,0.574986,0.391267,0.88765,0.356141,0.0604008
1267,442.3,1,6.61515,0.644234,25.7694,7.90628,30.905,0.268,0.206383,0.308539,0.560427,0.410002,0.879385,0.356454,0.0625954
1268,447.913,1,6.62177,0.617303,25.5389,8.19133,31.124,0.268,0.210737,0.318031,0.661761,0.405597,0.890118,0.356128,0.0612442
1269,461.308,1,6.57757,0.624624,25.7369,7.78894,31.092,0.268,0.213921,0.309978,0.646247,0.421399,0.874238,0.353026,0.0646688
1270,441.3,1,6.61707,0.632135,25.8907,7.4967,31.0135,0.268,0.210219,0.305612,0.648784,0.410729,0.906069,0.358482,0.0630314
1271,437.637,1,6.62132,0.606769,26.1622,7.46621,31.3021,0.268,0.204896,0.297873,0.635786,0.400329,0.91127,0.349405,0.0619683
1272,437.704,1,6.58292,0.628272,25.8023,8.03747,31.0078,0.268,0.21114,0.294983,0.63741,0.390193,0.907967,0.350788,0.0615058
1273,443.965,1,6.57675,0.610079,25.6803,7.70809,29.7473,0.268,0.208157,0.304132,0.633511,0.380313,0.890858,0.354015,0.0624975
1274,446.426,1,6.60483,0.611066,25.6208,7.79507,29.5324,0.268,0.209016,0.305408,0.659293,0.390638,0.867988,0.35137,0.0630296
1275,439.904,1,6.60407,0.606498,25.2736,8.19091,29.8116,0.268,0.215697,0.305205,0.68336,0.380747,0.85849,0.357504,0.0614336
1276,439.251,1,6.62608,0.62328,26.0182,7.9135,30.8303,0.268,0.211877,0.297477,0.666056,0.371106,0.862271,0.357223,0.0601303
1277,449.384,1,6.62303,0.63763,26.3063,7.74518,31.0438,0.268,0.212938,0.289945,0.649192,0.361709,0.838924,0.352756,0.0628127
1278,448.654,1,6.57666,0.634239,25.2645,8.09761,29.5421,0.268,0.207546,0.295879,0.643606,0.356493,0.83297,0.349446,0.0629255
1279,437.091,1,6.5847,0.63439,25.7674,7.70726,30.7206,0.268,0.206948,0.300641,0.63282,0.371697,0.840149,0.353327,0.0613322
1280,445.549,1,6.63325,0.606222,26.0333,7.71972,31.8806,0.268,0.207712,0.293028,0.661438,0.362286,0.80187,0.35394,0.0607561
1281,438.014,1,6.65424,0.610556,26.0957,7.73089,31.8569,0.268,0.2066,0.285609,0.703931,0.36474,0.803075,0.359862,0.0592177
