simulations, -2LL
1000,596.548
2000,593.65
3000,594.127
4000,594.36
5000,594.708
6000,594.768
7000,595
8000,595.099
9000,595.16
10000,595.18
11000,595.225
12000,595.29
13000,595.34
14000,595.362
15000,595.407
16000,595.476
17000,595.542
18000,595.559
19000,595.632
20000,595.624
21000,595.589
22000,595.602
23000,595.586
24000,595.513
25000,595.533
26000,595.581
27000,595.603
28000,595.63
29000,595.584
30000,595.594
