Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_bias_abscissa,Cl_vs_bias_spline,Cl_vs_bias_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_bias_abscissa,Q_vs_bias_spline,Q_vs_bias_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_bias_abscissa,V1_vs_bias_spline,V1_vs_bias_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_bias_abscissa,V2_vs_bias_spline,V2_vs_bias_regression,bias_vs_Cl_abscissa,bias_vs_Cl_spline,bias_vs_Cl_regression,bias_vs_Q_abscissa,bias_vs_Q_spline,bias_vs_Q_regression,bias_vs_V1_abscissa,bias_vs_V1_spline,bias_vs_V1_regression,bias_vs_V2_abscissa,bias_vs_V2_spline,bias_vs_V2_regression
-1.03379,0.0803347,0.021957,-0.504137,-0.127469,-0.155015,-0.65736,-0.108797,-0.13282,-2.4747,0.04881,0.0551998,-0.402261,-0.0617873,0.0383618,-0.504137,-0.185054,-0.155365,-0.65736,-0.133286,-0.126014,-2.4747,-0.212995,-0.213211,-0.402261,-0.141672,-0.176595,-1.03379,-0.0253458,-0.0707437,-0.65736,-0.482838,-0.488183,-2.4747,0.0286804,0.0367932,-0.402261,-0.169051,-0.210544,-1.03379,-0.0373642,-0.0861657,-0.504137,-0.662125,-0.65121,-2.4747,0.0410551,0.0586632,-0.402261,0.896563,0.741159,-1.03379,-1.07271,-1.39982,-0.504137,-0.247826,0.409843,-0.65736,0.112644,0.64286
-1.01474,0.0756952,0.0215774,-0.49273,-0.131761,-0.151479,-0.643519,-0.112912,-0.129942,-2.41011,0.0489254,0.0537585,-0.394167,-0.0778597,0.0374127,-0.49273,-0.156552,-0.152058,-0.643519,-0.102629,-0.123507,-2.41011,-0.211933,-0.207727,-0.394167,-0.143105,-0.173038,-1.01474,-0.0317968,-0.0694138,-0.643519,-0.469943,-0.477706,-2.41011,0.0367928,0.0358275,-0.394167,-0.173621,-0.20655,-1.01474,-0.0466498,-0.0847742,-0.49273,-0.648444,-0.636755,-2.41011,0.0519686,0.0567848,-0.394167,0.950837,0.724914,-1.01474,-1.0571,-1.3751,-0.49273,-0.128407,0.399018,-0.643519,0.254063,0.627603
-0.995701,0.0710557,0.0211978,-0.481322,-0.136052,-0.147943,-0.629678,-0.117027,-0.127063,-2.34551,0.0490407,0.0523173,-0.386074,-0.093932,0.0364636,-0.481322,-0.128049,-0.148752,-0.629678,-0.0719717,-0.121,-2.34551,-0.210871,-0.202242,-0.386074,-0.144537,-0.169482,-0.995701,-0.0382479,-0.0680838,-0.629678,-0.457048,-0.46723,-2.34551,0.0449053,0.0348617,-0.386074,-0.178191,-0.202556,-0.995701,-0.0559354,-0.0833828,-0.481322,-0.634762,-0.622299,-2.34551,0.0628822,0.0549065,-0.386074,1.00511,0.708668,-0.995701,-1.04149,-1.35038,-0.481322,-0.00898825,0.388194,-0.629678,0.395482,0.612346
-0.976659,0.0664162,0.0208183,-0.469915,-0.140344,-0.144407,-0.615836,-0.121142,-0.124185,-2.28092,0.0491561,0.0508761,-0.37798,-0.110004,0.0355145,-0.469915,-0.099547,-0.145445,-0.615836,-0.0413147,-0.118493,-2.28092,-0.209809,-0.196758,-0.37798,-0.145969,-0.165926,-0.976659,-0.0446989,-0.0667538,-0.615836,-0.444152,-0.456753,-2.28092,0.0530178,0.033896,-0.37798,-0.182761,-0.198562,-0.976659,-0.0652209,-0.0819914,-0.469915,-0.62108,-0.607843,-2.28092,0.0737957,0.0530282,-0.37798,1.05939,0.692423,-0.976659,-1.02587,-1.32565,-0.469915,0.110431,0.37737,-0.615836,0.536901,0.597088
-0.957616,0.0617767,0.0204387,-0.458508,-0.144635,-0.14087,-0.601995,-0.125257,-0.121307,-2.21633,0.0492715,0.0494348,-0.369886,-0.126077,0.0345654,-0.458508,-0.0710446,-0.142139,-0.601995,-0.0106576,-0.115986,-2.21633,-0.208747,-0.191274,-0.369886,-0.147401,-0.162369,-0.957616,-0.05115,-0.0654239,-0.601995,-0.431257,-0.446277,-2.21633,0.0611303,0.0329303,-0.369886,-0.187331,-0.194568,-0.957616,-0.0745065,-0.0806,-0.458508,-0.607399,-0.593387,-2.21633,0.0847093,0.0511499,-0.369886,1.11366,0.676178,-0.957616,-1.01026,-1.30093,-0.458508,0.22985,0.366546,-0.601995,0.67832,0.581831
-0.938574,0.0571372,0.0200591,-0.447101,-0.148927,-0.137334,-0.588154,-0.129373,-0.118429,-2.15174,0.0493868,0.0479936,-0.361793,-0.142149,0.0336163,-0.447101,-0.0425423,-0.138832,-0.588154,0.0199995,-0.113479,-2.15174,-0.207685,-0.18579,-0.361793,-0.148833,-0.158813,-0.938574,-0.0576011,-0.0640939,-0.588154,-0.418361,-0.435801,-2.15174,0.0692428,0.0319646,-0.361793,-0.191901,-0.190574,-0.938574,-0.0837921,-0.0792085,-0.447101,-0.593717,-0.578931,-2.15174,0.0956228,0.0492716,-0.361793,1.16794,0.659932,-0.938574,-0.99465,-1.27621,-0.447101,0.349269,0.355721,-0.588154,0.819739,0.566573
-0.919531,0.0524977,0.0196795,-0.435694,-0.153218,-0.133798,-0.574313,-0.133488,-0.115551,-2.08714,0.0495022,0.0465523,-0.353699,-0.158221,0.0326673,-0.435694,-0.0140399,-0.135525,-0.574313,0.0506565,-0.110971,-2.08714,-0.206623,-0.180306,-0.353699,-0.150266,-0.155257,-0.919531,-0.0640521,-0.0627639,-0.574313,-0.405466,-0.425324,-2.08714,0.0773552,0.0309988,-0.353699,-0.196471,-0.18658,-0.919531,-0.0930777,-0.0778171,-0.435694,-0.580035,-0.564475,-2.08714,0.106536,0.0473932,-0.353699,1.22221,0.643687,-0.919531,-0.979038,-1.25149,-0.435694,0.468688,0.344897,-0.574313,0.961158,0.551316
-0.900489,0.0478582,0.0192999,-0.424287,-0.15751,-0.130261,-0.560472,-0.137603,-0.112672,-2.02255,0.0496176,0.0451111,-0.345605,-0.174294,0.0317182,-0.424287,0.0144625,-0.132219,-0.560472,0.0813136,-0.108464,-2.02255,-0.205561,-0.174822,-0.345605,-0.151698,-0.1517,-0.900489,-0.0705032,-0.061434,-0.560472,-0.39257,-0.414848,-2.02255,0.0854677,0.0300331,-0.345605,-0.201041,-0.182586,-0.900489,-0.102363,-0.0764257,-0.424287,-0.566354,-0.550019,-2.02255,0.11745,0.0455149,-0.345605,1.27648,0.627441,-0.900489,-0.963426,-1.22676,-0.424287,0.588107,0.334073,-0.560472,1.10258,0.536058
-0.881446,0.0432187,0.0189203,-0.412879,-0.161801,-0.126725,-0.546631,-0.141718,-0.109794,-1.95796,0.049733,0.0436699,-0.337512,-0.190366,0.0307691,-0.412879,0.0429648,-0.128912,-0.546631,0.111971,-0.105957,-1.95796,-0.204499,-0.169338,-0.337512,-0.15313,-0.148144,-0.881446,-0.0769542,-0.060104,-0.546631,-0.379675,-0.404372,-1.95796,0.0935802,0.0290674,-0.337512,-0.205611,-0.178592,-0.881446,-0.111649,-0.0750343,-0.412879,-0.552672,-0.535563,-1.95796,0.128363,0.0436366,-0.337512,1.33076,0.611196,-0.881446,-0.947814,-1.20204,-0.412879,0.707526,0.323248,-0.546631,1.244,0.520801
-0.862404,0.0385792,0.0185407,-0.401472,-0.166093,-0.123189,-0.532789,-0.145834,-0.106916,-1.89337,0.0498483,0.0422286,-0.329418,-0.205072,0.02982,-0.401472,0.0714672,-0.125605,-0.532789,0.142628,-0.10345,-1.89337,-0.203437,-0.163854,-0.329418,-0.154327,-0.144588,-0.862404,-0.0834053,-0.058774,-0.532789,-0.36678,-0.393895,-1.89337,0.101693,0.0281017,-0.329418,-0.209718,-0.174598,-0.862404,-0.120934,-0.0736428,-0.401472,-0.53899,-0.521107,-1.89337,0.139277,0.0417583,-0.329418,1.37965,0.59495,-0.862404,-0.932202,-1.17732,-0.401472,0.826945,0.312424,-0.532789,1.38541,0.505544
-0.843361,0.0339397,0.0181612,-0.390065,-0.170384,-0.119652,-0.518948,-0.14641,-0.104038,-1.82878,0.0499637,0.0407874,-0.321325,-0.200335,0.0288709,-0.390065,0.0999696,-0.122299,-0.518948,0.156917,-0.100943,-1.82878,-0.202375,-0.15837,-0.321325,-0.152175,-0.141031,-0.843361,-0.0898563,-0.0574441,-0.518948,-0.355433,-0.383419,-1.82878,0.109805,0.0271359,-0.321325,-0.207244,-0.170604,-0.843361,-0.13022,-0.0722514,-0.390065,-0.525308,-0.506652,-1.82878,0.150191,0.03988,-0.321325,1.35193,0.578705,-0.843361,-0.91659,-1.15259,-0.390065,0.946364,0.3016,-0.518948,1.44736,0.490286
-0.824319,0.0293002,0.0177816,-0.378658,-0.174676,-0.116116,-0.505107,-0.143755,-0.101159,-1.76418,0.0500791,0.0393462,-0.313231,-0.195598,0.0279218,-0.378658,0.128472,-0.118992,-0.505107,0.156262,-0.098436,-1.76418,-0.201313,-0.152886,-0.313231,-0.150023,-0.137475,-0.824319,-0.0963074,-0.0561141,-0.505107,-0.345499,-0.372943,-1.76418,0.117918,0.0261702,-0.313231,-0.20477,-0.16661,-0.824319,-0.139506,-0.07086,-0.378658,-0.511627,-0.492196,-1.76418,0.161104,0.0380016,-0.313231,1.32421,0.56246,-0.824319,-0.900978,-1.12787,-0.378658,1.06578,0.290775,-0.505107,1.43676,0.475029
-0.805276,0.0246607,0.017402,-0.367251,-0.178967,-0.11258,-0.491266,-0.141101,-0.0982812,-1.69959,0.0501414,0.0379049,-0.305137,-0.190862,0.0269727,-0.367251,0.156974,-0.115685,-0.491266,0.155607,-0.0959289,-1.69959,-0.200022,-0.147402,-0.305137,-0.147871,-0.133919,-0.805276,-0.102758,-0.0547841,-0.491266,-0.335566,-0.362466,-1.69959,0.125594,0.0252045,-0.305137,-0.202295,-0.162616,-0.805276,-0.148791,-0.0694686,-0.367251,-0.497945,-0.47774,-1.69959,0.17143,0.0361233,-0.305137,1.29649,0.546214,-0.805276,-0.885366,-1.10315,-0.367251,1.1852,0.279951,-0.491266,1.42615,0.459771
-0.786234,0.0200212,0.0170224,-0.355844,-0.18199,-0.109043,-0.477425,-0.138447,-0.095403,-1.635,0.0494766,0.0364637,-0.297044,-0.186125,0.0260236,-0.355844,0.180979,-0.112379,-0.477425,0.154953,-0.0934217,-1.635,-0.195601,-0.141918,-0.297044,-0.145719,-0.130362,-0.786234,-0.10921,-0.0534542,-0.477425,-0.325632,-0.35199,-1.635,0.127299,0.0242388,-0.297044,-0.199821,-0.158622,-0.786234,-0.158077,-0.0680771,-0.355844,-0.484042,-0.463284,-1.635,0.173709,0.034245,-0.297044,1.26877,0.529969,-0.786234,-0.869754,-1.07842,-0.355844,1.28493,0.269127,-0.477425,1.41554,0.444514
-0.767191,0.0153817,0.0166428,-0.344436,-0.177583,-0.105507,-0.463583,-0.135792,-0.0925248,-1.57041,0.0488119,0.0350225,-0.28895,-0.181388,0.0250745,-0.344436,0.178629,-0.109072,-0.463583,0.154298,-0.0909146,-1.57041,-0.19118,-0.136434,-0.28895,-0.143567,-0.126806,-0.767191,-0.115661,-0.0521242,-0.463583,-0.315699,-0.341514,-1.57041,0.129004,0.023273,-0.28895,-0.197347,-0.154628,-0.767191,-0.167362,-0.0666857,-0.344436,-0.46884,-0.448828,-1.57041,0.175987,0.0323667,-0.28895,1.24105,0.513723,-0.767191,-0.854142,-1.0537,-0.344436,1.26926,0.258302,-0.463583,1.40494,0.429256
-0.748149,0.0107422,0.0162632,-0.333029,-0.173176,-0.101971,-0.449742,-0.133138,-0.0896466,-1.50581,0.0481471,0.0335812,-0.280856,-0.176651,0.0241255,-0.333029,0.176279,-0.105765,-0.449742,0.153643,-0.0884075,-1.50581,-0.186758,-0.13095,-0.280856,-0.141414,-0.12325,-0.748149,-0.122112,-0.0507942,-0.449742,-0.305765,-0.331037,-1.50581,0.130709,0.0223073,-0.280856,-0.194873,-0.150634,-0.748149,-0.176648,-0.0652943,-0.333029,-0.453638,-0.434372,-1.50581,0.178265,0.0304884,-0.280856,1.21333,0.497478,-0.748149,-0.83853,-1.02898,-0.333029,1.25359,0.247478,-0.449742,1.39433,0.413999
-0.729106,0.0061027,0.0158836,-0.321622,-0.168769,-0.0984342,-0.435901,-0.130483,-0.0867683,-1.44122,0.0474824,0.03214,-0.272763,-0.171915,0.0231764,-0.321622,0.173929,-0.102459,-0.435901,0.152989,-0.0859004,-1.44122,-0.182337,-0.125466,-0.272763,-0.139262,-0.119693,-0.729106,-0.128563,-0.0494643,-0.435901,-0.295832,-0.320561,-1.44122,0.132414,0.0213416,-0.272763,-0.192399,-0.14664,-0.729106,-0.185934,-0.0639029,-0.321622,-0.438436,-0.419916,-1.44122,0.180544,0.02861,-0.272763,1.18561,0.481232,-0.729106,-0.822918,-1.00426,-0.321622,1.23792,0.236654,-0.435901,1.38373,0.398742
-0.710064,0.0014632,0.0155041,-0.310215,-0.164362,-0.0948979,-0.42206,-0.127829,-0.0838901,-1.37663,0.0468177,0.0306988,-0.264669,-0.167178,0.0222273,-0.310215,0.17158,-0.0991521,-0.42206,0.152334,-0.0833933,-1.37663,-0.177916,-0.119982,-0.264669,-0.13711,-0.116137,-0.710064,-0.135014,-0.0481343,-0.42206,-0.285898,-0.310085,-1.37663,0.134119,0.0203759,-0.264669,-0.189925,-0.142646,-0.710064,-0.195219,-0.0625114,-0.310215,-0.423234,-0.40546,-1.37663,0.182822,0.0267317,-0.264669,1.15788,0.464987,-0.710064,-0.807306,-0.979533,-0.310215,1.22226,0.22583,-0.42206,1.37312,0.383484
-0.691021,-0.00314735,0.0151245,-0.298808,-0.159955,-0.0913616,-0.408219,-0.125175,-0.0810119,-1.31204,0.0461529,0.0292575,-0.256576,-0.162441,0.0212782,-0.298808,0.16923,-0.0958455,-0.408219,0.15168,-0.0808862,-1.31204,-0.173495,-0.114498,-0.256576,-0.134958,-0.112581,-0.691021,-0.141333,-0.0468043,-0.408219,-0.275965,-0.299608,-1.31204,0.135824,0.0194101,-0.256576,-0.187451,-0.138652,-0.691021,-0.204306,-0.06112,-0.298808,-0.408032,-0.391005,-1.31204,0.185101,0.0248534,-0.256576,1.13016,0.448742,-0.691021,-0.791893,-0.95481,-0.298808,1.20659,0.215005,-0.408219,1.36252,0.368227
-0.671979,-0.00605241,0.0147449,-0.287401,-0.155548,-0.0878252,-0.394378,-0.12252,-0.0781337,-1.24744,0.0454882,0.0278163,-0.248482,-0.157704,0.0203291,-0.287401,0.16688,-0.0925388,-0.394378,0.151025,-0.0783791,-1.24744,-0.169074,-0.109014,-0.248482,-0.132806,-0.109024,-0.671979,-0.139874,-0.0454744,-0.394378,-0.266031,-0.289132,-1.24744,0.137529,0.0184444,-0.248482,-0.184976,-0.134658,-0.671979,-0.201693,-0.0597286,-0.287401,-0.39283,-0.376549,-1.24744,0.187379,0.0229751,-0.248482,1.10244,0.432496,-0.671979,-0.788234,-0.930087,-0.287401,1.19092,0.204181,-0.394378,1.35191,0.352969
-0.652936,-0.00895747,0.0143653,-0.275993,-0.151141,-0.0842889,-0.380536,-0.119866,-0.0752555,-1.18285,0.0448087,0.0263751,-0.240388,-0.152968,0.01938,-0.275993,0.16453,-0.0892322,-0.380536,0.15037,-0.075872,-1.18285,-0.164595,-0.10353,-0.240388,-0.130654,-0.105468,-0.652936,-0.138415,-0.0441444,-0.380536,-0.256098,-0.278656,-1.18285,0.139123,0.0174787,-0.240388,-0.182502,-0.130664,-0.652936,-0.19908,-0.0583372,-0.275993,-0.377628,-0.362093,-1.18285,0.189508,0.0210968,-0.240388,1.07472,0.416251,-0.652936,-0.784575,-0.905364,-0.275993,1.17525,0.193357,-0.380536,1.3413,0.337712
-0.633894,-0.0116722,0.0139857,-0.264586,-0.146733,-0.0807526,-0.366695,-0.117212,-0.0723772,-1.11826,0.0438309,0.0249338,-0.232295,-0.148231,0.0184309,-0.264586,0.162181,-0.0859256,-0.366695,0.149716,-0.0733649,-1.11826,-0.158965,-0.0980455,-0.232295,-0.128502,-0.101912,-0.633894,-0.136527,-0.0428145,-0.366695,-0.246164,-0.268179,-1.11826,0.138483,0.016513,-0.232295,-0.180028,-0.12667,-0.633894,-0.19586,-0.0569457,-0.264586,-0.362426,-0.347637,-1.11826,0.188591,0.0192185,-0.232295,1.047,0.400005,-0.633894,-0.780779,-0.880641,-0.264586,1.15958,0.182532,-0.366695,1.3307,0.322454
-0.614851,-0.0133324,0.0136061,-0.253179,-0.142326,-0.0772162,-0.352854,-0.114557,-0.069499,-1.05367,0.042842,0.0234926,-0.224201,-0.143494,0.0174818,-0.253179,0.159831,-0.0826189,-0.352854,0.149061,-0.0708578,-1.05367,-0.153298,-0.0925615,-0.224201,-0.12635,-0.0983554,-0.614851,-0.132261,-0.0414845,-0.352854,-0.236231,-0.257703,-1.05367,0.13777,0.0155472,-0.224201,-0.177554,-0.122676,-0.614851,-0.189277,-0.0555543,-0.253179,-0.347224,-0.333181,-1.05367,0.187574,0.0173401,-0.224201,1.01928,0.38376,-0.614851,-0.77622,-0.855918,-0.253179,1.14392,0.171708,-0.352854,1.32009,0.307197
-0.595809,-0.0149926,0.0132265,-0.241772,-0.137919,-0.0736799,-0.339013,-0.111903,-0.0666208,-0.989075,0.0414625,0.0220513,-0.216107,-0.138758,0.0165327,-0.241772,0.157481,-0.0793123,-0.339013,0.148407,-0.0683507,-0.989075,-0.146351,-0.0870774,-0.216107,-0.124198,-0.094799,-0.595809,-0.127995,-0.0401545,-0.339013,-0.226297,-0.247227,-0.989075,0.1345,0.0145815,-0.216107,-0.17508,-0.118682,-0.595809,-0.182694,-0.0541629,-0.241772,-0.332022,-0.318725,-0.989075,0.183014,0.0154618,-0.216107,0.991562,0.367514,-0.595809,-0.771661,-0.831195,-0.241772,1.12825,0.160884,-0.339013,1.30949,0.29194
