iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1496.51,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1481.59,1,4.79598,22.7922,8.04954,28.1222,0.974679,0.974679,0.974679,0.974679,0.998761,0.974679,0.974679
3,1475.26,1,4.82468,22.7741,8.12885,28.5229,0.95,0.95,0.999406,0.95,0.998761,0.95,0.95
4,1457.05,1,4.47497,22.2049,10.637,27.834,0.925945,0.925945,0.974101,0.925945,0.998761,0.925945,0.925945
5,1439.59,1,4.72451,21.5413,9.38425,26.7964,0.9025,0.9025,0.949436,0.9025,0.998761,0.9025,0.9025
6,1432.17,1,4.77144,22.3784,9.25827,27.7304,0.879648,0.879648,0.925396,0.879648,0.998761,0.879648,0.879648
7,1420.93,1,5.00605,22.5024,9.27909,27.6629,0.857375,0.857375,0.901964,0.857375,0.998761,0.857375,0.857375
8,1397.24,1,4.96505,21.7,9.34862,26.4295,0.835666,0.835666,0.879126,0.835666,0.998761,0.835666,0.835666
9,1394.56,1,5.15487,27.2536,8.55073,33.1241,0.814506,0.814506,0.880089,0.814506,0.998761,0.814506,0.814506
10,1392.5,1,5.32113,30.0272,8.49455,36.4386,0.793882,0.793882,0.917861,0.793882,0.998761,0.793882,0.793882
11,1376.85,1,5.2097,30.0723,8.02724,36.3552,0.773781,0.773781,0.89462,0.773781,0.998761,0.773781,0.773781
12,1363.03,1,5.18119,29.2468,7.64787,35.1563,0.754188,0.754188,0.997832,0.754188,0.998761,0.754188,0.754188
13,1351.17,1,5.26828,30.0729,8.59971,36.2298,0.735092,0.735092,0.981695,0.735092,0.998761,0.735092,0.735092
14,1352.44,1,4.87748,30.3239,7.20338,36.4527,0.716479,0.716479,1.04689,0.716479,0.998761,0.716479,0.716479
15,1332.28,1,5.20999,28.0384,7.5753,33.7869,0.698337,0.698337,1.14402,0.698337,0.998761,0.698337,0.698337
16,1329.03,1,5.13906,23.1191,8.17175,27.8357,0.680655,0.680655,1.24245,0.680655,0.998761,0.680655,0.680655
17,1305.51,1,5.03373,24.3041,6.84079,29.3211,0.66342,0.66342,1.21099,0.66342,0.998761,0.66342,0.66342
18,1292.51,1,5.2419,25.2019,6.3923,30.2937,0.646622,0.646622,1.18033,0.646622,0.998761,0.646622,0.646622
19,1282.51,1,5.41132,24.9325,6.67583,29.8575,0.630249,0.630249,1.15044,0.630249,0.998761,0.630249,0.630249
20,1264.14,1,5.40055,23.7884,6.66626,28.5196,0.614291,0.614291,1.12131,0.614291,0.998761,0.614291,0.614291
21,1265.15,1,5.34412,24.1079,8.91333,29.171,0.598737,0.598737,1.09292,0.598737,0.998761,0.598737,0.598737
22,1251.53,1,5.35175,25.1259,8.13454,30.4857,0.583577,0.583577,1.06525,0.583577,0.998761,0.583577,0.583577
23,1234.97,1,5.29687,24.5687,6.4214,29.8702,0.5688,0.5688,1.03827,0.5688,0.998761,0.5688,0.5688
24,1216.88,1,5.36725,24.4782,7.00691,29.7487,0.554398,0.554398,1.01198,0.554398,0.998761,0.554398,0.554398
25,1208.13,1,5.43727,22.6136,7.56334,27.4445,0.54036,0.54036,0.98636,0.54036,0.998761,0.54036,0.54036
26,1193.36,1,5.39891,23.6255,8.66674,28.8514,0.526678,0.526678,0.961385,0.526678,0.998761,0.526678,0.526678
27,1186.58,1,5.31926,23.6172,10.0737,28.8181,0.513342,0.513342,0.941326,0.513342,0.998761,0.513342,0.513342
28,1166.7,1,5.38252,22.904,10.5398,27.7782,0.500344,0.500344,0.917491,0.500344,0.998761,0.500344,0.500344
29,1152.22,1,5.55022,22.4602,11.0184,27.0589,0.487675,0.487675,0.894259,0.487675,0.998761,0.487675,0.487675
