parameter,value,se_sa,rse_sa
Cl_pop,5.10507108894719,0.259942018401415,5.09183934704076
beta_Cl_logtCLCRMLMIN,0.727011708396022,0.0004456231383056,0.0612951804158369
V1_pop,22.3624619141822,1.67734331916728,7.50070956232022
Q_pop,4.79649282909925,0.53757657228793,11.2077009482131
V2_pop,36.5886376410945,10.8225635859899,29.5790285830007
omega_Cl,0.183132006049905,0.0273918422481011,14.9574303470671
omega_V1,0.270362872326262,0.0403812675393457,14.9359515202277
omega_Q,0.386671214581598,0.0577913364139696,14.945859488533
omega_V2,0.666832100450563,0.0993418349632233,14.897578400335
corr_Q_Cl,-0.225758921635171,nan,nan
corr_V1_Cl,0.597907983569433,nan,nan
corr_V2_Cl,0.67371581353101,nan,nan
corr_V1_Q,0.600137903243779,nan,nan
corr_V2_Q,-0.0562971507064727,nan,nan
corr_V2_V1,0.675025402498147,nan,nan
a1,0.300122664543606,0.0225561661077451,7.5156490237237
a2,0.0694386566436679,0.00746735933973582,10.7538937252997
