simulations, -2LL
1000,604.581
2000,604.981
3000,604.232
4000,604.224
5000,604.233
6000,604.314
7000,604.554
8000,604.609
9000,604.483
10000,604.558
11000,604.658
12000,604.708
13000,604.821
14000,604.885
15000,604.863
16000,604.867
17000,604.886
18000,604.875
19000,604.905
20000,604.887
21000,604.86
22000,604.853
23000,604.849
24000,604.824
25000,604.865
26000,604.881
27000,604.942
28000,604.956
29000,604.966
30000,604.968
