simulations, -2LL
1000,501.756
2000,501.639
3000,500.92
4000,501.082
5000,501.051
6000,501.045
7000,500.953
8000,501.226
9000,501.347
10000,501.42
11000,501.474
12000,501.424
13000,501.497
14000,501.455
15000,501.376
16000,501.452
17000,501.582
18000,501.585
19000,501.622
20000,501.551
21000,501.585
22000,501.542
23000,501.527
24000,501.57
25000,501.618
26000,501.577
27000,501.593
28000,501.58
29000,501.595
30000,501.598
