iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,788.411,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,781.264,1,5.18335,1.03156,29.2366,7.06861,24.2148,1.46202,1.46202,0.974679,0.62,0.285
3,766.363,1,5.08016,1.04629,25.818,7.58519,30.8738,1.425,1.425,0.981504,0.62,0.27075
4,766.721,1,4.4511,1.87668,24.2011,7.31665,69.4661,1.38892,1.38892,0.956652,0.62,0.257212
5,748.325,1,4.66138,1.7093,22.2435,6.84068,57.0924,1.35375,1.35375,0.932429,0.62,0.244352
6,735.673,1,4.47134,1.80856,23.0557,8.06332,58.8766,1.31947,1.31947,0.980706,0.62,0.232134
7,729.689,1,4.93177,1.33313,21.9997,8.15293,41.2136,1.28606,1.28606,0.955874,0.62,0.220528
8,711.727,1,5.22014,1.35863,20.2086,9.95383,42.2439,1.2535,1.2535,0.93167,0.62,0.209501
9,713.631,1,5.26326,1.06367,19.4651,11.0264,40.9238,1.22176,1.22176,0.979664,0.62,0.199026
10,698.144,1,5.06494,0.880549,17.0517,13.2887,38.6218,1.19082,1.19082,0.954859,0.62,0.189075
11,684.756,1,5.05869,0.996474,13.7645,14.494,34.2165,1.16067,1.16067,0.930681,0.62,0.179621
12,662.718,1,5.31497,0.853937,14.9382,14.4792,33.575,1.13128,1.13128,0.907116,0.62,0.17064
13,656.825,1,5.21002,0.905137,14.2998,15.9011,30.4273,1.10264,1.10264,0.884147,0.62,0.162108
14,652.339,1,5.0648,0.767221,13.7879,17.5201,31.188,1.07472,1.07472,0.938784,0.62,0.154003
15,634.896,1,5.01668,0.886811,11.4793,15.0456,33.3566,1.04751,1.04751,0.961757,0.62,0.146302
16,632.575,1,5.02561,0.671223,12.1371,18.6076,29.7082,1.02098,1.02098,1.03244,0.62,0.138987
17,615.711,1,5.01724,0.697093,10.5372,19.0885,30.4509,0.995131,0.995131,1.0063,0.62,0.132038
18,606.734,1,5.13127,0.923622,10.5714,19.5628,30.7126,0.969933,0.969933,0.98082,0.62,0.125436
19,591.71,1,5.18658,1.06131,11.1158,21.7971,30.8805,0.945374,0.945374,0.955985,0.62,0.119164
20,586.928,1,5.08749,0.7771,9.83061,22.7745,30.9529,0.921437,0.921437,0.931779,0.62,0.113206
21,574.763,1,5.00842,0.794869,9.17702,20.749,29.9614,0.898105,0.898105,0.908186,0.62,0.107546
22,567.928,1,5.00292,0.935878,8.25873,23.3856,29.4231,0.875365,0.875365,0.88519,0.62,0.102168
23,567.873,1,4.8761,1.07846,8.51161,24.6224,29.1932,0.8532,0.8532,0.908269,0.62,0.0970601
24,552.565,1,5.02096,0.734052,8.85081,25.375,28.7371,0.831597,0.831597,0.885271,0.62,0.0922071
25,542.303,1,5.05487,0.743386,8.75479,31.7221,28.7371,0.81054,0.81054,0.862856,0.62,0.0875967
26,532.422,1,5.01758,0.63528,8.09508,35.3084,28.9167,0.790017,0.790017,0.841008,0.62,0.0832169
27,518.277,1,5.0309,0.696334,6.91781,39.8863,28.0582,0.770013,0.770013,0.819713,0.62,0.079056
28,504.322,1,4.99984,0.650092,6.69072,39.0527,27.9267,0.750516,0.750516,0.798957,0.62,0.0751032
29,494.136,1,4.94021,0.452449,6.29921,42.9074,27.9921,0.731512,0.731512,0.778727,0.62,0.0713481
30,488.415,1,4.97571,0.363372,6.60474,42.2993,27.7078,0.71299,0.71299,0.75901,0.62,0.0677807
31,471.06,1,4.94343,0.453516,6.71778,45.2831,27.6429,0.694937,0.694937,0.739791,0.62,0.0643916
32,471.531,1,4.93412,0.646601,6.9775,38.8908,28.118,0.677341,0.677341,0.725546,0.62,0.061172
33,470.36,1,4.91617,0.51681,5.87258,34.3441,27.9313,0.66019,0.66019,0.707175,0.62,0.0581134
34,460.95,1,4.93328,0.380823,6.20117,35.7343,27.7785,0.643474,0.648183,0.689269,0.62,0.0552078
35,445.753,1,4.91109,0.580432,6.34086,39.2418,28.0498,0.627181,0.631771,0.671816,0.62,0.0524474
36,434.823,1,4.96403,0.62463,6.79747,40.1514,28.4662,0.6113,0.615774,0.654805,0.62,0.049825
37,421.187,1,5.00399,0.640751,6.90713,34.4608,28.8164,0.595821,0.600183,0.638225,0.62,0.0473338
38,407.563,1,5.02937,0.62794,7.26293,34.5543,28.7095,0.580735,0.584986,0.622065,0.62,0.0449671
39,405.271,1,5.00327,0.511955,7.02699,33.9036,28.7544,0.56603,0.570173,0.606314,0.62,0.0427187
40,398.22,1,4.98225,0.649032,7.35153,28.9293,28.468,0.551698,0.555736,0.590962,0.62,0.0405828
41,377.643,1,4.97064,0.63502,7.73337,28.7427,27.6228,0.537729,0.541665,0.575998,0.62,0.0385536
42,375.338,1,4.95361,0.576774,8.15823,27.6725,26.9592,0.524113,0.52795,0.561414,0.62,0.036626
43,378.199,1,4.97343,0.73187,8.50366,26.9798,26.6907,0.510842,0.514582,0.547198,0.62,0.0347947
44,373.881,1,4.92685,0.686848,8.41861,27.3028,26.576,0.497908,0.501552,0.533343,0.62,0.0330978
45,374.757,1,4.96723,0.634594,8.07302,27.6797,26.8459,0.4853,0.488852,0.519838,0.62,0.0323838
46,379.992,1,4.92198,0.70179,7.51278,28.2255,26.783,0.473012,0.513482,0.512284,0.62,0.0327903
47,370.803,1,4.92685,0.640041,7.80098,25.9532,26.0297,0.461035,0.500481,0.499312,0.62,0.0330571
48,368.193,1,4.91404,0.580234,7.83792,26.859,25.9382,0.449362,0.508822,0.48667,0.62,0.0321538
49,367.34,1,4.9376,0.697021,7.68425,28.652,26.2574,0.437984,0.495938,0.474347,0.62,0.0330076
50,351.93,1,4.94489,0.664969,7.47782,28.8024,26.7138,0.426894,0.490982,0.462336,0.62,0.0313572
51,353.344,1,4.93833,0.619188,7.20263,30.2651,26.8964,0.416084,0.503993,0.450629,0.62,0.0309576
52,351.333,1,4.89363,0.591395,7.01534,30.4205,26.7887,0.405549,0.538795,0.439219,0.62,0.0305796
53,344.112,1,4.94061,0.533522,7.0555,29.8753,26.6213,0.39528,0.571179,0.428098,0.62,0.0297961
54,343.208,1,4.9422,0.551734,7.58715,28.0975,26.2365,0.385271,0.561133,0.417258,0.62,0.0294536
55,332.747,1,4.93789,0.611177,7.76548,26.9519,25.8471,0.375516,0.559137,0.406693,0.62,0.0281615
56,339.59,1,4.90259,0.56513,7.77616,27.9241,25.5947,0.366008,0.586026,0.396395,0.62,0.0288013
57,341.618,1,4.90514,0.550193,7.71831,27.89,25.3447,0.35674,0.583983,0.386358,0.62,0.0286554
58,337.578,1,4.90949,0.638805,8.04563,27.3179,25.1418,0.347707,0.569196,0.376576,0.62,0.0288549
59,334.792,1,4.93151,0.600729,7.96756,27.0983,25.6328,0.338903,0.554784,0.367041,0.62,0.028899
60,333.108,1,4.95102,0.606187,8.30926,26.5974,25.4726,0.330322,0.540737,0.357747,0.62,0.0294583
61,330.385,1,4.9531,0.667762,8.60358,25.1809,25.485,0.321958,0.527045,0.348689,0.62,0.0295131
62,337.005,1,4.97933,0.712008,8.98994,24.3929,25.8633,0.313806,0.5137,0.33986,0.62,0.0296638
63,333.732,1,4.9816,0.66581,8.80905,24.7349,25.6815,0.30586,0.507003,0.336535,0.62,0.0288391
64,331.598,1,4.94662,0.68162,8.57899,24.4712,25.5511,0.298116,0.507119,0.328013,0.62,0.028671
65,335.287,1,4.9463,0.569583,8.37933,23.5713,25.571,0.290567,0.627517,0.361724,0.62,0.0282968
66,333.546,1,4.96885,0.671942,8.51419,24.792,25.4312,0.28321,0.611628,0.355746,0.62,0.0283052
67,331.946,1,4.96321,0.667864,8.77242,23.6961,25.2921,0.276039,0.60431,0.37412,0.62,0.0276306
68,333.55,1,4.93167,0.626004,8.27456,25.4935,25.1736,0.269049,0.660552,0.364647,0.62,0.027734
69,331.249,1,4.92776,0.666564,8.07592,25.9561,25.1441,0.262237,0.64677,0.355414,0.62,0.0280523
70,327.557,1,4.9186,0.642798,8.09238,25.0017,24.9476,0.255597,0.670176,0.346415,0.62,0.0274711
71,332.107,1,4.90261,0.67819,8.21695,24.3561,24.704,0.249125,0.65386,0.337643,0.62,0.028242
72,332.367,1,4.92727,0.654237,8.57999,23.1901,24.4917,0.242817,0.642497,0.329094,0.62,0.0285313
73,328.618,1,4.96509,0.642121,8.85762,23.3193,24.463,0.236669,0.667524,0.320761,0.62,0.028092
74,329.508,1,4.93812,0.668323,8.63382,23.3471,24.4582,0.230676,0.706313,0.334886,0.62,0.0274047
75,332.44,1,4.95408,0.726587,8.80596,23.5016,24.6732,0.227403,0.688429,0.343578,0.62,0.0279812
76,332.258,1,4.93767,0.735689,8.72371,23.8823,24.5912,0.233399,0.670998,0.334878,0.62,0.028758
77,328.795,1,4.93514,0.68871,8.47843,24.4415,24.3031,0.231447,0.69961,0.326399,0.62,0.0276235
78,331.094,1,4.94136,0.683408,8.28097,24.2689,24.4645,0.23385,0.718864,0.318134,0.634945,0.0281132
79,324.422,1,4.94435,0.590531,7.67332,25.1205,24.9327,0.23493,0.74418,0.310079,0.686126,0.0276536
80,326.556,1,4.93552,0.608336,7.57046,24.5543,25.0204,0.231718,0.730233,0.302228,0.653744,0.0281333
81,328.116,1,4.97687,0.660661,8.50597,25.4747,24.8982,0.232932,0.711743,0.294575,0.584924,0.0285753
82,325.651,1,4.96258,0.69147,8.53411,25.6293,24.7037,0.236004,0.693721,0.287116,0.624973,0.0281853
83,327.922,1,4.92929,0.608137,7.95536,24.9074,24.764,0.246689,0.762047,0.319565,0.716831,0.0275767
84,325.428,1,4.94958,0.519808,7.85793,24.6494,24.5028,0.245689,0.80972,0.311473,0.693909,0.0270347
85,330.166,1,4.96245,0.546156,7.94798,23.8432,24.7182,0.240256,0.798555,0.303586,0.684958,0.027924
86,328.504,1,4.98219,0.609928,8.26726,24.0844,24.9209,0.234173,0.778335,0.316188,0.628157,0.0277651
87,328.642,1,4.96673,0.606192,7.69937,23.7404,24.9794,0.237984,0.84184,0.308181,0.656664,0.0275019
88,333.07,1,4.94243,0.659277,7.70976,24.3139,24.8671,0.237078,0.84911,0.300378,0.598248,0.0278086
89,336.882,1,4.97277,0.596343,7.36511,24.3146,24.8331,0.233682,0.931271,0.294797,0.662305,0.0283784
90,331.423,1,4.94081,0.597743,7.39109,24.6245,24.2463,0.237527,0.907691,0.293271,0.721993,0.0279912
91,331.934,1,4.93426,0.649732,8.00711,26.125,24.2652,0.239991,0.884708,0.285845,0.67003,0.0282304
92,331.255,1,4.93542,0.649777,7.88658,27.4761,24.2794,0.239957,0.862306,0.278608,0.675651,0.0283125
93,331.518,1,4.91924,0.641834,7.87811,25.8756,24.2415,0.23654,0.840472,0.283712,0.655394,0.0283271
94,327.341,1,4.92948,0.643178,7.86103,26.7212,24.1279,0.244171,0.863068,0.276528,0.637377,0.0273688
95,326.205,1,4.94731,0.679658,8.14075,25.6436,24.0807,0.237989,0.841214,0.275179,0.662822,0.0276153
96,326.337,1,4.93334,0.659671,8.08731,25.6954,24.069,0.241835,0.82282,0.275373,0.664278,0.0274308
97,329.529,1,4.94854,0.656028,8.31472,25.7409,24.4874,0.241265,0.801985,0.292527,0.637472,0.027892
98,321.367,1,4.97852,0.634449,8.42837,25.5852,24.3726,0.237484,0.781679,0.28512,0.690797,0.0274745
99,316.604,1,4.98352,0.619425,8.34965,25.4071,24.6106,0.239387,0.761886,0.277901,0.714571,0.0272176
100,316.827,1,5.0133,0.586739,8.36334,25.0785,24.774,0.234347,0.754149,0.287388,0.691465,0.0266256
101,321.653,1,5.01136,0.5657,8.4457,25.1951,24.5563,0.229679,0.763679,0.296153,0.678581,0.0271458
102,323.767,1,4.987,0.588441,8.3363,24.2941,24.5659,0.233584,0.770094,0.301405,0.686475,0.0272959
103,317.677,1,4.97414,0.615093,8.19408,24.2054,24.4507,0.232121,0.792287,0.293774,0.672224,0.0267932
104,317.566,1,4.96005,0.608412,7.95987,22.9735,24.6131,0.240275,0.834481,0.286335,0.669587,0.0260855
105,320.164,1,4.96959,0.651018,8.56902,23.8942,24.5266,0.234682,0.813351,0.332871,0.644321,0.0262936
106,319.828,1,4.94554,0.696136,8.70379,23.6816,24.3637,0.228956,0.792757,0.350672,0.586303,0.0261078
107,322.832,1,4.96738,0.685343,8.58867,23.7267,24.3922,0.226918,0.772684,0.351793,0.594761,0.0263659
108,324.345,1,4.93935,0.687364,8.43034,24.2636,24.0445,0.228545,0.753119,0.380897,0.578452,0.0261174
109,323.739,1,4.96841,0.679649,9.0158,23.471,23.7157,0.22758,0.749968,0.371252,0.5745,0.0262287
110,321.723,1,4.97294,0.704355,9.20766,23.0026,23.7296,0.227321,0.730979,0.383363,0.594063,0.0260068
111,316.349,1,4.96652,0.740749,9.68443,23.3685,23.4932,0.229421,0.71247,0.37627,0.547752,0.0254663
112,320.633,1,4.95431,0.743034,9.65995,22.8065,23.4474,0.235568,0.718641,0.368608,0.524898,0.0256366
113,316.201,1,4.95531,0.769013,9.73738,22.3659,23.4107,0.229603,0.715219,0.359275,0.441059,0.0250709
114,313.178,1,4.94718,0.769311,9.46607,22.153,23.2964,0.225766,0.715268,0.377161,0.505813,0.0246483
115,312.582,1,4.92844,0.727278,9.22819,22.1383,23.0689,0.229489,0.751272,0.401529,0.580839,0.0243059
116,318.223,1,4.91084,0.697586,8.98,21.5507,23.177,0.236689,0.768794,0.427686,0.617757,0.0247304
117,318.382,1,4.94389,0.658629,9.6089,20.5134,23.0684,0.23171,0.749328,0.503277,0.582372,0.0242692
118,320.817,1,4.94508,0.667836,9.74603,20.5514,22.8792,0.236462,0.73469,0.49963,0.640581,0.0248256
119,325.896,1,4.96816,0.614527,10.073,20.1653,22.7451,0.233146,0.735571,0.487117,0.654004,0.0257378
120,326.763,1,4.94792,0.613769,10.3193,20.2825,22.3808,0.241139,0.724785,0.511359,0.683324,0.0257114
121,318.681,1,4.94397,0.586979,10.5239,20.7661,22.0224,0.239281,0.718678,0.503054,0.695678,0.0247947
122,317.275,1,4.92166,0.552299,10.0731,20.5564,22.0998,0.243092,0.731777,0.538359,0.743358,0.0244882
123,316.989,1,4.92044,0.53805,10.2827,19.5347,21.8322,0.239467,0.741501,0.524728,0.718815,0.0246604
124,318.076,1,4.91539,0.605315,10.7469,19.9739,21.7341,0.239267,0.722726,0.556241,0.70662,0.0245732
125,322.046,1,4.97128,0.589919,11.4355,18.6867,21.9718,0.233435,0.704426,0.556162,0.672497,0.0250055
126,317.605,1,4.97156,0.594491,10.996,18.7256,22.1178,0.236933,0.713874,0.601033,0.693432,0.0241252
127,311.605,1,4.98454,0.61811,11.5806,17.7681,21.9147,0.23906,0.72545,0.585814,0.670623,0.0233915
128,310.23,1,4.95337,0.640726,11.7719,16.996,21.4781,0.241742,0.710051,0.570981,0.647562,0.0232481
129,303.767,1,4.96897,0.674888,12.4069,16.8216,21.4026,0.235621,0.692072,0.556524,0.590991,0.0228924
130,303.511,1,4.95589,0.684181,12.1434,16.4956,21.2689,0.229655,0.674549,0.574978,0.581679,0.0225461
131,304.883,1,4.93295,0.683785,11.9772,15.5226,21.5015,0.227048,0.657469,0.59689,0.537467,0.0224086
132,300.811,1,4.93576,0.684704,11.9907,15.2318,21.4847,0.227709,0.666085,0.596418,0.578362,0.0219823
133,305.831,1,4.90248,0.704331,12.1284,15.5055,21.2539,0.232787,0.670724,0.608514,0.511616,0.0221996
134,299.763,1,4.9184,0.705518,12.2123,15.9438,21.4324,0.230172,0.65374,0.593722,0.513188,0.0217693
135,297.312,1,4.9196,0.699834,12.0962,16.1077,21.1498,0.227399,0.643522,0.58588,0.583514,0.0217384
136,297.025,1,4.91978,0.703729,12.6962,15.815,21.2448,0.231406,0.627227,0.59815,0.504781,0.0215919
137,304.168,1,4.91112,0.677536,12.0007,16.5925,21.1245,0.237812,0.671111,0.638871,0.59754,0.0220125
138,306.501,1,4.91855,0.640443,12.2618,16.5216,20.9389,0.23179,0.654118,0.659967,0.593706,0.0223557
139,308.648,1,4.88025,0.660795,12.0254,15.7693,21.0452,0.240827,0.687793,0.643256,0.594893,0.0224479
140,308.339,1,4.90403,0.641135,12.1452,15.3743,21.2589,0.234729,0.670378,0.62972,0.569175,0.0226834
141,310.245,1,4.91189,0.646783,12.2685,14.646,21.234,0.228901,0.653403,0.677663,0.571299,0.0227753
142,304.46,1,4.89928,0.670405,12.5251,14.7415,21.1511,0.230206,0.636859,0.660504,0.514536,0.0220334
143,304.252,1,4.89204,0.722862,13.0242,14.1114,20.9486,0.231253,0.620733,0.663888,0.479632,0.0220657
144,307.19,1,4.91555,0.704177,13.1489,13.9593,20.74,0.225932,0.605016,0.647078,0.517982,0.0227485
145,305.136,1,4.90514,0.692126,12.9413,14.0905,20.7643,0.226889,0.67109,0.689127,0.487824,0.0217569
146,305.788,1,4.92022,0.714019,12.6097,14.2682,21.2347,0.224706,0.689953,0.709032,0.511091,0.0217478
147,306.562,1,4.90797,0.712976,12.3133,13.9299,21.467,0.227248,0.76183,0.747991,0.480758,0.0212491
148,294.96,1,4.88411,0.742994,12.0973,13.5647,21.6976,0.226744,0.750751,0.741833,0.474601,0.0201867
149,298.193,1,4.90753,0.748413,12.7899,14.1521,21.6722,0.226818,0.731741,0.745227,0.446066,0.0205734
150,294.073,1,4.91501,0.757258,12.8937,13.6459,21.452,0.222115,0.713213,0.726357,0.427711,0.0202724
151,294.563,1,4.897,0.755914,12.7605,13.5901,21.4311,0.223472,0.701501,0.783031,0.445198,0.0200161
152,293.908,1,4.88446,0.743414,12.736,13.5614,21.2637,0.226586,0.690283,0.763204,0.457337,0.0201179
153,299.412,1,4.90102,0.722749,12.6335,13.5087,21.4173,0.229596,0.702397,0.743879,0.517054,0.0208869
154,299.425,1,4.91964,0.676226,12.4478,13.2836,21.6014,0.226761,0.719598,0.725044,0.531146,0.0208593
155,309.814,1,4.88315,0.697064,12.8113,13.1478,21.0951,0.228315,0.701377,0.736961,0.507662,0.0219788
156,309.211,1,4.87041,0.708628,12.8476,12.8807,20.8026,0.227497,0.683618,0.745388,0.516968,0.0219597
157,304.364,1,4.86509,0.723848,13.2535,12.3367,20.7619,0.225327,0.666308,0.733203,0.433244,0.0215985
158,309.532,1,4.88166,0.760513,13.4494,12.1687,20.8512,0.222605,0.649437,0.734979,0.421512,0.0224085
159,294.813,1,4.88344,0.757544,13.2636,13.9033,20.6597,0.22736,0.632993,0.716369,0.473595,0.0212881
160,297.19,1,4.90804,0.712149,13.449,13.6715,20.5992,0.221603,0.616965,0.69823,0.463565,0.0213364
161,293.372,1,4.87794,0.716595,13.2012,13.5893,20.3457,0.225325,0.603384,0.698036,0.51948,0.020783
162,297.027,1,4.88531,0.690049,13.5304,13.788,20.2663,0.222817,0.588106,0.723204,0.474179,0.021138
163,300.019,1,4.87432,0.70036,13.5255,13.7242,20.4167,0.218648,0.578789,0.750033,0.412502,0.0213078
164,304.027,1,4.88751,0.746155,13.6434,13.3688,20.5961,0.21647,0.564134,0.782142,0.40905,0.021911
165,302.819,1,4.87359,0.737245,13.8489,12.9684,20.2904,0.220956,0.556864,0.762338,0.412803,0.0219432
166,297.922,1,4.8611,0.750107,13.5445,12.733,20.3697,0.22147,0.568938,0.743035,0.384522,0.0212363
167,294.588,1,4.88009,0.775816,13.7903,12.8734,20.2821,0.217376,0.568396,0.724221,0.422501,0.0209251
168,295.708,1,4.86547,0.796276,14.242,12.3458,20.3455,0.227199,0.556357,0.705883,0.377692,0.0210119
169,290.102,1,4.85512,0.791679,13.5608,12.473,20.5283,0.22849,0.581228,0.706357,0.407957,0.0202454
170,291.488,1,4.86905,0.793295,14.0977,12.6979,20.1995,0.223379,0.566511,0.698423,0.378156,0.0206711
171,293.451,1,4.85001,0.788663,13.5336,13.3112,20.2706,0.226986,0.552167,0.680739,0.446884,0.021018
172,293.714,1,4.86622,0.722825,13.3895,13.2857,20.3893,0.230298,0.590289,0.684257,0.485187,0.0207944
173,298.125,1,4.88965,0.696523,13.2815,13.0311,20.6024,0.228407,0.644489,0.688138,0.495797,0.0210638
174,290.162,1,4.87315,0.743572,13.5555,12.9451,20.3609,0.229582,0.62817,0.670714,0.468705,0.0203871
175,295.186,1,4.90791,0.75447,14.285,12.5801,20.1104,0.227112,0.612264,0.653731,0.45637,0.0211484
176,298.976,1,4.90651,0.763109,14.4842,13.0554,19.969,0.221362,0.596761,0.674485,0.422657,0.0216067
177,296.733,1,4.89658,0.795776,14.126,13.1971,20.1133,0.223653,0.581651,0.657407,0.413436,0.0213822
178,294.673,1,4.89451,0.759082,13.6836,12.9428,20.294,0.225611,0.598753,0.681722,0.499293,0.0209977
179,291.306,1,4.87689,0.718011,13.7601,13.2307,20.1711,0.229003,0.583592,0.66446,0.523832,0.0208166
180,298.833,1,4.9094,0.695772,14.0092,13.0687,20.4075,0.229151,0.57485,0.682591,0.507554,0.0215881
181,301.636,1,4.88961,0.6836,13.8114,12.6377,20.1963,0.227479,0.611984,0.700826,0.519764,0.0216492
182,298.584,1,4.88182,0.681053,13.7802,12.0714,20.0464,0.229444,0.617657,0.703698,0.544416,0.021277
183,297.249,1,4.89762,0.66945,13.8555,11.6892,20.2735,0.227833,0.602018,0.68588,0.530764,0.021529
184,293.862,1,4.89241,0.66071,13.8922,12.1478,20.2141,0.223971,0.586774,0.669178,0.526639,0.0212434
185,294.771,1,4.8867,0.637178,13.4312,12.4321,20.0877,0.227047,0.630168,0.697121,0.58599,0.0209639
186,298.379,1,4.86937,0.645519,13.3978,12.4462,20.072,0.232055,0.617683,0.713507,0.560578,0.0212089
187,297.188,1,4.87336,0.648154,13.6335,12.4749,19.9074,0.229254,0.632135,0.695441,0.556932,0.0211265
188,296.539,1,4.88805,0.630597,13.4856,12.7318,19.8452,0.22501,0.642773,0.730499,0.586157,0.0209756
189,294.247,1,4.87019,0.662924,13.5425,13.4312,19.6514,0.226207,0.626498,0.716203,0.559779,0.0209014
190,292.033,1,4.89982,0.663295,13.5406,13.3103,19.7819,0.225256,0.618117,0.728715,0.567821,0.0205759
