popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
3.49141,3.96493,3.49141,3.13992,3.88224,4.08502,4.06419,4.08502,3.67377,4.5423,All
3.6691,4.17857,3.6691,3.29973,4.07983,4.30439,4.27377,4.30439,3.87106,4.78623,All
3.85584,4.40308,3.85584,3.46767,4.28747,4.53555,4.4946,4.53555,4.07895,5.04326,All
4.05208,4.60458,4.05208,3.64415,4.50568,4.77912,4.72977,4.77912,4.298,5.3141,All
4.25717,4.81089,4.25717,3.82859,4.73372,5.03577,4.98016,5.03577,4.52881,5.59948,All
4.25831,4.81205,4.25831,3.82962,4.73499,5.12051,5.06335,5.12051,4.60502,5.6937,All
4.47504,5.03007,4.47504,4.02453,4.97598,5.30621,5.24638,5.30621,4.77202,5.90019,All
4.70279,5.25918,4.70279,4.22936,5.22923,5.59116,5.52908,5.59116,5.02829,6.21704,All
4.94214,5.49461,4.94214,4.44461,5.49537,5.89142,5.82934,5.89142,5.29833,6.55091,All
5.02292,5.56067,5.02292,4.51726,5.58519,6.156,6.0953,6.156,5.53626,6.8451,All
5.19367,5.7003,5.19367,4.67082,5.77505,6.20781,6.14755,6.20781,5.58286,6.90272,All
5.458,5.91647,5.458,4.90853,6.06897,6.54118,6.48487,6.54118,5.88267,7.27341,All
5.73578,6.14363,5.73578,5.15835,6.37785,6.89246,6.84125,6.89246,6.19859,7.66401,All
5.78868,6.18688,5.78868,5.20592,6.43667,7.19149,7.14587,7.19149,6.46751,7.99651,All
6.0277,6.37066,6.0277,5.42089,6.70245,7.26261,7.21834,7.26261,6.53147,8.07559,All
6.33448,6.59632,6.33448,5.69678,7.04357,7.65263,7.61589,7.65263,6.88223,8.50927,All
6.55443,6.75756,6.55443,5.89459,7.28814,8.0636,8.03465,8.0636,7.25182,8.96624,All
6.65687,6.83265,6.65687,5.98672,7.40205,8.22698,8.20082,8.22698,7.39876,9.14791,All
6.99567,7.08167,6.99567,6.29141,7.77877,8.49663,8.47466,8.49663,7.64126,9.44775,All
7.32019,7.32651,7.32019,6.58326,8.13962,8.95292,8.93737,8.95292,8.05162,9.95512,All
7.35171,7.35029,7.35171,6.61161,8.17467,9.26247,9.25063,9.26247,8.33,10.2993,All
7.72588,7.63314,7.72588,6.9481,8.59072,9.43372,9.4238,9.43372,8.48401,10.4897,All
8.08595,7.92814,8.08595,7.27192,8.99109,9.94033,9.9355,9.94033,8.93963,11.0531,All
8.11908,7.95542,8.11908,7.30172,9.02794,10.298,10.2965,10.298,9.26125,11.4507,All
8.5323,8.31862,8.5323,7.67334,9.48741,10.4742,10.4743,10.4742,9.41971,11.6466,All
