iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1502.21,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1488,1,4.88902,23.4631,8.17068,28.9028,0.974679,0.974679,1.05144,0.974679,0.998761,0.974679,0.974679
3,1477.61,1,4.93929,21.6873,9.25151,26.9903,0.95,0.95,1.02482,0.95,0.998761,0.95,0.95
4,1459.22,1,4.65375,20.1264,10.4167,25.1032,0.925945,0.925945,0.998866,0.925945,0.998761,0.925945,0.925945
5,1441.02,1,4.64326,20.6235,8.10629,25.7472,0.9025,0.9025,0.973574,0.9025,0.998761,0.9025,0.9025
6,1435.59,1,4.66758,23.5944,8.25526,29.3885,0.879648,0.879648,0.971514,0.879648,0.998761,0.879648,0.879648
7,1422.67,1,5.10556,22.2913,9.12015,27.834,0.857375,0.857375,0.946915,0.857375,0.998761,0.857375,0.857375
8,1408.38,1,5.11407,23.0037,9.30004,28.6311,0.835666,0.835666,0.922938,0.835666,0.998761,0.835666,0.835666
9,1401.31,1,5.01438,25.5971,8.73488,31.9199,0.814506,0.814506,0.986723,0.814506,0.998761,0.814506,0.814506
10,1387.64,1,5.05172,25.9919,7.29966,32.6001,0.793882,0.793882,0.961739,0.793882,0.998761,0.793882,0.793882
11,1378.84,1,5.05422,26.9783,6.61212,33.811,0.773781,0.773781,0.937387,0.773781,0.998761,0.773781,0.773781
12,1364.21,1,4.91618,28.2153,6.61854,35.0608,0.754188,0.754188,0.913652,0.754188,0.998761,0.754188,0.754188
13,1359.45,1,4.76758,30.7182,7.72073,38.0992,0.735092,0.735092,0.940448,0.735092,0.998761,0.735092,0.735092
14,1353.78,1,4.98886,26.6027,7.22555,33.1286,0.716479,0.716479,1.01233,0.716479,0.998761,0.716479,0.716479
15,1335.83,1,5.13914,25.4074,8.63363,31.7141,0.698337,0.698337,1.00657,0.698337,0.998761,0.698337,0.698337
16,1335.81,1,4.98312,22.3211,9.78205,27.9724,0.680655,0.680655,1.1179,0.680655,0.998761,0.680655,0.680655
17,1314.02,1,4.99802,25.1186,7.91061,31.6404,0.66342,0.66342,1.11422,0.66342,0.998761,0.66342,0.66342
18,1298.21,1,5.23717,26.1779,8.19621,32.9875,0.646622,0.646622,1.08601,0.646622,0.998761,0.646622,0.646622
19,1290.82,1,5.45062,25.2055,10.4706,31.53,0.630249,0.630249,1.06817,0.630249,0.998761,0.630249,0.630249
20,1270.41,1,5.39092,23.4767,9.45006,29.4421,0.614291,0.614291,1.04112,0.614291,0.998761,0.614291,0.614291
21,1260.17,1,5.30931,22.6963,10.3131,28.6818,0.598737,0.598737,1.01476,0.598737,0.998761,0.598737,0.598737
22,1258.48,1,5.22314,24.8637,8.3762,31.5676,0.583577,0.583577,0.989064,0.583577,0.998761,0.583577,0.583577
23,1242.2,1,5.21523,23.939,8.34591,30.5891,0.5688,0.5688,0.96402,0.5688,0.998761,0.5688,0.5688
24,1227.35,1,5.26008,23.267,7.30009,29.6619,0.554398,0.554398,0.93961,0.554398,0.998761,0.554398,0.554398
25,1216.87,1,5.35966,23.2162,6.88601,29.5437,0.54036,0.54036,0.915819,0.54036,0.998761,0.54036,0.54036
26,1208.38,1,5.43221,23.9114,7.24035,30.5086,0.526678,0.526678,0.89263,0.526678,0.998761,0.526678,0.526678
27,1196.29,1,5.36944,25.1313,7.74584,32.2015,0.513342,0.513342,0.870028,0.513342,0.998761,0.513342,0.513342
28,1185.03,1,5.34616,24.771,8.28571,31.5604,0.500344,0.500344,0.847998,0.500344,0.998761,0.500344,0.500344
29,1166.15,1,5.36863,24.6639,7.62798,31.345,0.487675,0.487675,0.826527,0.487675,0.998761,0.487675,0.487675
30,1146.42,1,5.38999,24.0211,6.98759,30.4085,0.475327,0.475327,0.805598,0.475327,0.998761,0.475327,0.475327
31,1147.6,1,5.33424,23.4256,6.32707,29.5053,0.463291,0.463291,0.821694,0.463291,0.998761,0.463291,0.463291
32,1138.93,1,5.31706,23.56,6.27312,29.7084,0.45156,0.45156,0.800888,0.45156,0.998761,0.45156,0.45156
33,1125.76,1,5.19052,23.8237,5.06668,30.0092,0.440127,0.440127,0.78061,0.440127,0.998761,0.440127,0.440127
34,1115.15,1,5.20408,23.9416,5.16528,30.1616,0.428982,0.428982,0.760844,0.428982,0.998761,0.428982,0.428982
35,1108.92,1,5.15318,23.0557,5.73886,29.1195,0.41812,0.41812,0.799503,0.41812,0.998761,0.41812,0.41812
36,1102.46,1,5.30436,23.611,6.64929,29.713,0.407533,0.407533,0.801439,0.407533,0.998761,0.407533,0.407533
37,1088.36,1,5.32703,23.8678,6.39044,29.9646,0.397214,0.397214,0.820672,0.397214,0.998761,0.397214,0.397214
38,1078.38,1,5.29569,23.8143,6.14576,29.8449,0.387157,0.392311,0.799892,0.39674,0.998761,0.387157,0.387157
39,1064.63,1,5.28087,22.944,7.79082,28.7281,0.377354,0.382378,0.779638,0.386695,0.998761,0.377354,0.377354
40,1052.56,1,5.34403,23.0442,8.73889,28.8626,0.367799,0.372696,0.759897,0.376903,0.998761,0.367799,0.367799
41,1046.82,1,5.42466,22.8557,8.33925,28.5875,0.358486,0.363259,0.740656,0.36736,0.998761,0.358486,0.358486
42,1038.23,1,5.39164,23.4061,7.06895,29.2931,0.349409,0.354061,0.721903,0.358058,0.998761,0.349409,0.349409
43,1023.68,1,5.30365,23.2922,8.80592,29.2199,0.340562,0.345096,0.703624,0.350778,0.998761,0.340562,0.340562
44,1010.47,1,5.42095,22.2592,8.80443,27.9591,0.331938,0.336358,0.685807,0.341896,0.998761,0.331938,0.331938
45,1006.35,1,5.48651,21.9556,8.81809,27.5051,0.323534,0.327841,0.668442,0.333239,0.998761,0.323534,0.323534
46,990.269,1,5.38264,21.288,8.41342,26.7767,0.315341,0.332238,0.651517,0.333826,0.998761,0.315341,0.315341
47,984.699,1,5.37114,21.0921,8.88994,26.5557,0.307357,0.323826,0.63502,0.325373,0.998761,0.307357,0.307357
48,981.644,1,5.36208,20.6553,8.27552,25.9458,0.299574,0.330474,0.618941,0.333127,0.998761,0.299574,0.299574
49,967.322,1,5.27099,21.5717,7.87662,27.0373,0.291989,0.322106,0.603269,0.324692,0.998761,0.291989,0.291989
50,965.51,1,5.39639,22.3823,8.05482,28.0982,0.284596,0.31395,0.587994,0.31647,0.998761,0.284596,0.284596
51,954.945,1,5.40019,22.315,7.15012,27.9155,0.27739,0.318675,0.577385,0.319862,0.998761,0.27739,0.27739
52,942.038,1,5.38021,22.2803,7.38904,27.9637,0.270366,0.316427,0.562765,0.319241,0.998761,0.270366,0.270366
53,947.739,1,5.34141,21.5083,7.51903,27.1056,0.26352,0.322652,0.582515,0.326705,0.998761,0.26352,0.26352
54,936.949,1,5.3472,22.1217,7.16354,27.9221,0.256848,0.314483,0.567765,0.318818,0.998761,0.256848,0.256848
55,934.706,1,5.32509,21.8881,7.52641,27.6912,0.250344,0.30652,0.593711,0.310745,0.998761,0.250344,0.250344
56,927.951,1,5.31804,21.64,7.35407,27.3595,0.244005,0.298758,0.660534,0.302877,0.998761,0.244005,0.244005
57,912.636,1,5.39823,21.7481,7.40377,27.6256,0.237827,0.293379,0.682641,0.296743,0.998761,0.237827,0.237827
58,915.032,1,5.35776,22.0159,7.07036,27.9704,0.231805,0.292338,0.67945,0.296421,0.998761,0.231805,0.231805
59,909.504,1,5.31475,21.5987,6.92464,27.4663,0.225936,0.319265,0.662246,0.322414,0.998761,0.225936,0.225936
60,903.164,1,5.31946,20.9212,7.76961,26.5612,0.220215,0.324117,0.663338,0.327478,0.998761,0.220215,0.220215
61,898.755,1,5.29601,21.4175,7.63978,27.2365,0.214639,0.31591,0.67943,0.319186,0.998761,0.214639,0.214639
