simulations,OFV
500,970.459
1000,973.208
1500,974.172
2000,975.312
2500,975.653
3000,976.367
3500,975.006
4000,975.006
4500,975.656
5000,976.071
5500,975.949
6000,975.852
6500,975.645
7000,975.907
7500,975.739
8000,975.624
8500,975.535
9000,975.296
9500,975.247
10000,975.276
10500,975.281
11000,974.979
11500,975.153
12000,975.074
12500,975.152
13000,974.89
13500,974.846
14000,974.963
14500,974.493
15000,974.135
15500,974.152
16000,974.276
16500,974.31
17000,974.42
17500,974.451
18000,974.459
18500,974.524
19000,974.629
19500,974.717
20000,974.684
20500,973.991
21000,973.989
21500,973.973
22000,974.024
22500,974.043
23000,973.986
23500,973.639
24000,973.753
24500,973.857
25000,973.791
25500,973.487
26000,973.516
26500,973.576
27000,973.645
27500,973.706
28000,973.833
28500,973.833
29000,973.859
29500,973.845
30000,973.855
