rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,-2.69251,-1.30629,-0.201946,0.889641,0
1,1,-2.55942,-1.26716,-0.0540253,0.903035,0
2,1,-2.48109,-0.96341,0.136557,-0.773457,0
3,1,-2.83041,-0.28438,-0.291213,0.513772,0
4,1,-3.00106,-0.0399149,-0.763174,-0.711058,0
5,1,-2.39578,-1.48344,-0.394052,0.177384,0
6,1,-2.76182,-0.98504,-0.0282798,-0.125498,0
7,1,-2.71687,-0.940751,0.562096,1.25149,0
8,1,-2.61121,-0.8038,-0.013326,1.99379,0
9,1,-2.5943,-0.612894,0.705,0.0104199,0
0,2,1.07606,0.0385508,0.368791,1.2055,0
1,2,1.00149,-0.862734,0.691939,-0.861112,0
2,2,1.18242,0.0162161,0.428866,-0.608181,0
3,2,1.151,-2.07643,0.952709,0.068957,0
4,2,1.25818,-0.6065,0.3453,-1.19924,0
5,2,0.855519,0.829397,-0.527008,0.0256704,0
6,2,1.01252,0.800977,0.113887,0.182133,0
7,2,0.935657,-0.892435,0.118702,0.277988,0
8,2,0.781461,0.884868,-0.24676,-0.736334,0
9,2,0.848638,-0.193533,-0.450392,0.343634,0
0,3,0.96329,0.222589,0.732352,2.54706,0
1,3,0.874135,-0.656444,1.12109,-0.067041,0
2,3,0.91422,-0.668041,0.673684,0.882334,0
3,3,0.57149,1.05481,-0.361137,-1.04961,0
4,3,0.904833,0.350721,0.369558,1.63048,0
5,3,0.732853,0.499556,0.520489,1.58345,0
6,3,0.848031,-1.52377,0.850264,-1.03623,0
7,3,0.652696,0.309202,0.319232,-0.346338,0
8,3,0.892662,0.617301,0.889523,-0.359237,0
9,3,0.702223,-0.378826,0.578315,0.0391096,0
0,4,-0.176409,1.48332,-1.31311,-0.451736,0
1,4,0.164334,0.651285,-0.894835,-0.621583,0
2,4,-0.377635,-1.11664,-0.968963,0.609169,0
3,4,0.0709693,-2.01486,-0.44281,-0.975288,0
4,4,0.235721,0.0469987,-0.225039,-1.25401,0
5,4,-0.0730708,-2.40287,-0.181966,0.546884,0
6,4,0.0529787,-0.943466,-0.446783,0.0200909,0
7,4,-0.0816106,-1.74939,-1.00333,0.857262,0
8,4,-0.0123816,0.237756,-0.971609,1.65749,0
9,4,-0.282587,0.332553,-1.02001,1.57686,0
0,5,-0.478448,-0.391223,0.626763,-0.609613,0
1,5,-0.449638,0.144702,0.223717,0.212713,0
2,5,-0.420645,1.50859,0.135016,0.475051,0
3,5,-0.655791,0.114768,0.114343,-1.94215,0
4,5,-0.422552,-0.731285,0.531467,1.22268,0
5,5,-0.164842,0.745646,1.14161,0.0921056,0
6,5,-0.459573,0.573607,0.80575,-0.658682,0
7,5,-0.355268,1.88245,0.875213,0.374478,0
8,5,-0.380685,-0.226068,0.395841,1.00218,0
9,5,-0.439721,0.587927,0.939597,-1.33698,0
0,6,0.395342,0.686321,2.25836,1.04245,0
1,6,0.500947,2.40139,1.39223,1.43888,0
2,6,0.350039,-0.120375,1.5074,-0.226243,0
3,6,0.465654,0.0383649,2.01805,1.35212,0
4,6,0.550861,1.25804,2.25188,-0.416886,0
