Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
1.93439,0,7.11169,0,0.873802,0.00142857,7.74027,0,All
2.46473,0.00142857,9.65318,0.00142857,0.927322,0.00285714,9.86347,0.00142857,All
2.48631,0.00285714,9.72798,0.00285714,1.0734,0.00428571,10.0762,0.00285714,All
2.4942,0.00428571,10.0168,0.00428571,1.07885,0.00571429,10.4043,0.00428571,All
2.54465,0.00571429,10.1332,0.00571429,1.07889,0.00714286,10.4333,0.00571429,All
2.5464,0.00714286,10.1883,0.00714286,1.17576,0.00857143,10.5285,0.00714286,All
2.56357,0.00857143,10.2274,0.00857143,1.23689,0.01,10.7331,0.00857143,All
2.58572,0.01,10.4473,0.01,1.23864,0.0114286,11.0576,0.01,All
2.58929,0.0114286,10.5408,0.0114286,1.26331,0.0128571,11.1291,0.0114286,All
2.59215,0.0128571,10.6474,0.0128571,1.28744,0.0142857,11.15,0.0128571,All
2.60837,0.0142857,10.7227,0.0142857,1.29981,0.0157143,11.1673,0.0142857,All
2.60849,0.0157143,10.7733,0.0157143,1.32907,0.0171429,11.2761,0.0157143,All
2.61017,0.0171429,10.8486,0.0171429,1.37387,0.0185714,11.4565,0.0171429,All
2.61391,0.0185714,10.8559,0.0185714,1.3984,0.02,11.518,0.0185714,All
2.63331,0.02,10.8692,0.02,1.41003,0.0214286,11.6001,0.02,All
2.63348,0.0214286,10.8767,0.0214286,1.45383,0.0228571,11.6653,0.0214286,All
2.64042,0.0228571,11.0425,0.0228571,1.46029,0.0242857,11.6831,0.0228571,All
2.64107,0.0242857,11.1384,0.0242857,1.5404,0.0257143,11.7302,0.0242857,All
2.64136,0.0257143,11.196,0.0257143,1.55526,0.0271429,11.7631,0.0257143,All
2.652,0.0271429,11.2544,0.0271429,1.55978,0.0285714,11.7643,0.0271429,All
2.65873,0.0285714,11.3007,0.0285714,1.56514,0.03,12.0734,0.0285714,All
2.66174,0.03,11.3316,0.03,1.57214,0.0314286,12.1906,0.03,All
2.67129,0.0314286,11.3595,0.0314286,1.58625,0.0328571,12.2008,0.0314286,All
2.67739,0.0328571,11.4464,0.0328571,1.59311,0.0342857,12.2477,0.0328571,All
2.68005,0.0342857,11.4699,0.0342857,1.66045,0.0357143,12.2924,0.0342857,All
2.68388,0.0357143,11.5088,0.0357143,1.68289,0.0371429,12.3665,0.0357143,All
2.68698,0.0371429,11.5821,0.0371429,1.71645,0.0385714,12.4759,0.0371429,All
2.6946,0.0385714,11.6171,0.0385714,1.71677,0.04,12.5027,0.0385714,All
2.69463,0.04,11.6379,0.04,1.72225,0.0414286,12.5038,0.04,All
2.70281,0.0414286,11.6785,0.0414286,1.73543,0.0428571,12.5124,0.0414286,All
2.70484,0.0428571,11.6785,0.0428571,1.73568,0.0442857,12.5518,0.0428571,All
2.70966,0.0442857,11.6948,0.0442857,1.77617,0.0457143,12.5561,0.0442857,All
2.71049,0.0457143,11.7442,0.0457143,1.78884,0.0471429,12.6347,0.0457143,All
2.73068,0.0471429,11.7767,0.0471429,1.79394,0.0485714,12.7083,0.0471429,All
2.73126,0.0485714,11.8664,0.0485714,1.80398,0.05,12.7271,0.0485714,All
2.73322,0.05,11.8752,0.05,1.80451,0.0514286,12.8087,0.05,All
2.73556,0.0514286,11.9167,0.0514286,1.83126,0.0528571,12.8301,0.0514286,All
2.73585,0.0528571,11.9269,0.0528571,1.83793,0.0542857,12.9583,0.0528571,All
2.73624,0.0542857,11.9321,0.0542857,1.84867,0.0557143,13.001,0.0542857,All
2.73629,0.0557143,11.9464,0.0557143,1.88264,0.0571429,13.0167,0.0557143,All
2.74071,0.0571429,11.9543,0.0571429,1.89396,0.0585714,13.0347,0.0571429,All
2.74503,0.0585714,12.0186,0.0585714,1.90458,0.06,13.0961,0.0585714,All
2.74776,0.06,12.0686,0.06,1.90662,0.0614286,13.1082,0.06,All
2.76078,0.0614286,12.0692,0.0614286,1.90715,0.0628571,13.1091,0.0614286,All
2.76578,0.0628571,12.0699,0.0628571,1.91139,0.0642857,13.1277,0.0628571,All
2.7728,0.0642857,12.1101,0.0642857,1.91168,0.0657143,13.1908,0.0642857,All
2.77797,0.0657143,12.1219,0.0657143,1.92707,0.0671429,13.1911,0.0657143,All
