Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.54822,0.115342,10.1968,0.0136267,1.58431,0.0656809,10.7213,0.0112254,All
2.7152,0.310535,11.284,0.0313414,3.00532,0.0834043,12.437,0.0319491,All
2.88217,0.0177449,12.3712,0.0476935,4.42633,0.116766,14.1527,0.0267681,All
3.04915,0,13.4583,0.0476935,5.84734,0.0844469,15.8684,0.0276316,All
3.21612,0.0443621,14.5455,0.0190774,7.26835,0.077149,17.5841,0.0103619,All
3.3831,0.275045,15.6327,0.0136267,8.68937,0.0698511,19.2998,0.0155428,All
3.55008,0.124214,16.7199,0.0313414,10.1104,0.0594256,21.0155,0.0509458,All
3.71705,0,17.8071,0.0844856,11.5314,0.0500426,22.7312,0.0647616,All
3.88403,0,18.8943,0.103563,12.9524,0.0354468,24.4469,0.0466284,All
4.051,0,19.9815,0.0585949,14.3734,0.028149,26.1626,0.0423109,All
4.21798,0.00887243,21.0687,0.0722216,15.7944,0.0177234,27.8782,0.0397205,All
4.38496,0.0709794,22.1559,0.0654082,17.2154,0.0114681,29.5939,0.0466284,All
4.55193,0.230683,23.243,0.087211,18.6364,0.00625532,31.3096,0.0630347,All
4.71891,0.195193,24.3302,0.0858483,20.0575,0.00417022,33.0253,0.0449014,All
4.88588,0.514601,25.4174,0.0667709,21.4785,0.00208511,34.741,0.0250412,All
5.05286,0.576708,26.5046,0.0517815,22.8995,0.00208511,36.4567,0.0215872,All
5.21984,0.390387,27.5918,0.0231654,24.3205,0.00312766,38.1724,0.0112254,All
5.38681,0.195193,28.679,0.0163521,25.7415,0.00417022,39.8881,0.00345395,All
5.55379,0.124214,29.7662,0.00272534,27.1625,0.00208511,41.6038,0.00259047,All
5.72076,0.29279,30.8534,0.00545069,28.5835,0.00104255,43.3195,0.00431744,All
5.88774,0.603325,31.9406,0.00817603,30.0045,0.00104255,45.0352,0.00345395,All
6.05471,0.496856,33.0277,0.00136267,31.4256,0,46.7509,0,All
6.22169,0.310535,34.1149,0.00136267,32.8466,0.00104255,48.4666,0.000863489,All
6.38867,0.452494,35.2021,0.00408801,34.2676,0.00104255,50.1823,0.00345395,All
6.55564,0.390387,36.2893,0.00408801,35.6886,0.00104255,51.898,0.00259047,All
6.72262,0.301663,37.3765,0.00272534,37.1096,0,53.6136,0,All
6.88959,0.168576,38.4637,0.00408801,38.5306,0.00104255,55.3293,0.00345395,All
