Cl_pop,0.14821,nan,0.025869,-1.9237e-9,0.013451,0.00055467,-0.0005726,-5.6317e-5,-5.8618e-10,-0.000121,-0.00016327,2.8513e-7
beta_Cl_logtCLCRMLMIN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
V1_pop,0.025869,nan,3.525,-1.6114e-8,1.1799,0.0023097,-0.0093102,-0.00050289,-6.7672e-9,-0.0049248,-0.0017296,0.00037214
Q_pop,-1.9237e-9,nan,-1.6114e-8,1.1899e-14,-2.3342e-8,-6.0175e-10,2.4766e-9,2.1494e-10,1.9537e-15,5.4118e-10,-9.0265e-11,3.5439e-10
V2_pop,0.013451,nan,1.1799,-2.3342e-8,0.45726,0.0019324,-0.0098772,-0.00074514,-6.4862e-9,-0.003014,-0.00048433,-0.00070215
omega_Cl,0.00055467,nan,0.0023097,-6.0175e-10,0.0019324,0.0028658,-0.00012987,-1.4418e-5,-1.437e-10,-1.9018e-5,5.7791e-5,-4.8944e-5
omega_V1,-0.0005726,nan,-0.0093102,2.4766e-9,-0.0098772,-0.00012987,0.0049895,0.00012036,4.8278e-10,0.0028252,1.847e-5,3.6665e-5
corr_V2_V1,-5.6317e-5,nan,-0.00050289,2.1494e-10,-0.00074514,-1.4418e-5,0.00012036,8.8855e-6,4.6248e-11,4.665e-5,-2.1382e-6,9.0232e-6
omega_Q,-5.8618e-10,nan,-6.7672e-9,1.9537e-15,-6.4862e-9,-1.437e-10,4.8278e-10,4.6248e-11,5.9771e-16,8.4093e-11,6.4054e-12,6.6551e-11
omega_V2,-0.000121,nan,-0.0049248,5.4118e-10,-0.003014,-1.9018e-5,0.0028252,4.665e-5,8.4093e-11,0.0017635,1.3639e-5,-1.8754e-5
a1,-0.00016327,nan,-0.0017296,-9.0265e-11,-0.00048433,5.7791e-5,1.847e-5,-2.1382e-6,6.4054e-12,1.3639e-5,0.0005349,-5.6721e-5
a2,2.8513e-7,nan,0.00037214,3.5439e-10,-0.00070215,-4.8944e-5,3.6665e-5,9.0232e-6,6.6551e-11,-1.8754e-5,-5.6721e-5,0.00011479
