parameter,value,se_lin,rse_lin
Cl_pop,5.26433262617278,0.296639318313135,5.63488934643544
beta_Cl_logtCLCRMLMIN,0.617259648164922,0.242812275231411,39.3371372895147
V1_pop,20.5093805334408,1.69970235833855,8.287438792055
Q_pop,6.22326935987041,1.20855106845386,19.4198740013886
V2_pop,19.6764612120198,2.16627960785292,11.0094980215731
omega_Cl,0.207621808142751,0.039880796381646,19.2083850624332
omega_V1,0.277951882940447,0.0625867341673739,22.5171110572341
omega_Q,0.586881500615387,0.161301703671855,27.4845438990185
omega_V2,0.23158007497126,0.129925667823919,56.1039924700101
corr_V2_V1,0.998874331469081,0.366164161246929,36.6576805220731
a1,0.302936474843464,0.0222194145967086,7.33467787534993
a2,0.0649753134437842,0.00660837357594867,10.1705912995189
