iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1601.24,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1573.21,1,4.58541,36.0307,14.2608,60.7765,0.974679,0.974679,0.974679,0.975765,0.974679,0.974679
3,1554.53,1,3.86846,31.9701,15.5563,79.3605,0.95,0.95,0.95,0.951058,0.95,0.95
4,1545.42,1,3.73404,35.0319,18.888,105.815,0.925945,0.925945,0.925945,0.926977,0.925945,0.925945
5,1539.96,1,4.03278,40.0478,17.9369,107.757,0.9025,0.9025,0.9025,0.903505,0.9025,0.9025
6,1525.53,1,3.84273,31.2468,16.4995,120.308,0.879648,0.879648,0.879648,0.880628,0.879648,0.879648
7,1513.86,1,3.58198,31.5717,16.3042,127.981,0.857375,0.857375,0.87048,0.85833,0.857375,0.857375
8,1506.29,1,3.33316,31.8354,15.1849,112.363,0.835666,0.835666,0.884545,0.951104,0.835666,0.835666
9,1502.72,1,3.74104,29.9045,11.8981,97.2615,0.814506,0.814506,0.978964,0.971655,0.814506,0.814506
10,1480.41,1,3.69784,28.233,13.0584,121.713,0.793882,0.793882,1.00568,0.947052,0.793882,0.793882
11,1470.35,1,3.865,27.8985,10.0828,135.911,0.773781,0.773781,0.980212,0.923072,0.773781,0.773781
12,1454.62,1,3.31786,25.535,7.998,135.339,0.754188,0.754188,0.955393,0.8997,0.754188,0.754188
13,1453.41,1,3.38803,25.2443,7.87592,166.859,0.735092,0.735092,0.931202,0.876919,0.735092,0.735092
14,1435.98,1,3.39217,27.3715,8.65033,153.262,0.716479,0.716479,0.907623,0.900339,0.716479,0.716479
15,1433.25,1,3.36948,25.0497,9.14056,143.574,0.698337,0.698337,0.903397,0.88382,0.698337,0.698337
16,1417.82,1,3.40526,29.0142,9.87833,155.869,0.680655,0.680655,0.880522,0.861442,0.680655,0.680655
17,1398.64,1,3.50645,26.0456,8.2699,152.083,0.66342,0.66342,0.861216,0.839629,0.66342,0.66342
18,1398.12,1,3.69127,25.1622,9.7645,123.268,0.646622,0.646622,0.83941,1.02978,0.646622,0.646622
19,1384.1,1,3.96608,27.4003,8.87365,117.859,0.630249,0.630249,0.818156,1.00371,0.630249,0.630249
20,1367.37,1,4.0053,27.8427,8.9424,109.194,0.614291,0.614291,0.797439,0.978293,0.614291,0.614291
21,1355.94,1,4.06406,26.1604,9.80147,100.291,0.598737,0.598737,0.777248,0.953522,0.598737,0.598737
22,1346.08,1,4.1468,27.0577,8.69671,95.8548,0.583577,0.583577,0.757567,0.995477,0.583577,0.583577
23,1337.66,1,4.20452,25.6984,8.30322,80.2977,0.5688,0.5688,0.738385,0.970271,0.5688,0.5688
24,1328.41,1,4.11178,28.3938,7.82479,110.456,0.554398,0.554398,0.719689,0.945703,0.554398,0.554398
25,1311.96,1,4.06848,25.1904,7.30746,108.007,0.54036,0.54036,0.701466,0.921757,0.54036,0.54036
26,1303.34,1,3.90759,28.3178,7.31126,107.49,0.526678,0.526678,0.683705,0.961684,0.526678,0.526678
27,1307.17,1,4.20248,28.1586,8.1661,99.2924,0.513342,0.513342,0.746704,0.937334,0.513342,0.513342
28,1285.3,1,4.25113,28.0338,8.46746,79.6827,0.500344,0.500344,0.727797,0.976265,0.500344,0.500344
29,1281.43,1,4.35044,26.6623,8.3607,76.8172,0.487675,0.487675,0.709369,0.992284,0.487675,0.487675
30,1262.15,1,4.58225,28.1191,8.01922,72.061,0.475327,0.475327,0.691407,0.967159,0.475327,0.475327
31,1258.35,1,4.31881,27.6001,7.42796,72.1629,0.463291,0.463291,0.68275,0.94267,0.463291,0.463291
32,1247.8,1,4.42356,26.1244,7.02074,68.7044,0.45156,0.45156,0.665462,0.986141,0.45156,0.45156
33,1236.08,1,4.56828,27.2512,6.57179,59.136,0.440127,0.440127,0.648612,0.961172,0.440127,0.440127
34,1224.26,1,4.52407,28.9872,6.36343,64.8079,0.428982,0.428982,0.632189,0.936834,0.428982,0.428982
35,1209.58,1,4.51599,27.2369,6.65528,64.227,0.41812,0.41812,0.616182,0.95597,0.41812,0.41812
36,1203.37,1,4.62069,24.9885,7.79695,60.2698,0.407533,0.407533,0.60058,0.931765,0.407533,0.407533
37,1191.54,1,4.40894,25.7776,7.20806,69.2368,0.397214,0.397214,0.585373,0.908172,0.397214,0.397214
38,1181.58,1,4.39341,26.0697,7.09063,63.4093,0.387157,0.387157,0.570551,0.916035,0.387157,0.387157
39,1171.84,1,4.49812,26.2972,6.6293,62.8692,0.377354,0.377354,0.556104,0.892841,0.377354,0.377354
40,1165.66,1,4.47199,25.9784,6.9744,57.129,0.367799,0.367799,0.551361,0.881075,0.367799,0.367799
41,1154.56,1,4.73122,26.5879,6.69294,51.6568,0.358486,0.358486,0.581098,0.884628,0.358486,0.358486
42,1136.41,1,4.78076,26.3319,6.90878,43.1117,0.349409,0.349409,0.566384,0.862228,0.349409,0.349409
43,1128.28,1,4.8217,24.8854,6.98553,43.5082,0.340562,0.340562,0.552043,0.840396,0.340562,0.340562
44,1120.35,1,4.85772,23.9692,8.23401,41.9591,0.331938,0.331938,0.538065,0.819117,0.331938,0.331938
45,1114.97,1,4.71341,22.7151,8.72214,38.0672,0.323534,0.323534,0.524441,0.833606,0.323534,0.323534
46,1108.98,1,4.70736,23.3713,8.12257,40.2327,0.315341,0.315341,0.511161,0.857777,0.315341,0.315341
47,1103.28,1,4.83758,23.2173,8.73404,41.3944,0.307357,0.307357,0.498219,0.836058,0.307357,0.307357
48,1087.58,1,5.02321,24.1475,7.99142,37.2402,0.299574,0.299574,0.522366,0.814888,0.299574,0.299574
49,1068.68,1,4.99323,25.1209,8.30329,33.9238,0.291989,0.291989,0.509139,0.794255,0.291989,0.291989
50,1067.25,1,4.96768,25.2922,8.38223,32.5546,0.284596,0.284596,0.508453,0.774144,0.284596,0.284596
51,1063.56,1,5.07871,25.9732,7.71858,33.5316,0.27739,0.27739,0.495579,0.754542,0.27739,0.27739
52,1046.51,1,4.94483,25.2759,8.14086,32.8273,0.270366,0.270366,0.483031,0.735437,0.270366,0.270366
53,1047.38,1,4.93244,24.9431,8.66701,30.868,0.26352,0.26352,0.481432,0.716815,0.26352,0.26352
54,1045.56,1,4.88709,24.6358,7.66257,30.7672,0.256848,0.256848,0.469242,0.712056,0.256848,0.256848
55,1026.21,1,5.08083,25.8383,7.21777,28.9191,0.250344,0.250344,0.45736,0.694026,0.250344,0.250344
56,1030.98,1,4.96008,26.0146,6.97574,28.9344,0.244005,0.258249,0.44894,0.676453,0.244005,0.244005
57,1014.05,1,4.9619,25.3351,6.78811,31.3444,0.237827,0.25171,0.437572,0.659325,0.237827,0.237827
58,1011.14,1,4.83566,24.0819,6.21066,29.612,0.231805,0.245336,0.437244,0.679215,0.231805,0.231805
59,1006.56,1,4.88125,23.944,6.49782,26.9404,0.225936,0.239124,0.432837,0.68431,0.225936,0.225936
60,998.323,1,4.99289,24.9672,7.00027,26.0085,0.220215,0.233069,0.421878,0.666983,0.220215,0.220215
61,993.125,1,5.01177,25.6389,7.1599,25.2694,0.214639,0.227168,0.429914,0.650095,0.214639,0.214639
62,987.418,1,5.01832,25.5663,7.07982,23.7152,0.209204,0.221416,0.419028,0.633634,0.209204,0.209204
63,976.391,1,5.0431,24.8013,6.65811,23.0072,0.203907,0.21581,0.414924,0.61759,0.203907,0.203907
64,968.965,1,5.00834,24.4937,6.34045,25.3105,0.198744,0.210345,0.404418,0.601952,0.198744,0.198744
65,962.092,1,4.98257,25.2433,6.94437,24.5171,0.193711,0.205019,0.394178,0.586711,0.193711,0.193711
66,958.949,1,5.03992,25.0558,7.33493,22.6898,0.188807,0.199828,0.384197,0.589422,0.190278,0.188807
67,958.363,1,5.03074,24.9795,7.27086,22.2739,0.184026,0.194768,0.374469,0.574497,0.19173,0.184026
68,957.065,1,5.08968,24.5445,7.66363,23.2054,0.179366,0.189837,0.384402,0.559951,0.194917,0.179366
69,960.767,1,5.0746,24.2081,8.39479,25.6211,0.175346,0.18503,0.374669,0.545773,0.196892,0.174825
70,954.147,1,5.0459,24.6747,7.90097,28.3892,0.170906,0.180345,0.365182,0.531953,0.197392,0.170398
71,952.073,1,5.07944,25.2822,7.24695,27.7478,0.182635,0.175778,0.355935,0.518484,0.192394,0.171597
72,953.567,1,5.10947,25.8832,6.71555,27.292,0.178011,0.171327,0.358879,0.505356,0.19621,0.167252
73,946.831,1,5.03927,25.5748,6.81789,25.4426,0.176927,0.166989,0.356233,0.49256,0.191242,0.16699
74,948.048,1,5.06586,25.2998,6.92307,23.9967,0.173683,0.17903,0.347213,0.480088,0.197627,0.162762
75,944.452,1,5.05653,25.1161,7.22386,24.7585,0.176216,0.174496,0.338422,0.467932,0.198326,0.158641
76,937.091,1,5.10572,24.5693,7.13356,24.2645,0.173982,0.170078,0.329853,0.456083,0.202922,0.154624
77,941.748,1,5.07263,24.428,6.83163,22.8939,0.169577,0.165772,0.354182,0.444535,0.203416,0.152897
78,932.268,1,5.04057,24.6623,6.46121,22.9495,0.175421,0.161574,0.345214,0.433279,0.20699,0.149025
79,929.393,1,5.00674,23.6283,6.61158,24.1215,0.178093,0.157543,0.336473,0.422308,0.209522,0.145252
80,933.633,1,5.04827,24.1829,6.88248,24.1444,0.179635,0.158253,0.327954,0.411615,0.209755,0.144208
81,931.33,1,5.09634,23.7197,7.14624,24.317,0.183291,0.160084,0.327736,0.401193,0.216314,0.140556
82,923.823,1,5.10375,23.6387,7.01222,23.6188,0.193717,0.15603,0.336215,0.391035,0.225044,0.136997
83,928.992,1,5.08283,23.4352,7.57252,23.8527,0.198503,0.161868,0.352857,0.381133,0.225102,0.133529
