iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V2
1647,65.0929,1,10.2384,9.91904,43.4603,56.1775,0.0951862,0.263269,0.996176,3.46383e-06
1648,70.8312,1,10.2327,9.90442,43.4198,56.1775,0.0962553,0.262761,0.959893,3.47381e-06
1649,76.1351,1,10.2019,9.92644,43.1765,56.1775,0.0973582,0.260654,0.961481,3.55104e-06
1650,82.4123,1,10.1706,10.2572,43.0476,56.1774,0.0975869,0.266679,1.00127,3.83615e-06
1651,89.8106,1,10.1346,9.81214,43.2395,56.1774,0.0986869,0.269908,0.995844,4.32934e-06
1652,88.6407,1,10.1305,9.80707,43.2717,56.1774,0.0987371,0.265494,0.98201,4.84716e-06
1653,90.4817,1,10.1513,9.59103,43.6406,56.1774,0.100368,0.266702,0.981655,4.71104e-06
1654,80.2976,1,10.1543,9.66566,43.6243,56.1775,0.0972922,0.267096,0.975109,5.16305e-06
1655,85.4387,1,10.1589,9.75225,43.5634,56.1774,0.0974562,0.262373,0.955386,5.393e-06
1656,80.4765,1,10.109,9.25399,43.7979,56.1775,0.0966211,0.264502,0.942453,5.2405e-06
1657,82.4179,1,10.0811,9.20894,43.9768,56.1775,0.0961141,0.267265,0.932772,5.31264e-06
1658,77.1877,1,10.1135,9.17349,44.0749,56.1775,0.0953218,0.26201,0.939849,5.27597e-06
1659,80.4738,1,10.1306,9.25519,44.0093,56.1775,0.0955949,0.261168,0.933008,5.27822e-06
1660,86.4323,1,10.113,9.42564,44.1238,56.1775,0.0961691,0.264532,0.951343,5.38485e-06
1661,76.3431,1,10.1171,9.43963,44.214,56.1775,0.0952338,0.265156,0.970494,5.07254e-06
1662,70.4066,1,10.1378,9.46176,44.1028,56.1775,0.0935745,0.263063,0.998201,4.82404e-06
1663,81.9246,1,10.1541,9.43864,43.9424,56.1775,0.0943581,0.261956,1.0662,4.79035e-06
1664,80.2612,1,10.1719,9.42566,43.8933,56.1775,0.0947426,0.258869,1.05535,4.94341e-06
1665,73.7906,1,10.1781,9.57858,43.7829,56.1775,0.0951062,0.256415,1.01737,4.5864e-06
1666,77.4787,1,10.2108,9.594,44.168,56.1775,0.0955526,0.257566,1.00843,4.62339e-06
1667,78.5014,1,10.2102,9.38036,44.2542,56.1775,0.0951798,0.257693,1.01439,4.84647e-06
1668,73.048,1,10.1887,9.79226,43.9235,56.1774,0.0941302,0.26114,1.01236,4.70717e-06
1669,79.1922,1,10.1799,10.0955,43.6817,56.1774,0.0945229,0.265566,0.986555,4.8827e-06
1670,76.8734,1,10.1968,9.86461,43.8034,56.1774,0.0951608,0.260737,0.968884,4.83707e-06
1671,77.4161,1,10.1769,9.66133,43.9173,56.1774,0.0964572,0.261191,0.961413,4.42343e-06
1672,81.6266,1,10.1614,9.57388,44.1291,56.1774,0.0969789,0.263494,0.975157,4.44442e-06
1673,87.0341,1,10.1356,9.46505,44.0141,56.1774,0.0979157,0.264012,1.00706,4.53068e-06
1674,73.627,1,10.1002,9.11107,44.1611,56.1774,0.09666,0.26791,0.947547,4.37978e-06
1675,73.8847,1,10.1172,9.09875,44.1775,56.1774,0.096968,0.260508,0.915736,4.24094e-06
1676,75.6114,1,10.1169,9.36043,44.1282,56.1774,0.0967165,0.261874,0.91344,4.23084e-06
1677,78.2888,1,10.1277,9.43058,44.1569,56.1774,0.0970674,0.263113,0.927901,4.23621e-06
1678,73.8576,1,10.1803,9.78178,44.0912,56.1774,0.0978487,0.259942,0.913765,3.99884e-06
1679,76.0498,1,10.1677,10.0077,43.7206,56.1774,0.0970184,0.262747,0.923727,4.13858e-06
1680,74.9042,1,10.1291,9.84506,43.4556,56.1774,0.0960831,0.263212,0.93969,4.18608e-06
1681,66.6025,1,10.1483,9.76664,43.4071,56.1774,0.0944603,0.261261,0.943489,4.13245e-06
1682,77.4236,1,10.1251,9.72121,43.2373,56.1774,0.0951813,0.263608,0.960981,4.18324e-06
1683,78.9715,1,10.1688,9.88341,43.5056,56.1774,0.0961696,0.261469,0.989352,4.24263e-06
1684,71.3291,1,10.1709,9.78389,43.7756,56.1774,0.0957403,0.261627,0.967816,4.11088e-06
1685,70.284,1,10.1921,9.81395,43.7145,56.1774,0.0950124,0.260058,0.925341,4.30954e-06
1686,70.2017,1,10.2048,10.0546,43.7754,56.1774,0.0947441,0.259979,0.941342,4.20534e-06
1687,76.1216,1,10.1876,10.0267,43.9134,56.1774,0.0951241,0.260061,0.969128,4.27062e-06
1688,72.315,1,10.1491,9.7934,44.2061,56.1774,0.0938628,0.260928,0.968734,4.50195e-06
1689,74.1624,1,10.1286,9.68814,44.0373,56.1775,0.093709,0.255238,0.963204,4.71716e-06
1690,74.4989,1,10.0934,9.65619,43.8035,56.1774,0.0939984,0.259079,0.908414,4.77667e-06
1691,77.206,1,10.1114,9.57419,43.897,56.1774,0.0945144,0.257125,0.914362,4.91978e-06
1692,76.2798,1,10.1278,9.62159,43.9581,56.1775,0.0944578,0.2596,0.951602,4.82336e-06
1693,83.7956,1,10.1679,9.45276,44.5698,56.1775,0.0963125,0.262379,0.968012,4.89094e-06
1694,84.0857,1,10.1765,9.56898,44.5574,56.1775,0.0968271,0.265429,0.958016,5.09055e-06
1695,81.2992,1,10.2023,9.60063,44.4746,56.1774,0.0968693,0.261538,0.961266,5.13643e-06
1696,82.3462,1,10.1753,9.57458,44.2842,56.1774,0.096752,0.260276,0.972692,5.10873e-06
1697,82.1601,1,10.1824,9.70053,44.3663,56.1774,0.0977779,0.265814,0.955884,4.79916e-06
1698,80.7396,1,10.1923,9.59956,44.719,56.1774,0.0969198,0.268502,0.977944,4.88207e-06
1699,74.1529,1,10.1973,9.44309,44.8517,56.1774,0.095585,0.265785,0.971738,4.82534e-06
1700,85.1273,1,10.1631,9.3678,44.2814,56.1774,0.0964512,0.266808,0.996468,4.80927e-06
1701,85.3976,1,10.1623,9.39692,43.9097,56.1774,0.0967589,0.266413,1.00305,4.968e-06
1702,82.8926,1,10.1226,9.34732,43.7136,56.1774,0.0970849,0.266653,0.969247,4.87108e-06
1703,80.6277,1,10.1394,9.50715,43.8108,56.1774,0.0972584,0.266912,0.95254,4.72754e-06
1704,75.4867,1,10.1537,9.51757,43.961,56.1774,0.0973631,0.266664,0.915547,4.46356e-06
1705,73.1054,1,10.1684,9.45124,44.1198,56.1774,0.097377,0.266321,0.869601,4.3288e-06
1706,80.8987,1,10.186,9.714,44.1034,56.1774,0.097579,0.265755,0.909505,4.46849e-06
1707,76.8151,1,10.154,9.11269,44.1034,56.1774,0.0966049,0.26311,0.966722,4.38486e-06
1708,76.8826,1,10.1426,9.30038,43.9188,56.1774,0.0954062,0.264204,0.999728,4.48158e-06
1709,78.413,1,10.1793,9.59915,43.9636,56.1774,0.0959669,0.264841,0.999767,4.4773e-06
1710,84.1439,1,10.2071,9.78561,44.0003,56.1774,0.0971489,0.266775,0.948025,4.89468e-06
1711,84.5948,1,10.2436,9.94076,44.1104,56.1774,0.0982938,0.264338,0.94571,4.97083e-06
1712,81.3167,1,10.2222,10.2339,43.7404,56.1774,0.097522,0.262766,0.93387,5.07918e-06
1713,86.3067,1,10.1979,10.4889,43.3489,56.1774,0.0970578,0.262776,0.937526,5.50036e-06
1714,76.751,1,10.2492,10.3541,43.5975,56.1774,0.0969023,0.256024,0.901402,5.42499e-06
1715,73.4574,1,10.2369,10.2953,43.65,56.1774,0.0962471,0.254001,0.886123,5.1241e-06
1716,79.3154,1,10.2038,9.82082,43.8438,56.1774,0.0969476,0.252994,0.919499,4.82836e-06
1717,80.5907,1,10.2,9.85823,43.9007,56.1774,0.0974238,0.254291,0.930349,4.73961e-06
1718,70.1003,1,10.1924,9.78976,43.8437,56.1774,0.0959497,0.258597,0.972671,4.25439e-06
1719,64.1691,1,10.2049,9.5655,44.0464,56.1773,0.0939989,0.259195,1.02439,3.9342e-06
1720,78.5203,1,10.2004,9.59861,43.8253,56.1774,0.0950794,0.26464,1.02185,4.1232e-06
1721,76.067,1,10.1578,9.42149,43.8497,56.1773,0.0953712,0.270911,1.04839,3.91657e-06
1722,70.5232,1,10.1843,9.68084,43.4574,56.1773,0.0950803,0.266672,1.04152,3.80236e-06
1723,68.6979,1,10.175,9.8121,43.0972,56.1773,0.0945631,0.265088,1.01202,3.75812e-06
1724,68.923,1,10.1706,9.77558,43.3243,56.1773,0.0950419,0.260471,0.988306,3.6634e-06
1725,71.7564,1,10.1553,9.60071,43.5964,56.1774,0.0956947,0.259852,0.944362,3.75382e-06
1726,62.4581,1,10.1467,9.58468,43.7899,56.1773,0.095073,0.258725,0.929689,3.46939e-06
1727,59.5097,1,10.1764,9.79545,43.9196,56.1773,0.0943931,0.258003,0.942439,3.25302e-06
1728,65.8878,1,10.1751,9.85719,43.9928,56.1774,0.093853,0.259646,0.944393,3.5122e-06
1729,63.6671,1,10.1984,9.94875,44.2123,56.1773,0.0936715,0.2652,0.940893,3.5025e-06
1730,59.689,1,10.203,9.76172,44.081,56.1773,0.0934661,0.266929,0.919287,3.34194e-06
1731,60.5512,1,10.2167,9.94529,44.0197,56.1773,0.0940142,0.264306,0.898349,3.22659e-06
1732,60.5797,1,10.1914,9.6081,44.0279,56.1773,0.0934597,0.264203,0.919578,3.23134e-06
1733,61.3808,1,10.1858,9.53266,43.9707,56.1773,0.0925921,0.261325,0.960126,3.35009e-06
1734,67.8792,1,10.1752,9.72566,43.9666,56.1773,0.0935773,0.261468,0.971544,3.4243e-06
1735,70.2854,1,10.1425,9.9986,43.8279,56.1773,0.0935053,0.266109,0.97871,3.63265e-06
1736,69.7992,1,10.1516,10.074,43.99,56.1773,0.0938341,0.271643,0.968398,3.69518e-06
1737,68.8917,1,10.1473,9.78288,43.941,56.1773,0.0925398,0.268481,0.965165,4.18381e-06
1738,71.3196,1,10.1574,9.84812,43.8065,56.1773,0.0937075,0.265848,0.976134,3.98703e-06
1739,64.2155,1,10.1555,9.98718,43.7049,56.1773,0.0938461,0.264314,0.999732,3.51781e-06
1740,61.9964,1,10.1857,9.79866,43.7696,56.1774,0.0933832,0.263688,0.996802,3.39577e-06
1741,68.6231,1,10.1832,9.79577,43.5053,56.1774,0.0939436,0.26569,0.999059,3.42659e-06
1742,71.136,1,10.1775,10.0106,43.36,56.1774,0.0942037,0.263872,1.01949,3.56931e-06
1743,67.3807,1,10.2097,10.0439,43.5242,56.1774,0.0946443,0.26132,1.00218,3.55845e-06
1744,67.6989,1,10.2157,10.7586,43.1842,56.1774,0.0953727,0.266304,0.98005,3.34491e-06
1745,57.3688,1,10.2327,10.8621,43.308,56.1774,0.094365,0.266481,0.959676,3.10531e-06
1746,61.8322,1,10.215,10.5055,43.328,56.1774,0.0927877,0.266992,0.983718,3.31462e-06
1747,61.6299,1,10.2196,10.5183,43.0381,56.1774,0.0936892,0.264554,0.98264,3.08347e-06
1748,63.1545,1,10.1982,10.4058,43.066,56.1774,0.094171,0.263464,1.0018,2.96778e-06
1749,66.0349,1,10.2037,10.33,42.9862,56.1774,0.0958982,0.261245,0.980212,2.84885e-06
1750,68.1261,1,10.2373,10.2349,43.1648,56.1774,0.0968677,0.262698,1.00778,2.81324e-06
1751,64.9595,1,10.2365,10.0495,43.2048,56.1774,0.0970012,0.264204,1.03205,2.66454e-06
1752,62.2927,1,10.2051,9.65861,43.3724,56.1774,0.096062,0.261806,1.01094,2.73567e-06
1753,63.5497,1,10.198,9.72426,43.4205,56.1774,0.0953467,0.261677,0.986622,2.91209e-06
1754,67.9389,1,10.1921,10.0098,43.3239,56.1774,0.0943319,0.266159,1.03752,3.13709e-06
1755,72.9152,1,10.1633,10.0649,43.332,56.1774,0.0947579,0.269525,1.02396,3.3819e-06
1756,71.0647,1,10.1895,10.209,43.508,56.1774,0.0964519,0.265001,0.974577,3.33428e-06
1757,68.5604,1,10.1996,10.5397,43.2292,56.1774,0.0958743,0.258304,0.945924,3.55671e-06
1758,73.3605,1,10.1677,10.2459,43.2052,56.1774,0.0963441,0.258194,0.934299,3.67835e-06
1759,62.6166,1,10.1563,10.0488,43.1812,56.1774,0.0955888,0.259663,0.926091,3.36935e-06
1760,69.2428,1,10.1697,10.1809,43.6419,56.1774,0.0962109,0.26224,0.948786,3.26576e-06
1761,68.7638,1,10.2149,10.1782,43.9796,56.1774,0.0973833,0.263674,0.891761,3.30286e-06
1762,61.4006,1,10.2206,10.198,43.792,56.1774,0.096415,0.263652,0.942909,2.99707e-06
1763,64.5728,1,10.2466,10.4428,43.8567,56.1774,0.0963055,0.263701,0.972423,2.93761e-06
1764,58.9269,1,10.2956,10.4814,43.954,56.1774,0.095119,0.258107,1.00516,2.95137e-06
1765,58.2931,1,10.2889,10.3361,43.9662,56.1774,0.0956832,0.253815,0.973712,2.77984e-06
1766,56.696,1,10.2734,10.5884,43.7705,56.1774,0.095426,0.254641,0.94019,2.69838e-06
1767,55.422,1,10.2642,10.5173,43.8473,56.1774,0.0946281,0.256489,0.938104,2.67754e-06
1768,49.9447,1,10.2418,10.4387,43.8392,56.1774,0.0947842,0.259475,0.941432,2.31152e-06
1769,55.6735,1,10.196,10.023,44.0132,56.1774,0.09488,0.264062,0.960833,2.23336e-06
1770,58.4588,1,10.1525,9.91668,44.0742,56.1774,0.0959594,0.265172,0.95789,2.14429e-06
1771,63.7968,1,10.1152,9.54064,44.1434,56.1774,0.0973007,0.261401,1.0083,2.08646e-06
1772,61.1907,1,10.1257,9.60013,44.1189,56.1774,0.0973169,0.259114,1.00076,2.16247e-06
1773,58.4671,1,10.166,9.70446,44.306,56.1774,0.0979915,0.259817,1.00093,2.04889e-06
1774,59.2332,1,10.192,9.75824,44.2569,56.1774,0.0984365,0.260931,0.991586,2.00368e-06
1775,50.7812,1,10.1844,9.65219,44.3998,56.1774,0.0978298,0.265186,0.93378,1.88482e-06
1776,54.4807,1,10.1461,9.24614,44.3012,56.1774,0.0969974,0.269865,0.954482,1.87451e-06
1777,46.1659,1,10.1703,9.18806,44.4932,56.1774,0.0957307,0.270701,0.961431,1.78222e-06
1778,48.5513,1,10.1727,9.14828,44.6778,56.1774,0.0952048,0.273943,1.00805,1.68629e-06
1779,51.3011,1,10.1945,9.17254,44.9165,56.1774,0.0953972,0.272222,1.00746,1.73932e-06
1780,54.9233,1,10.2065,8.99917,44.8043,56.1774,0.0966011,0.264118,0.981341,1.82238e-06
1781,54.9333,1,10.1994,8.7591,44.7877,56.1774,0.0968045,0.257276,1.00018,1.86835e-06
1782,54.6204,1,10.201,9.04332,44.3885,56.1774,0.0972889,0.257177,0.993858,1.82621e-06
1783,50.5373,1,10.2107,8.82103,44.5113,56.1774,0.096997,0.26277,1.03662,1.68042e-06
1784,50.8428,1,10.1703,8.64683,44.4784,56.1774,0.096885,0.270251,1.03365,1.58367e-06
1785,48.865,1,10.1418,8.97731,44.1442,56.1774,0.095823,0.272717,1.0378,1.56277e-06
1786,43.5431,1,10.1811,9.5378,43.9562,56.1774,0.095388,0.274031,0.988162,1.52531e-06
1787,39.6395,1,10.2115,9.78901,43.9927,56.1775,0.0950011,0.269471,0.976291,1.4423e-06
1788,45.9979,1,10.2184,10.0943,43.7277,56.1775,0.0956235,0.265988,0.976916,1.44551e-06
1789,50.2416,1,10.198,10.0055,43.905,56.1775,0.0967794,0.263779,0.931855,1.531e-06
1790,40.4212,1,10.1898,10.1493,43.5465,56.1775,0.0961505,0.261923,0.916369,1.43971e-06
1791,40.8651,1,10.2106,10.0741,43.7551,56.1775,0.0960319,0.260173,0.914473,1.41276e-06
1792,38.9934,1,10.2126,10.3333,43.4019,56.1775,0.0955073,0.258349,0.89412,1.40778e-06
1793,37.2475,1,10.2421,10.5289,43.5539,56.1775,0.0956339,0.257574,0.911823,1.31709e-06
1794,38.2839,1,10.2158,10.0502,43.8464,56.1775,0.0955904,0.256761,0.95478,1.24862e-06
1795,38.5146,1,10.1857,9.74093,43.9596,56.1775,0.0957956,0.254923,0.976986,1.18964e-06
1796,35.7325,1,10.2077,9.67106,44.2306,56.1775,0.0960505,0.256289,0.98103,1.12331e-06
1797,31.8037,1,10.2091,9.4879,44.2592,56.1775,0.0952833,0.256959,0.953772,1.11028e-06
1798,32.8045,1,10.1986,9.48318,44.2755,56.1775,0.0946776,0.2564,0.922424,1.15476e-06
1799,32.7285,1,10.2021,9.60751,44.2674,56.1775,0.0940019,0.258063,0.933719,1.16895e-06
1800,36.6616,1,10.216,9.92282,44.0954,56.1775,0.0948266,0.263476,0.940825,1.13426e-06
1801,38.1967,1,10.1972,9.92681,44.0465,56.1775,0.0952231,0.266098,0.984327,1.09737e-06
1802,33.9883,1,10.2035,9.70712,44.0952,56.1775,0.0960915,0.261672,0.934431,1.0686e-06
1803,35.885,1,10.209,9.68386,44.1278,56.1775,0.09553,0.256486,0.970893,1.09459e-06
1804,37.2916,1,10.2066,9.62817,43.7801,56.1775,0.0958532,0.254891,0.978484,1.08903e-06
1805,34.0451,1,10.1865,9.68048,43.541,56.1775,0.0958328,0.253497,0.970729,1.04134e-06
1806,35.2177,1,10.1824,9.54759,43.6053,56.1775,0.0964566,0.257646,0.950026,1.00418e-06
1807,35.2607,1,10.1758,9.28469,43.8699,56.1775,0.0967683,0.256465,0.957809,9.81513e-07
1808,32.3827,1,10.16,9.23114,43.9589,56.1775,0.0950172,0.261048,0.962224,1.03257e-06
1809,25.6773,1,10.1639,9.42071,44.0277,56.1775,0.0936394,0.266335,0.928699,1.01454e-06
1810,38.6074,1,10.1635,9.54701,43.9464,56.1775,0.0952835,0.26544,0.901204,1.07345e-06
1811,35.9589,1,10.1678,9.8254,43.8409,56.1775,0.0955975,0.268284,0.877868,1.09761e-06
1812,34.8956,1,10.1739,9.81961,43.958,56.1775,0.0954262,0.266237,0.861559,1.14588e-06
1813,35.1272,1,10.1862,9.81169,44.1037,56.1775,0.0953451,0.266281,0.870815,1.15541e-06
1814,35.191,1,10.1898,10.0482,43.7441,56.1775,0.0949674,0.260347,0.894773,1.18196e-06
1815,37.2895,1,10.2057,10.0792,43.6956,56.1775,0.0955993,0.255497,0.907834,1.18794e-06
1816,41.8793,1,10.1836,9.75066,43.752,56.1775,0.0964662,0.255576,0.944494,1.17194e-06
1817,41.7364,1,10.1712,9.50845,43.9291,56.1775,0.0968137,0.257577,0.970478,1.15571e-06
1818,31.285,1,10.1672,9.54646,43.9858,56.1775,0.0950829,0.26114,0.950282,1.13271e-06
1819,37.2224,1,10.1707,9.67782,44.0992,56.1775,0.0950866,0.266564,0.918444,1.17568e-06
1820,38.2012,1,10.1413,9.4949,44.0096,56.1775,0.0950251,0.26514,0.941035,1.1733e-06
1821,37.9827,1,10.1549,9.43689,43.9406,56.1775,0.0959954,0.260345,0.917662,1.16225e-06
1822,39.8603,1,10.1508,9.61008,43.9325,56.1775,0.0972415,0.261386,0.95354,1.05752e-06
1823,31.7678,1,10.1662,9.74303,43.8433,56.1775,0.0964034,0.257914,0.982922,9.90769e-07
1824,44.9811,1,10.1802,9.99314,43.8595,56.1775,0.0981948,0.25818,0.998429,1.00771e-06
1825,34.8358,1,10.1489,9.98952,43.8837,56.1775,0.0971396,0.261655,0.988506,9.76051e-07
1826,30.8057,1,10.183,9.94999,43.6728,56.1775,0.0951376,0.265974,0.97528,1.01889e-06
1827,34.8399,1,10.2175,10.2829,43.3657,56.1775,0.0952002,0.263825,1.01404,1.00421e-06
1828,28.106,1,10.2167,10.2917,43.5411,56.1775,0.0945487,0.262847,1.01749,9.51738e-07
1829,29.7763,1,10.2011,10.1261,43.5893,56.1775,0.0944171,0.257099,1.00898,9.55454e-07
1830,34.8033,1,10.1545,10.0758,43.5491,56.1775,0.0942004,0.258222,1.03279,9.82147e-07
1831,34.9243,1,10.1147,10.0225,43.3721,56.1775,0.0945324,0.256059,1.01213,9.97032e-07
1832,35.9971,1,10.1272,10.0664,43.3441,56.1775,0.0954575,0.254886,0.955393,1.04109e-06
1833,32.4004,1,10.1745,10.3655,43.3681,56.1775,0.0959492,0.255251,0.919794,1.02289e-06
1834,24.952,1,10.1939,10.4789,43.0632,56.1775,0.094812,0.250949,0.928583,9.68539e-07
1835,28.8517,1,10.2153,10.5225,43.1187,56.1775,0.0948262,0.252563,0.949393,9.44666e-07
1836,28.6397,1,10.2116,10.4139,43.4273,56.1775,0.0942517,0.258271,0.937119,9.7121e-07
1837,26.1482,1,10.2059,10.0308,43.9123,56.1775,0.0937767,0.261404,0.907895,9.81527e-07
1838,32.8202,1,10.2219,10.0557,44.0899,56.1775,0.0952766,0.258482,0.904946,9.87038e-07
1839,32.1293,1,10.1857,9.97529,43.9556,56.1775,0.0956865,0.256915,0.902561,9.78718e-07
1840,29.9839,1,10.2193,10.0638,44.0809,56.1775,0.095383,0.258144,0.898473,9.99796e-07
1841,27.3808,1,10.2306,10.2035,44.1215,56.1775,0.0953669,0.259871,0.886147,9.59832e-07
1842,25.5988,1,10.2038,10.3056,43.672,56.1775,0.0949191,0.261826,0.910442,8.85605e-07
1843,26.9241,1,10.186,10.1536,43.5915,56.1775,0.094489,0.268891,0.94507,8.45608e-07
1844,23.5807,1,10.1835,10.2908,43.5111,56.1775,0.0931865,0.270721,0.95596,8.58249e-07
1845,28.2291,1,10.2097,10.5699,43.2861,56.1775,0.0933828,0.266453,0.972935,8.95261e-07
1846,23.3462,1,10.2381,10.8288,43.306,56.1775,0.0941704,0.259794,0.950494,8.47902e-07
1847,27.2367,1,10.2398,11.1412,43.1542,56.1775,0.0952226,0.257916,0.94999,8.12855e-07
1848,27.3992,1,10.2261,10.9995,43.3919,56.1775,0.095825,0.258022,0.943804,7.95713e-07
1849,24.079,1,10.2232,10.5625,43.7655,56.1775,0.0959108,0.256961,0.926226,7.79261e-07
1850,30.1686,1,10.2265,10.1823,44.1384,56.1775,0.0974051,0.256467,0.913091,7.76641e-07
1851,29.6149,1,10.2268,10.1364,43.9103,56.1775,0.0967841,0.256823,0.926103,8.21312e-07
1852,24.5868,1,10.2648,10.1948,44.1841,56.1775,0.0968326,0.260383,0.96347,7.50256e-07
1853,24.5119,1,10.2716,10.0522,44.395,56.1775,0.0969793,0.259192,0.959612,7.24773e-07
1854,13.3304,1,10.2159,9.98968,44.0338,56.1775,0.0951195,0.260368,0.904448,6.81918e-07
1855,18.4938,1,10.2143,9.84429,44.0946,56.1775,0.0943712,0.263295,0.888045,7.09653e-07
1856,22.9744,1,10.2613,10.1203,44.0337,56.1775,0.0951594,0.262105,0.925298,7.04892e-07
1857,22.1493,1,10.2614,10.4809,43.9038,56.1775,0.0952966,0.266295,0.931051,6.92451e-07
1858,21.1598,1,10.2066,10.0228,43.7986,56.1775,0.0953141,0.26406,0.901499,6.91831e-07
1859,22.6468,1,10.2073,10.0957,43.5925,56.1775,0.0954401,0.265551,0.911863,6.8683e-07
1860,26.998,1,10.2513,10.1702,43.8324,56.1775,0.096978,0.265832,0.919654,6.85317e-07
1861,24.3018,1,10.2803,10.2937,43.8244,56.1775,0.0968026,0.27006,0.94624,6.74784e-07
1862,20.2903,1,10.2727,10.0979,44.0495,56.1775,0.0967194,0.2632,0.992171,6.2412e-07
1863,25.7349,1,10.2604,9.93042,44.0778,56.1775,0.0974544,0.2631,1.00749,6.1282e-07
1864,30.9999,1,10.2514,9.82208,44.4973,56.1775,0.098621,0.265285,1.02394,6.14252e-07
1865,16.3473,1,10.257,9.86809,44.3085,56.1775,0.0967123,0.265629,0.98601,6.04744e-07
1866,16.8787,1,10.2801,9.9377,44.3085,56.1775,0.0968185,0.263541,0.968144,5.72631e-07
1867,18.5343,1,10.2759,10.1186,44.1125,56.1775,0.0965357,0.261742,0.997577,5.57994e-07
1868,29.5891,1,10.2652,10.6293,43.639,56.1775,0.0970153,0.265913,1.04061,6.00067e-07
1869,29.7045,1,10.2656,10.6683,43.5748,56.1775,0.0981142,0.266811,1.01968,6.20851e-07
1870,27.871,1,10.2448,10.7835,43.3255,56.1775,0.0985196,0.272361,1.00483,6.04408e-07
1871,26.1317,1,10.2488,10.6091,43.1898,56.1775,0.0989485,0.268988,0.984794,5.96095e-07
1872,11.7581,1,10.2113,10.5752,43.2256,56.1775,0.095895,0.266854,0.997031,5.61697e-07
1873,16.5468,1,10.1881,10.4977,43.2613,56.1775,0.0956079,0.267493,0.952635,5.6057e-07
1874,17.0764,1,10.1782,10.1494,43.6255,56.1775,0.0953188,0.268638,0.942081,5.68466e-07
1875,20.7552,1,10.1836,10.2193,43.3962,56.1775,0.0964403,0.263676,0.954421,5.54425e-07
1876,17.4111,1,10.1609,10.049,43.1962,56.1775,0.0964619,0.258919,0.917891,5.58411e-07
1877,19.436,1,10.1691,10.0042,43.3785,56.1775,0.0962999,0.258109,0.96494,5.52483e-07
1878,23.2696,1,10.1612,9.70243,43.6645,56.1775,0.0964618,0.260401,1.0097,5.60849e-07
1879,28.2119,1,10.1396,9.34858,43.8406,56.1775,0.0972957,0.261133,1.08266,5.52998e-07
1880,26.5594,1,10.1431,9.19915,43.9171,56.1775,0.098731,0.257982,1.0463,5.4617e-07
1881,22.7704,1,10.129,9.06588,43.9534,56.1775,0.0981409,0.254723,1.044,5.50825e-07
1882,20.4112,1,10.1546,9.3254,43.9736,56.1775,0.0973178,0.255095,1.03639,5.55477e-07
1883,13.5181,1,10.1655,9.55235,43.9008,56.1775,0.0950741,0.260297,1.01476,5.65149e-07
1884,13.3039,1,10.1528,9.65338,43.6418,56.1775,0.0939752,0.26081,1.01428,5.56213e-07
1885,16.3061,1,10.105,9.43383,43.6258,56.1775,0.0937634,0.266065,1.0363,5.32649e-07
1886,12.5909,1,10.135,9.29446,43.7258,56.1775,0.0939064,0.261066,1.02699,5.21011e-07
1887,18.6895,1,10.1828,9.54776,43.7218,56.1775,0.0943991,0.261296,1.03778,5.47603e-07
1888,19.4552,1,10.1633,9.71601,43.7138,56.1775,0.0943256,0.264368,1.03983,5.63742e-07
1889,16.6537,1,10.1408,9.56749,43.786,56.1775,0.0944154,0.264288,1.01591,5.52152e-07
1890,17.4897,1,10.1505,9.44551,43.7014,56.1775,0.0937163,0.268089,1.07373,5.48668e-07
1891,20.6077,1,10.1614,9.718,43.4437,56.1775,0.0945972,0.266259,1.07479,5.43407e-07
1892,22.7123,1,10.1395,9.74285,43.5154,56.1775,0.0952487,0.268112,1.04876,5.55273e-07
1893,17.1081,1,10.1242,9.78826,43.4314,56.1775,0.0953648,0.263569,1.05709,5.20268e-07
1894,19.6381,1,10.1341,9.44386,43.5111,56.1775,0.0956229,0.260158,1.02097,5.5219e-07
1895,16.0086,1,10.1325,9.2541,43.6587,56.1775,0.095139,0.260401,0.967962,5.74877e-07
1896,17.1962,1,10.1299,9.32424,43.7067,56.1775,0.0941855,0.260903,0.985524,5.94022e-07
1897,27.2299,1,10.1527,9.77511,43.6907,56.1775,0.0949345,0.263776,1.01081,6.4621e-07
1898,20.5491,1,10.1417,9.62665,43.5541,56.1775,0.0947717,0.262659,1.01886,6.28155e-07
1899,16.84,1,10.1242,9.74607,43.3616,56.1775,0.094414,0.259594,0.984546,6.14771e-07
1900,14.1497,1,10.139,9.69165,43.6314,56.1775,0.0948277,0.258898,0.954364,5.74945e-07
1901,14.403,1,10.1763,9.78404,43.5953,56.1775,0.0952452,0.259581,0.955493,5.44547e-07
1902,29.1393,1,10.2314,10.1922,43.5553,56.1775,0.0967238,0.258625,0.992662,6.12858e-07
1903,21.9319,1,10.2278,10.098,43.5153,56.1775,0.0967167,0.257059,0.995572,6.07135e-07
1904,11.2187,1,10.2399,10.3043,43.5273,56.1775,0.0945134,0.256841,0.979611,6.0479e-07
1905,12.8846,1,10.2466,10.3257,43.5911,56.1775,0.0939407,0.256768,0.958383,6.02345e-07
1906,14.6446,1,10.2018,10.4099,43.5351,56.1775,0.0942225,0.26128,0.92044,5.83868e-07
