trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tCLCRMLMIN_abscissa,trans_Cl_vs_tCLCRMLMIN_spline,trans_Cl_vs_tCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tCLCRMLMIN_abscissa,trans_Q_vs_tCLCRMLMIN_spline,trans_Q_vs_tCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tCLCRMLMIN_abscissa,trans_V1_vs_tCLCRMLMIN_spline,trans_V1_vs_tCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tCLCRMLMIN_abscissa,trans_V2_vs_tCLCRMLMIN_spline,trans_V2_vs_tCLCRMLMIN_regression,split
135.135,2.32457,2.30062,63.9596,2.3182,2.35799,-0.124823,2.0814,2.27508,0.00334372,2.32803,2.34707,0.93844,2.32457,2.30062,135.135,2.83685,2.60453,63.9596,2.78197,2.58997,-0.124823,2.50144,2.61247,0.00334372,2.79442,2.58884,0.93844,2.83685,2.60453,135.135,3.57232,3.7007,63.9596,3.59513,3.70793,-0.124823,3.5215,3.69849,0.00334372,3.515,3.70419,0.93844,3.57232,3.7007,135.135,3.67344,3.82679,63.9596,3.7006,3.83523,-0.124823,3.61262,3.82421,0.00334372,3.60521,3.83086,0.93844,3.67344,3.82679,All
136.153,2.34256,2.30488,64.2828,2.31698,2.36152,-0.117657,2.1118,2.27965,0.00818789,2.32689,2.35058,0.945504,2.34256,2.30488,136.153,2.87816,2.60259,64.2828,2.77973,2.59034,-0.117657,2.54027,2.61066,0.00818789,2.79226,2.58921,0.945504,2.87816,2.60259,136.153,3.65564,3.70067,64.2828,3.61022,3.70921,-0.117657,3.51915,3.69864,0.00818789,3.52962,3.70556,0.945504,3.65564,3.70067,136.153,3.77258,3.82675,64.2828,3.71856,3.83674,-0.117657,3.60987,3.82437,0.00818789,3.62262,3.83246,0.945504,3.77258,3.82675,All
137.17,2.36054,2.30914,64.6061,2.31576,2.36504,-0.110491,2.14219,2.28422,0.0130321,2.32575,2.35409,0.952567,2.36054,2.30914,137.17,2.91948,2.60066,64.6061,2.77748,2.59071,-0.110491,2.57909,2.60885,0.0130321,2.79009,2.58957,0.952567,2.91948,2.60066,137.17,3.73896,3.70064,64.6061,3.6253,3.71049,-0.110491,3.5168,3.69878,0.0130321,3.54425,3.70692,0.952567,3.73896,3.70064,137.17,3.87172,3.82671,64.6061,3.73652,3.83824,-0.110491,3.60712,3.82454,0.0130321,3.64003,3.83406,0.952567,3.87172,3.82671,All
138.187,2.37853,2.3134,64.9293,2.31454,2.36857,-0.103325,2.17258,2.28878,0.0178762,2.32462,2.3576,0.959631,2.37853,2.3134,138.187,2.96079,2.59872,64.9293,2.77524,2.59107,-0.103325,2.61792,2.60705,0.0178762,2.78793,2.58994,0.959631,2.96079,2.59872,138.187,3.82229,3.70061,64.9293,3.64039,3.71178,-0.103325,3.51445,3.69892,0.0178762,3.55888,3.70829,0.959631,3.82229,3.70061,138.187,3.97086,3.82667,64.9293,3.75447,3.83974,-0.103325,3.60437,3.8247,0.0178762,3.65743,3.83566,0.959631,3.97086,3.82667,All
139.204,2.39651,2.31766,65.2525,2.31332,2.37209,-0.096159,2.20297,2.29335,0.0227204,2.32348,2.36112,0.966695,2.39651,2.31766,139.204,3.0021,2.59679,65.2525,2.77299,2.59144,-0.096159,2.65675,2.60524,0.0227204,2.78577,2.59031,0.966695,3.0021,2.59679,139.204,3.90561,3.70058,65.2525,3.65548,3.71306,-0.096159,3.5121,3.69906,0.0227204,3.5735,3.70965,0.966695,3.90561,3.70058,139.204,4.07,3.82663,65.2525,3.77243,3.84125,-0.096159,3.60162,3.82487,0.0227204,3.67484,3.83726,0.966695,4.07,3.82663,All
140.221,2.41441,2.32192,65.5758,2.3121,2.37562,-0.0889931,2.23337,2.29792,0.0275646,2.32234,2.36463,0.973758,2.41441,2.32192,140.221,3.04028,2.59485,65.5758,2.77075,2.59181,-0.0889931,2.69558,2.60343,0.0275646,2.7836,2.59067,0.973758,3.04028,2.59485,140.221,3.98598,3.70055,65.5758,3.67057,3.71434,-0.0889931,3.50975,3.69921,0.0275646,3.58813,3.71101,0.973758,3.98598,3.70055,140.221,4.16563,3.82659,65.5758,3.79039,3.84275,-0.0889931,3.59887,3.82503,0.0275646,3.69225,3.83886,0.973758,4.16563,3.82659,All
141.238,2.42844,2.32618,65.899,2.31088,2.37915,-0.0818272,2.26376,2.30249,0.0324088,2.32121,2.36814,0.980822,2.42844,2.32618,141.238,2.93182,2.59292,65.899,2.7685,2.59217,-0.0818272,2.7344,2.60163,0.0324088,2.78144,2.59104,0.980822,2.93182,2.59292,141.238,3.92785,3.70052,65.899,3.68566,3.71562,-0.0818272,3.5074,3.69935,0.0324088,3.60276,3.71238,0.980822,3.92785,3.70052,141.238,4.09656,3.82656,65.899,3.80834,3.84425,-0.0818272,3.59612,3.8252,0.0324088,3.70966,3.84046,0.980822,4.09656,3.82656,All
142.256,2.44246,2.33044,66.2222,2.30966,2.38267,-0.0746613,2.29415,2.30706,0.0372529,2.32007,2.37165,0.987886,2.44246,2.33044,142.256,2.82335,2.59098,66.2222,2.76626,2.59254,-0.0746613,2.77323,2.59982,0.0372529,2.77928,2.59141,0.987886,2.82335,2.59098,142.256,3.86972,3.70049,66.2222,3.70074,3.71691,-0.0746613,3.50505,3.69949,0.0372529,3.61738,3.71374,0.987886,3.86972,3.70049,142.256,4.02749,3.82652,66.2222,3.8263,3.84575,-0.0746613,3.59337,3.82536,0.0372529,3.72707,3.84206,0.987886,4.02749,3.82652,All
143.273,2.45648,2.3347,66.5455,2.30844,2.3862,-0.0674954,2.32053,2.31163,0.0420971,2.31893,2.37517,0.994949,2.45648,2.3347,143.273,2.71489,2.58905,66.5455,2.76401,2.59291,-0.0674954,2.81241,2.59801,0.0420971,2.77711,2.59178,0.994949,2.71489,2.58905,143.273,3.8116,3.70046,66.5455,3.71583,3.71819,-0.0674954,3.52866,3.69963,0.0420971,3.63201,3.7151,0.994949,3.8116,3.70046,143.273,3.95842,3.82648,66.5455,3.84426,3.84726,-0.0674954,3.62149,3.82553,0.0420971,3.74447,3.84365,0.994949,3.95842,3.82648,All
144.29,2.46016,2.33896,66.8687,2.30722,2.38973,-0.0603295,2.3381,2.3162,0.0469413,2.3178,2.37868,1.00201,2.46016,2.33896,144.29,2.66307,2.58711,66.8687,2.76177,2.59328,-0.0603295,2.85238,2.59621,0.0469413,2.77495,2.59214,1.00201,2.66307,2.58711,144.29,3.78141,3.70042,66.8687,3.73092,3.71947,-0.0603295,3.60928,3.69978,0.0469413,3.64664,3.71647,1.00201,3.78141,3.70042,144.29,3.92257,3.82644,66.8687,3.86222,3.84876,-0.0603295,3.71742,3.82569,0.0469413,3.76188,3.84525,1.00201,3.92257,3.82644,All
145.307,2.4527,2.34322,67.1919,2.31011,2.39325,-0.0531636,2.35566,2.32077,0.0517854,2.31666,2.38219,1.00908,2.4527,2.34322,145.307,2.67223,2.58518,67.1919,2.75947,2.59364,-0.0531636,2.89234,2.5944,0.0517854,2.77278,2.59251,1.00908,2.67223,2.58518,145.307,3.7813,3.70039,67.1919,3.73761,3.72075,-0.0531636,3.6899,3.69992,0.0517854,3.66127,3.71783,1.00908,3.7813,3.70039,145.307,3.92249,3.8264,67.1919,3.87017,3.85026,-0.0531636,3.81334,3.82585,0.0517854,3.77929,3.84685,1.00908,3.92249,3.8264,All
146.324,2.44524,2.34748,67.5152,2.31581,2.39678,-0.0459977,2.37323,2.32534,0.0566296,2.31552,2.3857,1.01614,2.44524,2.34748,146.324,2.68139,2.58324,67.5152,2.75712,2.59401,-0.0459977,2.9323,2.59259,0.0566296,2.77062,2.59288,1.01614,2.68139,2.58324,146.324,3.78119,3.70036,67.5152,3.73855,3.72204,-0.0459977,3.77052,3.70006,0.0566296,3.67589,3.7192,1.01614,3.78119,3.70036,146.324,3.9224,3.82636,67.5152,3.87129,3.85177,-0.0459977,3.90927,3.82602,0.0566296,3.7967,3.84845,1.01614,3.9224,3.82636,All
147.341,2.43779,2.35174,67.8384,2.3215,2.40031,-0.0388318,2.3908,2.32991,0.0614738,2.31439,2.38922,1.0232,2.43779,2.35174,147.341,2.69054,2.58131,67.8384,2.75478,2.59438,-0.0388318,2.97227,2.59079,0.0614738,2.76846,2.59324,1.0232,2.69054,2.58131,147.341,3.78108,3.70033,67.8384,3.73949,3.72332,-0.0388318,3.85115,3.7002,0.0614738,3.69052,3.72056,1.0232,3.78108,3.70033,147.341,3.92231,3.82632,67.8384,3.8724,3.85327,-0.0388318,4.0052,3.82618,0.0614738,3.81411,3.85005,1.0232,3.92231,3.82632,All
148.359,2.43033,2.356,68.1616,2.3272,2.40383,-0.0316658,2.40837,2.33448,0.066318,2.31325,2.39273,1.03027,2.43033,2.356,148.359,2.6997,2.57937,68.1616,2.75244,2.59474,-0.0316658,3.01223,2.58898,0.066318,2.76629,2.59361,1.03027,2.6997,2.57937,148.359,3.78097,3.7003,68.1616,3.74043,3.7246,-0.0316658,3.93177,3.70035,0.066318,3.70515,3.72192,1.03027,3.78097,3.7003,148.359,3.92223,3.82628,68.1616,3.87351,3.85477,-0.0316658,4.10112,3.82635,0.066318,3.83151,3.85165,1.03027,3.92223,3.82628,All
149.376,2.42287,2.36026,68.4848,2.3329,2.40736,-0.0244999,2.42486,2.33905,0.0711621,2.31211,2.39624,1.03733,2.42287,2.36026,149.376,2.70886,2.57744,68.4848,2.75009,2.59511,-0.0244999,3.00573,2.58717,0.0711621,2.76413,2.59398,1.03733,2.70886,2.57744,149.376,3.78086,3.70027,68.4848,3.74137,3.72588,-0.0244999,3.96897,3.70049,0.0711621,3.71977,3.72329,1.03733,3.78086,3.70027,149.376,3.92214,3.82624,68.4848,3.87463,3.85628,-0.0244999,4.14541,3.82651,0.0711621,3.84892,3.85325,1.03733,3.92214,3.82624,All
150.393,2.41542,2.36452,68.8081,2.3386,2.41089,-0.017334,2.43901,2.34362,0.0760063,2.31098,2.39975,1.0444,2.41542,2.36452,150.393,2.71802,2.5755,68.8081,2.74775,2.59548,-0.017334,2.89728,2.58537,0.0760063,2.76197,2.59435,1.0444,2.71802,2.5755,150.393,3.78075,3.70024,68.8081,3.74231,3.72717,-0.017334,3.91089,3.70063,0.0760063,3.7344,3.72465,1.0444,3.78075,3.70024,150.393,3.92205,3.82621,68.8081,3.87574,3.85778,-0.017334,4.0764,3.82668,0.0760063,3.86633,3.85485,1.0444,3.92205,3.82621,All
151.41,2.40796,2.36878,69.1313,2.3443,2.41441,-0.0101681,2.45316,2.34819,0.0808505,2.31481,2.40327,1.05146,2.40796,2.36878,151.41,2.72718,2.57357,69.1313,2.74541,2.59585,-0.0101681,2.78883,2.58356,0.0808505,2.75949,2.59471,1.05146,2.72718,2.57357,151.41,3.78064,3.70021,69.1313,3.74325,3.72845,-0.0101681,3.85281,3.70077,0.0808505,3.73978,3.72602,1.05146,3.78064,3.70021,151.41,3.92197,3.82617,69.1313,3.87686,3.85928,-0.0101681,4.00739,3.82684,0.0808505,3.87273,3.85645,1.05146,3.92197,3.82617,All
152.427,2.4005,2.37304,69.4545,2.35,2.41794,-0.00300224,2.46731,2.35275,0.0856947,2.32099,2.40678,1.05852,2.4005,2.37304,152.427,2.73633,2.57163,69.4545,2.74306,2.59621,-0.00300224,2.68038,2.58175,0.0856947,2.75687,2.59508,1.05852,2.73633,2.57163,152.427,3.78053,3.70018,69.4545,3.74419,3.72973,-0.00300224,3.79473,3.70092,0.0856947,3.7408,3.72738,1.05852,3.78053,3.70018,152.427,3.92188,3.82613,69.4545,3.87797,3.86078,-0.00300224,3.93838,3.82701,0.0856947,3.87394,3.85805,1.05852,3.92188,3.82613,All
153.444,2.39305,2.3773,69.7778,2.35569,2.42147,0.00416366,2.4643,2.35732,0.0905388,2.32716,2.41029,1.06559,2.39305,2.3773,153.444,2.74549,2.5697,69.7778,2.74072,2.59658,0.00416366,2.66368,2.57994,0.0905388,2.75424,2.59545,1.06559,2.74549,2.5697,153.444,3.78042,3.70015,69.7778,3.74513,3.73102,0.00416366,3.78163,3.70106,0.0905388,3.74182,3.72874,1.06559,3.78042,3.70015,153.444,3.92179,3.82609,69.7778,3.87908,3.86229,0.00416366,3.92284,3.82717,0.0905388,3.87515,3.85965,1.06559,3.92179,3.82609,All
154.462,2.38559,2.38156,70.101,2.36139,2.42499,0.0113296,2.4563,2.36189,0.095383,2.33334,2.41381,1.07265,2.38559,2.38156,154.462,2.75465,2.56776,70.101,2.73838,2.59695,0.0113296,2.67361,2.57814,0.095383,2.75162,2.59581,1.07265,2.75465,2.56776,154.462,3.78031,3.70012,70.101,3.74607,3.7323,0.0113296,3.78158,3.7012,0.095383,3.74284,3.73011,1.07265,3.78031,3.70012,154.462,3.92171,3.82605,70.101,3.8802,3.86379,0.0113296,3.92283,3.82734,0.095383,3.87636,3.86125,1.07265,3.92171,3.82605,All
155.479,2.37813,2.38582,70.4242,2.36709,2.42852,0.0184955,2.4483,2.36646,0.100227,2.33951,2.41732,1.07971,2.37813,2.38582,155.479,2.76381,2.56583,70.4242,2.73603,2.59731,0.0184955,2.68354,2.57633,0.100227,2.74899,2.59618,1.07971,2.76381,2.56583,155.479,3.7802,3.70009,70.4242,3.74701,3.73358,0.0184955,3.78153,3.70134,0.100227,3.74386,3.73147,1.07971,3.7802,3.70009,155.479,3.92162,3.82601,70.4242,3.88131,3.86529,0.0184955,3.92282,3.8275,0.100227,3.87757,3.86285,1.07971,3.92162,3.82601,All
156.496,2.37068,2.39008,70.7475,2.37279,2.43205,0.0256614,2.4403,2.37103,0.105071,2.34569,2.42083,1.08678,2.37068,2.39008,156.496,2.77296,2.56389,70.7475,2.73369,2.59768,0.0256614,2.69348,2.57452,0.105071,2.74637,2.59655,1.08678,2.77296,2.56389,156.496,3.78009,3.70006,70.7475,3.74795,3.73486,0.0256614,3.78149,3.70148,0.105071,3.74488,3.73283,1.08678,3.78009,3.70006,156.496,3.92153,3.82597,70.7475,3.88242,3.8668,0.0256614,3.92281,3.82766,0.105071,3.87878,3.86445,1.08678,3.92153,3.82597,All
157.513,2.36322,2.39434,71.0707,2.37849,2.43557,0.0328273,2.4323,2.3756,0.109916,2.35187,2.42434,1.09384,2.36322,2.39434,157.513,2.78212,2.56196,71.0707,2.73135,2.59805,0.0328273,2.70341,2.57272,0.109916,2.74375,2.59692,1.09384,2.78212,2.56196,157.513,3.77998,3.70003,71.0707,3.74889,3.73615,0.0328273,3.78144,3.70163,0.109916,3.74591,3.7342,1.09384,3.77998,3.70003,157.513,3.92145,3.82593,71.0707,3.88354,3.8683,0.0328273,3.9228,3.82783,0.109916,3.87999,3.86605,1.09384,3.92145,3.82593,All
158.53,2.35576,2.3986,71.3939,2.38419,2.4391,0.0399932,2.4243,2.38017,0.11476,2.35804,2.42786,1.1009,2.35576,2.3986,158.53,2.79128,2.56002,71.3939,2.729,2.59842,0.0399932,2.71334,2.57091,0.11476,2.74112,2.59728,1.1009,2.79128,2.56002,158.53,3.77987,3.7,71.3939,3.74983,3.73743,0.0399932,3.78139,3.70177,0.11476,3.74693,3.73556,1.1009,3.77987,3.7,158.53,3.92136,3.82589,71.3939,3.88465,3.8698,0.0399932,3.92279,3.82799,0.11476,3.8812,3.86765,1.1009,3.92136,3.82589,All
159.547,2.3483,2.40286,71.7172,2.38988,2.44263,0.0471591,2.41629,2.38474,0.119604,2.36422,2.43137,1.10797,2.3483,2.40286,159.547,2.80044,2.55809,71.7172,2.72666,2.59878,0.0471591,2.72327,2.5691,0.119604,2.7385,2.59765,1.10797,2.80044,2.55809,159.547,3.77976,3.69997,71.7172,3.75077,3.73871,0.0471591,3.78134,3.70191,0.119604,3.74795,3.73693,1.10797,3.77976,3.69997,159.547,3.92128,3.82586,71.7172,3.88577,3.87131,0.0471591,3.92278,3.82816,0.119604,3.88241,3.86925,1.10797,3.92128,3.82586,All
160.565,2.34085,2.40712,72.0404,2.39558,2.44615,0.054325,2.40829,2.38931,0.124448,2.37039,2.43488,1.11503,2.34085,2.40712,160.565,2.8096,2.55615,72.0404,2.72432,2.59915,0.054325,2.73321,2.5673,0.124448,2.73587,2.59802,1.11503,2.8096,2.55615,160.565,3.77965,3.69994,72.0404,3.75171,3.73999,0.054325,3.7813,3.70205,0.124448,3.74897,3.73829,1.11503,3.77965,3.69994,160.565,3.92119,3.82582,72.0404,3.88688,3.87281,0.054325,3.92277,3.82832,0.124448,3.88362,3.87084,1.11503,3.92119,3.82582,All
161.582,2.34067,2.41138,72.3636,2.40128,2.44968,0.0614909,2.40029,2.39388,0.129292,2.37657,2.43839,1.1221,2.34067,2.41138,161.582,2.80776,2.55422,72.3636,2.72197,2.59952,0.0614909,2.74314,2.56549,0.129292,2.73325,2.59838,1.1221,2.80776,2.55422,161.582,3.78063,3.69991,72.3636,3.75265,3.74128,0.0614909,3.78125,3.7022,0.129292,3.74999,3.73965,1.1221,3.78063,3.69991,161.582,3.92235,3.82578,72.3636,3.88799,3.87431,0.0614909,3.92276,3.82849,0.129292,3.88483,3.87244,1.1221,3.92235,3.82578,All
162.599,2.34857,2.41564,72.6869,2.40698,2.45321,0.0686568,2.39229,2.39845,0.134136,2.38275,2.44191,1.12916,2.34857,2.41564,162.599,2.7937,2.55228,72.6869,2.71963,2.59988,0.0686568,2.75307,2.56368,0.134136,2.73063,2.59875,1.12916,2.7937,2.55228,162.599,3.78281,3.69988,72.6869,3.75359,3.74256,0.0686568,3.7812,3.70234,0.134136,3.75101,3.74102,1.12916,3.78281,3.69988,162.599,3.92489,3.82574,72.6869,3.88911,3.87582,0.0686568,3.92275,3.82865,0.134136,3.88604,3.87404,1.12916,3.92489,3.82574,All
163.616,2.35647,2.4199,73.0101,2.41268,2.45673,0.0758227,2.38429,2.40302,0.138981,2.38892,2.44542,1.13622,2.35647,2.4199,163.616,2.77964,2.55035,73.0101,2.71729,2.60025,0.0758227,2.763,2.56188,0.138981,2.728,2.59912,1.13622,2.77964,2.55035,163.616,3.78499,3.69985,73.0101,3.75453,3.74384,0.0758227,3.78115,3.70248,0.138981,3.75203,3.74238,1.13622,3.78499,3.69985,163.616,3.92743,3.8257,73.0101,3.89022,3.87732,0.0758227,3.92274,3.82882,0.138981,3.88725,3.87564,1.13622,3.92743,3.8257,All
164.633,2.36437,2.42416,73.3333,2.41838,2.46026,0.0829886,2.37629,2.40759,0.143825,2.3951,2.44893,1.14329,2.36437,2.42416,164.633,2.76559,2.54841,73.3333,2.71494,2.60062,0.0829886,2.77294,2.56007,0.143825,2.72538,2.59949,1.14329,2.76559,2.54841,164.633,3.78717,3.69982,73.3333,3.75547,3.74512,0.0829886,3.7811,3.70262,0.143825,3.75305,3.74375,1.14329,3.78717,3.69982,164.633,3.92997,3.82566,73.3333,3.89134,3.87882,0.0829886,3.92273,3.82898,0.143825,3.88846,3.87724,1.14329,3.92997,3.82566,All
165.651,2.37227,2.42842,73.6566,2.42407,2.46379,0.0901545,2.36829,2.41216,0.148669,2.40127,2.45244,1.15035,2.37227,2.42842,165.651,2.75153,2.54648,73.6566,2.7126,2.60099,0.0901545,2.78287,2.55826,0.148669,2.72275,2.59985,1.15035,2.75153,2.54648,165.651,3.78936,3.69979,73.6566,3.75641,3.74641,0.0901545,3.78106,3.70277,0.148669,3.75407,3.74511,1.15035,3.78936,3.69979,165.651,3.93252,3.82562,73.6566,3.89245,3.88032,0.0901545,3.92272,3.82914,0.148669,3.88967,3.87884,1.15035,3.93252,3.82562,All
166.668,2.38017,2.43268,73.9798,2.42977,2.46731,0.0973204,2.36029,2.41672,0.153513,2.40745,2.45596,1.15741,2.38017,2.43268,166.668,2.73748,2.54454,73.9798,2.71026,2.60135,0.0973204,2.7928,2.55646,0.153513,2.72013,2.60022,1.15741,2.73748,2.54454,166.668,3.79154,3.69976,73.9798,3.75735,3.74769,0.0973204,3.78101,3.70291,0.153513,3.75509,3.74647,1.15741,3.79154,3.69976,166.668,3.93506,3.82558,73.9798,3.89356,3.88183,0.0973204,3.92271,3.82931,0.153513,3.89088,3.88044,1.15741,3.93506,3.82558,All
167.685,2.38808,2.43694,74.303,2.43547,2.47084,0.104486,2.35229,2.42129,0.158357,2.41363,2.45947,1.16448,2.38808,2.43694,167.685,2.72342,2.5426,74.303,2.70791,2.60172,0.104486,2.80274,2.55465,0.158357,2.7175,2.60059,1.16448,2.72342,2.5426,167.685,3.79372,3.69972,74.303,3.75829,3.74897,0.104486,3.78096,3.70305,0.158357,3.75611,3.74784,1.16448,3.79372,3.69972,167.685,3.9376,3.82554,74.303,3.89468,3.88333,0.104486,3.9227,3.82947,0.158357,3.89209,3.88204,1.16448,3.9376,3.82554,All
168.702,2.39598,2.4412,74.6263,2.44117,2.47436,0.111652,2.34429,2.42586,0.163201,2.4198,2.46298,1.17154,2.39598,2.4412,168.702,2.70936,2.54067,74.6263,2.70557,2.60209,0.111652,2.81267,2.55284,0.163201,2.71488,2.60095,1.17154,2.70936,2.54067,168.702,3.7959,3.69969,74.6263,3.75923,3.75025,0.111652,3.78091,3.70319,0.163201,3.75714,3.7492,1.17154,3.7959,3.69969,168.702,3.94014,3.82551,74.6263,3.89579,3.88483,0.111652,3.92269,3.82964,0.163201,3.8933,3.88364,1.17154,3.94014,3.82551,All
169.719,2.40388,2.44546,74.9495,2.44687,2.47789,0.118818,2.3523,2.43043,0.168046,2.42598,2.46649,1.17861,2.40388,2.44546,169.719,2.69531,2.53873,74.9495,2.70323,2.60245,0.118818,2.79788,2.55104,0.168046,2.71226,2.60132,1.17861,2.69531,2.53873,169.719,3.79808,3.69966,74.9495,3.76017,3.75154,0.118818,3.78342,3.70334,0.168046,3.75816,3.75057,1.17861,3.79808,3.69966,169.719,3.94269,3.82547,74.9495,3.89691,3.88634,0.118818,3.92562,3.8298,0.168046,3.89451,3.88524,1.17861,3.94269,3.82547,All
170.736,2.41178,2.44972,75.2727,2.45257,2.48142,0.125984,2.36167,2.435,0.17289,2.43215,2.47001,1.18567,2.41178,2.44972,170.736,2.68125,2.5368,75.2727,2.70088,2.60282,0.125984,2.78099,2.54923,0.17289,2.70963,2.60169,1.18567,2.68125,2.5368,170.736,3.80026,3.69963,75.2727,3.76111,3.75282,0.125984,3.78615,3.70348,0.17289,3.75918,3.75193,1.18567,3.80026,3.69963,170.736,3.94523,3.82543,75.2727,3.89802,3.88784,0.125984,3.92879,3.82997,0.17289,3.89572,3.88684,1.18567,3.94523,3.82543,All
171.754,2.41968,2.45398,75.596,2.45826,2.48494,0.13315,2.37104,2.43957,0.177734,2.43833,2.47352,1.19273,2.41968,2.45398,171.754,2.66719,2.53486,75.596,2.69854,2.60319,0.13315,2.76411,2.54742,0.177734,2.70701,2.60205,1.19273,2.66719,2.53486,171.754,3.80244,3.6996,75.596,3.76205,3.7541,0.13315,3.78888,3.70362,0.177734,3.7602,3.75329,1.19273,3.80244,3.6996,171.754,3.94777,3.82539,75.596,3.89913,3.88934,0.13315,3.93197,3.83013,0.177734,3.89693,3.88844,1.19273,3.94777,3.82539,All
172.771,2.42758,2.45824,75.9192,2.46396,2.48847,0.140316,2.38041,2.44414,0.182578,2.44451,2.47703,1.1998,2.42758,2.45824,172.771,2.65314,2.53293,75.9192,2.6962,2.60356,0.140316,2.74722,2.54562,0.182578,2.70438,2.60242,1.1998,2.65314,2.53293,172.771,3.80463,3.69957,75.9192,3.76299,3.75538,0.140316,3.7916,3.70376,0.182578,3.76122,3.75466,1.1998,3.80463,3.69957,172.771,3.95031,3.82535,75.9192,3.90025,3.89085,0.140316,3.93515,3.8303,0.182578,3.89814,3.89004,1.1998,3.95031,3.82535,All
173.788,2.43549,2.4625,76.2424,2.46966,2.492,0.147482,2.38978,2.44871,0.187422,2.45068,2.48054,1.20686,2.43549,2.4625,173.788,2.63908,2.53099,76.2424,2.69385,2.60392,0.147482,2.73034,2.54381,0.187422,2.70176,2.60279,1.20686,2.63908,2.53099,173.788,3.80681,3.69954,76.2424,3.76393,3.75667,0.147482,3.79433,3.70391,0.187422,3.76224,3.75602,1.20686,3.80681,3.69954,173.788,3.95286,3.82531,76.2424,3.90136,3.89235,0.147482,3.93833,3.83046,0.187422,3.89935,3.89164,1.20686,3.95286,3.82531,All
174.805,2.44339,2.46676,76.5657,2.47536,2.49552,0.154648,2.39915,2.45328,0.192266,2.45686,2.48406,1.21392,2.44339,2.46676,174.805,2.62502,2.52906,76.5657,2.69151,2.60429,0.154648,2.71345,2.542,0.192266,2.69914,2.60316,1.21392,2.62502,2.52906,174.805,3.80899,3.69951,76.5657,3.76487,3.75795,0.154648,3.79705,3.70405,0.192266,3.76326,3.75738,1.21392,3.80899,3.69951,174.805,3.9554,3.82527,76.5657,3.90247,3.89385,0.154648,3.94151,3.83062,0.192266,3.90057,3.89324,1.21392,3.9554,3.82527,All
175.822,2.45129,2.47102,76.8889,2.48106,2.49905,0.161813,2.40852,2.45785,0.197111,2.46303,2.48757,1.22099,2.45129,2.47102,175.822,2.61097,2.52712,76.8889,2.68917,2.60466,0.161813,2.69657,2.54019,0.197111,2.69651,2.60352,1.22099,2.61097,2.52712,175.822,3.81117,3.69948,76.8889,3.76581,3.75923,0.161813,3.79978,3.70419,0.197111,3.76428,3.75875,1.22099,3.81117,3.69948,175.822,3.95794,3.82523,76.8889,3.90359,3.89536,0.161813,3.94469,3.83079,0.197111,3.90178,3.89484,1.22099,3.95794,3.82523,All
