Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
4.89255,0.0582446,22.6835,0.014371,3.36866,0.0380154,23.2652,0.0112947,All
5.24865,0.13313,25.0545,0.0349902,5.74586,0.0386387,26.5444,0.0284626,All
5.60475,0.0166413,27.4255,0.021244,8.12306,0.0342762,29.8235,0.0153608,All
5.96084,0,29.7966,0.0131213,10.5003,0.0430011,33.1027,0.00858397,All
6.31694,0.00416033,32.1676,0.0162454,12.8775,0.0417547,36.3818,0.0135536,All
6.67304,0.0832065,34.5387,0.0206192,15.2547,0.0479867,39.661,0.0239448,All
7.02914,0.112329,36.9097,0.0331157,17.6319,0.0511027,42.9401,0.0262037,All
7.38523,0.00832065,39.2807,0.0418632,20.0091,0.0348994,46.2193,0.0365948,All
7.74133,0,41.6518,0.046237,22.3863,0.0311602,49.4985,0.0266555,All
8.09743,0,44.0228,0.0337405,24.7635,0.0249282,52.7776,0.0225894,All
8.45353,0.00832065,46.3938,0.0287419,27.1407,0.0112177,56.0568,0.0194269,All
8.80962,0.0374429,48.7649,0.0312412,29.5179,0.00872486,59.3359,0.0216858,All
9.16572,0.104008,51.1359,0.0299916,31.8951,0.00997126,62.6151,0.0198787,All
9.52182,0.166413,53.507,0.0174951,34.2723,0.00810165,65.8942,0.0167161,All
9.87792,0.316185,55.878,0.024993,36.6495,0.00373922,69.1734,0.00632503,All
10.234,0.220497,58.249,0.00624824,39.0267,0.00124641,72.4525,0.00406609,All
10.5901,0.149772,60.6201,0.00562342,41.4039,0.00249282,75.7317,0.00316251,All
10.9462,0.0332826,62.9911,0.00187447,43.7811,0,79.0108,0.000903576,All
11.3023,0.0665652,65.3621,0.00124965,46.1583,0.00124641,82.29,0.000451788,All
11.6584,0.208016,67.7332,0.000624824,48.5355,0.00124641,85.5691,0.000903576,All
12.0145,0.245459,70.1042,0.00437377,50.9127,0.00124641,88.8483,0.00406609,All
12.3706,0.266261,72.4753,0.00499859,53.2899,0,92.1274,0.00225894,All
12.7267,0.183054,74.8463,0.00124965,55.6671,0,95.4066,0.00135536,All
13.0828,0.245459,77.2173,0.000624824,58.0443,0.000623204,98.6858,0,All
13.4389,0.178894,79.5884,0.000624824,60.4215,0,101.965,0.000451788,All
13.795,0.0540842,81.9594,0,62.7987,0,105.244,0,All
14.1511,0.012481,84.3304,0.00187447,65.1759,0.000623204,108.523,0.00135536,All
