pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.10187,0.0469033,-3.60772,0.00190806,-2.29649,0.0440453,All
-1.61328,0.14071,-3.49698,0.00190806,-1.77619,0,All
-1.12468,0.187613,-3.38623,0,-1.2559,0.242249,All
-0.63609,0.42213,-3.27549,0.00190806,-0.735599,0.418431,All
-0.147497,0.586292,-3.16474,0.00190806,-0.215301,0.594612,All
0.341097,0.257968,-3.05399,0.00763222,0.304996,0.242249,All
0.82969,0.304872,-2.94325,0.00190806,0.825294,0.286295,All
1.31828,0.070355,-2.8325,0.0133564,1.34559,0.0880906,All
1.80688,0.164162,-2.72176,0.00954028,1.86589,0.110113,All
2.29547,0.070355,-2.61101,0.0133564,2.38619,0.0880906,All
,,-2.50026,0.00572417,,,All
,,-2.38952,0.0209886,,,All
,,-2.27877,0.0209886,,,All
,,-2.16803,0.0457933,,,All
,,-2.05728,0.0515175,,,All
,,-1.94653,0.0400692,,,All
,,-1.83579,0.0763222,,,All
,,-1.72504,0.0763222,,,All
,,-1.6143,0.0782303,,,All
,,-1.50355,0.122116,,,All
,,-1.3928,0.129748,,,All
,,-1.28206,0.150736,,,All
,,-1.17131,0.207978,,,All
,,-1.06057,0.200346,,,All
,,-0.949821,0.207978,,,All
,,-0.839075,0.291933,,,All
,,-0.728329,0.303381,,,All
,,-0.617583,0.341542,,,All
,,-0.506837,0.358715,,,All
,,-0.396091,0.438853,,,All
,,-0.285345,0.398784,,,All
,,-0.174599,0.459841,,,All
,,-0.0638527,0.400692,,,All
,,0.0468933,0.387335,,,All
,,0.157639,0.427405,,,All
,,0.268385,0.362531,,,All
,,0.379131,0.406416,,,All
,,0.489877,0.379703,,,All
,,0.600623,0.328186,,,All
,,0.711369,0.312921,,,All
,,0.822115,0.297657,,,All
,,0.932861,0.251863,,,All
,,1.04361,0.232783,,,All
,,1.15435,0.190806,,,All
,,1.2651,0.188898,,,All
,,1.37584,0.131656,,,All
,,1.48659,0.120208,,,All
,,1.59734,0.114483,,,All
,,1.70808,0.114483,,,All
,,1.81883,0.101127,,,All
,,1.92957,0.0744142,,,All
,,2.04032,0.0477014,,,All
,,2.15107,0.0515175,,,All
,,2.26181,0.0305289,,,All
,,2.37256,0.0362531,,,All
,,2.4833,0.0152644,,,All
,,2.59405,0.0114483,,,All
,,2.7048,0.0152644,,,All
,,2.81554,0.0133564,,,All
,,2.92629,0.00381611,,,All
,,3.03703,0.00763222,,,All
,,3.14778,0.00763222,,,All
,,3.25853,0.00381611,,,All
,,3.36927,0.00190806,,,All
,,3.48002,0.00190806,,,All
,,3.59076,0,,,All
,,3.70151,0.00190806,,,All
,,3.81226,0,,,All
,,3.923,0.00190806,,,All
,,4.03375,0.00190806,,,All
